"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","analysis","direction","tested_sets","pathway_id","pathway_name"
"hsa04922 Glucagon signaling pathway",0.636449679251236,0.79669055594215,0.0114165345095552,-0.221290087516871,-0.913695967215859,68,"CREB5;ACACB;AKT3;PHKB;CREB3;PPARA;ITPR2;PLCB1;PHKA2;PRKAB2;PFKM;ITPR1;PCK2;G6PC3;PRKAA1;GNAQ;PYGB;CREB3L4;PLCB2;SLC2A1;PDE3B;PFKL","within15_symbol_sensitivity","Down",353,"hsa04922","Glucagon signaling pathway"
"hsa04923 Regulation of lipolysis in adipocytes",0.0480755674608769,0.158902288272307,0.0446535727572114,-0.454343604541742,-1.4781240445649,24,"INSR;TSHR;PRKG2;AKT3","within15_symbol_sensitivity","Down",353,"hsa04923","Regulation of lipolysis in adipocytes"
"hsa04924 Renin secretion",0.499982799545908,0.705975712958822,0.010078931305095,0.300062557840507,0.971468783913959,30,"CALM1;ORAI1;GNAS;PTGER2;PPP3R1;CALM3;CLCA1;PRKACA","within15_symbol_sensitivity","Up",353,"hsa04924","Renin secretion"
"hsa04925 Aldosterone synthesis and secretion",0.376101893748953,0.611815523010969,0.011994583233608,0.296232157693253,1.04920186992393,45,"NR4A2;CALM1;ORAI1;PRKCA;GNAS;ATP1B3;PRKD2;ADCY7;ATP1A1;CALM3","within15_symbol_sensitivity","Up",353,"hsa04925","Aldosterone synthesis and secretion"
"hsa04926 Relaxin signaling pathway",0.0348186260233634,0.124151262487346,0.0435158588251683,0.371536732946057,1.42406502606224,67,"FOS;TGFB1;GNG5;RELA;GNG4;PRKCA;GNAS;ADCY7;GNG10;GNB1;MAP2K1;GNG2;PRKACA;NFKB1;GRB2;PIK3R3;MAPK9;GNA15;GNB2;KRAS;GNAI2;ARRB1;ATF4;CREB3L3;PLCB4;NRAS","within15_symbol_sensitivity","Up",353,"hsa04926","Relaxin signaling pathway"
"hsa04927 Cortisol synthesis and secretion",0.544039250837383,0.732999448647313,0.0117841947708883,-0.282853701895122,-0.939807358159655,26,"CREB5;CREB3;ITPR2;PLCB1;ITPR1;LDLR;GNAQ;CREB3L4;PLCB2;CREB1","within15_symbol_sensitivity","Down",353,"hsa04927","Cortisol synthesis and secretion"
"hsa04928 Parathyroid hormone synthesis, secretion and action",0.126767924220154,0.311769783715717,0.0222427340655725,0.335381845786764,1.25906417124155,60,"NR4A2;FOS;PDE4B;EGR1;GATA3;PRKCA;MAFB;NACA;GNAS;PDE4D;GNA12;ADCY7;MAP2K1;PRKACA;JUND;CDKN1A;OXSR1;GNA13;GNAI2;ARRB1;ATF4;CREB3L3;PLCB4;BCL2;SGK1;STK39","within15_symbol_sensitivity","Up",353,"hsa04928","Parathyroid hormone synthesis, secretion and action"
"hsa04929 GnRH secretion",0.246057536079518,0.464482942438877,0.0190431116094178,-0.330861667948525,-1.1477640529876,31,"GABBR1;AKT3;ITPR2;PLCB1;ITPR1;KCNN4;ARRB2;GNAQ;PLCB2","within15_symbol_sensitivity","Down",353,"hsa04929","GnRH secretion"
"hsa04930 Type II diabetes mellitus",0.03208027133974,0.120471657265194,0.0549268628397665,-0.465878897351607,-1.5328536994488,25,"INSR;HKDC1;PRKCE;PRKCD;MTOR;SOCS2;TNF;IKBKB","within15_symbol_sensitivity","Down",353,"hsa04930","Type II diabetes mellitus"
"hsa04931 Insulin resistance",0.0336013632248789,0.122281249674044,0.0570921420101326,-0.331649056942419,-1.3974023140678,75,"INSR;CREB5;PRKCE;ACACB;SREBF1;AKT3;PRKCD;TBC1D4;CREB3;MLXIP;PPARA;MTOR;OGT;TNF;OGA;PRKAB2;IKBKB;PCK2;G6PC3;PRKAA1;PTPA;MAPK10;GSK3B;PYGB;CREB3L4;SLC2A1;SLC27A5;CREB1;PTEN;GFPT1","within15_symbol_sensitivity","Down",353,"hsa04931","Insulin resistance"
"hsa04932 Non-alcoholic fatty liver disease",6.54001654263371e-05,0.00144289114971856,0.241287919858372,0.423981263763672,1.80474750295537,126,"FOS;TGFB1;NDUFAB1;COX7A2L;COX5A;NDUFA6;RELA;UQCRH;NDUFA4;COX4I1;COX6C;COX6A1;NDUFB7;NDUFC2;NDUFV2;RAC1;NDUFA12;COX7A2;COX7B;PRKAG2;NDUFB9;BAX;SOCS3;UQCRB;IL1B;BID;CYC1;UQCR11;COX8A;CDC42;NDUFA2;NDUFB11;NDUFA9;NDUFB2;NDUFS4;NDUFS3;FAS;NFKB1;PIK3R3;NDUFA1;SDHB;MAPK9;UQCR10;ADIPOR1;XBP1;UQCRHL;COX6B1;NDUFB4;IRS2;NDUFS5;ATF4;COX7C;CASP7;COX5B;NDUFB3;UQCRFS1;NDUFA7;NDUFS6;NDUFB6;UQCRQ","within15_symbol_sensitivity","Up",353,"hsa04932","Non-alcoholic fatty liver disease"
"hsa04933 AGE-RAGE signaling pathway in diabetic complications",0.0910878112712975,0.247485542342178,0.0265932620794956,0.350410254422298,1.31093195977572,59,"FOXO1;PIM1;TGFB1;EGR1;STAT5A;STAT3;RELA;PRKCA;RAC1;BAX;IL1B;CDC42;AGER;NFATC1;NFKB1;PIK3R3;MAPK9","within15_symbol_sensitivity","Up",353,"hsa04933","AGE-RAGE signaling pathway in diabetic complications"
"hsa04934 Cushing syndrome",0.616802514517074,0.79669055594215,0.0117537271742415,-0.220446148844606,-0.92324743811486,73,"CREB5;CDKN1B;WDR5B;CREB3;ITPR2;ASH2L;PLCB1;DVL2;KMT2D;DVL3;MEN1;ITPR1;LEF1;LDLR;GSK3B;GNAQ;E2F2;CREB3L4;PLCB2;CDK6;AHR;CDKN2C;AIP;CREB1","within15_symbol_sensitivity","Down",353,"hsa04934","Cushing syndrome"
"hsa04935 Growth hormone synthesis, secretion and action",0.274902704962851,0.508066255769039,0.0142094228406032,0.287077812495496,1.11197669068924,71,"JUNB;FOS;STAT5A;STAT3;PRKCA;GNAS;MAP2K3;SOCS3;ADCY7;MAP2K1;PRKACA;GRB2;PIK3R3;MAPK9;MAP3K1;IRS2;KRAS;GNAI2;ATF4;CREB3L3;STAT1;PLCB4;NRAS","within15_symbol_sensitivity","Up",353,"hsa04935","Growth hormone synthesis, secretion and action"
"hsa04936 Alcoholic liver disease",0.310342959310831,0.547698334338288,0.0179380112255596,-0.250671813678129,-1.07017659600155,81,"ACACB;SREBF1;SCD;ACADVL;AKT3;ALDH2;PPARA;CXCL3;TNF;CXCL2;PRKAB2;CASP8;IKBKB;IRF3;CASP3;LEF1;TICAM1;MLYCD;ACOX3;PRKAA1;MAPK10;GSK3B;TRAF6;ACOX1;TRADD;TAB3","within15_symbol_sensitivity","Down",353,"hsa04936","Alcoholic liver disease"
"hsa04940 Type I diabetes mellitus",0.059316592951919,0.188637453261508,0.0347897149409731,0.543757296072408,1.47994696388333,15,"HLA-C;HLA-B;HLA-E;HLA-A;HSPD1;IL1B;HLA-F;FAS","within15_symbol_sensitivity","Up",353,"hsa04940","Type I diabetes mellitus"
"hsa04960 Aldosterone-regulated sodium reabsorption",0.128947275984404,0.311769783715717,0.0229221790078272,0.450111338916575,1.32232283431524,20,"NEDD4L;PRKCA;ATP1B3;FXYD2;ATP1A1;PIK3R3;KRAS;SGK1;MAPK3;PIK3R1","within15_symbol_sensitivity","Up",353,"hsa04960","Aldosterone-regulated sodium reabsorption"
"hsa04961 Endocrine and other factor-regulated calcium reabsorption",0.185558062836313,0.394590338441076,0.0186497808767224,0.393667651674853,1.23247257388665,26,"CLTB;PRKCA;GNAS;ATP1B3;FXYD2;ATP1A1;PRKACA;ATP2B1;AP2S1;RAB11A;PLCB4;DNM2","within15_symbol_sensitivity","Up",353,"hsa04961","Endocrine and other factor-regulated calcium reabsorption"
"hsa04962 Vasopressin-regulated water reabsorption",0.893863299373416,0.957010955040226,0.00835168491737324,-0.206462391650221,-0.722420760972018,32,"CREB5;DYNC2LI1;CREB3","within15_symbol_sensitivity","Down",353,"hsa04962","Vasopressin-regulated water reabsorption"
"hsa04964 Proximal tubule bicarbonate reclamation",0.201250545295914,0.40904738704518,0.0182859734740098,0.516157679447578,1.2580139977945,10,"ATP1B3;FXYD2;ATP1A1;GLUD1","within15_symbol_sensitivity","Up",353,"hsa04964","Proximal tubule bicarbonate reclamation"
"hsa04966 Collecting duct acid secretion",0.136253388500499,0.322801651950847,0.0224344678909384,0.487801967288763,1.32765306448263,15,"ATP6V0A4;ATP6V0C;ATP6V1G1;ATP6V0D1;ATP6V0E1;ATP6V1F;SLC12A7","within15_symbol_sensitivity","Up",353,"hsa04966","Collecting duct acid secretion"
"hsa04970 Salivary secretion",0.337640373427141,0.584250254018533,0.0129188119232135,0.318383108263198,1.08169249344472,37,"CALM1;PRKCA;GNAS;CST3;SLC12A2;ATP1B3;FXYD2;ADCY7;ATP1A1;CALM3","within15_symbol_sensitivity","Up",353,"hsa04970","Salivary secretion"
"hsa04971 Gastric acid secretion",0.24454373603712,0.464107197962921,0.0158406480072543,0.353992846740974,1.16240637106748,32,"CALM1;ACTB;ACTG1;PRKCA;GNAS;ATP1B3;ADCY7;ATP1A1;CALM3","within15_symbol_sensitivity","Up",353,"hsa04971","Gastric acid secretion"
"hsa04972 Pancreatic secretion",0.131936924742826,0.316275866018866,0.022186994614378,0.372492112874853,1.27829185653497,39,"RAP1A;RAB27B;RAP1B;PRKCA;RAC1;GNAS;SLC12A2;ATP1B3;FXYD2;ADCY7;ATP1A1;RAB3D;RAB8A;CLCA1;ATP2A2","within15_symbol_sensitivity","Up",353,"hsa04972","Pancreatic secretion"
"hsa04973 Carbohydrate digestion and absorption",0.320133252005818,0.556684916049526,0.0162310588985706,-0.340929915442872,-1.09617665421445,23,"HKDC1;AMY2B;AKT3;PLCB1","within15_symbol_sensitivity","Down",353,"hsa04973","Carbohydrate digestion and absorption"
"hsa04974 Protein digestion and absorption",0.212249763348876,0.419469576350909,0.0173839597693541,0.407556196957804,1.2117761435222,21,"SLC1A5;SLC36A1;COL6A2;ATP1B3;FXYD2;ATP1A1;SLC3A2","within15_symbol_sensitivity","Up",353,"hsa04974","Protein digestion and absorption"
"hsa04975 Fat digestion and absorption",0.60291844876541,0.785351337321733,0.00908032940532149,0.341617105007,0.894169094380235,13,"ABCA1;ACAT2;ACAT1;PLPP1","within15_symbol_sensitivity","Up",353,"hsa04975","Fat digestion and absorption"
"hsa04976 Bile secretion",0.621370581770483,0.79669055594215,0.00878228769418088,0.314675467288602,0.885085567793118,17,"GNAS;ATP1B3;FXYD2;ADCY7;ATP1A1;PRKACA","within15_symbol_sensitivity","Up",353,"hsa04976","Bile secretion"
"hsa04977 Vitamin digestion and absorption",0.00573460769059791,0.036148509192519,0.127105134713741,-0.707655907106846,-1.78970877973617,10,"CUBN;ABCD4;LMBRD1;SLC19A2;ABCC1;APOA1;BTD;AMN;SLC5A6","within15_symbol_sensitivity","Down",353,"hsa04977","Vitamin digestion and absorption"
"hsa04978 Mineral absorption",0.00326052659257441,0.0255770197150837,0.149864739602655,0.613067073497438,1.82281623881205,21,"FTL;SLC39A4;FTH1;ATP1B3;FXYD2;ATP1A1;ATOX1;ATP7A;SLC31A1;MT1X;ATP2B1;MT2A;HMOX2","within15_symbol_sensitivity","Up",353,"hsa04978","Mineral absorption"
"hsa04979 Cholesterol metabolism",0.201626757353715,0.40904738704518,0.017897451670114,0.411154230056793,1.22247408089992,21,"ABCA1;STARD3NL;VDAC1;VDAC2;MYLIP;SOAT1;LRPAP1;NPC1","within15_symbol_sensitivity","Up",353,"hsa04979","Cholesterol metabolism"
"hsa04980 Cobalamin transport and metabolism",0.193856315598987,0.400324882143461,0.0210751853442477,-0.443115226698399,-1.24406798638543,14,"HCFC1;ABCD4;LMBRD1;MTR;MMUT;ZNF76","within15_symbol_sensitivity","Down",353,"hsa04980","Cobalamin transport and metabolism"
"hsa04981 Folate transport and metabolism",0.188606169781581,0.398670526544299,0.0213404867103913,-0.470443868540845,-1.25840514549367,12,"ABCC5;MTR;ABCC1;MTHFS;MTHFD1","within15_symbol_sensitivity","Down",353,"hsa04981","Folate transport and metabolism"
"hsa05010 Alzheimer disease",4.67970700683215e-06,0.000127072044108596,0.273594784418286,0.371420017618416,1.74174529722626,274,"CALM1;NDUFAB1;TUBA4A;SLC39A4;COX7A2L;ADRM1;ATP5F1B;COX5A;NDUFA6;VDAC1;RELA;UQCRH;PSMB1;NDUFA4;COX4I1;APH1A;FRAT2;COX6C;COX6A1;NDUFB7;ATP5F1E;TUBA1C;NDUFC2;NDUFV2;NDUFA12;COX7A2;SLC25A5;COX7B;ATP5PF;NDUFB9;PSMB3;TUBB2A;GAPDH;UQCRB;IL1B;BID;CYC1;PSMA7;PSMD12;VDAC2;ATP5F1C;UQCR11;COX8A;MT-ND5;SLC39A3;PPP3R1;KIF5B;CALM3;PSMD7;PSMB7;SLC25A6;ATP5PB;MAP2K1;ATP5F1A;NDUFA2;NDUFB11;NDUFA9;PSMD8;AGER;ATP2A2;NDUFB2;PSMC3;NDUFS4;CAPN2;NDUFS3;FAS;NFKB1;PSMC4;PIK3R3;NDUFA1;SDHB;NRBF2;ATP5MC3;MAPK9;SLC39A13;PSMC5;UQCR10;SEM1;FZD6;PSMA4;XBP1;UQCRHL;BECN1;ATP5MC1;ATP5MC2;COX6B1;AXIN1;NDUFB4;SLC39A8;MT-ND2;CSNK2B;IRS2;KRAS;CHUK;PSMC1;ATG101;TUBA1B;NDUFS5;ATF4;PSMD6;CSNK2A1;COX7C;NAE1;PSMA3;CASP7;COX5B;ULK2;NDUFB3;PLCB4;UQCRFS1;NRAS;NDUFA7;NDUFS6;ATP5PD;NDUFB6;UQCRQ","within15_symbol_sensitivity","Up",353,"hsa05010","Alzheimer disease"
"hsa05012 Parkinson disease",7.89172465770438e-12,9.28592934723215e-10,0.392258554488751,0.484020426411708,2.20497562020605,213,"CALM1;NDUFAB1;TUBA4A;SLC39A4;COX7A2L;ADRM1;ATP5F1B;COX5A;NDUFA6;VDAC1;UQCRH;PSMB1;NDUFA4;COX4I1;COX6C;COX6A1;NDUFB7;ATP5F1E;TUBA1C;UBA52;NDUFC2;NDUFV2;GNAS;NDUFA12;COX7A2;SLC25A5;COX7B;RPS27A;ATP5PF;TXN2;UBC;NDUFB9;UBE2L6;PSMB3;TUBB2A;BAX;UQCRB;CYC1;SLC18A2;PSMA7;PSMD12;VDAC2;ATP5F1C;UQCR11;COX8A;MT-ND5;SLC39A3;UBE2J2;KIF5B;CALM3;PSMD7;PSMB7;PARK7;SLC25A6;ATP5PB;ATP5F1A;DUSP1;NDUFA2;NDUFB11;NDUFA9;PSMD8;NDUFB2;PSMC3;NDUFS4;NDUFS3;PRKACA;SOD1;PSMC4;NDUFA1;SDHB;ATP5MC3;MAPK9;SLC39A13;PSMC5;UQCR10;UBB;SEM1;MFN2;PSMA4;XBP1;UQCRHL;ATP5MC1;ATP5MC2;COX6B1;NDUFB4;SLC39A8;MT-ND2;TXN;UBA7;UBE2L3;HTRA2;GNAI2;PSMC1;TUBA1B;CAMK2D;NDUFS5;ATF4;PSMD6;COX7C;PSMA3;COX5B;NDUFB3;UQCRFS1;NDUFA7;NDUFS6;ATP5PD;NDUFB6;KEAP1;UQCRQ","within15_symbol_sensitivity","Up",353,"hsa05012","Parkinson disease"
"hsa05014 Amyotrophic lateral sclerosis",9.25879224423711e-07,3.2683536622157e-05,0.295516142375285,0.379168175685976,1.78181815153379,279,"ACTB;NDUFAB1;TUBA4A;ACTG1;COX7A2L;ADRM1;OPTN;ATP5F1B;COX5A;NDUFA6;VDAC1;TOMM40;UQCRH;ALYREF;PSMB1;NDUFA4;COX4I1;GPX7;COX6C;NXT1;COX6A1;NDUFB7;ATP5F1E;TUBA1C;NDUFC2;NDUFV2;RAC1;NDUFA12;MAP2K3;CHMP2B;COX7A2;WDR41;DERL1;COX7B;ATP5PF;NDUFB9;PSMB3;TUBB2A;BAX;HNRNPA1;UQCRB;BID;CYC1;PSMA7;SRSF3;PSMD12;ATP5F1C;UQCR11;COX8A;MT-ND5;PPP3R1;KIF5B;PSMD7;PSMB7;ATP5PB;NUP153;ATP5F1A;NDUFA2;RAB8A;NDUFB11;CASP1;TANK;RAB5A;NDUFA9;PSMD8;NDUFB2;PSMC3;NDUFS4;NDUFS3;UBQLN4;SOD1;PSMC4;TNFRSF1B;NDUFA1;SDHB;NRBF2;MAP1LC3B;ATP5MC3;ANXA11;PSMC5;UQCR10;SEM1;PSMA4;XBP1;UQCRHL;BECN1;ATP5MC1;ATP5MC2;COX6B1;NDUFB4;MT-ND2;NUP35;SRSF7;PSMC1;ATG101;TUBA1B;NDC1;NDUFS5;ATF4;PSMD6;COX7C;PSMA3;COX5B;ULK2;NDUFB3;BCL2;UQCRFS1;NDUFA7;NDUFS6;ATP5PD;NDUFB6;UQCRQ;RAE1;NDUFA11;NUP155;ANXA7;NUP58;SEH1L;PSMB2;VAPB;NDUFS7;HNRNPA3;NUP37;ATP5PO;CYCS;UQCRC2;DDIT3;MT-CYB;PSMD3;DCTN3;MT-ND1;PSMA2","within15_symbol_sensitivity","Up",353,"hsa05014","Amyotrophic lateral sclerosis"
"hsa05016 Huntington disease",9.63561301101485e-08,4.34313264700339e-06,0.31592004486555,0.414551943102179,1.91154922454288,236,"NDUFAB1;TUBA4A;CLTB;COX7A2L;ADRM1;POLR2D;TAF4B;ATP5F1B;COX5A;NDUFA6;BBC3;VDAC1;UQCRH;PSMB1;NDUFA4;COX4I1;GPX7;COX6C;COX6A1;NDUFB7;ATP5F1E;TUBA1C;NDUFC2;NDUFV2;NDUFA12;COX7A2;SLC25A5;COX7B;ATP5PF;NDUFB9;POLR2C;PSMB3;TUBB2A;BAX;UQCRB;CYC1;TFAM;PSMA7;PSMD12;VDAC2;ATP5F1C;SOD2;UQCR11;COX8A;TBPL1;MT-ND5;KIF5B;PSMD7;PSMB7;SLC25A6;ATP5PB;ATP5F1A;NDUFA2;NDUFB11;NDUFA9;HDAC1;PSMD8;NDUFB2;PSMC3;NDUFS4;NDUFS3;SOD1;POLR2K;PSMC4;SIN3A;NDUFA1;SDHB;NRBF2;ATP5MC3;MAPK9;POLR2G;PSMC5;UQCR10;SEM1;PSMA4;UQCRHL;POLR2E;BECN1;ATP5MC1;ATP5MC2;COX6B1;NDUFB4;AP2S1;POLR2L;MT-ND2;PSMC1;ATG101;TUBA1B;HDAC2;NDUFS5;PSMD6;COX7C;PSMA3;COX5B;RCOR1;CREB3L3;ULK2;NDUFB3;PLCB4;UQCRFS1;NDUFA7;POLR2H;NDUFS6;ATP5PD;NDUFB6;POLR2I;UQCRQ","within15_symbol_sensitivity","Up",353,"hsa05016","Huntington disease"
"hsa05017 Spinocerebellar ataxia",0.175838349097163,0.381691790431338,0.0179415491898066,0.281780030785333,1.17356009327048,109,"ADRM1;VLDLR;VDAC1;PSMB1;PRKCA;SLC25A5;AFG3L2;PSMB3;PSMA7;PSMD12;VDAC2;TBPL1;PSMD7;PSMB7;SLC25A6;PSMD8;ATP2A2;PSMC3;PSMC4;PIK3R3;NRBF2;MAPK9;PSMC5;SEM1;PSMA4;XBP1;BECN1;ATXN1L;PSMC1;ATG101;PSMD6;PSMA3;ULK2;PLCB4;TWNK;SPTBN2;CIC;RBPJ;PSMB2;PIK3R1;CYCS;PSMD3;PSMA2;NOP56;PSMD11","within15_symbol_sensitivity","Up",353,"hsa05017","Spinocerebellar ataxia"
"hsa05020 Prion disease",1.07045588476677e-08,6.29784878871119e-07,0.335083809055783,0.448069047741668,2.03008310317074,203,"NCF1;NDUFAB1;EGR1;TUBA4A;STIP1;COX7A2L;ADRM1;ATP5F1B;COX5A;NDUFA6;CYBA;VDAC1;UQCRH;PSMB1;NDUFA4;COX4I1;COX6C;COX6A1;NDUFB7;ATP5F1E;TUBA1C;NDUFC2;NDUFV2;RAC1;NDUFA12;COX7A2;SLC25A5;COX7B;ATP5PF;NDUFB9;CCL5;PSMB3;TUBB2A;BAX;UQCRB;IL1B;CYC1;PSMA7;PSMD12;PRNP;VDAC2;ATP5F1C;UQCR11;COX8A;MT-ND5;PPP3R1;KIF5B;PSMD7;PSMB7;SLC25A6;ATP5PB;ATP5F1A;NDUFA2;NDUFB11;NDUFA9;PSMD8;NDUFB2;PSMC3;NDUFS4;NDUFS3;PRKACA;SOD1;PSMC4;PIK3R3;NDUFA1;SDHB;ATP5MC3;MAPK9;PSMC5;UQCR10;SEM1;PSMA4;UQCRHL;ATP5MC1;ATP5MC2;COX6B1;NDUFB4;RAC2;MT-ND2;CSNK2B;PSMC1;TUBA1B;NDUFS5;ATF4;PSMD6;CSNK2A1;COX7C;PSMA3;COX5B;CREB3L3;NDUFB3;UQCRFS1;NDUFA7;NDUFS6;ATP5PD;NDUFB6;UQCRQ","within15_symbol_sensitivity","Up",353,"hsa05020","Prion disease"
"hsa05022 Pathways of neurodegeneration - multiple diseases",9.84279353428531e-08,4.34313264700339e-06,0.31592004486555,0.382820752802876,1.82420913312935,321,"CALM1;NDUFAB1;TUBA4A;COX7A2L;ADRM1;OPTN;ATP5F1B;COX5A;NDUFA6;VDAC1;TOMM40;RELA;UQCRH;PSMB1;NDUFA4;COX4I1;FRAT2;PRKCA;GPX7;COX6C;COX6A1;NDUFB7;ATP5F1E;TUBA1C;UBA52;NDUFC2;NDUFV2;RAC1;NDUFA12;MAP2K3;CHMP2B;COX7A2;WDR41;DERL1;SLC25A5;COX7B;RPS27A;ATP5PF;UBC;NDUFB9;UBE2L6;PSMB3;TUBB2A;BAX;UQCRB;IL1B;BID;CYC1;PSMA7;PSMD12;PRNP;VDAC2;ATP5F1C;UQCR11;COX8A;MT-ND5;UBE2J2;PPP3R1;KIF5B;CALM3;PSMD7;PSMB7;PARK7;SLC25A6;ATP5PB;MAP2K1;ATP5F1A;NDUFA2;RAB8A;NDUFB11;TANK;RAB5A;NDUFA9;PSMD8;AGER;ATP2A2;NDUFB2;PSMC3;NDUFS4;CAPN2;NDUFS3;SOD1;FAS;NFKB1;PSMC4;TNFRSF1B;NDUFA1;SDHB;NRBF2;MAP1LC3B;ATP5MC3;MAPK9;PSMC5;UQCR10;UBB;SEM1;FZD6;MFN2;PSMA4;XBP1;UQCRHL;BECN1;ATP5MC1;ATP5MC2;COX6B1;AXIN1;NDUFB4;MT-ND2;CSNK2B;UBA7;UBE2L3;KRAS;HTRA2;ATXN1L;PSMC1;ATG101;TUBA1B;CAMK2D;NDUFS5;ATF4;PSMD6;CSNK2A1;COX7C;PSMA3;CASP7;COX5B;ULK2;NDUFB3;PLCB4;BCL2;UQCRFS1;NRAS;NDUFA7","within15_symbol_sensitivity","Up",353,"hsa05022","Pathways of neurodegeneration - multiple diseases"
"hsa05030 Cocaine addiction",0.307350678416562,0.546552810969993,0.0139714612988853,0.371588615553097,1.11698804596477,22,"FOSB;RGS9;RELA;GNAS;SLC18A2;PRKACA;NFKB1;GNAI2;ATF4;CREB3L3","within15_symbol_sensitivity","Up",353,"hsa05030","Cocaine addiction"
"hsa05031 Amphetamine addiction",0.0665213392826731,0.200701134758834,0.0320058596553218,0.418119721673291,1.40184330713096,35,"FOS;FOSB;CALM1;PRKCA;GNAS;SLC18A2;PPP1CC;PPP3R1;CALM3;HDAC1;PRKACA","within15_symbol_sensitivity","Up",353,"hsa05031","Amphetamine addiction"
"hsa05032 Morphine addiction",0.0124180751983443,0.0617405710565567,0.0758155059833636,0.519447980004553,1.65596859633497,28,"PDE4B;GNG5;GNG4;PRKCA;GNAS;GRK6;PDE4D;ADCY7;GNG10;GNB1;GNG2;PRKACA;GNB2;GNAI2;ARRB1;GRK2","within15_symbol_sensitivity","Up",353,"hsa05032","Morphine addiction"
"hsa05034 Alcoholism",0.101061059757844,0.264255956255696,0.025076067590857,0.342236108733775,1.29302163901255,62,"FOSB;CALM1;GNG5;GNG4;GNAS;SLC18A2;PPP1CC;GNG10;CALM3;GNB1;MAP2K1;GNG2;PKIA;HDAC1;PRKACA;HDAC5;GRB2;HDAC9;GNB2;KRAS;GNAI2;HDAC2;ATF4;CREB3L3;NRAS;PPP1CB;HAT1;MAPK3;PPP1CA","within15_symbol_sensitivity","Up",353,"hsa05034","Alcoholism"
"hsa05100 Bacterial invasion of epithelial cells",0.0757170676964716,0.22089359418888,0.0294258517846994,0.368840787726747,1.35193255389126,53,"ACTB;PXN;CLTB;ACTG1;RAC1;ARPC2;ARPC5L;SEPTIN9;ACTR3C;RHOG;ITGB1;CDC42;ELMO2;PIK3R3;ACTR3;ARPC3;MAD2L2","within15_symbol_sensitivity","Up",353,"hsa05100","Bacterial invasion of epithelial cells"
"hsa05110 Vibrio cholerae infection",0.033119766771755,0.121792738342475,0.0457146705145647,0.444237529661122,1.49997655174338,36,"ACTB;ACTG1;ATP6V0A4;PRKCA;GNAS;ATP6V0C;SLC12A2;KDELR2;ATP6V1G1;ERO1A;ATP6V0D1;ATP6V0E1;PRKACA;ATP6V1F","within15_symbol_sensitivity","Up",353,"hsa05110","Vibrio cholerae infection"
"hsa05120 Epithelial cell signaling in Helicobacter pylori infection",0.189788567998399,0.398781931568065,0.0180037521629435,0.335748611741885,1.20090080865009,47,"RELA;ATP6V0A4;RAC1;ATP6V0C;CCL5;ATP6V1G1;ATP6V0D1;CDC42;JAM3;ATP6V0E1;ATP6V1F;NFKB1;MAPK9","within15_symbol_sensitivity","Up",353,"hsa05120","Epithelial cell signaling in Helicobacter pylori infection"
"hsa05130 Pathogenic Escherichia coli infection",0.00520675667494097,0.0351263697655388,0.109975456041187,0.359222627387965,1.52525569821683,124,"FOS;ACTB;TUBA4A;MYO1F;ACTG1;TNFSF10;RIPK1;RELA;TUBA1C;RAC1;ARF6;ARPC2;MYD88;TUBB2A;BAX;ARPC5L;GAPDH;IL1B;TMBIM6;GNA12;RPS3;CYTH1;ACTR3C;LPAR5;ITGB1;CDC42;CASP4;CASP1;NFKBIB;IRAK1;FAS;NFKB1;NCL;MAPK9;ACTR3;ARPC3;PTPN6;ROCK1;GNA13;MAP3K7;CHUK;CYFIP2;TUBA1B;ARPC5","within15_symbol_sensitivity","Up",353,"hsa05130","Pathogenic Escherichia coli infection"
"hsa05131 Shigellosis",0.000706397857169919,0.00886835913914436,0.213878881440171,0.358755606537469,1.60374521576654,181,"MALT1;FOXO1;ACTB;PXN;CD44;ACTG1;MYL12A;UBE2V2;RIPK1;VDAC1;RELA;ATG12;UBA52;RRAGC;RAC1;ACTN1;ARF6;ARPC2;UBE2D3;ACTN4;RPS27A;UBE2V1;MYD88;UBC;CCL5;UBE2D1;BAX;ARPC5L;MYL12B;RPS6KA5;IL1B;UBE2D2;HK1;SEPTIN9;RBX1;CYTH1;ACTR3C;BCL10;ITGB1;CDC42;CAST;CASP4;CASP1;MYL5;NFKBIB;FBXW11;MDM2;TRAF5;CAPN2;ELMO2;NFKB1;PIK3R3;SKP1;MAP1LC3B;MAPK9;ACTR3;ARPC3;SEPTIN7;UBB;ATG16L1;BECN1;ROCK1","within15_symbol_sensitivity","Up",353,"hsa05131","Shigellosis"
"hsa05132 Salmonella infection",0.00161153130905273,0.016253444345589,0.203925512082896,0.344498086474825,1.54814792522423,189,"FOS;MYC;RALA;S100A10;ACTB;TUBA4A;ACTG1;MYL12A;TNFSF10;RIPK1;RELA;TUBA1C;RAC1;MAP2K3;ARF6;ARPC2;TXN2;MYD88;VPS18;TUBB2A;BAX;ARPC5L;GAPDH;MYL12B;ARL8A;IL1B;RPS3;CYTH1;RAB7A;ACTR3C;KIF5B;RHOG;MAP2K1;CDC42;CASP4;CASP1;MYL5;RAB5A;IRAK1;ELMO2;NFKB1;HSP90B1;SKP1;KPNA4;MAPK9;ACTR3;ARPC3;DYNLL2;FHOD1;TLR9;RAB5C","within15_symbol_sensitivity","Up",353,"hsa05132","Salmonella infection"
