"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","analysis","direction","tested_sets","pathway_id","pathway_name"
"hsa05142 Chagas disease",0.0163391261978236,0.0730090069345789,0.0640343618112767,0.396153949470595,1.51624566336002,67,"FOS;IL10;TGFB1;CD247;RELA;GNAS;CALR;MYD88;CCL5;IL1B;IFNGR2;CD3D;IRAK1;FAS;NFKB1;PIK3R3;MAPK9;CCL3;TLR9;CD3E;GNA15;GNAI2;CHUK;IFNGR1","within15","Up",353,"hsa05142","Chagas disease"
"hsa05143 African trypanosomiasis",0.21375877381464,0.419204706425377,0.0175242310990114,0.440101846194894,1.22293039931309,16,"IL10;PRKCA;MYD88;IL1B;FAS;TLR9;HBB","within15","Up",353,"hsa05143","African trypanosomiasis"
"hsa05144 Malaria",0.0137351884140483,0.0655205609480954,0.0731950226084424,0.581560474315603,1.66350152459743,18,"IL10;TGFB1;GYPC;KLRB1;MYD88;CD81;IL1B;ITGB2;KLRK1;TLR9;HBB","within15","Up",353,"hsa05144","Malaria"
"hsa05145 Toxoplasmosis",0.391576828159501,0.634067065781211,0.0114446056103213,0.272099337064975,1.0387945409233,66,"IL10;TGFB1;IL10RA;STAT3;RELA;MAP2K3;MYD88;IFNGR2;ITGB1;NFKBIB;IRAK1;JAK1;NFKB1;MAPK9;MAP3K7;GNAI2;CHUK;IFNGR1;STAT1;BCL2;LY96;TAB2;MAPK3","within15","Up",353,"hsa05145","Toxoplasmosis"
"hsa05146 Amoebiasis",0.00475339648720628,0.0330207540768701,0.121541452188882,0.49000656974791,1.70194343220815,41,"IL10;TGFB1;RELA;PRKCA;GNAS;ACTN1;SERPINB9;ACTN4;CTSG;IL1B;ITGB2;RAB7A;PRDX1;RAB5A;PRKACA;NFKB1;PIK3R3;RAB5C","within15","Up",353,"hsa05146","Amoebiasis"
"hsa05150 Staphylococcus aureus infection",0.275509064512527,0.509186909805874,0.0154796676823656,0.516010285564854,1.17925538972944,8,"IL10;KRT10;ITGB2","within15","Up",353,"hsa05150","Staphylococcus aureus infection"
"hsa05152 Tuberculosis",0.000110879764157617,0.00230238569103758,0.241287919858372,0.447001333696067,1.83065179448528,98,"FCER1G;IL10;MALT1;CALM1;TGFB1;IL10RA;RELA;ATP6V0A4;ATP6V0C;CD74;HSPD1;MYD88;MRC2;BAX;IL1B;BID;ITGB2;CEBPG;LSP1;NFYB;RAB7A;IFNGR2;PPP3R1;CALM3;ATP6V0D1;BCL10;HSPA9;PLK3;LAMP1;RAB5A;IRAK1;JAK1;NFKB1;IL23A;MAPK9;TLR9;RAB5C;CEBPB;CORO1A;CR1;NFYC;IFNGR1;CAMK2D;CTSD","within15","Up",353,"hsa05152","Tuberculosis"
"hsa05160 Hepatitis C",0.206692790943584,0.414559972744802,0.0164794657813065,0.278917080342883,1.1515937500257,103,"MYC;YWHAB;RIPK1;STAT3;RELA;YWHAZ;TRAF3;BAX;OAS3;SOCS3;CD81;BID;YWHAQ;EIF3E;IRF7;MAP2K1;IFIT1;OAS2;JAK1;IRF9;FAS;NFKB1;GRB2;PIK3R3;CDKN1A","within15","Up",353,"hsa05160","Hepatitis C"
"hsa05161 Hepatitis B",0.0185219089466618,0.078773901905682,0.0582249348993764,0.336373310578469,1.42475202256553,122,"FOS;MYC;TGFB1;STAT5A;YWHAB;NFATC2;STAT3;RELA;PRKCA;YWHAZ;MAP2K3;MYD88;TRAF3;BAX;BID;YWHAQ;JAK3;NFATC3;ELK1;DDX3X;IRF7;MAP2K1;IRAK1;JAK1;NFATC1;FAS;NFKB1;GRB2;PIK3R3;CDKN1A;MAPK9;MAP3K1;STAT2;MAP3K7;KRAS;CHUK;E2F1;STAT4;ATF4;PCNA;CREB3L3;STAT1;BCL2;NRAS","within15","Up",353,"hsa05161","Hepatitis B"
"hsa05162 Measles",0.0473889321901793,0.157814085501257,0.0364437274195375,0.328514674930702,1.34979157846349,100,"FOS;IL2RA;STAT5A;BBC3;STAT3;EIF3H;RELA;MYD88;TRAF3;BAX;OAS3;IL1B;BID;JAK3;IRF7;CD3D;NFKBIB;OAS2;IRAK1;JAK1;IRF9;FAS;NFKB1;PIK3R3;MAPK9;TLR9;MSN;CD3E;CSNK2B;STAT2;MAP3K7;CHUK;MX1;CSNK2A1;STAT1;BCL2","within15","Up",353,"hsa05162","Measles"
"hsa05163 Human cytomegalovirus infection",0.00067167201987717,0.00924433225135605,0.213878881440171,0.378736984194044,1.64857735006946,148,"MYC;TAP1;CALM1;PXN;IL10RA;TAP2;HLA-C;B2M;HLA-B;GNG5;NFATC2;RIPK1;STAT3;RELA;GNG4;PRKCA;HLA-E;HLA-A;RAC1;GNAS;CALR;CCL5;BAX;IL1B;BID;NFATC3;ELK1;GNA12;PTGER2;ADCY7;PPP3R1;GNG10;CALM3;GNB1;MAP2K1;GNG2;HLA-F;MDM2;TRAF5;PRKACA;JAK1;NFATC1;FAS;NFKB1;GRB2;PIK3R3;CDKN1A;CCL3;CCL4;TAPBP;ROCK1;RAC2;GNB2;GNA13;PDIA3;KRAS;GNAI2;CHUK;E2F1;ATF4;CREB3L3;PLCB4;CDKN2A;NRAS;RPS6KB1","within15","Up",353,"hsa05163","Human cytomegalovirus infection"
"hsa05164 Influenza A",0.00536234579381316,0.0348229452140203,0.10965512474277,0.372274746408481,1.54536293241128,107,"ACTB;ACTG1;TNFSF10;VDAC1;RELA;PRKCA;NXT1;SLC25A5;MYD88;CCL5;TRAF3;BAX;OAS3;SOCS3;IL1B;BID;IFNGR2;SLC25A6;IRF7;MAP2K1;CASP1;DNAJB1;NFKBIB;OAS2;JAK1;IRF9;FAS;NFKB1;PIK3R3","within15","Up",353,"hsa05164","Influenza A"
"hsa05165 Human papillomavirus infection",0.40193655316798,0.6362493420103,0.0104379771814312,0.228551471873136,1.0232759006107,184,"ITGB7;FOXO1;IRF1;PXN;HLA-C;HLA-B;RELA;ATP6V0A4;HLA-E;OASL;HLA-A;PKM;GNAS;ATP6V0C;MAML3;TRAF3;BAX;COL6A2;ATP6V1G1;TBPL1;BCAP31;PARD6B;ATP6V0D1;ITGB1;MAP2K1;CDC42;HLA-F;HDAC1;ATP6V0E1;MDM2;PRKACA;RBL1;JAK1;LFNG;IRF9;ATP6V1F;FAS;NFKB1;GRB2;PIK3R3;CDKN1A","within15","Up",353,"hsa05165","Human papillomavirus infection"
"hsa05166 Human T-cell leukemia virus 1 infection",0.0020008238686518,0.0181100211701047,0.175479073180254,0.344566512167542,1.52475234827091,168,"FOS;MYC;IL2RA;TGFB1;EGR1;STAT5A;HLA-C;B2M;HLA-B;NFATC2;VDAC1;RELA;HLA-E;HLA-A;RANBP1;ZFP36;SLC25A5;CALR;CRTC3;ANAPC13;BAX;JAK3;ITGB2;VDAC2;RANBP3;NFATC3;ELK1;TBPL1;NFYB;ADCY7;PPP3R1;SLC25A6;RAN;MAP2K1;NFKB2;HLA-F;CD3D;ANAPC11;KAT2B;PRKACA;JAK1;NFATC1;ETS1;NFKB1;PIK3R3;CDKN1A;MAP3K3;MAPK9;MAP3K1;RELB","within15","Up",353,"hsa05166","Human T-cell leukemia virus 1 infection"
"hsa05167 Kaposi sarcoma-associated herpesvirus infection",0.00501601498761105,0.0340510248197442,0.111957949221864,0.352301673676057,1.51208850066922,134,"FOS;MYC;CALM1;HLA-C;HLA-B;GNG5;NFATC2;STAT3;RELA;GNG4;HLA-E;HLA-A;UBA52;RAC1;ZFP36;RPS27A;UBC;TRAF3;BAX;BID;NFATC3;CLEC2B;PPP3R1;GNG10;CALM3;GNB1;IRF7;MAP2K1;GNG2;HLA-F;JAK1;NFATC1;IRF9;FAS;NFKB1;PIK3R3;CDKN1A;MAP1LC3B;MAPK9;UBB","within15","Up",353,"hsa05167","Kaposi sarcoma-associated herpesvirus infection"
"hsa05168 Herpes simplex virus 1 infection",0.00747379614157679,0.0425524199673646,0.0918501099805007,0.35027348046533,1.49176421247696,127,"TAP1;TAP2;HLA-C;B2M;HLA-B;RELA;ALYREF;HLA-E;HLA-A;CD74;CALR;MYD88;CCL5;TRAF3;BAX;OAS3;SOCS3;IL1B;BID;SRSF6;SRSF3;PPP1CC;SRSF9;IFNGR2;IRF7;HLA-F;OAS2;SRSF2;IRAK1;TRAF5;JAK1;IRF9;FAS;NFKB1;PIK3R3;EIF2B1;TLR9;SRPK1;TAPBP;POU2F1;TNFRSF14;SRSF5;TNFSF14;PDIA3;STAT2;MAP3K7;CHUK;SRSF7;ZC3HAV1;IFNGR1","within15","Up",353,"hsa05168","Herpes simplex virus 1 infection"
"hsa05169 Epstein-Barr virus infection",1.23732093137503e-05,0.00031198163483956,0.2658863377706,0.421554640862961,1.838595344053,150,"RUNX3;GADD45B;MYC;CD58;TAP1;CD44;TAP2;HLA-C;ADRM1;B2M;HLA-B;CD247;RIPK1;STAT3;RELA;VIM;HLA-E;HLA-A;RAC1;MAP2K3;CALR;MYD88;TRAF3;BAX;OAS3;BID;JAK3;PSMD12;PSMD7;IRF7;GADD45A;NFKB2;HLA-F;CD3D;NFKBIB;OAS2;HDAC1;PSMD8;IRAK1;MDM2;PSMC3;TRAF5;JAK1;IRF9;FAS;NFKB1;PSMC4;SIN3A;PIK3R3;CDKN1A;MAPK9;PSMC5;RELB;SEM1;TAPBP;CD3E;PDIA3;STAT2;SAP30L;MAP3K7;CHUK;PSMC1;HDAC2;E2F1;PSMD6","within15","Up",353,"hsa05169","Epstein-Barr virus infection"
"hsa05170 Human immunodeficiency virus 1 infection",0.000788757679023741,0.00928104868984602,0.213878881440171,0.370427815307918,1.62254613767422,155,"FOS;TAP1;CALM1;PXN;ELOC;TAP2;HLA-C;B2M;HLA-B;CD247;GNG5;NFATC2;RIPK1;RELA;GNG4;PRKCA;HLA-E;HLA-A;RAC1;CFL1;MAP2K3;CALR;MYD88;BAX;RNF7;BID;NFATC3;ELOB;RBX1;PPP3R1;GNG10;CALM3;GNB1;MAP2K1;GNG2;HLA-F;CD3D;APOBEC3G;FBXW11;IRAK1;TRAF5;NFATC1;FAS;NFKB1;TNFRSF1B;PIK3R3;SKP1;MAPK9;SAMHD1;TAPBP;CD3E;RAC2;GNB2;PDIA3;MAP3K7;KRAS;GNAI2;CHUK","within15","Up",353,"hsa05170","Human immunodeficiency virus 1 infection"
"hsa05171 Coronavirus disease",1.01451938277372e-21,1.79062671059562e-19,0.53953619095284,0.644027654380987,2.80069167867997,147,"FOS;RPL39L;RPL30;STAT3;RPL21;RELA;RPL26L1;RPS4Y1;PRKCA;UBA52;RPS16;RPS13;RPL8;RPS27;RPL7;RPS15A;RPL23A;RPS27A;RPLP2;RPLP1;RPL37;MYD88;RPS7;RPS28;RPL35A;TRAF3;RPS20;RPL27;OAS3;RPS6;RPL38;RPS29;RPL18A;RPL36AL;IL1B;RPL39;RPL17;RPL36;RPL11;RPS24;RPL9;RPS3A;RPL19;RPS4X;FAU;RPS25;RPL32;RPL27A;RPS19;RPS3;RPL22;RPS14;RPL24;RPL5;RPL18;RPS17;RPL37A;RPS12;RPL35;RPL34;CASP1;RPS9;RPL13A;NFKBIB;RPL3;RPS23;RPL23;RPL29;OAS2;RPL14;IRAK1;RPS18;RPL12;RPL15;RPS2;JAK1;RPL4;RPL6;RPL13;RPS21;IRF9;NFKB1;RPL10;RPS26;PIK3R3;RPL7A;RPS15;RPLP0;RPS5;RPL41;MAPK9;RPL10A;RPL31;RPL36A","within15","Up",353,"hsa05171","Coronavirus disease"
"hsa05200 Pathways in cancer",0.000777549243471969,0.00928104868984602,0.213878881440171,0.322002426116139,1.51340665720497,282,"GADD45B;IL4;FOS;MYC;IL2RA;FOXO1;RALA;EPAS1;IL4R;CALM1;PIM1;TGFB1;ELOC;STAT5A;TPM3;FLT3LG;RARA;RASGRP1;GNG5;BBC3;STAT3;RELA;GNG4;FRAT2;PRKCA;GSTO1;RAC1;GNAS;PDGFA;TRAF3;BAX;RASGRP2;RPS6KA5;BID;EGLN2;JAK3;ELOB;ELK1;RBX1;GNA12;PTGER2;ADCY7;IFNGR2;GNG10;CALM3;LPAR5;GNB1;TRAF4;ITGB1;MAP2K1;CDC42;MLH1;GADD45A;GNG2;NFKB2;FH;HDAC1;RASSF5;MDM2;TRAF5;PRKACA;JAK1;ETS1;FAS;NFKB1;IL23A;BRCA2;EML4;HSP90B1;GRB2;PIK3R3;CDKN1A;SKP1;NCOA4;MAPK9;CUL2;FZD6;STK4;ROCK1;AXIN1;RAC2;MAX;GNB2;GNA13;STAT2;KRAS;GNAI2;CHUK;VHL;IFNGR1;CAMK2D;HDAC2;E2F1;CUL1;STAT4;KIF7;RASSF1;CASP7;LPAR6;STAT1;HSP90AB1;PLCB4;BCL2;MGST3;CDKN2A;NRAS;RPS6KB1","within15","Up",353,"hsa05200","Pathways in cancer"
"hsa05202 Transcriptional misregulation in cancer",0.0144688016464498,0.0672037760683789,0.0667002193257777,0.358301667280536,1.47411982655804,101,"MAF;GADD45B;MYC;ID2;ITGB7;PLAU;FOXO1;PER2;TFE3;RARA;RELA;TLX3;FLT1;DUSP6;HHEX;PDGFA;BAX;HPGD;PRCC;GADD45A;REL;HDAC1;MDM2;LYL1;NFKB1;SIN3A;CDKN1A","within15","Up",353,"hsa05202","Transcriptional misregulation in cancer"
"hsa05203 Viral carcinogenesis",0.0134607295234661,0.065090924955939,0.0678931142999284,0.330960918624318,1.43080242755488,141,"PXN;STAT5A;HLA-C;YWHAB;HLA-B;STAT3;RELA;HLA-E;HLA-A;PKM;RANBP1;YWHAZ;RAC1;ACTN1;ACTN4;TRAF3;BAX;YWHAQ;JAK3;RASA2;TBPL1;DDX3X;ATP6V0D1;IRF7;CDC42;NFKB2;HLA-F;REL;HDAC1;KAT2B;MDM2;TRAF5;PRKACA;RBL1;JAK1;IRF9;NFKB1;HDAC5;GRB2;PIK3R3;CDKN1A","within15","Up",353,"hsa05203","Viral carcinogenesis"
"hsa05204 Chemical carcinogenesis - DNA adducts",0.862149446152706,0.948095808385998,0.0069145915660459,0.286756015089662,0.678797560834693,9,"GSTO1;MGST3;CBR1;SULT1A1;GSTK1","within15","Up",353,"hsa05204","Chemical carcinogenesis - DNA adducts"
"hsa05205 Proteoglycans in cancer",0.00514515575789703,0.0342686789158048,0.11229885593915,0.379677090302466,1.56206230005209,101,"MYC;PLAU;CD63;ACTB;PXN;TGFB1;CD44;ACTG1;STAT3;PRKCA;RAC1;NUDT16L1;RRAS2;RPS6;PPP1CC;ELK1;ITGB1;MAP2K1;CDC42;PLAUR;MDM2;PRKACA;FAS;GRB2;PIK3R3;CDKN1A;TIAM1;FZD6;FLNA;PTPN6;DDX5;MSN;ROCK1","within15","Up",353,"hsa05205","Proteoglycans in cancer"
"hsa05206 MicroRNAs in cancer",0.12637674577041,0.309173570144454,0.0298933034044531,-0.264590669070753,-1.19250238738813,110,"SPRY2;BMF;PRKCE;BMPR2;CCND2;CDKN1B;MDM4;CRK;FSCN1;DDIT4;SOS1;MARCKS;MTOR;NOTCH3;FOXP1;MAPK7","within15","Down",353,"hsa05206","MicroRNAs in cancer"
"hsa05207 Chemical carcinogenesis - receptor activation",0.0659911256569217,0.197414130143164,0.0308408129253226,0.326210926780905,1.31721339174152,90,"FOS;MYC;STAT5A;STAT3;RELA;EPHX2;PRKCA;GSTO1;GNAS;CHRNA9;ADCY7;MAP2K1;PRKACA;NFKB1;HSP90B1;GRB2;PIK3R3;KPNA4;PTGES3;RPS6KA3;KRAS;GNAI2;E2F1;ARRB1;ATF4;KLF5;CREB3L3;HSP90AB1;BCL2;MGST3;NRAS;RPS6KB1;HSP90AA1;KPNA1;MAPK3;ARNT;RPS6KB2;PIK3R1;CHRNA3","within15","Up",353,"hsa05207","Chemical carcinogenesis - receptor activation"
"hsa05208 Chemical carcinogenesis - reactive oxygen species",1.94646150830533e-09,1.37420182486356e-07,0.347272633512903,0.496082203443168,2.17036917112854,153,"FOS;NCF1;NDUFAB1;COX7A2L;ATP5F1B;COX5A;NDUFA6;CYBA;AKR1C1;VDAC1;RELA;UQCRH;EPHX2;COX4I1;COX6C;GSTO1;COX6A1;NDUFB7;ATP5F1E;NDUFC2;NDUFV2;RAC1;NDUFA12;COX7A2;SLC25A5;COX7B;ATP5PF;NDUFB9;PTPRJ;UQCRB;CYC1;VDAC2;ATP5F1C;SOD2;UQCR11;COX8A;PRKD2;SLC25A6;ATP5PB;MAP2K1;ATP5F1A;NDUFA2;NDUFB11;NDUFA9;NDUFB2;NDUFS4;NDUFS3;SOD1;NFKB1;GRB2;PIK3R3;NDUFA1;SDHB;ATP5MC3;MAPK9;UQCR10;ACP1;UQCRHL;ATP5MC1;ATP5MC2;COX6B1;NDUFB4;AKR1C3;KRAS;CHUK;NDUFS5;COX7C;COX5B;NDUFB3;MGST3;UQCRFS1;CBR1;NRAS;NDUFA7;NDUFS6;ATP5PD;NDUFB6;KEAP1;UQCRQ","within15","Up",353,"hsa05208","Chemical carcinogenesis - reactive oxygen species"
"hsa05210 Colorectal cancer",0.0624356664951107,0.192034970353803,0.0321086776414729,0.344308528864168,1.34230474439246,74,"GADD45B;FOS;MYC;RALA;TGFB1;BBC3;RAC1;BAX;MAP2K1;MLH1;GADD45A;GRB2;PIK3R3;CDKN1A;MAPK9;AXIN1;RAC2;KRAS;BCL2;NRAS;RPS6KB1;MAPK3;RPS6KB2;PMAIP1;PIK3R1;DDB2;APPL1;RALGDS;CYCS;MAP2K2","within15","Up",353,"hsa05210","Colorectal cancer"
"hsa05211 Renal cell carcinoma",0.00147285984171042,0.0152917507095229,0.203925512082896,0.4744546230703,1.74641416309199,54,"EPAS1;TFE3;TGFB1;ELOC;RAP1A;RAP1B;RAPGEF1;RAC1;EGLN2;ELOB;RBX1;MAP2K1;CDC42;PRCC;FH;ETS1;GRB2;PIK3R3;CDKN1A;CUL2","within15","Up",353,"hsa05211","Renal cell carcinoma"
"hsa05212 Pancreatic cancer",0.0625609676790011,0.192034970353803,0.0322559579948072,0.355606170516488,1.35373024297315,65,"GADD45B;RALA;TGFB1;STAT3;RELA;RAC1;BAX;MAP2K1;CDC42;GADD45A;JAK1;NFKB1;BRCA2;PIK3R3;CDKN1A;MAPK9;RAC2;KRAS;CHUK;E2F1;STAT1;CDKN2A;RPS6KB1;MAPK3;RPS6KB2;PIK3R1;DDB2;RALGDS;E2F3;CDK4;ARAF","within15","Up",353,"hsa05212","Pancreatic cancer"
"hsa05213 Endometrial cancer",0.430591688346341,0.657975460793627,0.0109362121243855,0.282243272489122,1.01339938408305,48,"GADD45B;MYC;BAX;ELK1;MAP2K1;MLH1;GADD45A;GRB2;PIK3R3;CDKN1A","within15","Up",353,"hsa05213","Endometrial cancer"
"hsa05214 Glioma",0.348275748493133,0.58878516885657,0.0124587607713861,0.289300009786532,1.06725895284,55,"GADD45B;CALM1;PRKCA;PDGFA;BAX;CALM3;MAP2K1;GADD45A;MDM2;GRB2;PIK3R3;CDKN1A;KRAS;CAMK2D;E2F1;CDKN2A;NRAS;MAPK3;PIK3R1;DDB2;CALM2;MAP2K2;E2F3;CDK4;ARAF","within15","Up",353,"hsa05214","Glioma"
"hsa05215 Prostate cancer",0.955829132738788,0.983068414052616,0.00536058860507406,0.180180448375984,0.696858754227197,71,"PLAU;FOXO1;RELA;PDGFA;MAP2K1;MDM2;NFKB1;HSP90B1;GRB2;PIK3R3;CDKN1A;KRAS;CHUK;E2F1;ATF4;CREB3L3;HSP90AB1;BCL2;NRAS;HSP90AA1;MAPK3","within15","Up",353,"hsa05215","Prostate cancer"
"hsa05216 Thyroid cancer",0.0612638687891944,0.19150189831142,0.0336054462697714,0.44396148747705,1.42807992753337,29,"GADD45B;MYC;TPM3;BAX;MAP2K1;GADD45A;CDKN1A;NCOA4;KRAS;NRAS;TFG;MAPK3;DDB2","within15","Up",353,"hsa05216","Thyroid cancer"
"hsa05217 Basal cell carcinoma",0.895634879095572,0.959169942762061,0.00628193456035419,0.223360035642437,0.692394821571613,25,"GADD45B;BAX;GADD45A;CDKN1A;FZD6;AXIN1","within15","Up",353,"hsa05217","Basal cell carcinoma"
"hsa05218 Melanoma",0.420726157165492,0.654256975680259,0.0111873177854253,0.294156510678293,1.02169597776566,41,"GADD45B;PDGFA;BAX;MAP2K1;GADD45A;MDM2;PIK3R3;CDKN1A;KRAS;E2F1;CDKN2A;NRAS;MAPK3;PIK3R1;DDB2;MAP2K2;E2F3;CDK4;ARAF","within15","Up",353,"hsa05218","Melanoma"
"hsa05219 Bladder cancer",0.045635815098658,0.153423264093583,0.039249986847096,0.468812825890809,1.48176536417367,27,"MYC;RPS6KA5;TYMP;MAP2K1;MDM2;CDKN1A;KRAS;E2F1;RASSF1;CDKN2A;NRAS;MAPK3;MAP2K2;E2F3;CDK4;ARAF","within15","Up",353,"hsa05219","Bladder cancer"
"hsa05220 Chronic myeloid leukemia",0.315217391304348,0.553590741942462,0.0131144648717846,0.281969860601264,1.0857229719981,69,"GADD45B;MYC;TGFB1;STAT5A;RELA;BAX;MAP2K1;GADD45A;HDAC1;MDM2;NFKB1;GRB2;PIK3R3;CDKN1A","within15","Up",353,"hsa05220","Chronic myeloid leukemia"
"hsa05221 Acute myeloid leukemia",0.0806542396450684,0.224180681848103,0.0285126147227511,0.367818989516233,1.34186250511157,52,"MYC;PER2;PIM1;STAT5A;RARA;STAT3;RELA;DUSP6","within15","Up",353,"hsa05221","Acute myeloid leukemia"
"hsa05222 Small cell lung cancer",0.485952201422811,0.693535759596158,0.0099394466730762,0.262556753127919,0.981124874166981,59,"GADD45B;MYC;RELA;TRAF3;BAX;TRAF4;ITGB1;GADD45A;TRAF5;NFKB1;PIK3R3;CDKN1A","within15","Up",353,"hsa05222","Small cell lung cancer"
"hsa05223 Non-small cell lung cancer",0.0543931680078831,0.176154021163144,0.0348657127857,0.37478288460398,1.38793881582715,56,"GADD45B;STAT5A;STAT3;PRKCA;BAX;JAK3;KIF5B;MAP2K1;GADD45A;RASSF5;EML4;GRB2;PIK3R3;CDKN1A;STK4;KRAS;E2F1;RASSF1;CDKN2A;NRAS;MAPK3;PIK3R1;DDB2;MAP2K2;E2F3;CDK4;ARAF","within15","Up",353,"hsa05223","Non-small cell lung cancer"
"hsa05224 Breast cancer",0.746916833561716,0.878872140824286,0.0102588055517273,-0.206133754929072,-0.865123047743537,73,"LRP6;AKT3;FLT4;FGFR1;POLK;SOS1;HES1;MTOR;NOTCH3;DVL2;DVL3","within15","Down",353,"hsa05224","Breast cancer"
"hsa05225 Hepatocellular carcinoma",0.419470516698369,0.654256975680259,0.0106350554026049,0.247361385085094,1.01769083255004,101,"GADD45B;MYC;ACTB;TGFB1;ACTG1;SMARCD3;FRAT2;PRKCA;GSTO1","within15","Up",353,"hsa05225","Hepatocellular carcinoma"
"hsa05226 Gastric cancer",0.627738376674547,0.797092255273795,0.0115138194582195,-0.22049257330188,-0.91681374202769,70,"CTNNA1;LRP6;CDKN1B;AKT3;POLK;SOS1;MTOR;SMAD3;DVL2;DVL3","within15","Down",353,"hsa05226","Gastric cancer"
"hsa05230 Central carbon metabolism in cancer",0.178974051097325,0.382896000226398,0.0186088713978956,0.337839811257795,1.21301972453773,48,"SLC1A5;MYC;LDHA;SCO2;TIGAR;PGAM1;PKM","within15","Up",353,"hsa05230","Central carbon metabolism in cancer"
"hsa05231 Choline metabolism in cancer",0.873412801243846,0.954534733247918,0.00596365063968737,0.200471785718406,0.76970821401722,68,"FOS;PRKCA;RAC1;CHKA;PDGFA;DGKD;MAP2K1;GPCPD1;SLC44A2;CHPT1;GRB2;PIK3R3;MAPK9;SLC44A1;RAC2;PLPP1;KRAS","within15","Up",353,"hsa05231","Choline metabolism in cancer"
"hsa05235 PD-L1 expression and PD-1 checkpoint pathway in cancer",0.00348499515972894,0.0261745381145599,0.138995702591412,0.425147796204485,1.64866137133764,72,"FOS;BATF;RASGRP1;CD247;NFATC2;STAT3;RELA;MAP2K3;MYD88;NFATC3;IFNGR2;PPP3R1;MAP2K1;CD3D;NFKBIB;JAK1;NFATC1;NFKB1;EML4;PDCD1;PIK3R3;MAP3K3;TLR9;LAT;PTPN6;CD3E;CSNK2B;KRAS;CHUK;IFNGR1;CSNK2A1;STAT1;NRAS;RPS6KB1","within15","Up",353,"hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"hsa05310 Asthma",0.000312159425681998,0.00579959354030238,0.223389206037189,0.8656579852991,1.90198230629064,7,"IL4;FCER1G;IL10","within15","Up",353,"hsa05310","Asthma"
"hsa05320 Autoimmune thyroid disease",0.00389469888207717,0.0286422646952759,0.138995702591412,0.671609539661647,1.80159842687245,14,"IL4;IL10;HLA-C;HLA-B;HLA-E;HLA-A","within15","Up",353,"hsa05320","Autoimmune thyroid disease"
"hsa05321 Inflammatory bowel disease",0.000569694395011678,0.00837925505996343,0.213878881440171,0.601864146107061,1.9199726549282,28,"MAF;IL4;IL10;IL4R;TGFB1;IL21R;GATA3;STAT3;RELA;IL1B;IFNGR2;NFATC1;NFKB1;IL23A","within15","Up",353,"hsa05321","Inflammatory bowel disease"
"hsa05322 Systemic lupus erythematosus",0.00700758256369713,0.0412279440830848,0.103244735122614,0.638890093983486,1.74602700930317,15,"IL10;SNRPB;ACTN1;SNRPD1;ACTN4;CTSG;TRIM21","within15","Up",353,"hsa05322","Systemic lupus erythematosus"
"hsa05323 Rheumatoid arthritis",0.00602103981328011,0.0372881939313663,0.108094238746228,0.498391917088785,1.6953730641725,37,"FOS;TGFB1;LTB;ATP6V0A4;FLT1;ATP6V0C;CCL5;ATP6V1G1;IL1B;ITGB2;ATP6V0D1;ATP6V0E1;ATP6V1F;IL23A;ACP5;CCL3","within15","Up",353,"hsa05323","Rheumatoid arthritis"
"hsa05330 Allograft rejection",0.000511387868293915,0.00820545079580691,0.213878881440171,0.725580423771632,1.94637579254007,14,"IL4;IL10;HLA-C;HLA-B;HLA-E;HLA-A","within15","Up",353,"hsa05330","Allograft rejection"
"hsa05332 Graft-versus-host disease",0.00185476273998643,0.0181100211701047,0.203925512082896,0.68985568035598,1.850543857856,14,"KIR3DL2;HLA-C;HLA-B;HLA-E;HLA-A;IL1B;HLA-F;FAS","within15","Up",353,"hsa05332","Graft-versus-host disease"
"hsa05340 Primary immunodeficiency",0.362982126058325,0.598750890180322,0.015103069356894,-0.320189035710965,-1.06177112742631,26,"CD4;RAG2;RAG1","within15","Down",353,"hsa05340","Primary immunodeficiency"
"hsa05410 Hypertrophic cardiomyopathy",0.055829396864517,0.17916160993795,0.0351410715655872,0.436845370864273,1.43734655771199,32,"LMNA;ITGB7;ACTB;TGFB1;TPM3;ACTG1;SNTA1;EMD;PRKAG2","within15","Up",353,"hsa05410","Hypertrophic cardiomyopathy"
"hsa05412 Arrhythmogenic right ventricular cardiomyopathy",0.172372102663304,0.38265771666218,0.0193784118559381,0.389930866343822,1.24389632699508,28,"LMNA;ITGB7;ACTB;ACTG1;SNTA1;EMD;DSG2","within15","Up",353,"hsa05412","Arrhythmogenic right ventricular cardiomyopathy"
"hsa05414 Dilated cardiomyopathy",0.0218963094952541,0.0878536658070794,0.0567287538247496,0.480945368612659,1.57188881018411,31,"LMNA;ITGB7;ACTB;TGFB1;TPM3;ACTG1;SNTA1;GNAS;EMD;ADCY7;ITGB1;ATP2A2;TPM4;PRKACA","within15","Up",353,"hsa05414","Dilated cardiomyopathy"
