"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","analysis","direction","tested_sets","pathway_id","pathway_name"
"hsa00010 Glycolysis / Gluconeogenesis",0.174477044281445,0.38265771666218,0.0190658250212968,0.366641992416474,1.23265058015374,35,"LDHA;ALDOA;PGAM1;PGK1;PKM;GAPDH;HK1;ENO1;LDHB;MINPP1;ALDH9A1","within15","Up",353,"hsa00010","Glycolysis / Gluconeogenesis"
"hsa00020 Citrate cycle (TCA cycle)",0.969143932267168,0.983068414052616,0.00770669852697938,-0.181980566081485,-0.603461359596455,26,"IDH1;ACO1;SUCLA2;PCK2;SDHD","within15","Down",353,"hsa00020","Citrate cycle (TCA cycle)"
"hsa00030 Pentose phosphate pathway",0.636223344556678,0.797317307620759,0.00855075396749246,0.29241308906301,0.878935019977433,22,"ALDOA;TKTL1;GLYCTK;PGD;PFKP;GPI;PRPS1;RPIA","within15","Up",353,"hsa00030","Pentose phosphate pathway"
"hsa00040 Pentose and glucuronate interconversions",0.290008448574859,0.524989653061155,0.0166591711116662,-0.426456681089189,-1.14060598759187,12,"XYLB;FGGY;UGP2","within15","Down",353,"hsa00040","Pentose and glucuronate interconversions"
"hsa00051 Fructose and mannose metabolism",0.346550612508059,0.58878516885657,0.0153292302584058,-0.347742474706639,-1.07728629047426,20,"PFKFB2;HKDC1;GMPPA","within15","Down",353,"hsa00051","Fructose and mannose metabolism"
"hsa00052 Galactose metabolism",0.4872432532007,0.693535759596158,0.0124542796193107,-0.314415573994791,-0.974041458875362,20,"HKDC1;PFKM;G6PC3;UGP2;GALE;LCT;PFKL","within15","Down",353,"hsa00052","Galactose metabolism"
"hsa00053 Ascorbate and aldarate metabolism",0.618098159509202,0.790538588067929,0.0100916558158001,-0.40369394926025,-0.871516756100427,6,"ALDH2","within15","Down",353,"hsa00053","Ascorbate and aldarate metabolism"
"hsa00061 Fatty acid biosynthesis",0.00955702509285261,0.0519278201272998,0.0992274814164182,-0.599026757751367,-1.74310502950818,16,"ACACB;ACSBG1;CBR4;OXSM;ACSF3;ACSL6;HSD17B8","within15","Down",353,"hsa00061","Fatty acid biosynthesis"
"hsa00062 Fatty acid elongation",0.116933221099888,0.29274770956213,0.024140267341031,0.44344444924419,1.33290495683433,22,"ACAA2;HACD3;ELOVL1;HACD4;PPT1","within15","Up",353,"hsa00062","Fatty acid elongation"
"hsa00071 Fatty acid degradation",0.741587693998077,0.878457905977588,0.00739890976505263,0.252864478647897,0.820246132753281,30,"ACAA2;ECI1;ACAT2;ALDH9A1;ACAT1;CPT2;ACSL4;ACSL5;CPT1A","within15","Up",353,"hsa00071","Fatty acid degradation"
"hsa00100 Steroid biosynthesis",0.911187508952872,0.960146837792131,0.00633850145184048,0.234471540838858,0.651536405822394,16,"EBP;CYP51A1;DHCR7;SOAT1;SQLE;DHCR24","within15","Up",353,"hsa00100","Steroid biosynthesis"
"hsa00120 Primary bile acid biosynthesis",0.669713948687703,0.830316552504602,0.00945016231243077,-0.40783253671955,-0.829752684567746,5,"HSD17B4;SLC27A5;ACOT8;AMACR","within15","Down",353,"hsa00120","Primary bile acid biosynthesis"
"hsa00130 Ubiquinone and other terpenoid-quinone biosynthesis",0.964752922769351,0.983068414052616,0.00722073094394812,-0.223505823945007,-0.548099335713152,9,"COQ5;COQ6;VKORC1L1;COQ4;NQO1;COQ7;VKORC1;COQ2;GGCX","within15","Down",353,"hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"hsa00140 Steroid hormone biosynthesis",0.765749190462172,0.897557711609234,0.00764154243287083,0.314239675500318,0.766996794513782,10,"AKR1C1;AKR1C3;HSD17B12;SRD5A3","within15","Up",353,"hsa00140","Steroid hormone biosynthesis"
"hsa00190 Oxidative phosphorylation",1.23871807156662e-10,1.09316869815754e-08,0.370449089320376,0.577457176157987,2.38066145734668,102,"NDUFAB1;COX7A2L;ATP5F1B;COX5A;NDUFA6;UQCRH;ATP6V0A4;COX4I1;COX6C;COX6A1;NDUFB7;ATP5F1E;NDUFC2;NDUFV2;ATP5MG;NDUFA12;ATP6V0C;COX7A2;COX7B;ATP5PF;NDUFB9;ATP6V1G1;UQCRB;CYC1;ATP5F1C;UQCR11;COX8A;ATP6V0D1;ATP5PB;ATP5F1A;NDUFA2;NDUFB11;NDUFA9;ATP6V0E1;NDUFB2;NDUFS4;NDUFS3;ATP6V1F;NDUFA1;SDHB;ATP5MC3;UQCR10;ATP5ME;UQCRHL;ATP5MC1;ATP5MC2;COX6B1;NDUFB4;COX17;PPA1;ATP5MF;NDUFS5;COX7C;COX5B;NDUFB3;UQCRFS1;NDUFA7;NDUFS6;ATP5PD;NDUFB6;UQCRQ","within15","Up",353,"hsa00190","Oxidative phosphorylation"
"hsa00220 Arginine biosynthesis",0.240628373599375,0.459144950705834,0.0167449069359091,0.532571449344707,1.21710316562446,8,"GLUD1;GLS;ACY1;GOT2;ASL;CAD","within15","Up",353,"hsa00220","Arginine biosynthesis"
"hsa00230 Purine metabolism",0.872864662382536,0.954534733247918,0.00594782675515531,0.200517590539616,0.774300777976147,70,"PDE4B;NME1;GUK1;HPRT1;NME2;PDE4D;ADCY7;PNP;NT5E;AK6;PAICS;PDE6G;PPAT;ADK;APRT","within15","Up",353,"hsa00230","Purine metabolism"
"hsa00240 Pyrimidine metabolism",0.745464301284416,0.878872140824286,0.00721167032315458,0.236325138364989,0.829659985797684,43,"NME1;UPP1;CTPS1;NME2;TYMP;UCK2;NT5E;DCTPP1;TYMS;NT5C3A;CMPK2;DTYMK;DCTD;CMPK1;HDDC2","within15","Up",353,"hsa00240","Pyrimidine metabolism"
"hsa00250 Alanine, aspartate and glutamate metabolism",0.967616300036062,0.983068414052616,0.00599540511205801,0.206220255415113,0.553187627341138,14,"GLUD1;PPAT;ADSL;GLS;GOT2;ALDH5A1;ASL","within15","Up",353,"hsa00250","Alanine, aspartate and glutamate metabolism"
"hsa00260 Glycine, serine and threonine metabolism",0.709056630620376,0.86012711549482,0.00792426060360198,0.291080355052635,0.822239752345844,17,"PGAM1;GLYCTK;GCSH;GAMT;PHGDH;BPGM;SRR","within15","Up",353,"hsa00260","Glycine, serine and threonine metabolism"
"hsa00270 Cysteine and methionine metabolism",0.217735334242838,0.422310840591877,0.0168649799453325,0.355628706849494,1.18641548939001,34,"LDHA;SRM;GCLM;CISD1;SMS;MDH2;LDHB","within15","Up",353,"hsa00270","Cysteine and methionine metabolism"
"hsa00280 Valine, leucine and isoleucine degradation",0.779459300617103,0.899180173587703,0.00944232372223837,-0.224502140536197,-0.817988232284589,38,"AACS;ALDH2;ACSF3;ACADSB;ACAD8;MMUT;HIBCH;BCKDHB;MCEE;ACAA1;ACADS;IVD;HADH;MCCC1;BCKDHA;ALDH6A1","within15","Down",353,"hsa00280","Valine, leucine and isoleucine degradation"
"hsa00310 Lysine degradation",0.0771728271728272,0.219693612838774,0.0361382552877601,-0.34614499141118,-1.32886688312933,48,"EZH1;SETD7;ALDH2;PLOD3;CAMKMT;KMT2D;EHMT2;NSD1;DHTKD1;KMT2B;ASH1L;NSD2;TMLHE;SETD1B;SETD1A;NSD3;HADH;GCDH","within15","Down",353,"hsa00310","Lysine degradation"
"hsa00330 Arginine and proline metabolism",0.212307258036061,0.418684145735919,0.0174446702874187,0.407320464128883,1.21030986440787,21,"LAP3;ODC1;SRM;SMS","within15","Up",353,"hsa00330","Arginine and proline metabolism"
"hsa00340 Histidine metabolism",0.4289084551544,0.657975460793627,0.0127600812223747,-0.51045232161313,-1.03853701229726,5,"ALDH2","within15","Down",353,"hsa00340","Histidine metabolism"
"hsa00350 Tyrosine metabolism",0.303805528504008,0.541633088696539,0.0146628614479344,0.525088403292298,1.1536991158873,7,"MIF;FAHD1;ADH5;GOT2","within15","Up",353,"hsa00350","Tyrosine metabolism"
"hsa00380 Tryptophan metabolism",0.789564272126098,0.905198385486245,0.00881905796711996,-0.263713287389221,-0.767378003817125,16,"ALDH2;KYAT1;DHTKD1","within15","Down",353,"hsa00380","Tryptophan metabolism"
"hsa00410 beta-Alanine metabolism",0.0802254791431793,0.224180681848103,0.0335956489064436,-0.501303946562354,-1.43171553997393,15,"ALDH2;HIBCH;MLYCD;ACOX3;SMOX;ACOX1;ACADS","within15","Down",353,"hsa00410","beta-Alanine metabolism"
"hsa00440 Phosphonate and phosphinate metabolism",0.614519427402863,0.788819483175311,0.0101329686185743,-0.40492280311485,-0.874169673556943,6,"PCYT1B;SELENOI;PCYT1A","within15","Down",353,"hsa00440","Phosphonate and phosphinate metabolism"
"hsa00450 Selenocompound metabolism",0.93032149050647,0.977391327823761,0.00760642678951387,-0.231369921823654,-0.618824677589069,12,"KYAT1;MTR;SEPSECS;PAPSS1;TXNRD3","within15","Down",353,"hsa00450","Selenocompound metabolism"
"hsa00480 Glutathione metabolism",0.05385569567914,0.176028338654967,0.0359228219802719,0.450559391646914,1.4493032425608,29,"LAP3;GPX4;ODC1;TXNDC12;SRM;GCLM;GPX7;GSTO1;SMS","within15","Up",353,"hsa00480","Glutathione metabolism"
"hsa00500 Starch and sucrose metabolism",0.100869643989492,0.260672349651578,0.029886276793683,-0.476217203225591,-1.3857421080769,16,"HKDC1;AMY2B;PGM2L1;GBE1;G6PC3;UGP2;PYGB","within15","Down",353,"hsa00500","Starch and sucrose metabolism"
"hsa00510 N-Glycan biosynthesis",0.670368887999466,0.830316552504602,0.00786965440426367,0.243877134994615,0.875645099406244,48,"ALG3;B4GALT3;MGAT4B;ALG13;OSTC;DDOST;STT3B;MGAT2;KRTCAP2;MGAT1;ALG6;ALG5;SRD5A3;FUT8;MAN2A2;ALG14;RPN2;OST4;ALG2;ALG12;DPM1;DAD1;DPM3;MAN1A2","within15","Up",353,"hsa00510","N-Glycan biosynthesis"
"hsa00511 Other glycan degradation",0.00198451786903278,0.0181100211701047,0.193460727359442,-0.667250829033526,-1.90565701215552,15,"GBA2;MAN2C1;MAN2B2;MANBA;ENGASE","within15","Down",353,"hsa00511","Other glycan degradation"
"hsa00512 Mucin type O-glycan biosynthesis",0.120326600773528,0.299121761077855,0.024039972555686,0.486294273960694,1.35128733446636,16,"GALNT3;GALNT4;GALNT12;GALNT1","within15","Up",353,"hsa00512","Mucin type O-glycan biosynthesis"
"hsa00513 Various types of N-glycan biosynthesis",0.789804823597064,0.905198385486245,0.00689323008935488,0.233729494714793,0.795074470622924,37,"ALG3;B4GALT3;MGAT4B;ALG13;OSTC;DDOST;STT3B;MGAT2;KRTCAP2;MGAT1;FUT8;MAN2A2;ALG14;RPN2;OST4;ALG2;ALG12","within15","Up",353,"hsa00513","Various types of N-glycan biosynthesis"
"hsa00514 Other types of O-glycan biosynthesis",0.468287269826958,0.678162459145239,0.0106070050247217,0.313778709433364,0.991752780590018,27,"GALNT3;GALNT4;GALNT12;GALNT1;B4GALT3;XXYLT1;LFNG;GALNT6","within15","Up",353,"hsa00514","Other types of O-glycan biosynthesis"
"hsa00515 Mannose type O-glycan biosynthesis",0.348600850682785,0.58878516885657,0.0150237209095222,-0.395564426006547,-1.08315203770911,13,"POMK;POMGNT2;ST3GAL3","within15","Down",353,"hsa00515","Mannose type O-glycan biosynthesis"
"hsa00520 Amino sugar and nucleotide sugar metabolism",0.723212583412774,0.869940619116223,0.00977514166403017,-0.245280928017314,-0.836145973816444,29,"HKDC1;GMPPA;NAGK;GALK2","within15","Down",353,"hsa00520","Amino sugar and nucleotide sugar metabolism"
"hsa00531 Glycosaminoglycan degradation",0.95141162934773,0.983068414052616,0.00742853603430995,-0.223795170324835,-0.58296688676465,11,"ARSB;HGSNAT;GLB1;NAGLU;HEXA","within15","Down",353,"hsa00531","Glycosaminoglycan degradation"
"hsa00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",0.578578542970973,0.767812878453961,0.0092920984137017,0.323365934273678,0.913439609025463,17,"B4GALT7;B3GALT6;DSEL;CHSY1;CHST12;CHST11;XYLT2;CSGALNACT2;B3GAT3;CHST14;CHPF","within15","Up",353,"hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"hsa00533 Glycosaminoglycan biosynthesis - keratan sulfate",0.365650353795428,0.600346859952494,0.0130100744046722,0.459004490673535,1.08653737772142,9,"CHST2;B3GNT2;B4GALT3","within15","Up",353,"hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate"
"hsa00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.101167455813785,0.260672349651578,0.0264975004091893,0.530094279988336,1.39376423425528,13,"HS2ST1;B4GALT7;B3GALT6;GLCE;EXTL2","within15","Up",353,"hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"hsa00541 Biosynthesis of various nucleotide sugars",0.851068606321839,0.948095808385998,0.00825722322602391,-0.253598296151079,-0.709389677251889,14,"GMPPA;UGP2;NANP;GMPPB","within15","Down",353,"hsa00541","Biosynthesis of various nucleotide sugars"
"hsa00561 Glycerolipid metabolism",0.138362933607319,0.325614103755892,0.0263531664030393,-0.347852686520588,-1.2589715557409,37,"DGKE;ALDH2;PLPP5;MBOAT2;DGKA;GPAT4;DGKH;PLPP3;AGPAT5","within15","Down",353,"hsa00561","Glycerolipid metabolism"
"hsa00562 Inositol phosphate metabolism",0.0644994305828761,0.19627843961858,0.040366869236424,-0.327383243009686,-1.33233486386838,63,"INPP4B;PIK3C3;INPP1;OCRL;PIP4K2A;PIP5K1A;PLCB1;MTMR4;PLCD1;INPP5B;PI4KB;IP6K2;PIK3C2B;PIK3CG;PIP4K2B;INPP4A;PPIP5K1;PIKFYVE;PLCB2","within15","Down",353,"hsa00562","Inositol phosphate metabolism"
"hsa00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0.801228443184503,0.915319224738283,0.00900629540304647,-0.23440454041903,-0.784430635996949,27,"PIGL;PIGZ;PIGA;PIGM;PIGO;PIGK;PIGV;PIGN","within15","Down",353,"hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"hsa00564 Glycerophospholipid metabolism",0.0306352459016393,0.117546106557377,0.0586671539555927,-0.361457993922172,-1.44551389628842,58,"ADPRM;DGKE;PCYT1B;PLA2G6;PLPP5;LPCAT4;MBOAT2;DGKA;GNPAT;ETNK1;GPAT4;DGKH;PNPLA6;GPD2;PLPP3;PLA2G12A","within15","Down",353,"hsa00564","Glycerophospholipid metabolism"
"hsa00565 Ether lipid metabolism",0.0263012944092536,0.104318617151309,0.0599495714614773,-0.523243616023459,-1.5993813533253,19,"PAFAH2;GDPD1;PLA2G6;LPCAT4;TMEM86B;PLPP3;PLA2G12A;PAFAH1B1","within15","Down",353,"hsa00565","Ether lipid metabolism"
"hsa00590 Arachidonic acid metabolism",0.52127202406532,0.722896741463887,0.0100681874171779,0.343525772439979,0.954570206184324,16,"GPX4;EPHX2;HPGD;PLAAT3;PTGES3;AKR1C3;CBR1","within15","Up",353,"hsa00590","Arachidonic acid metabolism"
"hsa00592 alpha-Linolenic acid metabolism",0.072172522580924,0.214091600597195,0.0347141901041663,-0.626920698495256,-1.48159376739829,8,"PLA2G6;PLA2G12A;ACOX3;ACAA1;ACOX1;FADS2;PLA2G4B","within15","Down",353,"hsa00592","alpha-Linolenic acid metabolism"
"hsa00600 Sphingolipid metabolism",0.27944760357433,0.511114010682582,0.0145083460868407,0.333223301809596,1.12729988507148,36,"KDSR;CERS4;SMPD2;SGMS1;SMPD1;DEGS1;GLA;SPTLC1;B4GALT6;NEU4","within15","Up",353,"hsa00600","Sphingolipid metabolism"
"hsa00601 Glycosphingolipid biosynthesis - lacto and neolacto series",0.511682449774316,0.719617150479417,0.0117636442817622,-0.366167320776653,-0.953833913029848,11,"ST3GAL6;ABO;ST3GAL3","within15","Down",353,"hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series"
"hsa00603 Glycosphingolipid biosynthesis - globo and isoglobo series",0.624875750896754,0.79632180529442,0.010115717137621,-0.366944424327584,-0.867195122716813,8,"ABO;NAGA","within15","Down",353,"hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series"
"hsa00604 Glycosphingolipid biosynthesis - ganglio series",0.907115673953447,0.959169942762061,0.00774019769827585,-0.247054730815542,-0.643556011843179,11,"SLC33A1;ST6GALNAC4;ST3GAL2;GLB1;HEXA;ST6GALNAC6","within15","Down",353,"hsa00604","Glycosphingolipid biosynthesis - ganglio series"
"hsa00620 Pyruvate metabolism",0.438028989480177,0.657975460793627,0.0110092055463564,0.310095771391136,1.01349572102379,31,"LDHA;PKM;MDH2;LDHB;ACAT2;FH;ALDH9A1;ME2;ACAT1","within15","Up",353,"hsa00620","Pyruvate metabolism"
"hsa00630 Glyoxylate and dicarboxylate metabolism",0.894231105209826,0.959169942762061,0.00630107266440059,0.225117289014538,0.691561090993329,24,"MDH2;GLYCTK;ACAT2;ACAT1;GCSH","within15","Up",353,"hsa00630","Glyoxylate and dicarboxylate metabolism"
"hsa00640 Propanoate metabolism",0.159078080903104,0.364640016615558,0.0239559911778701,-0.379169001593492,-1.25735316767826,26,"ACACB;SUCLA2;ACSS1;MMUT;HIBCH;MLYCD;ACOX3;BCKDHB;MCEE;ACOX1;ACSS2;ACADS","within15","Down",353,"hsa00640","Propanoate metabolism"
"hsa00650 Butanoate metabolism",0.950820401084975,0.983068414052616,0.00746410542002422,-0.21946863843098,-0.58699336693158,12,"AACS","within15","Down",353,"hsa00650","Butanoate metabolism"
"hsa00670 One carbon pool by folate",0.775322671156005,0.897557711609234,0.00724770280897385,0.261608119783939,0.786341468931331,22,"MTHFD2;GCSH;TYMS;MAT2B;MTHFD2L;AHCY;DHFR2","within15","Up",353,"hsa00670","One carbon pool by folate"
"hsa00730 Thiamine metabolism",0.808375108363801,0.92050455887878,0.00744462162371824,0.343583891709369,0.719870150559673,6,"NFS1;ACP1","within15","Up",353,"hsa00730","Thiamine metabolism"
"hsa00740 Riboflavin metabolism",0.360289358461831,0.597099265432049,0.0133541293328344,0.562927749510866,1.11111242296285,5,"RFK;ACP5;ACP1;ACP2","within15","Up",353,"hsa00740","Riboflavin metabolism"
"hsa00750 Vitamin B6 metabolism",0.43636516830265,0.657975460793627,0.0126224352155212,-0.507185782044521,-1.03189109827063,5,"PHOSPHO2;PSAT1;PNPO","within15","Down",353,"hsa00750","Vitamin B6 metabolism"
"hsa00760 Nicotinate and nicotinamide metabolism",0.901414911259306,0.959169942762061,0.00631243058211979,0.228189609358057,0.678041393653246,21,"NADK;PNP;NT5E;NAMPT","within15","Up",353,"hsa00760","Nicotinate and nicotinamide metabolism"
"hsa00770 Pantothenate and CoA biosynthesis",0.448769672518446,0.668420651472622,0.0112673294738234,0.392246041302615,1.00888082708646,12,"PANK2;AASDHPPT;PANK1;PPCS","within15","Up",353,"hsa00770","Pantothenate and CoA biosynthesis"
"hsa00785 Lipoic acid metabolism",0.843123304726755,0.947842441301098,0.00825511882001462,-0.266080237209461,-0.711661289877889,12,"DHTKD1;LIAS;BCKDHB;BCKDHA;DBT","within15","Down",353,"hsa00785","Lipoic acid metabolism"
"hsa00790 Folate biosynthesis",0.098196898665705,0.258682874843238,0.0268864192636656,0.519148939144913,1.39262154100308,14,"GCH1;GGH;MOCS2;PTS;AKR1C3;CBR1;DHFR2;AKR1B1","within15","Up",353,"hsa00790","Folate biosynthesis"
"hsa00830 Retinol metabolism",0.397942867021047,0.63562819935941,0.0135802987499432,-0.44376798178284,-1.04875126560421,8,"RDH11;DHRS4L2","within15","Down",353,"hsa00830","Retinol metabolism"
"hsa00860 Porphyrin metabolism",0.770949720670391,0.897557711609234,0.00737844111476712,0.272597043005999,0.779739367904743,18,"FTL;FTH1","within15","Up",353,"hsa00860","Porphyrin metabolism"
"hsa00900 Terpenoid backbone biosynthesis",0.0960088218554354,0.255543252214663,0.0270125698791585,0.491827449020583,1.38930736087101,17,"ZMPSTE24;RCE1;NUS1;ACAT2;IDI1;ACAT1","within15","Up",353,"hsa00900","Terpenoid backbone biosynthesis"
"hsa00920 Sulfur metabolism",0.339764923958377,0.585058625157596,0.0147126920087876,-0.554004271067874,-1.12714531037202,5,"MPST;PAPSS1","within15","Down",353,"hsa00920","Sulfur metabolism"
"hsa00970 Aminoacyl-tRNA biosynthesis",0.268131665204746,0.498160409564607,0.0177979301336016,-0.364904951060504,-1.14563389031761,21,"QRSL1;FARS2;SARS2;SEPSECS;CARS2;NARS2;GATB;RARS2;WARS2;YARS2;VARS2","within15","Down",353,"hsa00970","Aminoacyl-tRNA biosynthesis"
"hsa00980 Metabolism of xenobiotics by cytochrome P450",0.587797401839148,0.774225682273206,0.00935897529843731,0.360004556062841,0.90327090622613,11,"AKR1C1;GSTO1","within15","Up",353,"hsa00980","Metabolism of xenobiotics by cytochrome P450"
"hsa00982 Drug metabolism - cytochrome P450",0.898655948830978,0.959169942762061,0.00764657657836809,-0.271619971757541,-0.641916048110698,8,"MGST2;GSTM2","within15","Down",353,"hsa00982","Drug metabolism - cytochrome P450"
"hsa00983 Drug metabolism - other enzymes",0.457605729877217,0.675877919023672,0.0106540159317579,0.299075510910284,0.997747965243313,34,"NME1;UPP1;GSTO1;HPRT1;NME2;TYMP;UCK2","within15","Up",353,"hsa00983","Drug metabolism - other enzymes"
"hsa01040 Biosynthesis of unsaturated fatty acids",0.444346983057107,0.664637648386266,0.0132147795479804,-0.320360520430248,-1.00578484413007,21,"SCD;ELOVL6;HSD17B4;ELOVL4;ACOX3;ACAA1;ACOX1;FADS2;FADS1;HACD2","within15","Down",353,"hsa01040","Biosynthesis of unsaturated fatty acids"
"hsa01100 Metabolic pathways",0.688922468906195,0.841486614269505,0.00534883772808153,0.183800267960609,0.946287577453846,923,"ACAA2;FUT7;LAP3;UXS1;KDSR;MTHFD2;GALNT3;LDHA;PDE4B;NDUFAB1;PGAP1;NME1;UPP1;GCH1;TIGAR;CERS4;ALDOA;GPX4;COX7A2L;PANK2;PGAM1;ODC1;SMPD2;PGK1;ATP5F1B;COX5A;NDUFA6;SGMS1;AKR1C1;UQCRH;TXNDC12;SRM;ATP6V0A4;GCLM;EPHX2;COX4I1;GPX7;GALNT4;COX6C;GSTO1;COX6A1;NDUFB7;ATP5F1E;CTPS1;PKM;NDUFC2;NDUFV2;ATP5MG;HACD3;EBP;NDUFA12;B4GALT7;CHKA;ATP6V0C;ALG3;COX7A2;CISD1;CYP51A1;PLCH2;COX7B;GNPDA2;GUK1;B3GALT6;TKTL1;ATP5PF;MIF;DSEL;GALNT12;NDUFB9;SMS;PFKFB3;HPRT1;NME2;ISYNA1;ATP6V1G1;GAPDH;SMYD2;PDE4D;GLCE;MDH2;ZNF408;AASDHPPT;UQCRB;ELOVL1;PDXP;CYC1;CHSY1;GALNT1;NADK;HK1;ATP5F1C;ENO1;SMPD1;ITPK1;UQCR11;COX8A;ADO;ST3GAL5;B3GNT2;DEGS1;LDHB;ADCY7;TYMP;UAP1;DGKD;PNP;RFK;ATP6V0D1;DHCR7;UCK2;B4GALT3;ATP5PB;NT5E;GLYCTK;NAMPT;ALDH1A2;ATP5F1A;GLA;NDUFA2;GLUD1;AK6;NDUFB11;MGAT4B;PIGH;CHPT1;MOCS2;NDUFA9;ACAT2;FH;HLCS;MINPP1;ATP6V0E1;GYG1;ALDH9A1;PAICS;SPTLC1;NDUFB2;PGD;NDUFS4;NDUFS3;ST3GAL4;GGCT;DCTPP1;HACD4;IDI1;ATP6V1F;ACAT1;PDE6G;ALG13;ACP5;B4GALT6;PANK1;PPT1;PPCS;EXTL2;PPAT;NDUFA1;SDHB;RXYLT1;EZH2;GCSH;GALNT6;ATP5MC3;PTS;NFS1;FAHD1;TYMS;CHST10;DDOST;MTMR14;UQCR10;ACP1;NEU4;PFKP;MAT2B;ATP5ME;UQCRHL;PTDSS2;ADK;GNS;ACSL4;ATP5MC1;NT5C3A;ATP5MC2;PLAAT3;PTGES3;COX6B1;IDH3B;APRT;HMOX2;PIGS;NDUFB4;STT3B;GPI;AKR1C3;TRIT1;CMPK2;PMM2;PLPP1;B3GALT4;MGAT2;PDHX;GAMT;GGCX;COX17;PTDSS1;PGAP2;MCAT;PRPS1;SQLE;PRDX6;ACSL5;RPIA;SAT1;IDS;DTYMK;ATP5MF;GNPNAT1;NDUFS5;MGAT1;COX7C;SCLY;KMT5A;MMAB;CA8;CD38;MTMR2;COX5B;COQ2;DHCR24;NDUFB3;IMPA1;PI4K2B;PHGDH;PLCB4;KMT5C;MGST3;UQCRFS1;ALG6;ALDH18A1;CBR1;DCTD;NDUFA7;PDE9A","within15","Up",353,"hsa01100","Metabolic pathways"
"hsa01200 Carbon metabolism",0.636950370393921,0.797317307620759,0.00789097348343386,0.228918117344487,0.909448310293318,82,"ALDOA;PGAM1;PGK1;PKM;TKTL1;GAPDH;MDH2;HK1;ENO1;GLYCTK;GLUD1;ACAT2;FH;PGD;ME2;ACAT1;SDHB;GCSH;PFKP;IDH3B;GPI;PRPS1;RPIA","within15","Up",353,"hsa01200","Carbon metabolism"
"hsa01210 2-Oxocarboxylic acid metabolism",0.775510204081633,0.897557711609234,0.0091339478467568,-0.247634417848679,-0.795298288834533,23,"IDH1;ACO1;DHTKD1;BCKDHB","within15","Down",353,"hsa01210","2-Oxocarboxylic acid metabolism"
"hsa01212 Fatty acid metabolism",0.530120481927711,0.730349217449661,0.0124692303139722,-0.248637634907636,-0.958457074433882,49,"SCD;ACADVL;ACSBG1;CBR4;OXSM;ELOVL6;ACSF3;ACSL6;ACADSB;HSD17B8;HSD17B4","within15","Down",353,"hsa01212","Fatty acid metabolism"
"hsa01230 Biosynthesis of amino acids",0.356590185898509,0.593756300104593,0.0124052148781571,0.302091722440943,1.06528645982968,44,"ALDOA;PGAM1;PGK1;PKM;TKTL1;GAPDH;ENO1;PFKP;MAT2B;IDH3B;PRPS1;RPIA;PHGDH;ALDH18A1","within15","Up",353,"hsa01230","Biosynthesis of amino acids"
"hsa01232 Nucleotide metabolism",0.374188045403845,0.611520277905358,0.0118684969727916,0.281864674491547,1.05055134158698,58,"NME1;UPP1;CTPS1;GUK1;HPRT1;NME2;TYMP;PNP;UCK2;NT5E;AK6;DCTPP1;TYMS;ADK;NT5C3A;APRT;CMPK2;DTYMK;DCTD;CMPK1;ADSL;HDDC2","within15","Up",353,"hsa01232","Nucleotide metabolism"
"hsa01240 Biosynthesis of cofactors",0.903668572146492,0.959169942762061,0.00554228248510626,0.189526996227515,0.768141276558493,92,"MTHFD2;NME1;GCH1;PANK2;GGH;GCLM;CTPS1;NME2;PDXP;NADK;RFK;AK6;MOCS2;PANK1;PPCS;PTS;NFS1;MAT2B;CMPK2;PMM2;GGCX","within15","Up",353,"hsa01240","Biosynthesis of cofactors"
"hsa01250 Biosynthesis of nucleotide sugars",0.541110530565715,0.734661604960375,0.0118779415687935,-0.279750184933049,-0.944802500056947,28,"HKDC1;GMPPA;NAGK;GALK2;UGP2;NANP;GALE;PMM1;GMPPB","within15","Down",353,"hsa01250","Biosynthesis of nucleotide sugars"
"hsa01521 EGFR tyrosine kinase inhibitor resistance",0.495163764925622,0.700327564894932,0.00992849683470587,0.271306320211479,0.974130066504056,48,"STAT3;PRKCA;PDGFA;BAX;RPS6;MAP2K1;JAK1;EIF4E2;GRB2;PIK3R3;KRAS;BCL2;NRAS;RPS6KB1;MAPK3;RPS6KB2;PIK3R1","within15","Up",353,"hsa01521","EGFR tyrosine kinase inhibitor resistance"
