"logFC","logCPM","F","PValue","FDR","gene","rank_stat","analysis"
-0.271234715425242,3.74998000364557,0.261848626222881,0.622821200095958,0.999742810224406,"LINC01409",-0.511711467746113,"within25"
-0.391349452107367,3.91587874021814,0.583030797675542,0.467269139360183,0.999742810224406,"LINC01128",-0.763564534060836,"within25"
-0.748423119502434,2.55877656783446,1.10836351591668,0.323563340467119,0.999742810224406,"LINC00115",-1.05278844784538,"within25"
0.353263258348582,5.60282096618692,0.775470052232413,0.404434092472406,0.999742810224406,"NOC2L",0.880607774342478,"within25"
0.50361787935527,2.25901618079072,0.25898044064482,0.624218493514131,0.999742810224406,"KLHL17",0.508901209121004,"within25"
-0.766864085140121,8.68217590037985,1.21124644235096,0.302330218072056,0.999742810224406,"HES4",-1.10056641887301,"within25"
0.0826298790515079,5.9710816730248,0.014405337779202,0.907450072960418,0.999742810224406,"ISG15",0.120022238686012,"within25"
-0.408592822385046,2.46472081827274,0.315332714989846,0.589761196198814,0.999742810224406,"C1orf159",-0.561544935859853,"within25"
0.105188771592498,3.90911758295802,0.0164833219884643,0.90084901326193,0.999742810224406,"TNFRSF18",0.128387390301635,"within25"
0.0800428424854824,5.78596898364134,0.0364145412659392,0.853463664658533,0.999742810224406,"TNFRSF4",0.190825944949682,"within25"
-0.13443131867753,6.4204355742239,0.117961204556228,0.740182514905614,0.999742810224406,"SDF4",-0.343454807152597,"within25"
0.455344352171188,5.03685020045285,0.941350073176333,0.360608848580926,0.999742810224406,"B3GALT6",0.970231968745791,"within25"
0.532756165033349,5.73706409867965,1.56007842706038,0.247262415525857,0.999742810224406,"UBE2J2",1.24903099523606,"within25"
-0.160019820822525,4.42839746175357,0.121881584573676,0.736098498466743,0.999742810224406,"ACAP3",-0.349115431589147,"within25"
0.14895359744308,3.14067845856404,0.0524175842264772,0.824707426422524,0.999742810224406,"PUSL1",0.228948868148496,"within25"
-0.0646608585048487,6.04994838708134,0.0193677063683974,0.892786342059057,0.999742810224406,"INTS11",-0.139167907106478,"within25"
0.0531924584896979,3.92900931351917,0.0118635587160382,0.91597655287986,0.999742810224406,"CPTP",0.108919964726574,"within25"
0.279545329382927,2.31865922369932,0.13920621470317,0.718837234621486,0.999742810224406,"DVL1",0.373103490607057,"within25"
0.673171324863667,6.96100977868942,3.00743642964104,0.121431583239805,0.999742810224406,"AURKAIP1",1.73419619121974,"within25"
-0.468744128419473,6.00533585207213,1.02501093493701,0.341217779609379,0.999742810224406,"CCNL2",-1.01242823693189,"within25"
-0.538974884495896,3.99782005333216,0.876507554312657,0.376823171553393,0.999742810224406,"MRPL20-AS1",-0.936219821576459,"within25"
0.49144124533198,6.26537160332272,1.37363398508823,0.275189115907404,0.999742810224406,"MRPL20",1.17202132450235,"within25"
-0.46601932346025,3.54735964197129,0.795020311765854,0.398883118361144,0.999742810224406,"ATAD3B",-0.891639115206289,"within25"
0.202834882182476,3.75828936094365,0.123167788855433,0.734782093751381,0.999742810224406,"ATAD3A",0.350952687488546,"within25"
0.247469081173051,6.8467819979697,0.366345927452507,0.561915372293086,0.999742810224406,"SSU72",0.605265171187395,"within25"
-0.300361592670246,2.90896100609024,0.219228661734092,0.652015114139618,0.999742810224406,"AL645728.1",-0.468218604643271,"within25"
-0.484840918353443,3.52940148804756,0.789128580502192,0.400565361432445,0.999742810224406,"AL691432.2",-0.888329094706569,"within25"
-0.0216813084522611,5.66374498658362,0.00287277126022185,0.958580723581128,0.999742810224406,"MIB2",-0.0535982393388239,"within25"
0.256458324742815,5.18448230483885,0.347718977425564,0.571823178895828,0.999742810224406,"CDK11B",0.589677011104862,"within25"
-0.32007564551786,4.84412293273144,0.539452024002762,0.483813448782383,0.999742810224406,"SLC35E2B",-0.73447397775739,"within25"
-0.0359760593843751,5.91026083368942,0.00501524469070145,0.945295545256797,0.999742810224406,"CDK11A",-0.0708183923193788,"within25"
-0.625431940610535,3.71130309011449,1.44362888960613,0.264283793437175,0.999742810224406,"SLC35E2A",-1.20151108592727,"within25"
0.320246567487863,4.1150272430241,0.348074600277517,0.571655476605825,0.999742810224406,"NADK",0.589978474418785,"within25"
0.434370581904897,7.4440827002944,1.10554670689775,0.324026198072388,0.999742810224406,"GNB1",1.05144981187775,"within25"
0.0810715284828765,1.37288708236905,0.00380830454087049,0.95281998804683,0.999742810224406,"GABRD",0.0617114619894107,"within25"
0.211794182124519,6.72600263048769,0.248751787887809,0.631490171519346,0.999742810224406,"FAAP20",0.49875022595264,"within25"
-0.469775822403579,4.43648837085458,0.146212804003064,0.712237739562,0.999742810224406,"SKI",-0.382377828859184,"within25"
-0.891658340929392,2.90202794568946,2.21616633736884,0.175398384461825,0.999742810224406,"MORN1",-1.48867939374764,"within25"
0.342909236730549,5.49478357185458,0.670031397222227,0.436945255571256,0.999742810224406,"RER1",0.818554455868531,"within25"
-0.522605247767949,3.85064554658988,1.00816253756696,0.345050325450074,0.999742810224406,"PEX10",-1.00407297422396,"within25"
1.65788403568653,4.19886886445728,2.09239078553991,0.186246351272066,0.999742810224406,"PLCH2",1.44650986361653,"within25"
-0.202276628037654,3.20801126918939,0.0788522977528398,0.786070466712324,0.999742810224406,"PANK4",-0.28080651301713,"within25"
1.04501633159316,5.57213940778406,3.94245851498843,0.0826601407140775,0.999742810224406,"AL139246.5",1.9855625185293,"within25"
1.34535021290759,2.25277295660926,2.29886100889742,0.166599042758764,0.999742810224406,"TNFRSF14-AS1",1.51619952806266,"within25"
0.277563800084645,6.27483086982608,0.472869218726181,0.51127383794916,0.999742810224406,"TNFRSF14",0.68765486890313,"within25"
-1.12942495367926,3.75278677054517,3.27480331521554,0.108356494675745,0.999742810224406,"PRXL2B",-1.80964176433225,"within25"
0.499829979331268,2.93342522047364,0.143228330302989,0.716428085857665,0.999742810224406,"PRDM16",0.378455189293249,"within25"
-0.0245868988555471,3.85916090653245,0.00200592544462168,0.965383213170761,0.999742810224406,"MEGF6",-0.0447875590384392,"within25"
0.0547081894954997,3.87003549144673,0.010354409679786,0.921480477150803,0.999742810224406,"TPRG1L",0.101756619832746,"within25"
-0.0836904498651933,4.28851441227637,0.0257625037861472,0.876501143015544,0.999742810224406,"WRAP73",-0.160507020987081,"within25"
-0.0135818856366309,5.43339145377378,0.00110744908190507,0.974275010930663,0.999742810224406,"LRRC47",-0.0332783575602083,"within25"
-0.453439340920217,5.03643574301079,1.14702495792381,0.315684334033377,0.999742810224406,"CEP104",-1.07099251067587,"within25"
-0.354336872667482,3.65641374564207,0.230434252311763,0.644200521211343,0.999742810224406,"DFFB",-0.48003567816545,"within25"
