"reference_cells","reference_q95","candidate_cells","top15_cells","above_reference_q95","overlap_cells","percent_candidates_above_q95","percent_top15_above_q95"
867,0.026945532400026,12828,1926,1978,1407,15.4193950732772,73.0529595015576
