"analysis_population","comparison","gene_set_source","gene_set_id","pathway_name","pathway","ranked_genes_n","tested","untested_reason","pval","padj","log2err","ES","NES","size","direction","significant_FDR_0.05","leadingEdge","linked_genes"
"potential malignant T cells (CNV-high top 25%)","relapse_vs_diagnosis_paired_pseudobulk_N3","GO_BP","GO:0022613","ribonucleoprotein complex biogenesis","GO:0022613 ribonucleoprotein complex biogenesis",427,TRUE,"",1.87242550504612e-09,8.88653144694889e-06,0.774939030136436,0.353817659875445,1.81138635591377,427,"relapse_up",TRUE,"EIF4A3;NPM3;DKC1;MRPS2;EXOSC4;PPAN;EIF3B;EBNA1BP2;RRP9;MRTO4;PA2G4;SRSF6;RRS1;DDX21;UTP4;AGO2;ESF1;MPV17L2;PRMT5;SNRPD1;EIF1AX;URB2;SNRPB;EIF6;STRAP;NOP56;PUF60;RRP7A;NOP16;MRPS7;WDR36;NOP10;SNRPB2;TENT4B;ZCCHC4;NOC2L;RRP1B;GTPBP4;DDX3X;GEMIN7;METTL5;EXOSC6;BUD23;NOL10;PES1;RPL26L1;LYAR;GNL3L;NAF1;RIOK1;SRPK1;NOLC1;PSIP1;PRKRA;BYSL;TXNL4A;GRWD1;WDR43;POP7;FTSJ3;IMP3;ERCC2;IMP4;ZNF593;EIF5;MDN1;NIP7;BOP1;SNRPE;USP36;MRM2;EIF5B;EXOSC5;UTP18;RPS16;SNRPA1;PNO1;NHP2;GNL2;SF3B6;SF3B4;NOP58;TGS1;BRIX1;SNRPF;SRSF9;EIF3M;RAN;CUL4A;PRPF19;MPHOSPH6;RCL1;PTGES3;HEATR1;AATF;RPS6;DDX18;EIF3F;NPM1;EIF3H;MTERF3;DCAF13;BUD13;LSG1;RPF2;EXOSC7;RPS13;DDX31;SNU13;RPL7;RPS7;DHX9;MTG2;POP4;EIF3E;PAK1IP1;RPS17;NUFIP1;PRPF6;SF1;GAR1;AK6;DDX56;YTHDF2;LSM2;FBL;DDX47;HSP90AB1;CHD7;SF3A3;DNTTIP2;TAF9;PWP1;RPS27A;RPS28;RPL38;RPS27L;EIF3J;SNRPD2;RPS15A;NOC4L;RPS25;SRSF5;DDX49;DENR;SNRPC;RRP15;RPS27;RPS21;MCAT;EIF3D;NCBP1;RPS24;NAT10;RPL14;ZNHIT6;SF3A2;PRKDC;HSP90AA1;RPS4X;SNRPG;RPS3A;GCFC2;EXOSC1;RPL5;PRPF39;EIF3L;EIF2S2;EIF3A;WDR77;UTP11;RPS19;RPL13A;SCAF11;XPO1;DDX54;FCF1;RPL35;EXOSC2;MAK16;NOM1;RPL27;RSL24D1;LUC7L2;RPL11;WDR18;TARBP2;EIF3I;GEMIN4;RPS14;RPL35A;EIF3K;LTV1;LSM6","AAR2;AATF;ABT1;ADAR;AGO1;AGO2;AGO3;AGO4;AK6;ATM;ATR;BMS1;BOP1;BRIX1;BUD13;BUD23;BYSL;C1D;C1orf131;C1QBP;CD2BP2;CDKN2A;CELF1;CELF2;CELF5;CHD7;CINP;CLNS1A;CLP1;COIL;CRNKL1;CUL4A;CUL4B;DCAF13;DDX1;DDX10;DDX17;DDX18;DDX20;DDX21;DDX23;DDX27;DDX28;DDX31;DDX39B;DDX3X;DDX42;DDX46;DDX47;DDX49;DDX51;DDX52;DDX54;DDX56;DENR;DHX29;DHX30;DHX37;DHX9;DICER1;DIMT1;DIS3;DKC1;DNTTIP2;DROSHA;EBNA1BP2;EFL1;EIF1AX;EIF2A;EIF2D;EIF2S2;EIF2S3;EIF3A;EIF3B;EIF3C;EIF3D;EIF3E;EIF3F;EIF3G;EIF3H;EIF3I;EIF3J;EIF3K;EIF3L;EIF3M;EIF4A3;EIF5;EIF5B;EIF6;EMG1;ERAL1;ERCC2;ERI1;ERI2;ERI3;ESF1;EXOSC1;EXOSC10;EXOSC2;EXOSC3;EXOSC4;EXOSC5;EXOSC6;EXOSC7;EXOSC8;EXOSC9;FASTKD2;FAU;FBL;FCF1;FRG1;FTSJ3;GAR1;GCFC2;GEMIN2;GEMIN4;GEMIN5;GEMIN6;GEMIN7;GEMIN8;GLUL;GNL2;GNL3L;GRWD1;GTF2H5;GTF3A;GTPBP10;GTPBP4;HEATR1;HEATR3;HSP90AA1;HSP90AB1;HTATSF1;IMP3;IMP4;ISG20;ISG20L2;ISY1;KAT2B;KHDC4;KRI1;KRR1;LAS1L;LSG1;LSM2;LSM4;LSM6;LTO1;LTV1;LUC7L;LUC7L2;LUC7L3;LYAR;MAK16;MALSU1;MCAT;MCTS1;MDN1;METTL15;METTL16;METTL17;METTL18;METTL5;MPHOSPH10;MPHOSPH6;MPV17L2;MRM1;MRM2;MRM3;MRPS2;MRPS7;MRTO4;MTERF3;MTERF4;MTG2;MTREX;MYBBP1A;NAF1;NAT10;NCBP1;NGDN;NGRN;NHP2;NIP7;NMD3;NOA1;NOB1;NOC2L;NOC4L;NOL10;NOL11;NOL6;NOL7;NOL8;NOL9;NOLC1;NOM1;NOP10;NOP14;NOP16;NOP2;NOP53;NOP56;NOP58;NOP9;NPM1;NPM3;NSA2;NSUN3;NSUN4;NSUN5;NUFIP1;NUP88;NVL;PA2G4;PAK1IP1;PDCD11;PELP1;PES1;PHF5A;PIH1D1;PIN4;PNO1;POP4;POP5;POP7;PPAN;PRKDC;PRKRA;PRMT5;PRMT7;PRPF18;PRPF19;PRPF3;PRPF31;PRPF39;PRPF6;PRPF8;PSIP1;PTBP2;PTGES3;PUF60;PWP1;RAN;RBFA;RBIS;RBM10;RBM34;RBM5;RBMX2;RCC1L;RCL1;REXO1;REXO4;REXO5;RIOK1;RIOK2;RIOK3;RIOX2;RNASEL;RPF1;RPF2;RPL11;RPL13A;RPL14;RPL24;RPL26;RPL26L1;RPL27;RPL35;RPL35A;RPL38;RPL5;RPL7;RPL7A;RPL7L1;RPP30;RPP38;RPP40;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS19;RPS19BP1;RPS21;RPS23;RPS24;RPS25;RPS27;RPS27A;RPS27L;RPS28;RPS3A;RPS4X;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;RPUSD1;RPUSD2;RPUSD4;RRN3;RRP1;RRP15;RRP1B;RRP36;RRP7A;RRP8;RRP9;RRS1;RSL24D1;RSRP1;RUVBL1;RUVBL2;SART1;SART3;SBDS;SCAF11;SDAD1;SDE2;SETX;SF1;SF3A1;SF3A2;SF3A3;SF3B1;SF3B2;SF3B3;SF3B4;SF3B5;SF3B6;SFSWAP;SHQ1;SIRT7;SLU7;SMN2;SNIP1;SNRNP200;SNRPA1;SNRPB;SNRPB2;SNRPC;SNRPD1;SNRPD2;SNRPD3;SNRPE;SNRPF;SNRPG;SNU13;SRFBP1;SRPK1;SRPK2;SRSF1;SRSF10;SRSF5;SRSF6;SRSF9;STRAP;SURF6;SUV39H1;TAF9;TARBP2;TBL3;TENT4B;TFB1M;TFB2M;TGS1;TMA16;TRMT112;TRMT2B;TRMT61B;TSC1;TSR1;TSR2;TSR3;TSSC4;TXNL4A;U2AF2;URB1;URB2;USP16;USP36;USP39;USP4;UTP11;UTP14A;UTP15;UTP18;UTP20;UTP23;UTP25;UTP3;UTP4;UTP6;WBP11;WDR12;WDR18;WDR3;WDR36;WDR43;WDR46;WDR55;WDR74;WDR75;WDR77;XAB2;XPO1;XRCC5;XRN2;YBEY;YJU2;YTHDC1;YTHDF2;ZCCHC4;ZNF593;ZNF622;ZNF658;ZNHIT3;ZNHIT6;ZRSR2"
"potential malignant T cells (CNV-high top 25%)","relapse_vs_diagnosis_paired_pseudobulk_N3","GO_BP","GO:0042254","ribosome biogenesis","GO:0042254 ribosome biogenesis",295,TRUE,"",8.1357831425417e-08,0.000193062133972515,0.704975715167238,0.369269025353405,1.8112473393267,295,"relapse_up",TRUE,"EIF4A3;NPM3;DKC1;MRPS2;EXOSC4;PPAN;EBNA1BP2;RRP9;MRTO4;PA2G4;RRS1;DDX21;UTP4;ESF1;MPV17L2;EIF1AX;URB2;EIF6;NOP56;RRP7A;NOP16;MRPS7;WDR36;NOP10;TENT4B;ZCCHC4;NOC2L;RRP1B;GTPBP4;DDX3X;METTL5;EXOSC6;BUD23;NOL10;PES1;RPL26L1;LYAR;GNL3L;NAF1;RIOK1;NOLC1;BYSL;GRWD1;WDR43;POP7;FTSJ3;IMP3;ERCC2;IMP4;ZNF593;EIF5;MDN1;NIP7;BOP1;USP36;MRM2;EIF5B;EXOSC5;UTP18;RPS16;PNO1;NHP2;GNL2;NOP58;BRIX1;RAN;CUL4A;MPHOSPH6;RCL1;HEATR1;AATF;RPS6;DDX18;NPM1;MTERF3;DCAF13;LSG1;RPF2;EXOSC7;RPS13;DDX31;SNU13;RPL7;RPS7;MTG2;POP4;PAK1IP1;RPS17;GAR1;AK6;DDX56;YTHDF2;FBL;DDX47;CHD7;DNTTIP2;PWP1;RPS27A;RPS28;RPL38;RPS27L;RPS15A;NOC4L;RPS25;DDX49;RRP15;RPS27;RPS21;MCAT;RPS24;NAT10;RPL14;ZNHIT6;PRKDC","AATF;ABT1;AK6;BMS1;BOP1;BRIX1;BUD23;BYSL;C1D;C1orf131;C1QBP;CDKN2A;CHD7;CINP;CUL4A;CUL4B;DCAF13;DDX10;DDX17;DDX18;DDX21;DDX27;DDX28;DDX31;DDX3X;DDX47;DDX49;DDX51;DDX52;DDX54;DDX56;DHX29;DHX30;DHX37;DIMT1;DIS3;DKC1;DNTTIP2;DROSHA;EBNA1BP2;EFL1;EIF1AX;EIF2A;EIF4A3;EIF5;EIF5B;EIF6;EMG1;ERAL1;ERCC2;ERI1;ERI2;ERI3;ESF1;EXOSC1;EXOSC10;EXOSC2;EXOSC3;EXOSC4;EXOSC5;EXOSC6;EXOSC7;EXOSC8;EXOSC9;FASTKD2;FAU;FBL;FCF1;FRG1;FTSJ3;GAR1;GEMIN4;GLUL;GNL2;GNL3L;GRWD1;GTF2H5;GTF3A;GTPBP10;GTPBP4;HEATR1;HEATR3;IMP3;IMP4;ISG20;ISG20L2;KAT2B;KRI1;KRR1;LAS1L;LSG1;LSM6;LTO1;LTV1;LYAR;MAK16;MALSU1;MCAT;MDN1;METTL15;METTL16;METTL17;METTL18;METTL5;MPHOSPH10;MPHOSPH6;MPV17L2;MRM1;MRM2;MRM3;MRPS2;MRPS7;MRTO4;MTERF3;MTERF4;MTG2;MTREX;MYBBP1A;NAF1;NAT10;NGDN;NGRN;NHP2;NIP7;NMD3;NOA1;NOB1;NOC2L;NOC4L;NOL10;NOL11;NOL6;NOL7;NOL8;NOL9;NOLC1;NOM1;NOP10;NOP14;NOP16;NOP2;NOP53;NOP56;NOP58;NOP9;NPM1;NPM3;NSA2;NSUN3;NSUN4;NSUN5;NUP88;NVL;PA2G4;PAK1IP1;PDCD11;PELP1;PES1;PIH1D1;PIN4;PNO1;POP4;POP5;POP7;PPAN;PRKDC;PWP1;RAN;RBFA;RBIS;RBM10;RBM34;RCC1L;RCL1;REXO1;REXO4;REXO5;RIOK1;RIOK2;RIOK3;RIOX2;RNASEL;RPF1;RPF2;RPL11;RPL14;RPL24;RPL26;RPL26L1;RPL27;RPL35;RPL35A;RPL38;RPL5;RPL7;RPL7A;RPL7L1;RPP30;RPP38;RPP40;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS19;RPS19BP1;RPS21;RPS23;RPS24;RPS25;RPS27;RPS27A;RPS27L;RPS28;RPS3A;RPS4X;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;RPUSD1;RPUSD2;RPUSD4;RRN3;RRP1;RRP15;RRP1B;RRP36;RRP7A;RRP8;RRP9;RRS1;RSL24D1;SART1;SBDS;SDAD1;SDE2;SIRT7;SNU13;SRFBP1;SURF6;SUV39H1;TBL3;TENT4B;TFB1M;TFB2M;TMA16;TRMT112;TRMT2B;TRMT61B;TSC1;TSR1;TSR2;TSR3;URB1;URB2;USP16;USP36;UTP11;UTP14A;UTP15;UTP18;UTP20;UTP23;UTP25;UTP3;UTP4;UTP6;WBP11;WDR12;WDR18;WDR3;WDR36;WDR43;WDR46;WDR55;WDR74;WDR75;XPO1;XRCC5;XRN2;YBEY;YTHDF2;ZCCHC4;ZNF593;ZNF622;ZNF658;ZNHIT3;ZNHIT6"
"potential malignant T cells (CNV-high top 25%)","relapse_vs_diagnosis_paired_pseudobulk_N3","GO_BP","GO:0002181","cytoplasmic translation","GO:0002181 cytoplasmic translation",149,TRUE,"",1.87926938277303e-07,0.000297300416354693,0.690132458796796,0.444526103154923,2.00844211012196,149,"relapse_up",TRUE,"EIF3B;PKM;SYNCRIP;YBX1;CNBP;RPL26L1;SLBP;EEF1D;MIF4GD;EIF5;PABPC1;RPL30;ALKBH3;ETF1;RPS16;RPL8;RPLP1;CPEB2;RPL23A;EIF3M;RPS6;RPLP2;UBA52;EIF3F;EIF3H;RPS13;YBX3;RPL4;RPL7;EIF4G1;RPS7;DHX9;EIF3E;RPL21;RPS17;RPL37;YTHDF2;RPL18A;RPLP0;RPS27A;RPS28;RPL38;EIF3J;RPS20;RPS15A;RPL19;HNRNPD;RPS25;DENR;RPL27A;RPS27;RPS21;DRG1;EIF3D;NCBP1;RPS24;RPL14;GTPBP1;RPL36;RPS4X;CSDE1;HNRNPU;RPS3A;RPL23;FMR1;RPS29;RPL5;RPL3;EIF3L;EIF2S2;EIF3A;RPS3;RPS19;RPL13A;RPS2;RPL22;RPL35;RPL27;RPL39;RPL11;AKT2;RPL36A;EIF3I;RPS14;RPL35A;EIF3K;RPL9;RPL24;RPS12;RPL37A;RPL18;EIF2B2;RPL15;RPL10A;EIF4A1;RPS23;RPL32;RPL17;RPL12","AKT2;ALKBH3;CNBP;CPEB2;CPEB4;CSDE1;DENR;DHX29;DHX36;DHX9;DRG1;DRG2;EEF1D;EIF2B1;EIF2B2;EIF2B3;EIF2B4;EIF2B5;EIF2D;EIF2S2;EIF2S3;EIF3A;EIF3B;EIF3C;EIF3D;EIF3E;EIF3F;EIF3G;EIF3H;EIF3I;EIF3J;EIF3K;EIF3L;EIF3M;EIF4A1;EIF4A2;EIF4G1;EIF5;ETF1;FAU;FMR1;FTSJ1;GTPBP1;HNRNPD;HNRNPU;MCTS1;METTL3;MIF4GD;MTOR;NCBP1;NCBP2;NCK1;NEMF;PABPC1;PAIP1;PARP16;PKM;RACK1;RBM4;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL22L1;RPL23;RPL23A;RPL24;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;RWDD1;SH3BGRL;SLBP;SYNCRIP;UBA52;UNK;YBX1;YBX3;YTHDF2;ZC3H15;ZNF385A"
"potential malignant T cells (CNV-high top 25%)","relapse_vs_diagnosis_paired_pseudobulk_N3","GO_BP","GO:0044706","multi-multicellular organism process","GO:0044706 multi-multicellular organism process",81,TRUE,"",7.34953900330736e-07,0.000872022802742418,0.659444398037935,0.513768952922646,2.10693129152158,81,"relapse_up",TRUE,"JUNB;FOS;TGFB1;FOSB;CALR;RARA;CSMD1;FUT7;BSG;DSG2;SLC19A1;AGO2;POLR1B;IGFBP5;SERPINE2;DAZAP1;APLF;AKT1;CD38;GNAS;TMED2;ACVR1B;CAD;ADCY7;SLC38A1;HPGD;SMURF2;IL1B;ARHGDIB;DCAF13;IGFBP2","ACSL4;ACVR1B;ADCY7;AGO2;AKT1;APLF;APOL2;ARHGDIB;ASH1L;ATP7A;B4GALT1;BCL2;BMPR2;BSG;C1QBP;CAD;CALR;CAPN2;CD38;CITED2;CSMD1;CTSB;DAZAP1;DCAF13;DEDD;DSG2;EPN1;EPOR;FKBP4;FOS;FOSB;FOSL1;FUT7;GNAS;HEXB;HPGD;IGFBP2;IGFBP5;IL1B;INTS1;ITGA5;JUNB;KPNA6;LGALS9;LNPEP;MAFF;MAGED2;MED1;P2RX1;PARP1;PARP2;PCSK5;PITHD1;POLR1B;PPARD;PRDM1;PRDX3;RARA;RECK;RGS2;RPL29;SERPINE2;SLC19A1;SLC2A1;SLC38A1;SLC38A2;SMURF2;SOD1;SP3;STAT5B;TGFB1;TIMP1;TMED2;TRIM28;TRO;UBE2Q1;UMPS;UPRT;VEGFA;VMP1;YTHDF3"
"potential malignant T cells (CNV-high top 25%)","relapse_vs_diagnosis_paired_pseudobulk_N3","GO_BP","GO:0044703","multi-organism reproductive process","GO:0044703 multi-organism reproductive process",78,TRUE,"",1.44409254710359e-06,0.00137073264571073,0.643551836150722,0.521458802618125,2.12162838219657,78,"relapse_up",TRUE,"JUNB;FOS;TGFB1;FOSB;CALR;RARA;CSMD1;FUT7;BSG;DSG2;SLC19A1;AGO2;POLR1B;IGFBP5;SERPINE2;DAZAP1;APLF;AKT1;CD38;GNAS;TMED2;ACVR1B;CAD;ADCY7;SLC38A1;HPGD;SMURF2;IL1B;ARHGDIB;DCAF13;IGFBP2","ACSL4;ACVR1B;ADCY7;AGO2;AKT1;APLF;APOL2;ARHGDIB;ASH1L;ATP7A;BCL2;BMPR2;BSG;C1QBP;CAD;CALR;CAPN2;CD38;CITED2;CSMD1;CTSB;DAZAP1;DCAF13;DEDD;DSG2;EPN1;EPOR;FKBP4;FOS;FOSB;FOSL1;FUT7;GNAS;HPGD;IGFBP2;IGFBP5;IL1B;INTS1;ITGA5;JUNB;KPNA6;LGALS9;LNPEP;MAFF;MAGED2;MED1;P2RX1;PARP1;PARP2;PCSK5;POLR1B;PPARD;PRDM1;PRDX3;RARA;RECK;RGS2;RPL29;SERPINE2;SLC19A1;SLC2A1;SLC38A1;SLC38A2;SMURF2;SOD1;SP3;STAT5B;TGFB1;TIMP1;TMED2;TRIM28;TRO;UBE2Q1;UMPS;UPRT;VEGFA;VMP1;YTHDF3"
"potential malignant T cells (CNV-high top 25%)","relapse_vs_diagnosis_paired_pseudobulk_N3","GO_BP","GO:0007565","female pregnancy","GO:0007565 female pregnancy",75,TRUE,"",1.99910133452321e-06,0.00158128915560786,0.627256739718528,0.531446171946493,2.14258698658068,75,"relapse_up",TRUE,"JUNB;FOS;TGFB1;FOSB;CALR;RARA;CSMD1;FUT7;BSG;DSG2;SLC19A1;AGO2;POLR1B;IGFBP5;DAZAP1;APLF;AKT1;CD38;GNAS;TMED2;ACVR1B;CAD;ADCY7;SLC38A1;HPGD;SMURF2;IL1B;ARHGDIB;DCAF13;IGFBP2","ACSL4;ACVR1B;ADCY7;AGO2;AKT1;APLF;APOL2;ARHGDIB;ASH1L;ATP7A;BCL2;BMPR2;BSG;C1QBP;CAD;CALR;CAPN2;CD38;CITED2;CSMD1;CTSB;DAZAP1;DCAF13;DEDD;DSG2;EPN1;EPOR;FKBP4;FOS;FOSB;FOSL1;FUT7;GNAS;HPGD;IGFBP2;IGFBP5;IL1B;INTS1;ITGA5;JUNB;KPNA6;LGALS9;LNPEP;MAGED2;MED1;PARP1;PARP2;PCSK5;POLR1B;PPARD;PRDM1;PRDX3;RARA;RECK;RGS2;RPL29;SLC19A1;SLC2A1;SLC38A1;SLC38A2;SMURF2;SOD1;SP3;STAT5B;TGFB1;TIMP1;TMED2;TRIM28;TRO;UBE2Q1;UMPS;UPRT;VEGFA;VMP1;YTHDF3"
"potential malignant T cells (CNV-high top 25%)","relapse_vs_diagnosis_paired_pseudobulk_N3","GO_BP","GO:0060271","cilium assembly","GO:0060271 cilium assembly",218,TRUE,"",6.64870414310353e-06,0.0045078214090242,0.610526878385931,-0.372286112510178,-1.76773786014383,218,"relapse_down",TRUE,"CNTROB;IFT74;CEP89;SPAG16;RFX3;ALPK1;ELMOD3;ARL3;ARL6;DNHD1;KIAA0753;HDAC6;CEP126;IFT140;SDCCAG8;CFAP44;CLUAP1;KCTD17;WDPCP;DYNC2LI1;CEP19;GORAB;DISC1;FNBP1L;NPHP3;NEK1;SPEF2;CROCC;CEP128;CEP41;CEP162;IFT27;IFT57;RABL2B;SYNE2;IQCG;CEP164;LRRC23;TMEM107;IQCB1;IFT172;CFAP298;IFT81;IFT43;DNAH1;CEP120;GSK3B;PTPDC1;WDR54;MNS1;TMEM67;BBS1;IFT20;CDC14A;PIBF1;TXNDC15;TRAF3IP1;CDKL1;TTLL3;CEP250;PCM1;CCDC66;MPHOSPH9;NUDCD3;FUZ;CEP70;NISCH;MAP4;CEP97;FAM149B1;RILP;IFT88","ABCC4;ABLIM1;ACTR2;ACTR3;AHI1;AKT1;ALPK1;ARF4;ARHGAP35;ARL13B;ARL3;ARL6;ARMC2;ASAP1;ATAT1;ATG3;ATG5;ATMIN;ATP6V0D1;ATP6V1D;ATXN10;B3GLCT;B9D2;BBIP1;BBS1;BBS10;BBS2;BBS4;BBS7;BBS9;BLOC1S6;C2CD3;CCDC146;CCDC28B;CCDC57;CCDC66;CCDC88A;CCP110;CDC14A;CDK10;CDKL1;CENPJ;CEP120;CEP126;CEP128;CEP131;CEP135;CEP162;CEP164;CEP19;CEP250;CEP290;CEP350;CEP41;CEP70;CEP83;CEP89;CEP97;CFAP20;CFAP298;CFAP410;CFAP44;CLUAP1;CNTROB;CPLANE1;CROCC;CSNK1D;CYLD;DCTN1;DISC1;DMD;DNAAF2;DNAAF5;DNAH1;DNAL1;DNHD1;DTNBP1;DUSP23;DYNC2LI1;DYNLL1;E2F4;EHD1;EHD2;EHD4;ELMOD3;ENKD1;ENTR1;EVI5L;EXOC5;FAM149B1;FAM161A;FBF1;FBXW8;FLNA;FNBP1L;FUZ;GBF1;GDI2;GORAB;GSK3B;HDAC6;HTT;IFT122;IFT140;IFT172;IFT20;IFT22;IFT27;IFT43;IFT46;IFT52;IFT57;IFT74;IFT80;IFT81;IFT88;INPP5E;IQCB1;IQCG;JHY;KCTD17;KIAA0586;KIAA0753;KIF27;KIF3A;KIF3B;LIMK2;LRRC23;LRRC61;MAP4;MAPRE1;MARK4;MKKS;MKS1;MNS1;MPHOSPH9;NEK1;NISCH;NOTCH1;NPHP3;NUDCD3;ODF2;ODF2L;OFD1;PCM1;PCNT;PIBF1;PLK4;POC1A;POC1B;PPP1R35;PTPDC1;PTPN23;RAB11A;RAB11FIP3;RAB3IP;RAB8A;RABEP2;RABL2B;RFX2;RFX3;RILP;RILPL2;RO60;RP2;RPGR;SCLT1;SDCCAG8;SEPTIN2;SEPTIN6;SEPTIN7;SEPTIN9;SNAP29;SNX10;SPACA9;SPAG16;SPEF2;SSX2IP;SYNE2;TAPT1;TBC1D31;TBC1D32;TBC1D7;TCHP;TCTN1;TCTN3;TESK1;TMEM107;TMEM138;TMEM216;TMEM237;TMEM250;TMEM67;TMEM80;TOGARAM1;TPGS1;TRAF3IP1;TRIM32;TTBK2;TTC21B;TTC39C;TTLL1;TTLL3;TTLL5;TXNDC15;UBE2B;UNC119B;USP9X;VANGL2;VDAC3;WDPCP;WDR11;WDR19;WDR35;WDR44;WDR54;WDR90;WRAP73"
"potential malignant T cells (CNV-high top 25%)","relapse_vs_diagnosis_paired_pseudobulk_N3","GO_BP","GO:0003229","ventricular cardiac muscle tissue development","GO:0003229 ventricular cardiac muscle tissue development",24,TRUE,"",9.08307119649502e-06,0.00534083245344501,0.593325476396405,0.70460564136592,2.22883826252431,24,"relapse_up",TRUE,"HOPX;IRX3;TGFB1;ID2;DSG2;MBD2;TGFBR1;ZMPSTE24","CHD7;DSG2;ENG;FKBP1A;HEG1;HOPX;ID2;IRX3;MBD1;MBD2;MBD3;MECP2;MED1;NAGLU;NOTCH1;POU4F1;PTCD2;RBPJ;SMAD4;SMAD7;TGFB1;TGFBR1;TPM1;ZMPSTE24"
