"analysis_population","compartment","pathway_id","pathway_name","gene_set_source","gene_set_id","pathway","linked_genes_n","linked_genes","ranked_genes_n","gene_set_size_total","tested","untested_reason","pval","padj","log2err","ES","NES","size","leadingEdge","direction"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","hsa05012","Parkinson disease","KEGG","hsa05012","hsa05012 Parkinson disease",268,"ADCY5;ADORA2A;ADRM1;APAF1;ATF4;ATF6;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP8;BAX;BCL2L1;CALM1;CALM2;CALM3;CALML3;CALML4;CALML5;CALML6;CAMK2A;CAMK2B;CAMK2D;CAMK2G;CASP3;CASP9;COX1;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYC1;CYCS;CYTB;cytochrome c oxidase subunit NDUFA4-like;DAXX;DDIT3;DRD1;DRD2;DUSP1;EIF2AK3;EIF2S1;ERN1;GNAI1;GNAI2;GNAI3;GNAL;GNAS;GPR37;HSPA5;HTRA2;ITPR1;ITPR2;ITPR3;KEAP1;KIF5A;KIF5B;KIF5C;KLC1;KLC2;KLC3;KLC4;LRRK2;MAOA;MAOB;MAP3K5;MAPK10;MAPK8;MAPK9;MAPT;MCU;MFN1;MFN2;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;NFE2L2;PARK7;PINK1;PLCG1;PPIF;PRKACA;PRKACB;PRKACG;PRKN;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSMD9;RPS27A;RYR3;SDHA;SDHB;SDHC;SDHD;SEM1;SEPTIN5;SLC11A2;SLC18A1;SLC18A2;SLC25A31;SLC25A4;SLC25A5;SLC25A6;SLC39A1;SLC39A10;SLC39A11;SLC39A12;SLC39A13;SLC39A14;SLC39A2;SLC39A3;SLC39A4;SLC39A5;SLC39A6;SLC39A7;SLC39A8;SLC39A9;SLC6A3;SNCA;SNCAIP;SOD1;TH;TP53;TRAP1;TUBA1A;TUBA1B;TUBA1C;TUBA3C;TUBA3D;TUBA3E;TUBA4A;TUBA8;TUBAL3;TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8;TUBB8B;TXN;TXN2;UBA1;UBA52;UBA7;UBB;UBC;UBE2G1;UBE2G2;UBE2J1;UBE2J2;UBE2L3;UBE2L6;UCHL1;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ;VDAC1;VDAC2;VDAC3;XBP1",202,268,TRUE,"",1.28202777349308e-07,4.52555804043056e-05,0.690132458796796,0.410018923961452,1.94032690804444,202,"COX5A;ADRM1;NDUFC2;ATP5F1B;SLC18A2;TUBA1C;UQCRHL;MAPK9;NDUFA6;NDUFAB1;NDUFA9;SLC39A4;NDUFA12;CALM1;PSMB1;VDAC1;CYC1;SLC39A3;BAX;SLC25A5;UQCRH;KEAP1;PSMC5;HTRA2;ATF4;GNAS;COX6A1;UBE2L6;COX7A2L;COX8A;PSMD8;COX6C;NDUFV2;PSMA7;TUBA1B;ATP5PF;COX4I1;SLC39A8;PSMD11;TXN2;SLC39A6;SLC25A6;VDAC2;PARK7;SLC39A13;PSMD12;ATP5MC1;KIF5B;NDUFB7;UBE2J2;UBA52;PSMC3;PSMB3;MFN2;PSMB7;NDUFB6;UBC;ATP5F1C;CALM3;NDUFB9;GNAI2;ATP5MC3;ATP5F1A;TUBA4A;NDUFS3;PPIF;TUBB4A;COX7B;ITPR3;EIF2S1;SEM1;SDHB;PSMD2;PSMD7;RPS27A;ATP5F1E;TUBB2A;UBE2L3;NDUFB2;NDUFS8;PSMC4;SOD1;SLC39A7;DUSP1;UQCR11;ATP5PB;PSMA4;NDUFA8;NDUFB11;XBP1;TUBB4B;NDUFA1;UBE2J1;COX7A2;CALM2;PSMA8;PRKACA;PSMC1;PSMB2","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","hsa03010","Ribosome","KEGG","hsa03010","hsa03010 Ribosome",213,"40S ribosomal protein S8-like;5S ribosomal RNA;AURKAIP1;CHCHD1;DAP3;FAU;GADD45GIP1;KGD4;MRPL1;MRPL10;MRPL11;MRPL12;MRPL13;MRPL14;MRPL15;MRPL16;MRPL17;MRPL18;MRPL19;MRPL2;MRPL20;MRPL21;MRPL22;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL30;MRPL32;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL38;MRPL39;MRPL4;MRPL40;MRPL41;MRPL42;MRPL43;MRPL44;MRPL45;MRPL46;MRPL47;MRPL48;MRPL49;MRPL50;MRPL51;MRPL52;MRPL53;MRPL54;MRPL55;MRPL57;MRPL58;MRPL9;MRPS10;MRPS11;MRPS12;MRPS14;MRPS15;MRPS16;MRPS17;MRPS18A;MRPS18B;MRPS18C;MRPS2;MRPS21;MRPS22;MRPS23;MRPS24;MRPS25;MRPS26;MRPS27;MRPS28;MRPS30;MRPS31;MRPS33;MRPS34;MRPS35;MRPS5;MRPS6;MRPS7;MRPS9;PTCD3;RACK1;RNA18SN1;RNA18SN2;RNA18SN3;RNA18SN4;RNA18SN5;RNA28SN1;RNA28SN2;RNA28SN3;RNA28SN4;RNA28SN5;RNA5-8SN1;RNA5-8SN2;RNA5-8SN3;RNA5-8SN4;RNA5-8SN5;RNA5S1;RNA5S10;RNA5S11;RNA5S12;RNA5S13;RNA5S14;RNA5S15;RNA5S16;RNA5S17;RNA5S2;RNA5S3;RNA5S4;RNA5S5;RNA5S6;RNA5S7;RNA5S8;RNA5S9;RNR1;RNR2;RPL10;RPL10A;RPL10L;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL17-C18orf32;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL22L1;RPL23;RPL23A;RPL24;RPL26;RPL26L1;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL36A-HNRNPH2;RPL36AL;RPL37;RPL37A;RPL38;RPL39;RPL39L;RPL3L;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS10;RPS10-NUDT3;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS27L;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y1;RPS4Y2;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;RPSA2;RSL24D1;UBA52",169,213,TRUE,"",7.35405147976003e-06,0.00129799008617765,0.610526878385931,0.395699627022543,1.81898817570886,169,"MRPL15;MRPS2;RPL39L;MRPS18A;MRPL37;MRPS7;MRPS6;MRPL1;RPL26L1;MRPL33;MRPL36;AURKAIP1;RPL30;MRPL24;RPS16;RPL8;RPLP1;RPL23A;MRPL20;MRPL54;MRPL27;RPS6;RPLP2;UBA52;MRPL11;RPS13;MRPL47;MRPL58;RPL4;RPL7;RPS7;MRPL3;MRPL49;RPL21;RPS17;RPL37;MRPL14;MRPS30;RPL18A;RPLP0;MRPL51;RPS27A;RPS28;RPL38;RPS27L;RPS20;RPS15A;MRPS23;RPL19;MRPS35;RPS25;MRPL21;RPL27A;RPS27;RPS21;RPS24;RPL14;RPL36;RPS4X;MRPL40;RPS3A;RPL23;RPS29;RPL5;RPL3;RPS3;RPS19;RPL13A;RPS2;RPL22;RPL35;RPL27;RSL24D1;RPL39;RPL11;RPL36A;MRPL41;RPS14;RPL35A;MRPS28;RPL9;RPL24;MRPL12;RPS12;RPL37A;RPL18;RPL15;MRPL2;MRPL17;RPL10A;RPS23;MRPL39;RPL32;RPL17;RPL12","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","hsa03008","Ribosome biogenesis in eukaryotes","KEGG","hsa03008","hsa03008 Ribosome biogenesis in eukaryotes",126,"5S ribosomal RNA;AFG2A;AK6;BMS1;CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B;DKC1;DROSHA;EFL1;EIF6;EMG1;FBL;FBLL1;FCF1;GAR1;GNL2;GNL3;GNL3L;GTPBP4;HEATR1;IMP3;IMP4;LSG1;MDN1;MPHOSPH10;NAT10;NHP2;NMD3;NOB1;NOL6;NOP10;NOP56;NOP58;NVL;NXF1;NXF2;NXF2B;NXF3;NXT1;NXT2;periodic tryptophan protein 2 homolog;POP1;POP4;POP5;POP7;putative exonuclease GOR;PWP2;RAN;RBM28;RCL1;REXO1;REXO2;REXO5;RIOK1;RIOK2;RMRP;RNA18SN1;RNA18SN2;RNA18SN3;RNA18SN4;RNA18SN5;RNA28SN1;RNA28SN2;RNA28SN3;RNA28SN4;RNA28SN5;RNA5-8SN1;RNA5-8SN2;RNA5-8SN3;RNA5-8SN4;RNA5-8SN5;RNA5S1;RNA5S10;RNA5S11;RNA5S12;RNA5S13;RNA5S14;RNA5S15;RNA5S16;RNA5S17;RNA5S2;RNA5S3;RNA5S4;RNA5S5;RNA5S6;RNA5S7;RNA5S8;RNA5S9;RPP25;RPP25L;RPP30;RPP38;RPP40;RRP7A;SBDS;small nucleolar RNA U3;SNORD3A;SNORD3B-1;SNORD3B-2;SNORD3C;SNORD3D;SNORD3E;SNORD3F;SNORD3G;SNORD3H;SNORD3I;SNORD3J;SNORD3K;SNU13;TBL3;TCOF1;UTP14A;UTP14C;UTP15;UTP18;UTP4;UTP6;WDR3;WDR36;WDR43;WDR75;XPO1;XRN1;XRN2",68,126,TRUE,"",2.0938236598112e-05,0.00168353396409522,0.575610261071129,0.506617066370909,2.00495379721182,68,"DKC1;UTP4;EIF6;NXT1;NOP56;RRP7A;WDR36;NOP10;GTPBP4;GNL3L;RIOK1;POP1;WDR43;POP7;IMP3;IMP4;MDN1;UTP18;NHP2;GNL2;NOP58;RAN;RCL1;HEATR1;CSNK2A2;LSG1;SNU13;POP4;GNL3;GAR1;AK6;FBL;CSNK2A1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","hsa00190","Oxidative phosphorylation","KEGG","hsa00190","hsa00190 Oxidative phosphorylation",138,"ATP synthase subunit f;ATP12A;ATP4A;ATP4B;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MGL;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP6AP1;ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;ATP6V0C;ATP6V0D1;ATP6V0D2;ATP6V0E1;ATP6V0E2;ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2;ATP6V1D;ATP6V1E1;ATP6V1E2;ATP6V1F;ATP6V1FP2;ATP6V1G1;ATP6V1G2;ATP6V1G3;ATP6V1H;ATP8;COX1;COX10;COX11;COX15;COX17;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYC1;CYCS;CYTB;cytochrome c oxidase subunit NDUFA4-like;LHPP;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;PPA1;PPA2;SDHA;SDHB;SDHC;SDHD;TCIRG1;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ",103,138,TRUE,"",1.55963652269909e-05,0.00168353396409522,0.575610261071129,0.447248900219025,1.94058599087587,103,"COX5A;NDUFC2;ATP5F1B;UQCRHL;NDUFA6;NDUFAB1;NDUFA9;NDUFA12;PPA1;CYC1;UQCRH;COX6A1;COX7A2L;COX8A;COX6C;NDUFV2;ATP5PF;PPA2;COX4I1;ATP6V0A4;ATP6V0D1;ATP5MC1;ATP6V0C;NDUFB7;ATP6V1A;NDUFB6;ATP5F1C;ATP5MG;NDUFB9;ATP5MC3;ATP5F1A;ATP6V0E1;NDUFS3;COX7B;SDHB;COX17;ATP5F1E;NDUFB2;NDUFS8;UQCR11;ATP6V1G1;ATP5PB;NDUFA8;NDUFB11;COX15;ATP5ME;LHPP;NDUFA1;ATP6V0B;COX7A2","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","hsa05208","Chemical carcinogenesis - reactive oxygen species","KEGG","hsa05208","hsa05208 Chemical carcinogenesis - reactive oxygen species",227,"ABL1;ABL2;ACP1;AHR;AKR1A1;AKR1C1;AKR1C2;AKR1C3;AKR1C4;AKR1C8;AKT1;AKT2;AKT3;ARAF;ARNT;AS3MT;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP8;BAD;BRAF;CAT;CBR1;CHUK;COX1;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYBA;CYC1;CYP1A1;CYP1A2;CYP1B1;CYP2E1;CYP2F1;CYTB;cytochrome c oxidase subunit NDUFA4-like;EGF;EGFR;EPHX1;EPHX2;EPHX3;EPHX4;FOS;FOXO3;GRB2;GSTA1;GSTA2;GSTA3;GSTA4;GSTA5;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTO1;GSTO2;GSTT1;GSTT2;GSTT2B;GSTT4;HGF;HIF1A;HMOX1;HRAS;IKBKB;IKBKG;JUN;KEAP1;KRAS;LPO;MAP2K1;MAP2K2;MAP2K4;MAP2K7;MAP3K14;MAP3K5;MAPK1;MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK3;MAPK8;MAPK9;MET;MGST1;MGST2;MGST3;NCF1;NCF2;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;NFE2L2;NFKB1;NFKBIA;NOX1;NOX4;NQO1;NRAS;P3R3URF-PIK3R3;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLD1;PLD2;PPIF;PRKCD;PRKD1;PRKD2;PRKD3;PTEN;PTK2;PTPN1;PTPN11;PTPRJ;RAC1;RAF1;RELA;SDHA;SDHB;SDHC;SDHD;SLC25A31;SLC25A4;SLC25A5;SLC25A6;SLC26A1;SLC26A2;SLC26A6;SLC26A9;SOD1;SOD2;SOS1;SOS2;SRC;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ;VDAC1;VDAC2;VDAC3;VEGFA",155,227,TRUE,"",2.38460901429918e-05,0.00168353396409522,0.575610261071129,0.401549561118539,1.82669546018957,155,"FOS;RELA;COX5A;NDUFC2;ATP5F1B;UQCRHL;MAPK9;NDUFA6;AKR1C1;SOD2;NDUFAB1;NDUFA9;NDUFA12;VDAC1;CYC1;SLC25A5;PIK3R3;UQCRH;KEAP1;PRKD2;GRB2;CYBA;NFKB1;AKT1;COX6A1;IKBKG;COX7A2L;COX8A;EPHX2;COX6C;NDUFV2;NRAS;ATP5PF;COX4I1;MAPK3;MAP2K1;SLC25A6;VDAC2;ATP5MC1;NDUFB7;RAC1;NDUFB6;ACP1;ATP5F1C;NDUFB9;ATP5MC3;ATP5F1A;PIK3CB;NCF1;NDUFS3;PPIF;COX7B;MAPK1;GSTO1;PTPN11;SDHB;ATP5F1E;NDUFB2;NDUFS8;SOD1;UQCR11;ARAF;ATP5PB;NDUFA8;NDUFB11","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","hsa05020","Prion disease","KEGG","hsa05020","hsa05020 Prion disease",275,"ADRM1;APAF1;ATF2;ATF4;ATF6B;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP8;BAD;BAX;C1QA;C1QB;C1QC;C5;C6;C7;C8A;C8B;C8G;C9;CACNA1B;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CASP12;CASP3;CASP9;CAV1;CAV2;CAV3;CCL5;COX1;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CREB1;CREB3;CREB3L1;CREB3L2;CREB3L3;CREB3L4;CREB5;CSNK2A1;CSNK2A2;CSNK2A3;CSNK2B;CYBA;CYBB;CYC1;CYCS;CYTB;cytochrome c oxidase subunit NDUFA4-like;DDIT3;EGR1;EIF2AK3;EIF2S1;FYN;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B;GSK3B;HSPA1A;HSPA1B;HSPA1L;HSPA5;HSPA6;HSPA8;IL1A;IL1B;IL6;ITPR1;ITPR2;ITPR3;KIF5A;KIF5B;KIF5C;KLC1;KLC2;KLC3;KLC4;LAMC1;MAPK1;MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK3;MAPK8;MAPK9;MCU;NCAM1;NCAM2;NCF1;NCF2;NCF4;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;NOTCH1;P3R3URF-PIK3R3;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PPIF;PPP3CA;PPP3CB;PPP3CC;PPP3R1;PPP3R2;PRKACA;PRKACB;PRKACG;PRKCD;PRNP;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSMD9;RAC1;RAC2;RYR1;RYR2;RYR3;SDHA;SDHB;SDHC;SDHD;SEM1;SLC25A31;SLC25A4;SLC25A5;SLC25A6;SOD1;STIP1;TNF;TUBA1A;TUBA1B;TUBA1C;TUBA3C;TUBA3D;TUBA3E;TUBA4A;TUBA8;TUBAL3;TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8;TUBB8B;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ;VDAC1;VDAC2;VDAC3",192,275,TRUE,"",3.43542599817234e-05,0.00202117562892473,0.557332238758646,0.365765606698597,1.7141262132309,192,"STIP1;COX5A;ADRM1;NDUFC2;ATP5F1B;TUBA1C;UQCRHL;MAPK9;NDUFA6;NDUFAB1;NDUFA9;NDUFA12;PSMB1;VDAC1;CYC1;PPP3R1;BAX;SLC25A5;PIK3R3;UQCRH;PSMC5;CCL5;CYBA;ATF4;COX6A1;COX7A2L;COX8A;CREB3L3;PSMD8;COX6C;NDUFV2;PSMA7;TUBA1B;ATP5PF;COX4I1;EGR1;PRNP;MAPK3;PSMD11;SLC25A6;VDAC2;PSMD12;ATP5MC1;KIF5B;NDUFB7;CSNK2A2;IL1B;PSMC3;PSMB3;RAC1;PSMB7;NDUFB6;ATP5F1C;NDUFB9;ATP5MC3;ATP5F1A;TUBA4A;PIK3CB;NCF1;NDUFS3;PPIF;NOTCH1;TUBB4A;COX7B;MAPK1;ITPR3;EIF2S1;SEM1;CSNK2A1;SDHB;PSMD2;PSMD7;ATP5F1E;TUBB2A;NDUFB2;PPP3CC;NDUFS8;PSMC4;SOD1","relapse_up"
