"Pathway","NES","P_value","FDR","Direction","Genes_tested","Leading_edge_genes"
"Viral myocarditis",1.10753008873353,0.293291042678765,0.493008276502876,"Up",40,"SNTA1;ACTB;ACTG1;EIF4G3;BID;HLA-C;HLA-E;HLA-B;HLA-A;ITGB2"
"IL-17 signaling pathway",1.09602263989929,0.296672716273442,0.49631625865969,"Up",55,"FOS;FOSB;RELA;MAPK9;IL4;TRAF3;HSP90B1;TRAF4;NFKB1;IKBKG;ELAVL1;MAPK3;MAP3K7;IL1B"
"TNF signaling pathway",1.08171973995758,0.298115664808107,0.49631625865969,"Up",86,"JUNB;FOS;IRF1;RELA;MAPK9;TRAF3;MAP2K3;RIPK1;RPS6KA5;PIK3R3;CCL5;NFKB1;ATF4;AKT1;IKBKG;CREB3L3;MAPK3;BCL3;MAP2K1;MAP3K7;TNFRSF1B;IL1B"
"Fluid shear stress and atherosclerosis",1.0865047012611,0.299476949276244,0.49631625865969,"Up",76,"FOS;RELA;ACTB;ACTG1;MAPK9;CALM1;KLF2;PIK3R3;HSP90B1;KEAP1;CYBA;NFKB1;AKT1;IKBKG;SUMO1;SUMO2;TXN2;MAP3K7;SUMO3;IL1B;RAC1;CALM3;PIK3CB;NCF1;PDGFA;GSTO1;HSP90AB1"
"Signaling pathways regulating pluripotency of stem cells",1.0891358110794,0.301296071283921,0.496997725061794,"Up",64,"MYC;ID2;ID1;STAT3;JAK3;PIK3R3;GRB2;AKT1;ACVR1B;ID3;SKIL;NRAS;MAPK3;MAP2K1;AXIN1;PIK3CB;JARID2;MAPK1"
"Other types of O-glycan biosynthesis",1.10803420684581,0.305168269230769,0.501043716457961,"Up",29,"GALNT12;GALNT4;GALNT3;XXYLT1;GALNT6;GALNT1;GALNT7;COLGALT1;LFNG"
"Glycosaminoglycan biosynthesis - keratan sulfate",1.12890786717385,0.320090760718124,0.519622997728547,"Up",9,"CHST2;B3GNT2"
"Sphingolipid metabolism",1.08671545991354,0.320900321543408,0.519622997728547,"Up",38,"KDSR;SGMS1;CERS4;B4GALT5;B4GALT6;SPTLC1;GLA;NEU1;SAMD8;DEGS1;SMPD2"
"NF-kappa B signaling pathway",1.07511630188989,0.318226081311369,0.519622997728547,"Up",70,"GADD45B;MALT1;PLAU;RELA;TRAF3;LTB;RIPK1;NFKB2;RELB;NFKB1;IKBKG;MYD88;TNFRSF13C;TNFSF14;MAP3K7;CSNK2A2;IL1B;TRIM25;LAT;CSNK2A1;BCL2A1;TRAF5"
"FoxO signaling pathway",1.06188737410729,0.32881813717466,0.524506411561164,"Up",102,"HOMER3;GADD45B;TGFB1;STAT3;PLK4;MAPK9;SOD2;TGFBR1;KLF2;PIK3R3;MDM2;TNFSF10;GRB2;AKT1;FOXO1;PLK3;NRAS;MAPK3;PRKAB1;MAP2K1;CDKN2D;PRKAG2;SKP2;S1PR1;PIK3CB"
"Synaptic vesicle cycle",-1.08581972132705,0.326589364254298,0.524506411561164,"Down",34,"ATP6V1E2;VAMP2;CLTA;STX2;ATP6V1C1;AP2B1"
"Thyroid hormone signaling pathway",1.06344263279551,0.329859556279259,0.524506411561164,"Up",88,"MYC;ACTB;ATP1B3;ACTG1;ATP1A1;PRKCA;SIN3A;PIK3R3;PFKP;ATP2A2;MDM2;HDAC2;MED14;AKT1;FOXO1;MED30;NRAS;MAPK3;MAP2K1;HDAC1;HDAC3"
"Gastric cancer",1.06900211787235,0.328377557220984,0.524506411561164,"Up",73,"MYC;GADD45B;TGFB1;TGFBR1;BAX;PIK3R3;E2F1;GRB2;FGF9;RPS6KB1;AKT1;DDB2;NRAS;E2F3;MAPK3;MAP2K1;FRAT2"
"Parathyroid hormone synthesis, secretion and action",1.06984664666894,0.332009724473258,0.52555799434556,"Up",59,"FOS;MAFB;GATA3;NR4A2;PRKCA;ATF4;OXSR1;GNAS;ARRB1;CREB3L3;ADCY7;GNA13;EGR1;MAPK3;MAP2K1;STK39;GNAI2;PDE4B;NACA;MAPK1;ITPR3"
"Pyrimidine metabolism",1.07595235528118,0.334757203304453,0.527541485564607,"Up",45,"CTPS1;NME1;TYMS;NME2;NT5E;UPP1;CAD;DCTD;UCK2;HDDC2;DCTPP1;NT5C3A;DTYMK;DUT;CMPK2"
"cGMP-PKG signaling pathway",1.05907716454349,0.338646066273633,0.531298050642633,"Up",81,"NFATC3;ATP1B3;ATP1A1;PPP1CC;CALM1;VDAC1;PPP3R1;SLC25A5;ATP2A2;NFATC2;ATP2B1;ATF4;AKT1;CREB3L3;ADCY7;ROCK1;GNA13;MAPK3;MAP2K1;GUCY1B1;SLC25A6;VDAC2;CALM3;GNAI2;PPP1CB;PPIF;MAPK1;ITPR3"
"Pentose and glucuronate interconversions",-1.09970854886008,0.340919107336031,0.531940362360389,"Down",12,"XYLB;UGP2;CRYL1"
"Fructose and mannose metabolism",-1.08185370070232,0.342069298175094,0.531940362360389,"Down",23,"PFKFB2;HKDC1;GMPPA"
"Aldosterone synthesis and secretion",1.06575116949484,0.347289945597421,0.537690135069691,"Up",45,"NR4A2;ATP1B3;ORAI1;ATP1A1;PRKCA;CALM1;PRKD2;ATP2B1;ATF4;ATF1;GNAS;CREB3L3"
"Apelin signaling pathway",1.05359952826845,0.352320246843409,0.542111801242236,"Up",75,"GNG4;TGFBR1;CALM1;TFAM;KLF2;GNB1;GNG5;RPS6KB1;AKT1;RRAS2;NRAS;ADCY7;GNA13;EGR1;BECN1;MAPK3;PRKAB1;MAP2K1;RPS6;PRKAG2;CALM3;GNG2;GNAI2;GNG10;MAPK1;ITPR3"
"Leukocyte transendothelial migration",1.05650031223843,0.353217320922703,0.542111801242236,"Up",63,"SIPA1;ACTB;ACTG1;ITGB1;PRKCA;MYL12A;PIK3R3;RAP1A;PXN;CYBA;ITK;ACTN4;ITGB2;RASSF5;MSN;ROCK1;RAP1B;F11R;RAC1;GNAI2;PIK3CB;NCF1;MYL12B;PTPN11;EZR"
"Lysine degradation",-1.05591367882845,0.35678531701891,0.545217389210715,"Down",49,"SETD7;ALDH2;EZH1;PLOD3;HYKK;KMT2D;CAMKMT;PHYKPL;DHTKD1;TMLHE;ASH1L;NSD3;SETDB2;SETD1B;ECHS1;EHMT2;KMT2B;GCDH"
"Rheumatoid arthritis",-1.05378517665161,0.366592551417454,0.55778952866535,"Down",44,"TNF;ATP6V1E2;CXCL2;HLA-DRB5;HLA-DMA;ATP6V1C1;CXCL3;HLA-DRA;ITGAL;CXCL8"
"Pantothenate and CoA biosynthesis",1.06869580821503,0.370522700954359,0.560007029366865,"Up",12,"PANK2;PANK1;AASDHPPT"
"Cornified envelope formation",1.04834102511648,0.371222790005231,0.560007029366865,"Up",47,"S100A4;KDSR;DSG2;FURIN;SPTLC1;KRT73;EPHX2;KRT72;S100A10;S100A11;PPP2R5C"
"ErbB signaling pathway",1.04140010322124,0.375466342254663,0.563998377939984,"Up",60,"MYC;STAT5A;MAPK9;PRKCA;PIK3R3;ELK1;GRB2;RPS6KB1;AKT1"
"Carbohydrate digestion and absorption",1.053613356104,0.379308973798259,0.567356219282988,"Up",22,"ATP1B3;ATP1A1;HK1;PIK3R3;AKT1"
"Biosynthesis of various nucleotide sugars",-1.0455341662577,0.39579488002568,0.589517268561456,"Down",15,"NANP;GMPPA;UGP2"
"Glyoxylate and dicarboxylate metabolism",1.03569058728921,0.401300566504428,0.592715899481436,"Up",24,"GCSH;PCCB;ACAT2;MDH2;AFMID"
"Hormone signaling",1.02961969587381,0.401017277571452,0.592715899481436,"Up",51,"STAT5A;STAT3;GNG4;SLC40A1;PIK3R3;GNB1;GNG5;GNAS;ADCY7;GNA13;ADIPOR1;GNG2;GNAI2;GNG10;PIK3CB;GNA15"
"Virion - Hepatitis viruses",1.03652140210911,0.404251084663456,0.594585970359166,"Up",21,"CD63;EPCAM;LAMP1;VPS4A;CHMP1A;CD81"
"Focal adhesion",1.01841556034024,0.410601168825861,0.601419969276054,"Up",101,"ITGB7;ACTB;RAPGEF1;ACTG1;MAPK9;ITGB1;FLT1;PRKCA;PPP1CC;MYL12A;PIK3R3;ELK1;RAP1A;PXN;GRB2;AKT1;COL6A2;ACTN4;ZYX;ROCK1;MAPK3;RAP1B;MAP2K1;DIAPH1;RAC1;FLNA;PIK3CB;PPP1CB;PDGFA;MAPK1;MYL12B;CAPN2"
"alpha-Linolenic acid metabolism",-1.04013873570822,0.414175815369821,0.604149019940276,"Down",8,"PLA2G6;PLAAT3;ACAA1;ACOX3;ACOX1"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1.0238292396214,0.422116953942916,0.613198702641356,"Up",16,"CHSY1;DSEL;CHST11;B3GALT6;CHST12;XYLT2;CHST14;B4GALT7;CSGALNACT2"
"Allograft rejection",-1.00451887067169,0.449251382218814,0.649941548865744,"Down",18,"TNF;HLA-DRB5;HLA-DMA;HLA-DRA"
"Citrate cycle (TCA cycle)",0.99530489373786,0.459285856772392,0.659056534311603,"Up",26,"FH;DLST;MDH2;PDHA1;OGDH;SUCLG2;SDHB;PCK2;IDH3B;DLD;IDH2;ACLY;ACO2"
"Calcium signaling pathway",0.996359405486261,0.457553489505095,0.659056534311603,"Up",75,"NFATC3;ORAI1;FLT1;PRKCA;STIM2;CALM1;VDAC1;PPP3R1;ASPH;SLC25A5;ATP2A2;NFATC2;FGF9;ATP2B1;CD38;GNAS"
"Glycine, serine and threonine metabolism",0.972537721619733,0.486858324386656,0.678105433718747,"Up",17,"PGAM1;GCSH"
"Valine, leucine and isoleucine degradation",-0.978589384152989,0.489849534272749,0.678105433718747,"Down",38,"ALDH2;AACS;ACAD8;HMGCL;HIBCH;ACSF3;BCKDHA;BCKDHB"
"Various types of N-glycan biosynthesis",0.981424008291624,0.485648725896703,0.678105433718747,"Up",37,"ALG3;MGAT1;STT3B;STT3A;RPN2;DDOST;ALG12;ALG1;KRTCAP2;MAGT1;OSTC"
"Riboflavin metabolism",1.00033314400362,0.480318091451292,0.678105433718747,"Up",5,"ACP1;RFK;ACP2"
"Biosynthesis of cofactors",0.98898949077981,0.477068712257222,0.678105433718747,"Up",99,"GGH;PANK2;CTPS1;PDXP;NME1;GCH1;PANK1;GCLM;RDH13;NME2;MOCS2;CAD;MTHFD2;MTHFD1L;UGDH;AFMID;GPHN;ADSL;PMM2"
"RNA polymerase",0.977225822521474,0.48861316790074,0.678105433718747,"Up",30,"POLR2D;POLR1B;POLR2C;POLR3H;POLR3C;POLR2H;POLR2L;POLR2I"
"Protein processing in endoplasmic reticulum",0.983722933033931,0.488927236123095,0.678105433718747,"Up",151,"CALR;UBQLN4;MAPK9;BCAP31;PDIA6;RRBP1;ERO1A;BAX;PPP1R15A;HSP90B1;DERL1;CUL1;AMFR;UBE2D3;ATF4;DNAJB1;UFD1;STT3B;UBE2D2;ERLEC1;STT3A;P4HB;RPN2;DDOST;DNAJA2;SKP1;PRKCSH;DNAJB11;PDIA3;TRAM1;UBE2J2;SSR1;CKAP4;LMAN2;KRTCAP2;UBE2D1;UBXN2A;MAGT1;EIF2S1;HSP90AB1;CAPN2;RBX1;OSTC;DNAJC3;BCL2;SYVN1;HSP90AA1;UBE2D4;SAR1A;SELENOS;LMAN1"
"Renin secretion",0.985073987576301,0.475409181636727,0.678105433718747,"Up",28,"ORAI1;CALM1;PPP3R1;CLCA1;GNAS;GUCY1B1;CALM3;GNAI2;ITPR3;PPP3CC"
"Gastric acid secretion",0.977990906742374,0.489242357466245,0.678105433718747,"Up",31,"ACTB;ATP1B3;ACTG1;ATP1A1;PRKCA;CALM1;GNAS;ADCY7;CALM3;GNAI2;ITPR3;EZR"
"Vascular smooth muscle contraction",0.972145422756109,0.505046019699661,0.696411113101486,"Up",51,"PRKCH;PRKCA;PPP1CC;CALM1;MYH10;GNAS;ADCY7;ROCK1;GNA13;MAPK3;MAP2K1;GUCY1B1;CALM3;PPP1CB;MAPK1;ITPR3;PLA2G12A"
"Adipocytokine signaling pathway",-0.967562749434307,0.508305911271459,0.698178936493482,"Down",50,"TNF;ACACB;ACSBG1;AKT3;TRADD;PRKAB2;RXRB;PRKCQ;JAK2;ACSL1;NFKBIA;SLC2A1;ACSL3;MAPK10;ACSL6;PPARA"
"Longevity regulating pathway - multiple species",0.962626711386168,0.514859050146781,0.701719091512794,"Up",42,"SOD2;PIK3R3;RPS6KB1;HDAC2;AKT1;FOXO1;NRAS;ADCY7;PRKAB1;HDAC1;PRKAG2;PIK3CB;EIF4EBP2;SOD1;PIK3R2;PRKACA;RPS6KB2;AKT2;KRAS;IRS2;PIK3R1;PIK3CD"
"Cholinergic synapse",0.966231837724721,0.514342275371687,0.701719091512794,"Up",56,"FOS;GNG4;PRKCA;PIK3R3;GNB1;GNG5;ATF4;AKT1;CREB3L3;NRAS;ADCY7;MAPK3;MAP2K1;GNG2;GNAI2;GNG10;PIK3CB;MAPK1;ITPR3"
"Drug metabolism - cytochrome P450",-0.948265268152131,0.522808568787428,0.702429739064423,"Down",9,"GSTM2;MGST2;FMO5;GSTP1"
"Biosynthesis of nucleotide sugars",-0.94910177696694,0.535279319570339,0.702429739064423,"Down",31,"HKDC1;NAGK;NANP;GMPPA;UGP2;FCSK;PMM1;GALT;GALK2"
"Phagocytosis",0.966872570728303,0.534935304990758,0.702429739064423,"Up",152,"CTSG;CALR;CD63;ACTB;ACTG1;TUBA1C;MRC2;ITGB1;PRTN3;RAB27B;TAP1;PIK3R3;VPS18;LAMP1;HLA-C;TAP2;HLA-E;CYBA;HLA-B;DYNLL2;HLA-A;RAB27A;OSBPL2;ITGB2;TUBA1B;BECN1;RAB7A;ATP6V0A4;ATP6V0D1;ATP6V0C;DCTN5;RAC1;ATP6V1A;TUBA4A;ATP6V0E1;PIK3CB;NCF1"
"Wnt signaling pathway",0.968688279524089,0.517703622214073,0.702429739064423,"Up",87,"MYC;MCC;NFATC3;MAPK9;NKD2;PRKCA;FBXW11;PPP3R1;NFATC2;CUL1;CACYBP;DAAM1;SKP1;TLE3;MAP3K7;FRAT2;CSNK2A2;AXIN1;RAC1"
"Cell adhesion molecule (CAM) interaction",0.958757603056653,0.529007756948933,0.702429739064423,"Up",56,"CD58;ITGB7;ICAM3;ITGB1;NTNG2;CD226;HLA-C;HLA-E;HLA-B;CD6;HLA-A;ICAM2;ITGB2;ICOS"
"Cadherin signaling",0.968613541079456,0.526423429319372,0.702429739064423,"Up",137,"RELA;ACTB;MYO1F;DSG2;YWHAB;ACTG1;APH1A;MAPK9;MAP2K3;PPP1CC;TMC8;YWHAZ;ARPC2;NFKB1;TMC6;KRT73;IKBKG;VIM;ACTR3C;ACTR3B;KRT72;CYFIP2;ACTN4;ACTR3;YWHAQ;RRAS2;NRAS;DAAM1;ROCK1;MAPK3;MOB1A;ARPC5L;MAP2K1;ERBIN;AXIN1;RAC1"
"Intestinal immune network for IgA production",0.951168327883564,0.523416636773088,0.702429739064423,"Up",20,"TGFB1;ITGB7;IL4;CCR9"
"Estrogen signaling pathway",0.964114300997139,0.524751269035533,0.702429739064423,"Up",67,"FOS;RARA;EBAG9;CALM1;PIK3R3;HSP90B1;GRB2;ATF4;AKT1;GNAS;CREB3L3;NRAS;ADCY7;MAPK3;MAP2K1;CALM3;GNAI2;KRT10;PIK3CB;MAPK1;ITPR3;HSP90AB1"
"Thyroid hormone synthesis",0.953620300746424,0.531201028649496,0.702429739064423,"Up",36,"ATP1B3;GPX7;ATP1A1;PRKCA;HSP90B1;ATF4;GNAS;CREB3L3;ADCY7"
"Graft-versus-host disease",0.94128592381205,0.535146493279943,0.702429739064423,"Up",18,"KIR3DL2;HLA-C;HLA-E;HLA-B;HLA-A"
"Vibrio cholerae infection",0.945156463245425,0.547347266881029,0.715605871144456,"Up",38,"ACTB;ACTG1;SLC12A2;PRKCA;ERO1A;KDELR2;GNAS;ATP6V0A4;ATP6V0D1;ATP6V0C;ATP6V1A;ATP6V0E1"
"Primary immunodeficiency",-0.932920514785301,0.559434113497916,0.728709380312784,"Down",28,"RAG2;CD4;RAG1;IL7R;CD8A;RFX5"
"Regulation of actin cytoskeleton",0.953339591570407,0.565525432058318,0.733935579105096,"Up",126,"ITGB7;ACTB;ACTG1;ITGB1;PPP1CC;MYH10;MYL12A;PIK3R3;CFL1;PXN;ARPC2;FGF9;AKT1;ACTR3C;ACTR3B;CYFIP2;ACTN4;ACTR3;ITGB2;RRAS2;NRAS;MSN;ROCK1;GNA13;MAPK3;ARPC5L;MAP2K1;DIAPH1;RAC1;PIK3CB;PPP1CB;PDGFA;ARPC1A;TIAM1;MAPK1;MYL12B;EZR"
"p53 signaling pathway",0.939479848505121,0.571086780210868,0.738438217635298,"Up",60,"GADD45B;CD82;CDK4;BID;BAX;MDM2;EI24;DDB2;SIVA1;SESN3;PPM1D;ZMAT3"
"Autoimmune thyroid disease",-0.919574570881613,0.575527664554663,0.741464472948161,"Down",18,"TSHR;HLA-DRB5;HLA-DMA;HLA-DRA"
"Glycerophospholipid metabolism",0.924577484391914,0.600428127145684,0.742464006521042,"Up",58,"LPGAT1;CHKA;SGMS1;CHPT1;DGKD;PTDSS2;LPIN2;MBOAT7;CRLS1;LYPLA1;DGKQ;PLA2G15;SAMD8;LYPLA2;PTDSS1;GPCPD1"
"Thiamine metabolism",0.885460265217169,0.603646373573765,0.742464006521042,"Up",6,"ACP1;NFS1"
"ABC transporters",-0.904853617237532,0.595838866755201,0.742464006521042,"Down",19,"CFTR;ABCB7;ABCB8;ABCD4;ABCC5"
"RNA degradation",0.933742938634659,0.584636577262783,0.742464006521042,"Up",66,"EXOSC4;TOB2;HSPD1;ENO1;PNPT1;TENT4B;PFKP;EXOSC6;LSM5;CNOT9;HSPA9;PABPC1;EXOSC5;TENT4A;PABPC4;MPHOSPH6;DCP2;EXOSC7"
"Virion - Lassa virus and SFTS virus",0.899888071379313,0.586579742407378,0.742464006521042,"Up",7,"MYH10;TFRC;LAMP1"
"PPAR signaling pathway",-0.912058889682214,0.600271652285075,0.742464006521042,"Down",33,"SCD;ACSBG1;APOA1;RXRB;ACSL1;ACSL3;ACSL6;PPARA;ILK"
"Non-homologous end-joining",-0.892906656099875,0.5978992944195,0.742464006521042,"Down",13,"DNTT;XRCC4"
"Longevity regulating pathway",0.936719571742171,0.582789245305973,0.742464006521042,"Up",68,"RELA;SOD2;BAX;PIK3R3;EIF4E2;NFKB1;RPS6KB1;ATF4;AKT1;FOXO1;CREB3L3;SESN3;NRAS;ADCY7;CAMKK2;PRKAB1;EHMT1;PRKAG2;ADIPOR1"
"Adrenergic signaling in cardiomyocytes",0.935059625797253,0.58683655250771,0.742464006521042,"Up",71,"ATP1B3;ATP1A1;TPM3;CREM;PRKCA;PPP1CC;CALM1;RPS6KA5;ATP2A2;ATP2B1;ATF4;AKT1;GNAS;CREB3L3;ADCY7;MAPK3;TPM4;PPP2R5C;CALM3;GNAI2;PPP1CB"
"ECM-receptor interaction",-0.900924175658679,0.598881422765863,0.742464006521042,"Down",17,"FN1;ITGAV;COL9A3;DAG1;CD47;ITGA4;ITGA5;ITGA6"
"Fc gamma R-mediated phagosome formation",0.925210393174448,0.602639593908629,0.742464006521042,"Up",67,"MARCKSL1;PRKCA;BIN1;PIK3R3;CFL1;ARPC2;RPS6KB1;AKT1;ARF6;ACTR3C;ACTR3B;ACTR3;MAPK3;ARPC5L;MAP2K1;RAC1;PIK3CB;NCF1;ARPC1A;LAT;MAPK1"
"Inflammatory mediator regulation of TRP channels",0.925989053728764,0.589242546333602,0.742464006521042,"Up",48,"PRKCH;MAPK9;MAP2K3;PRKCA;PPP1CC;CALM1;PIK3R3"
"Insulin secretion",-0.911508624265148,0.596294373677275,0.742464006521042,"Down",31,"CREB5;CREB3;VAMP2;KCNN4;PLCB1;SLC2A1;CREB3L2;KCNMB3;GNAQ;KCNMB4;CAMK2G;FXYD2;ATF6B"
"Ascorbate and aldarate metabolism",-0.880885487609281,0.60917512130569,0.744078954397608,"Down",6,"ALDH2"
"Sulfur relay system",0.884003834249603,0.607489266974082,0.744078954397608,"Up",7,"MOCS2;NFS1;URM1;CTU2"
"Basal transcription factors",0.908101447148827,0.614663770913771,0.748194176319176,"Up",39,"TAF4B;TAF5L;GTF2H3;TAF9B;ERCC2;GTF2E1;ERCC3;TAF9;TAF1;GTF2A1;TBPL1"
"Vitamin B6 metabolism",-0.865744432152013,0.628882987284726,0.762483702357693,"Down",5,"PSAT1;PDXK;PHOSPHO2"
"Glucagon signaling pathway",0.913341342065119,0.630723062573503,0.762483702357693,"Up",68,"LDHA;PGAM1;PKM;CPT1A;CALM1;PPP3R1;PFKP;ATF4;AKT1;GNAS;FOXO1;CREB3L3;LDHB;PDHA1;PRKAB1;PRKAG2;CALM3;PPP4C;ITPR3;PPP4R3A;ACACA;PPP3CC;PCK2;SIK2"
"Autophagy",-0.925609379133464,0.641066687490239,0.772343142266397,"Down",149,"SMCR8;DDIT4;ATG9B;AKT3;RAB33B;PIK3C3;STX7;GABARAP;EPG5;UVRAG;EIF2AK4;TSC1;PRKCD;VPS39;GABARAPL1;ATG10;ITPR1;RRAGB;PRKCQ;ERN1;RRAGA;TRAF6;LAMP2;AMBRA1;VPS11;MTMR4;MAPK10;VPS33A;C9orf72;PIK3R4;PTEN;DAPK1;TSC2;RAB39B;BAD;ATG5;ATG14;AKT1S1;ATG16L2;ATG2B;STX17;WDR45"
"NOD-like receptor signaling pathway",-0.921376981125353,0.644071107638211,0.773323472776491,"Down",129,"TNF;BIRC3;NLRP1;CARD8;CXCL2;ANTXR2;GBP2;GABARAP;TNFAIP3;CXCL3;CASP8;IRF3;YWHAE;PRKCD;TICAM1;GABARAPL1;CXCL8;ITPR1;ANTXR1;PLCB1;TRPV2;TXNIP;NFKBIA;TRIP6;TRAF6;RIPK3;MAPK10;IFNAR1;TAB1;PSTPIP1;MFN1;IKBKB;ATG5;BRCC3;SHARPIN;TRPM2;IFNAR2;MAVS;PYCARD;CARD6"
"Steroid hormone biosynthesis",0.85660216182922,0.647725458898643,0.77485322390979,"Up",11,"AKR1C1;SRD5A3;HSD17B12;COMT;DHRS11;AKR1C3"
"Olfactory transduction",0.864823420311102,0.649735281238804,0.77485322390979,"Up",16,"NCALD;CALM1;GNB1;ARRB1;CALM3;GRK2"
"Starch and sucrose metabolism",-0.859561559496674,0.653518979215151,0.77674141300656,"Down",15,"HKDC1;PYGB;UGP2"
"Glycosphingolipid biosynthesis - ganglio series",-0.847670483644306,0.656643412717505,0.777835988890198,"Down",11,"SLC33A1"
"Apoptosis - multiple species",0.868348718499013,0.662952312485023,0.782682830458907,"Up",27,"MAPK9;BID;BAX;HTRA2;BECN1;BBC3;DIABLO;CASP7;BCL2"
"Peroxisome",-0.88985253801685,0.666443058953516,0.783301372850154,"Down",60,"IDH1;PEX5L;CRAT;HMGCL;GNPAT;ABCD4;CROT;ECI2;ACSL1;PEX10;HSD17B4;ACSL3;PEX26;MVK;MPV17;ACSL6;PEX5;PXMP4;DHRS4"
"Systemic lupus erythematosus",-0.8565739017047,0.667914201778744,0.783301372850154,"Down",19,"TNF;HLA-DRB5;HLA-DMA;HLA-DRA"
"Endocytosis",0.922994408928462,0.674259305108525,0.788124287097051,"Up",194,"SH3KBP1;ARFGAP1;SNF8;NEDD4L;GRK6;TGFBR1;EHD4;BIN1;TFRC;HLA-C;MDM2;SH3GL1;CLTB;HLA-E;AGAP1;VPS4A;ARPC2;HLA-B;IL2RA;RAB8A;CHMP1A;ARF6;ARRB1;ACTR3C;ARFGAP3;HLA-A;ACTR3B;VPS25;ACTR3;STAM2;ARF4;CYTH1;ARF5;CLTC;SNX5;SMURF2;RAB7A;ARPC5L"
"Cortisol synthesis and secretion",-0.858554297957879,0.678710350082207,0.790708757686532,"Down",26,"CREB5;CREB3;LDLR;ITPR1;PLCB1"
"Ubiquinone and other terpenoid-quinone biosynthesis",-0.822452870990737,0.686633544354516,0.797308030122184,"Down",8,"COQ5;COQ4;COQ6;COQ7"
"Steroid biosynthesis",0.831712867924711,0.696588511603837,0.806215556052966,"Up",16,"EBP;SOAT1;CYP51A1;SQLE;DHCR7;DHCR24"
"Drug metabolism - other enzymes",-0.850271339741262,0.707836865253898,0.816556906649105,"Down",34,"NME3;CDADC1;GSTM2;NME7;RRM2B"
"Nicotinate and nicotinamide metabolism",-0.828923086014807,0.718723592611967,0.821066110653801,"Down",22,"SARM1;SIRT3;NADSYN1;NAPRT;SIRT2;NT5C"
"mTOR signaling pathway",-0.886609389676919,0.718152616734566,0.821066110653801,"Down",111,"TNF;ATP6V1E2;LRP6;INSR;DDIT4;AKT3;PRR5;ATP6V1C1;DVL2;MAPKAP1;TSC1;PRR5L;RRAGB;GSK3B;MIOS;FNIP1;RRAGA;ATP6V1B2;STRADB;SOS1;EIF4B;RPS6KA1;PTEN;TSC2;SESN2;SEC13;IKBKB;AKT1S1"
"Regulation of lipolysis in adipocytes",-0.832421903171025,0.718238691049086,0.821066110653801,"Down",24,"TSHR;INSR;AKT3"
"Insulin signaling pathway",0.884357887374906,0.723612755706178,0.823984847626712,"Up",100,"PRKAR2A;RAPGEF1;MAPK9;FLOT1;HK1;PPP1CC;CALM1;PIK3R3;ELK1;GRB2;EIF4E2;RPS6KB1;AKT1;FOXO1;FASN;NRAS;MAPK3;PRKAB1;MAP2K1;RPS6;PRKAG2;PRKAR1A;CALM3;SOCS3;PIK3CB;PPP1CB"
"Axon guidance",-0.870678010439641,0.734497267114938,0.833137959301027,"Down",86,"CXCR4;PLXNB1;RASA1;PARD6G;SEMA4B;SRGAP3;PLCG2;BMPR2;PLXNC1;SLIT1;BMPR1B;EFNA4;PAK1"
"Complement and coagulation cascades",0.805373957518013,0.736371227484194,0.833137959301027,"Up",17,"PLAU;SERPINE2;ITGB2;CD59"
"Amino sugar and nucleotide sugar metabolism",0.824781003736821,0.749280115181571,0.842343568978008,"Up",32,"UXS1;HK1;UAP1;GNPDA2;UGDH;GPI;PMM2;GNPNAT1;PGM2;PGM1;GFPT1"
"African trypanosomiasis",-0.795372895491759,0.747759334431896,0.842343568978008,"Down",16,"TNF;APOA1;PLCB1"
"Pentose phosphate pathway",0.802687022391477,0.757822750586458,0.844294782968956,"Up",22,"ALDOA;PFKP;TKTL1;GPI;PGD;PRPS1;PGM2;PGM1;GLYCTK"
"Retinol metabolism",0.773208913423821,0.753672226424107,0.844294782968956,"Up",9,"RDH13;ALDH1A2"
"Cushing syndrome",-0.85245358687824,0.758191065725663,0.844294782968956,"Down",74,"CREB5;WDR5B;CDKN1B;CREB3;DVL2;LDLR;AHR;AIP;KMT2D;ITPR1;GSK3B;PLCB1"
"Melanogenesis",0.823335641932359,0.769295672787175,0.85128956894631,"Up",41,"PRKCA;CALM1;GNAS;CREB3L3;NRAS;ADCY7;MAPK3;MAP2K1;CALM3;GNAI2;MAPK1"
"Human papillomavirus infection",0.888748359141791,0.76890115776029,0.85128956894631,"Up",190,"ITGB7;IRF1;RELA;PKM;TRAF3;BCAP31;CDK4;MAML3;ITGB1;BAX;PIK3R3;HLA-C;OASL;MDM2;HLA-E;PXN;E2F1;GRB2;PATJ;HLA-B;NFKB1;RPS6KB1;HDAC2;AKT1;GNAS;FOXO1;COL6A2;IKBKG;CREB3L3;HLA-A;NRAS;DLG3;MAPK3;MAP2K1;ATP6V0A4;ATP6V0D1;HDAC1;ATP6V0C;PPP2R5C;AXIN1;RBL1;ATP6V1A"
"GnRH secretion",-0.805811416153427,0.771835152096574,0.851430652156534,"Down",30,"GABBR1;AKT3;ARRB2;KCNN4;ITPR1;PLCB1"
"Biosynthesis of unsaturated fatty acids",0.785706085985815,0.775200286978357,0.852478820259689,"Up",20,"ACOT7;HACD3"
