"Pathway","NES","P_value","FDR","Direction","Genes_tested","Leading_edge_genes"
"Leishmaniasis",1.35264291119213,0.0735039290751562,0.243822126469162,"Up",45,"FOS;TGFB1;RELA;IFNGR2;IL4;PTPN6;MARCKSL1;ITGB1;ELK1;CYBA;NFKB1;MYD88;ITGB2;MAPK3;MAP3K7;IL1B;NCF1;EEF1A1;MAPK1"
"Fatty acid elongation",1.41454958906855,0.0761851689686741,0.245169812544827,"Up",21,"ACAA2;ACOT7;HACD3"
"Cysteine and methionine metabolism",1.3639838797464,0.0757058516406281,0.245169812544827,"Up",35,"LDHA;SRM;GCLM;SMS;CISD1;MDH2;GOT2;LDHB;AHCY;PHGDH"
"Mucin type O-glycan biosynthesis",1.42735932528654,0.0763985251556119,0.245169812544827,"Up",18,"GALNT12;GALNT4;GALNT3;B4GALT5;GALNT6;GALNT1;GALNT7"
"Fatty acid biosynthesis",-1.427183282532,0.0822967659096381,0.252849594771929,"Down",15,"ACACB;ACSBG1;CBR4;OXSM;ACSF3;ACSL1;ACSL3;ACSL6"
"Other glycan degradation",-1.42064704840709,0.0830754390900687,0.252849594771929,"Down",16,"GBA2;MAN2B2;ENGASE;MANBA;NEU3;MAN2C1;HEXD"
"Sulfur metabolism",-1.44657208954165,0.0830893852508321,0.252849594771929,"Down",6,"TST;SQOR;BPNT1;MPST;ETHE1"
"Protein export",1.37515998983242,0.0808485091054633,0.252849594771929,"Up",30,"SGTA;GET4;SRPRA;SRP72;SRPRB;SEC11A;SPCS1;SPCS3;SRP9;GET3;GET1;TMEM208;SPCS2"
"Cytoskeleton in muscle cells",1.28632806196416,0.0811953649115674,0.252849594771929,"Up",81,"SNTA1;ITGB7;ACTB;ENO1;ATP1B3;DSG2;TNNT3;FBLN2;ACTG1;SPTBN2;ATP1A1;TPM3;ITGB1;AMPD2;MYH10;LMNB1;EMD;COL6A2;VIM;ZYX;DAAM1;FMNL3;TPM4;DIAPH1"
"Measles",1.26374607478067,0.0830438514038171,0.252849594771929,"Up",101,"FOS;STAT5A;RELA;STAT3;MAPK9;TRAF3;CDK4;BID;BAX;JAK3;PIK3R3;NFKB1;IL2RA;AKT1;IKBKG;OAS3;MYD88;MSN;CD3D;MAP3K7;CSNK2A2;IL1B;EIF3H;BBC3;PIK3CB;EIF2S1;IRF7;CSNK2A1;IL2RB;TLR9;RCHY1;MX1;STAT1;EIF2AK2;BCL2;NFKBIB;CD28;JAK1;BAK1;IRF9;CDK2;PIK3R2"
"Polycomb repressive complex",1.28447225376172,0.0855938044844504,0.25824455541035,"Up",76,"TFDP1;SUZ12;PHF19;FOXK2;CBX2;RING1;EZH2;UBE2D3;HDAC2;UBE2D2;CBX3;PHC2;ASXL1;SKP1;FOXK1;RNF2;HDAC1;L3MBTL1;SCML2;CBX4;UBE2D1;JARID2;SCMH1;YAF2;RBBP7;BCOR;FBRS;TEX10;PHF1;UBE2D4"
"Glioma",1.30790610409718,0.0881140917905624,0.263595545780242,"Up",56,"GADD45B;CDK4;PRKCA;CALM1;BAX;PIK3R3;MDM2;E2F1;GRB2;AKT1;DDB2;NRAS;E2F3;MAPK3;MAP2K1;CALM3;PIK3CB;PDGFA;MAPK1"
"Choline metabolism in cancer",1.29087531197125,0.0893401015228426,0.265017275945911,"Up",67,"FOS;SLC44A1;MAPK9;CHKA;PRKCA;CHPT1;PIK3R3;DGKD;GRB2;SLC44A3;RPS6KB1;AKT1;SLC44A2;NRAS;MAPK3;LYPLA1;DGKQ;MAP2K1;RAC1;GPCPD1;PIK3CB;PDGFA;MAPK1"
"Chemokine signaling pathway",1.24561873197246,0.0912965087690542,0.266593129583732,"Up",109,"RELA;XCL1;CXCR3;STAT3;XCL2;GNG4;GRK6;CCR9;JAK3;PIK3R3;RAP1A;CCL5;PXN;GRB2;GNB1;GNG5;NFKB1;AKT1;IKBKG;ARRB1;ITK;NRAS;ADCY7;ROCK1;MAPK3;RAP1B;MAP2K1;RAC1;GNG2;GRK2;GNAI2;GNG10;PIK3CB;NCF1;TIAM1;MAPK1"
"Lipid and atherosclerosis",1.22744924183903,0.091381780962129,0.266593129583732,"Up",139,"FOS;RELA;STAT3;HSPD1;NFATC3;MAPK9;TRAF3;SOD2;BID;CASP1;MAP2K3;PRKCA;CALM1;PPP3R1;ERO1A;BAX;PIK3R3;HSP90B1;NFATC2;TNFSF10;RAP1A;CCL5;ABCA1;CYBA;NFKB1;ATF4;AKT1;HSPA4;IKBKG"
"Cytokine-cytokine receptor interaction",1.26710753465631,0.0946832348747199,0.270500514409454,"Up",80,"OSM;TGFB1;IL27RA;IL4R;XCL1;IFNGR2;CXCR3;XCL2;IL32;CD70;IL4;IL21R;LTB;TGFBR1;CCR9;TNFSF10;CCL5;IL2RA;ACVR1B"
"Lysosome biogenesis",1.1930530675286,0.0950200107274003,0.270500514409454,"Up",204,"LGMN;LAPTM4B;CTSW;CTSG;CTSC;ARSG;SGSH;CD63;AP3S1;TFE3;IDUA;RRAGC;VPS18;LAMP1;CLTB;NPC1;CTSA;ABCA5;CD164;GGA3;OSBPL2;AP5Z1;GLA;CLN6;LAPTM5;BLOC1S6;CLTC;NEU1;RAB7A;PLA2G15;SNAP29;GALNS;ARL8A;ATP6V0A4;ATP6V0D1;PPT1;ATP6V0C;SLC2A6;ATP6V1A;GNS;IDS;BLOC1S2"
"Dilated cardiomyopathy",1.34139975373871,0.0946248600223964,0.270500514409454,"Up",32,"SNTA1;TGFB1;ITGB7;ACTB;ACTG1;TPM3;ITGB1;ATP2A2;EMD;GNAS"
"Mismatch repair",1.36961009975673,0.097530913283766,0.271089861332043,"Up",22,"PCNA;POLD3;RFC2;RFC3;RFC5;RFC4;RPA2;SSBP1;PMS2"
"Efferocytosis",1.25288604727045,0.0970088596277331,0.271089861332043,"Up",92,"ODC1;SLC16A1;TGFB1;CALR;BSG;NFATC3;PTPN6;CPT1A;ATP8A1;CASP1;ADAM9;VPS18;ATP2A2;NFATC2;SIRPG;ABCA1;NR1H2;ATP11C;PANX1;MAPK3;RAB7A;PLA2G15;MAP2K1"
"GnRH signaling pathway",1.30128377966927,0.0961701440736107,0.271089861332043,"Up",50,"MAPK9;MAP2K3;PRKCA;CALM1;ELK1;GRB2;ATF4;GNAS;NRAS;ADCY7;EGR1;MAPK3;MAP2K1;CALM3;MAP3K3;MAP3K2;MAPK1;ITPR3"
"Alcoholic liver disease",-1.25984343359805,0.0994659546061415,0.27430845293725,"Down",85,"TNF;ACACB;ALDH2;SCD;CXCL2;MAP3K5;ACADVL;AKT3;SREBF1;CXCL3;CASP8;IRF3;TRADD;PRKAB2;LY96;TICAM1;CXCL8"
"Autophagy - other",-1.32994008538834,0.103849382419954,0.283192237945411,"Down",30,"ATG9B;PIK3C3;GABARAP;GABARAPL1;ATG10;PIK3R4;ATG5;ATG2B;MTOR;ATG3;ATG7;ATG4C;MLST8"
"Pertussis",1.29583025215842,0.104291759016724,0.283192237945411,"Up",45,"FOS;IRF1;RELA;MAPK9;ITGB1;CASP1;CALM1;CFL1;NFKB1;MYD88;ITGB2;MAPK3;IL1B;CALM3;GNAI2"
"Long-term potentiation",1.30172941000585,0.106231668608622,0.284540444550266,"Up",41,"PRKCA;PPP1CC;CALM1;PPP3R1;RAP1A;ATF4;NRAS;MAPK3;RAP1B;MAP2K1;RPS6KA3;CALM3;PPP1CB;MAPK1;ITPR3;PPP3CC;PPP1CA;ARAF;BRAF;CALM2;PRKACA"
"Tuberculosis",1.231305262866,0.106400392862989,0.284540444550266,"Up",102,"MALT1;TGFB1;RELA;IFNGR2;HSPD1;MAPK9;MRC2;BID;CALM1;PPP3R1;BAX;LAMP1;NFKB1;AKT1;HSPA9;MYD88;ITGB2;PLK3;MAPK3;RAB7A;ATP6V0A4;ATP6V0D1;ATP6V0C;IL1B;CALM3;NFYB"
"Platelet activation",1.26253346505296,0.108142131979695,0.287023854051372,"Up",67,"ACTB;ORAI1;LCP2;ACTG1;RASGRP1;ITGB1;PPP1CC;MYL12A;PIK3R3;RAP1A;AKT1;GNAS;ADCY7;ROCK1;GNA13;MAPK3;RAP1B;GUCY1B1;GNAI2;PIK3CB;PPP1CB;MAPK1;ITPR3;MYL12B"
"Antifolate resistance",1.34042774597465,0.113951731541489,0.300186277866759,"Up",22,"GGH;RELA;SLC19A1;TYMS;NFKB1;GART;IKBKG"
"Antigen processing and presentation",1.27598051316117,0.115834004834811,0.301034182195105,"Up",48,"LGMN;KIR3DL2;CALR;TAP1;HLA-C;TAP2;HLA-E;TAPBP;B2M;HLA-B;PSME2;HSPA4;HLA-A"
"Hypertrophic cardiomyopathy",1.3029153891044,0.115979175010012,0.301034182195105,"Up",33,"SNTA1;TGFB1;ITGB7;ACTB;ACTG1;TPM3;ITGB1;ATP2A2;EMD"
"AMPK signaling pathway",-1.23116704068014,0.118617439120189,0.305634715397274,"Down",89,"PFKFB2;CFTR;CREB5;ACACB;SCD;CREB3;INSR;AKT3;PPP2R3B;SREBF1"
"Folate biosynthesis",1.35190928351661,0.122979145978153,0.314227533324619,"Up",14,"GGH;GCH1;MOCS2;GPHN"
"Cholesterol metabolism",1.32294265992336,0.123732654765218,0.314227533324619,"Up",22,"STARD3NL;VDAC1;LIPC;NPC1;LRPAP1;ABCA1;SOAT1;VAPB;VDAC2;NCEH1"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1.34255972384878,0.127864945382324,0.322402326571145,"Up",14,"HS2ST1;GLCE;B3GALT6;XYLT2;HS6ST1;NDST2;EXTL2;B4GALT7"
"Herpes simplex virus 1 infection",1.18786445835994,0.131114740710494,0.32825179766528,"Up",133,"CALR;RELA;ALYREF;IFNGR2;SRSF6;TRAF3;BID;PPP1CC;TAP1;SRSF7;BAX;PIK3R3;HLA-C;TAP2;HLA-E;TAPBP;B2M;CCL5;SRSF2;SRPK1;SRSF3;HLA-B;NFKB1;AKT1;IKBKG;HLA-A;OAS3;MYD88"
"Aldosterone-regulated sodium reabsorption",1.31511858609087,0.133245645502013,0.331237414522609,"Up",20,"ATP1B3;NEDD4L;ATP1A1;PRKCA;PIK3R3;MAPK3;PIK3CB;MAPK1;PIK3R2;KRAS;ATP1A3;PIK3R1;PIK3CD"
"GABAergic synapse",1.27579031620745,0.137265114788253,0.336476444185352,"Up",31,"SLC12A5;GNG4;PRKCA;GNB1;SLC32A1;GNG5;GPHN;ADCY7;SLC38A1;GNG2;GNAI2;GNG10"
"Growth hormone synthesis, secretion and action",1.21925216663679,0.138212703702199,0.336476444185352,"Up",72,"JUNB;FOS;STAT5A;STAT3;MAPK9;MAP2K3;PRKCA;PIK3R3;GRB2;ATF4;AKT1;GNAS;CREB3L3;NRAS;ADCY7;MAPK3;MAP2K1;SOCS3;GNAI2;PIK3CB;MAPK1;ITPR3"
"Cocaine addiction",1.29774591790883,0.137517911160643,0.336476444185352,"Up",23,"RGS9;FOSB;RELA;SLC18A2;NFKB1;ATF4;GNAS;CREB3L3"
"Cobalamin transport and metabolism",-1.31884331861546,0.144278406573489,0.348837517263298,"Down",14,"LMBRD1;ABCD4;MMAA;ZNF76;ZNF143;MTRR;MTR;HCFC1"
"Protein digestion and absorption",1.28791261631396,0.147434621661426,0.35404368330941,"Up",21,"SLC1A5;ATP1B3;ATP1A1;SLC3A2;COL6A2;KCNK5;PRCP"
"Inositol phosphate metabolism",-1.21349531962639,0.154357108967262,0.35847407543055,"Down",63,"INPP4B;INPP1;IP6K2;PIK3C3;PLCG2;PLCD1;PIP4K2B;PIP4K2A;INPP5F;IP6K1;PLCB1;IPPK;PIP5K1C;PIP5K1A;MTMR4;PIKFYVE;FIG4;PTEN;PLCH1;PI4KB"
"Cytosolic DNA-sensing pathway",1.22453607245242,0.152995317293719,0.35847407543055,"Up",51,"RELA;CASP1;IFI16;RIPK1;SAMHD1;G3BP1;CCL5;NFKB1;POLR3H;IKBKG;POLR3C;POLR2H;IL1B;POLR2L;IRF7"
"Insulin resistance",-1.20247915290092,0.153597221674099,0.35847407543055,"Down",76,"CREB5;TNF;ACACB;PRKCE;CREB3;INSR;AKT3;SREBF1;PYGB;TBC1D4;PRKAB2;PRKCD;OGA;GSK3B;PRKCQ;NFKBIA;SLC2A1;RPS6KA1;MAPK10;OGT;CREB3L2;MLXIP;PPARA;MLX;PTEN"
"Amoebiasis",1.24188941819271,0.152396641086424,0.35847407543055,"Up",41,"CTSG;TGFB1;RELA;PRKCA;PIK3R3;PRDX1;NFKB1;GNAS;ACTN4;ITGB2;RAB7A;IL1B;PIK3CB;GNA15"
"Arrhythmogenic right ventricular cardiomyopathy",1.25781234484874,0.153365384615385,0.35847407543055,"Up",29,"SNTA1;ITGB7;ACTB;DSG2;ACTG1;ITGB1;ATP2A2;EMD"
"Phototransduction",1.31538033243457,0.157398192747104,0.360789363894336,"Up",9,"RGS9;CALM1;GNB1;CALM3;PDE6G"
"AGE-RAGE signaling pathway in diabetic complications",1.20761519381503,0.156616754350465,0.360789363894336,"Up",63,"STAT5A;TGFB1;RELA;PIM1;STAT3;MAPK9;CDK4;PRKCA;TGFBR1;BAX;PIK3R3;NFKB1;AKT1;FOXO1;NRAS;EGR1;MAPK3;DIAPH1;IL1B;RAC1"
"Type II diabetes mellitus",-1.26187673006862,0.158671586715867,0.361361742649685,"Down",25,"TNF;SOCS2;PRKCE;HKDC1;INSR;PRKCD;SOCS1"
"Phosphatidylinositol signaling system",-1.18868011623362,0.167474675810965,0.377075264287655,"Down",75,"INPP4B;INPP1;IP6K2;PIK3C3;PLCG2;PLCD1;PIP4K2B;PIP4P2;DGKA;PIP4K2A;INPP5F;ITPR1;IP6K1;CALML4;DGKE;PLCB1;IPPK;PIP5K1C"
"Hepatitis C",1.16893090214089,0.167707695448051,0.377075264287655,"Up",104,"MYC;RELA;STAT3;YWHAB;TRAF3;CDK4;BID;BAX;RIPK1;PIK3R3;YWHAZ;E2F1;GRB2;NFKB1;AKT1;IKBKG;OAS3;CD81;YWHAQ;NRAS;E2F3;MAPK3"
"Hedgehog signaling pathway",-1.2244336860187,0.173370651739304,0.387340759898572,"Down",34,"CCND2;HHAT;ARRB2;GRK3;GLI3;MEGF8;CSNK1E;SUFU;GSK3B;HHIP"
"Glycosaminoglycan degradation",1.27111404000373,0.182526055185082,0.391628714422832,"Up",12,"SGSH;IDUA;GALNS;GNS;IDS;NAGLU"
"One carbon pool by folate",1.2433494458715,0.177519503263811,0.391628714422832,"Up",23,"GCSH;TYMS;GART;MTHFD2;MTHFD1L;AHCY;MTHFD1;ATIC;MAT2A;DLD;MAT2B;DHFR"
"Nucleotide excision repair",1.18596215843594,0.180145867098865,0.391628714422832,"Up",59,"POLR2D;PCNA;POLE3;POLD3;RFC2;POLR2C;GTF2H3;DDB2;ERCC2;RFC3;RFC5;RFC4;CUL4A;POLR2H;RPA2;POLE;POLR2L;ERCC3;POLR2I;RBX1"
"PI3K-Akt signaling pathway",1.13315414599937,0.181597465124892,0.391628714422832,"Up",169,"MYC;OSM;ITGB7;IL4R;RELA;YWHAB;IL4;GNG4;CDK4;ITGB1;FLT1;PRKCA;FLT3LG;JAK3;PIK3R3;HSP90B1;MDM2;YWHAZ;GRB2;GNB1;FGF9;EIF4E2;GNG5;NFKB1;IL2RA;RPS6KB1;ATF4;AKT1;COL6A2;IKBKG;CREB3L3"
"Progesterone-mediated oocyte maturation",1.18075256728027,0.182989064398542,0.391628714422832,"Up",64,"ANAPC13;MAPK9;PIK3R3;AKT1;MAD2L2;CDC26;ADCY7;ANAPC11;CPEB2;MAPK3;MAP2K1;RPS6KA3;GNAI2;PIK3CB;MAPK1;HSP90AB1;MAD2L1;CDC25B;ARAF;HSP90AA1;BRAF;CDK2;PIK3R2;STK10;CDC27;PRKACA;AKT2;KRAS;ANAPC2;PIK3R1;PIK3CD"
"Vitamin digestion and absorption",-1.28192455170513,0.179255873626814,0.391628714422832,"Down",11,"CUBN;LMBRD1;APOA1;ABCD4"
"Bacterial invasion of epithelial cells",1.18914998513543,0.183055914673562,0.391628714422832,"Up",56,"ACTB;ACTG1;SEPTIN11;ITGB1;PIK3R3;CLTB;PXN;ARPC2;SEPTIN9;MAD2L2;ACTR3C;ACTR3B;RHOG;ACTR3;SEPTIN2;SEPTIN1;CLTC;ARPC5L;RAC1;PIK3CB;ARPC1A"
"Homologous recombination",1.20735287794558,0.18489593816674,0.393182326342526,"Up",37,"RBBP8;RAD51C;BRCA2;POLD3;BRIP1;TOPBP1;PALB2;RPA2;SSBP1;MUS81;SEM1"
"beta-Alanine metabolism",-1.24525526762803,0.190466621116515,0.397838563633903,"Down",16,"ALDH2;CARNS1;HIBCH;SMOX;ACADS;ECHS1;ALDH7A1;ACOX3;MLYCD;ACOX1"
"Viral protein interaction with cytokine and cytokine receptor",-1.20828637772632,0.189455156412513,0.397838563633903,"Down",32,"CXCR4;TNF;CXCL2;CSF1R;CXCL3;IL6R;IL6ST;CXCL8"
"Sphingolipid signaling pathway",1.15802463441836,0.189413343090621,0.397838563633903,"Up",91,"RELA;MAPK9;SGMS1;BID;PRKCA;CERS4;BAX;PIK3R3;SPTLC1;NFKB1;AKT1;NSMAF;ORMDL1;NRAS;ROCK1;GNA13;MAPK3;MAP2K1;SPTSSA;DEGS1;PPP2R5C;RAC1;GNAI2;S1PR1;PIK3CB;SMPD2"
"Fc epsilon RI signaling pathway",1.18793979222974,0.191606647084859,0.39786556718209,"Up",47,"ALOX5AP;LCP2;MAPK9;IL4;MAP2K3;PRKCA;PIK3R3;GRB2;AKT1;NRAS;MAPK3;MAP2K1;RAC1;PIK3CB;LAT;MAPK1"
"Vasopressin-regulated water reabsorption",-1.2008905581761,0.195975678054244,0.404557978673382,"Down",32,"CREB5;CREB3;VAMP2;DYNC2LI1;DCTN6"
"Histidine metabolism",-1.27589628232759,0.198540321610458,0.407469380979604,"Down",6,"ALDH2;CARNS1"
"Base excision repair",1.18807210565232,0.199726786933987,0.407535004553164,"Up",41,"FEN1;PCNA;POLE3;POLD3;RFC2;POLG;RFC3;RFC5;RFC4"
"Arachidonic acid metabolism",-1.22541673724228,0.20251019008031,0.410839638496261,"Down",18,"ALOX5;PRXL2B;PLA2G6"
"Malaria",1.22403464557925,0.204218372120684,0.411937630620579,"Up",18,"KLRB1;TGFB1;GYPC;MYD88;CD81;ITGB2"
"Toll-like receptor signaling pathway",1.15862721996509,0.207452409882544,0.41608352663942,"Up",64,"FOS;RELA;MAPK9;TRAF3;MAP2K3;RIPK1;PIK3R3;CCL5;NFKB1;AKT1;IKBKG;MYD88;MAPK3;MAP2K1;MAP3K7;IL1B;RAC1;PIK3CB;MAPK1;IRF7;TLR9"
"Virion - Herpesvirus",-1.26183231347701,0.210968936101722,0.420745957310214,"Down",5,"ITGA5;IDE;PILRB"
"Toxoplasmosis",-1.14947094059022,0.213270328804883,0.422946213865863,"Down",72,"ALOX5;TNF;PIK3R5;BIRC3;HLA-DRB5;AKT3;HLA-DMA;HSPA1A;CASP8;HLA-DRA;LDLR;LY96;SOCS1"
"cAMP signaling pathway",1.13416886494729,0.218807171606293,0.423967144896203,"Up",91,"FOS;RELA;ATP1B3;ORAI1;MAPK9;ATP1A1;PPP1CC;CALM1;PIK3R3;ATP2A2;RAP1A;ATP2B1;NFKB1;AKT1;GNAS;CREB3L3;RRAS2;ADCY7;ROCK1;MAPK3;RAP1B;MAP2K1;RAC1;CALM3;GNAI2;PDE4B;PIK3CB;PPP1CB;TIAM1;MAPK1"
"Necroptosis",1.13588237226396,0.216123917550921,0.423967144896203,"Up",91,"STAT5A;IFNGR2;STAT3;MAPK9;FTL;BID;CASP1;VDAC1;BAX;JAK3;RIPK1;SLC25A5;TNFSF10;VPS4A;CHMP1A;GLUD1;PPIA;SLC25A6;VDAC2;IL1B;SPATA2L;FTH1;HSP90AB1;CAPN2;TRAF5;PGAM5;STAT1;EIF2AK2;SMPD1;BCL2;HSP90AA1"
"Long-term depression",1.18347562897723,0.217650590354213,0.423967144896203,"Up",30,"PRKCA;GNAS;NRAS;GNA13;MAPK3;MAP2K1;GUCY1B1;GNAI2;MAPK1;ITPR3;ARAF;GNA12;BRAF"
"Proximal tubule bicarbonate reclamation",1.23579410675219,0.216556712502981,0.423967144896203,"Up",10,"ATP1B3;ATP1A1;GLUD1;PCK2;GLS"
"Salivary secretion",1.17527029590049,0.21979033290653,0.423967144896203,"Up",34,"ATP1B3;ATP1A1;SLC12A2;PRKCA;CALM1;ATP2B1;CD38;GNAS;CST3;ADCY7;GUCY1B1;CALM3"
"Purine metabolism",1.14231619161693,0.221334090724661,0.424624641444595,"Up",70,"NME1;PAICS;HPRT1;PPAT;AMPD2;NME2;NT5E;GART;HDDC2;IMPDH1;ADCY7;ADSL;NUDT9;GUCY1B1;PRPS1;PDE4B;PGM2;ADK;ATIC;PGM1;AK6;GUK1;PDE6G"
"Integrin signaling",1.14798631200917,0.225453370491538,0.430189404235206,"Up",58,"TGFB1;ITGB7;ICAM3;ACTB;ACTG1;LIMS2;ITGB1;FLT1;PIK3R3;PXN;AKT1;COL6A2;ACTN4;ICAM2;ITGB2"
"Dopaminergic synapse",1.13687560293694,0.228918600398261,0.434453042691323,"Up",72,"FOS;SLC18A2;MAPK9;GNG4;PRKCA;PPP1CC;CALM1;GNB1;GNG5;ATF4;AKT1;GNAS;ARRB1;CREB3L3;KIF5B;PPP2R5C;CALM3;GNG2;GNAI2;GNG10;PPP1CB;ITPR3"
"MicroRNAs in cancer",-1.11877594083045,0.231498159605294,0.436999199682721,"Down",112,"SPRY2;BMF;CCND2;PRKCE;MARCKS;CDKN1B;FSCN1;MDM4;DDIT4;FOXP1;CRK;PLCG2;MAPK7;BMPR2"
"Ubiquitin mediated proteolysis",1.10857867275273,0.233062109007646,0.437611300423931,"Up",130,"UBE2Z;ANAPC13;RHOBTB1;UBE2E3;NEDD4L;FBXW11;UBA2;MDM2;KEAP1;UBE2M;UBE2K;CUL1;UBE2D3;DDB2;UBE2L6;CDC26;UBE2D2;UBE2S;UBE4A;UBR5;ANAPC11;UBE2A;SKP1;SMURF2;CUL4A;PRPF19;ELOC;UBE2J2;UBA52;UBC;SKP2;SOCS3;CDC34;UBE2D1;WWP2;VHL;RCHY1;RPS27A;RBX1"
"Terpenoid backbone biosynthesis",1.18155153806017,0.238182324176043,0.44251768649549,"Up",19,"ZMPSTE24;NUS1;ACAT2;PCYOX1;ICMT;IDI1;RCE1"
"Viral life cycle - HIV-1",-1.14088776146207,0.237386138613861,0.44251768649549,"Down",56,"CXCR4;CD4;MAP1A;MLLT3;BICD1;SERINC5;APOBEC3D;TRIM5;TNPO3"
"Glycosphingolipid biosynthesis - lacto and neolacto series",-1.20610293466858,0.240798652874669,0.443293490594062,"Down",11,"ST3GAL6;ABO"
"Fanconi anemia pathway",1.14484799745075,0.24239371347975,0.443293490594062,"Up",45,"RAD51C;BRCA2;USP1;BRIP1;REV1;ATRIP;PALB2;RPA2;FANCA;FAAP24;WDR48;MUS81;PMS2;FANCI;REV3L"
"Hippo signaling pathway",-1.12070366289699,0.243623051487955,0.443293490594062,"Down",82,"CTNNA1;RASSF6;CCND2;BIRC3;PARD6G;SMAD3;SMAD1;LIMD1;FRMD6;DVL2;DLG4;BMPR2;CSNK1E;SAV1;YWHAE;BMPR1B;GSK3B;SNAI2;MOB1B"
"Prostate cancer",1.12695324184628,0.242410696143374,0.443293490594062,"Up",72,"PLAU;RELA;SLC19A1;ETV5;PIK3R3;HSP90B1;MDM2;E2F1;GRB2;NFKB1;ATF4;AKT1;FOXO1;IKBKG;CREB3L3;NRAS;E2F3;MAPK3;MAP2K1"
"Endocrine and other factor-regulated calcium reabsorption",1.15244481143766,0.258715596330275,0.468341566690191,"Up",25,"ATP1B3;ATP1A1;PRKCA;CLTB;ATP2B1;GNAS;CLTC"
"Ether lipid metabolism",-1.16025533153967,0.261955688284434,0.471787540634721,"Down",18,"PAFAH2;PLA2G6;PLPP3;PAFAH1B1"
"Pyruvate metabolism",1.1378319079844,0.267840704422654,0.475438818393243,"Up",30,"LDHA;FH;PKM;ALDH9A1;ACAT2;MDH2;LDHB;ME2;PDHA1"
"Nucleocytoplasmic transport",1.09675436089027,0.269370435350279,0.475438818393243,"Up",98,"EIF4A3;ALYREF;NXT1;MAGOH;KPNB1;SEH1L;IPO7;NUP58;KPNA1;SUMO1;SUMO2;TNPO1;KPNA4;THOC7;NUP155;RAN;SUMO3;TMEM33;RNPS1;EEF1A1;SRRM1;POM121C;NDC1;XPOT;PYM1;RAE1;XPO6;NCBP1;RBM8A;IPO5;KPNA3"
"Serotonergic synapse",1.13026650924704,0.266886326194399,0.475438818393243,"Up",36,"SLC18A2;GNG4;PRKCA;GNB1;GNG5;GNAS;NRAS;MAPK3;MAP2K1;GNG2;GNAI2;GNG10;MAPK1;ITPR3"
"Spinocerebellar ataxia",1.09458752217268,0.268645108473189,0.475438818393243,"Up",108,"ADRM1;MAPK9;SPTBN2;PRKCA;NOP56;PSMB1;VDAC1;TWNK;SLC25A5;PIK3R3;ATP2A2;AFG3L2;PSMC5;AKT1;PSMD8;PSMA7;BECN1;PSMD11;SLC25A6;VDAC2;PSMD12;PSMC3;PSMB3;PSMB7;PIK3CB;PPIF;ITPR3;SEM1;PSMD2;PSMD7;PSMC4;ULK2;PSMA4;TBPL1;XBP1;OPA1;WIPI2;PIK3R2;PSMA8;SP1;PSMC1;PSMB2"
"Type I diabetes mellitus",-1.14730341300831,0.273612620226166,0.480523656417098,"Down",19,"TNF;ICA1;HLA-DRB5;HLA-DMA;HLA-DRA"
"EGFR tyrosine kinase inhibitor resistance",1.11037192527901,0.276925561117391,0.483934272645737,"Up",51,"STAT3;PRKCA;BAX;PIK3R3;GRB2;EIF4E2;RPS6KB1;AKT1;NRAS;MAPK3;MAP2K1;RPS6;PIK3CB;PDGFA;MAPK1;BCL2;ARAF;JAK1;BRAF;PIK3R2;RPS6KB2;AKT2;KRAS;VEGFA;PIK3R1;SOS2;PIK3CD"
"N-Glycan biosynthesis",1.10709132337125,0.284246575342466,0.484729667129905,"Up",48,"ALG3;DOLPP1;MGAT1;STT3B;STT3A;SRD5A3;RPN2;DDOST;ALG12;ALG1;KRTCAP2;MAGT1;OSTC;MGAT5;FUT8;DPM1;MGAT4B;ALG5;ALG8"
"Glycosphingolipid biosynthesis - globo and isoglobo series",-1.16676513058216,0.283396105457168,0.484729667129905,"Down",8,"ABO"
"Neuroactive ligand-receptor interaction",-1.11582342388031,0.280587275693312,0.484729667129905,"Down",43,"GABBR1;PTGER4;HRH2;NR3C1;TSHR;TSPO;THRA;P2RX1"
"Adherens junction",1.10203735575666,0.282300526528959,0.484729667129905,"Up",64,"ACTB;ARHGAP29;ACTG1;PTPN6;TGFBR1;YES1;MYL12A;FARP2;RAP1A;ACTN4;PDCD10;ROCK1;MAPK3;SMURF2;RAP1B;MAP3K7;CSNK2A2;RAC1;NECTIN3;ACP1;MAPK1;SSX2IP;MYL12B;CSNK2A1"
"Endometrial cancer",1.10951015519069,0.28102336825141,0.484729667129905,"Up",48,"MYC;GADD45B;BAX;PIK3R3;ELK1;GRB2;AKT1;DDB2;NRAS;MAPK3;MAP2K1;AXIN1"
"Circadian rhythm",-1.12048235522118,0.290812848377912,0.491181509461259,"Down",26,"PER1;RORC;RORA;CSNK1E;PRKAB2;CRY1;CRY2"
"Neurotrophin signaling pathway",1.08520952992954,0.290477547530839,0.491181509461259,"Up",90,"MATK;RELA;RAPGEF1;MAPK9;CALM1;BAX;RPS6KA5;PIK3R3;RAP1A;BEX3;ARHGDIA;GRB2;NFKB1;ATF4;AKT1;NRAS;MAPK3;RAP1B;MAP2K1;RPS6KA3;RAC1;ARHGDIB;CALM3;MAP3K3"
