"pathway","gene","shared_with_bulk_same_pathway","in_sc_mitophagy_leading_edge","in_sc_proteasome_leading_edge","in_curated_STAT5_target_sets","logFC","PValue","FDR","rank_stat"
"Spliceosome","SNRPA1",TRUE,FALSE,FALSE,FALSE,0.558209645383999,0.338280964400743,0.999578157159551,1.0241245624404
"Spliceosome","PPIL1",TRUE,FALSE,FALSE,FALSE,0.750535434769498,0.338757809386097,0.999578157159551,1.0210157530907
"Spliceosome","SF3B6",TRUE,FALSE,FALSE,FALSE,0.407912417460445,0.349214673305941,0.999578157159551,0.999687842794135
"Spliceosome","SF3B4",FALSE,FALSE,FALSE,FALSE,0.347789758418753,0.351142695275047,0.999578157159551,0.995441158069375
"Spliceosome","SNRPF",TRUE,FALSE,FALSE,FALSE,0.315347425308254,0.357295701971151,0.999578157159551,0.982004056709639
"Spliceosome","SRSF9",TRUE,FALSE,FALSE,FALSE,0.320490441367655,0.375446067066442,0.999578157159551,0.943369164322173
"Spliceosome","THOC7",FALSE,FALSE,FALSE,FALSE,0.307742686602236,0.386509189864009,0.999578157159551,0.920509186058226
"Spliceosome","TCERG1",FALSE,FALSE,FALSE,FALSE,0.335270260516342,0.395021129191633,0.999578157159551,0.903242540976044
"Spliceosome","PRPF19",FALSE,FALSE,FALSE,FALSE,0.32704034454064,0.406449994952859,0.999578157159551,0.880496341683968
"Spliceosome","HNRNPA3",FALSE,FALSE,FALSE,FALSE,0.273630881529361,0.433294146549985,0.999578157159551,0.828794926774833
"Spliceosome","PRPF40A",FALSE,FALSE,FALSE,FALSE,0.368646583151822,0.440398501165152,0.999578157159551,0.81549676909222
"Spliceosome","BUD13",FALSE,FALSE,FALSE,FALSE,0.353842422321309,0.453320006765807,0.999578157159551,0.791785889297304
"Spliceosome","SNU13",FALSE,FALSE,FALSE,FALSE,0.301220638261769,0.473192924803718,0.999578157159551,0.75595392224842
