"analysis_population","compartment","gene_set_source","gene_set_id","pathway_name","pathway","linked_genes_n","linked_genes","ranked_genes_n","gene_set_size_total","tested","untested_reason","pval","padj","log2err","ES","NES","size","leadingEdge","direction"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","GO:0042776 proton motive force-driven mitochondrial ATP synthesis",58,"ANTKMT;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5IF1;ATP5ME;ATP5MF;ATP5MG;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATPSCKMT;DNAJC30;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;SDHA;SDHB;SDHC;SDHD;STOML2",58,58,TRUE,"",0.00283920267729336,0.0663786005243067,0.431707695803346,0.428371219229325,1.646232033396,58,"NDUFC2;ATP5F1B;NDUFA6;NDUFAB1;NDUFA9;NDUFA12;NDUFV2;ATP5PF;NDUFB7;NDUFB6;ATP5F1C;ATP5MG;NDUFB9;ATP5F1A;NDUFS3;SDHB;ATP5F1E;NDUFB2;NDUFS8;ATP5PB;NDUFA8;NDUFB11;ATP5ME;NDUFA1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0006626","protein targeting to mitochondrion","GO:0006626 protein targeting to mitochondrion",104,"ABLIM3;AGK;AIFM1;AIP;ARIH2;ATG13;ATP5IF1;BAG4;BAP1;BCAP31;BID;BNIP3L;C11orf65;CDKN2A;CHCHD4;CSNK2A2;DNAJC15;DNAJC19;DNLZ;FBXO7;FBXW7;FIS1;FZD5;GDAP1;GRPEL1;GRPEL2;GSK3A;HAX1;HPS4;HSP90AA1;HSPA1L;HSPA4;HSPD1;HTRA2;HUWE1;IMMP1L;IMMP2L;LEPROT;LMAN1;LRRK2;MFF;MFN2;MGARP;MICALL2;MIPEP;MTCH1;MTCH2;MTERF4;MTX1;MTX2;NDUFA13;NPEPPS;PAM16;PARL;PINK1;PITRM1;PMPCA;PMPCB;PRKAA1;PRKN;RAC2;RHOU;RNF31;ROMO1;SAE1;SAMM50;SH3GLB1;SIAH3;SIRT4;SREBF1;SREBF2;TIMM10;TIMM10B;TIMM13;TIMM17A;TIMM17B;TIMM21;TIMM22;TIMM23;TIMM23B;TIMM29;TIMM44;TIMM50;TIMM8A;TIMM8B;TIMM9;TOMM20;TOMM20L;TOMM22;TOMM34;TOMM40;TOMM40L;TOMM5;TOMM6;TOMM7;TOMM70;TRMT10B;TSPO;UBE2D3;UBE2J2;UBE2L3;UBL5;USP36;VPS11",93,104,TRUE,"",0.00334860403057643,0.0742639006033446,0.431707695803346,0.377713739473429,1.58903888262824,93,"MTX1;MTCH2;TOMM40;HSPD1;TIMM9;DNAJC15;BCAP31;BID;TIMM13;TIMM8B;TOMM70;TOMM22;TIMM50;GRPEL2;UBE2D3;HTRA2;HSPA4;PMPCA;MIPEP;USP36;TOMM6;UBE2J2;CSNK2A2;NPEPPS;TOMM20;MFN2;MTCH1;GRPEL1;MTX2;PARL;TOMM34;UBE2L3;HUWE1;HSP90AA1;LMAN1;RHOU","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0061718","glucose catabolic process to pyruvate","GO:0061718 glucose catabolic process to pyruvate",17,"ENO1;ENO2;ENO3;FOXK1;FOXK2;GCK;HK1;HK2;HK3;PFKL;PFKM;PFKP;PGAM1;PGAM2;PGK1;PKM;TPI1",12,17,TRUE,"",0.00396000789197751,0.0799753083205331,0.407017918923954,0.681731545442509,1.74256706271997,12,"PGAM1;ENO1;PKM;PGK1;HK1;FOXK2;PFKP","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0070585","protein localization to mitochondrion","GO:0070585 protein localization to mitochondrion",129,"ABLIM3;AGK;AIFM1;AIP;AKT1;AP3B1;ARIH2;ATG13;ATP5IF1;BAG4;BAP1;BAX;BBC3;BCAP31;BCS1L;BID;BNIP3L;C11orf65;CDKN2A;CHCHD4;COX18;CSNK2A2;DDIT3;DNAJA1;DNAJC15;DNAJC19;DNLZ;DNM1L;EIF2AK1;FBXO7;FBXW7;FIS1;FKBP8;FZD5;GDAP1;GRPEL1;GRPEL2;GSK3A;GZMB;HAX1;HK1;HK2;HPS4;HSP90AA1;HSPA1L;HSPA4;HSPD1;HTRA2;HUWE1;IMMP1L;IMMP2L;ISG15;LEPROT;LMAN1;LRRK2;MAIP1;MAPK8;MAPT;MAVS;MFF;MFN2;MGARP;MICALL2;MIPEP;MOAP1;MTCH1;MTCH2;MTERF4;MTX1;MTX2;NDUFA13;NMT1;NPEPPS;OXA1L;PAM16;PARL;PINK1;PITRM1;PMPCA;PMPCB;PRKAA1;PRKN;RAC2;RALA;RHOU;RNF31;ROMO1;SAE1;SAMM50;SARM1;SH3GLB1;SIAH3;SIRT4;SREBF1;SREBF2;TIMM10;TIMM10B;TIMM13;TIMM17A;TIMM17B;TIMM21;TIMM22;TIMM23;TIMM23B;TIMM29;TIMM44;TIMM50;TIMM8A;TIMM8B;TIMM9;TMEM126A;TOMM20;TOMM20L;TOMM22;TOMM34;TOMM40;TOMM40L;TOMM5;TOMM6;TOMM7;TOMM70;TRMT10B;TSPO;UBE2D3;UBE2J2;UBE2L3;UBL5;USP36;VPS11",115,129,TRUE,"",0.00484194070898232,0.0887252919105408,0.407017918923954,0.350971933621196,1.52816095782684,115,"MTX1;MTCH2;TOMM40;RALA;HSPD1;TIMM9;DNAJC15;BCAP31;BID;HK1;TIMM13;TIMM8B;BAX;TOMM70;TOMM22;TIMM50;GRPEL2;UBE2D3;HTRA2;AKT1;HSPA4;PMPCA;MIPEP;USP36;TOMM6;UBE2J2;CSNK2A2;NPEPPS;TOMM20;MFN2;MTCH1;BBC3","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:2001234","negative regulation of apoptotic signaling pathway","GO:2001234 negative regulation of apoptotic signaling pathway",204,"AATF;ACAA2;ACKR3;ACVR1;AKT1;AR;ARHGEF2;ARMC10;ASAH2;ATAD5;ATF4;BAG5;BAK1;BAX;BCL2;BCL2L1;BCL2L2;BID;BIRC6;BMI1;BMP4;BOK;BRCA1;CAAP1;CCAR2;CD44;CD74;CDKN2D;CFLAR;CLU;COL2A1;CREB3;CREB3L1;CSF2;CSNK2A1;CSNK2A2;CTH;CTNNA1;CTNNB1;CTTN;CX3CR1;CXCL12;DDIAS;DDX3X;DNAJA1;ELL3;ENO1;EYA1;EYA3;EYA4;FAIM;FBXO7;FGF2;FIGNL1;FXN;FYN;FZD1;FZD9;GATA1;GCLC;GCLM;GDNF;GHITM;GNAI2;GRINA;GSK3B;GSTP1;HDAC1;HELLS;HERPUD1;HGF;HIF1A;HMGB2;HMOX1;HSPA1A;HSPA1B;HSPB1;HTRA2;HTT;HYOU1;ICAM1;IER3;IFI6;IGF1;IL10;IL19;IL1A;IL1B;IL7;ING2;ITGA6;ITGAV;ITPRIP;IVNS1ABP;KDM1A;KLF4;LGALS3;LMNA;LRRK2;MAGEA3;MAP2K5;MAPK7;MAPK8IP1;MAPK8IP2;MAZ;MCL1;MDM2;MIF;MMP9;MNT;MPV17L;MUC1;NANOS3;NFE2L2;NOC2L;NOG;NOL3;NONO;NOS3;NR4A2;NRG1;NRP1;OPA1;PARK7;PARL;PCGF2;PEA15;PELI3;PF4;PHIP;PIH1D1;PIK3CB;PINK1;PLAUR;PPIA;PPIF;PRDX2;PRELID1;PRKN;PSEN1;PSMD10;PSME3;PTGS2;PTPN1;PTTG1IP;PYCR1;RACK1;RAF1;RB1;RB1CC1;RELA;RFFL;RIPK1;RNF34;RPS6KB1;RRM2B;RRN3;RTKN2;SCG2;SELENOS;SERPINE1;SFRP2;SGK3;SH3RF1;SIAH2;SIRT1;SLC25A4;SLC25A5;SLC25A6;SLC35F6;SNAI1;SNAI2;SOD2;SRC;STRADB;SYVN1;TAF9;TAF9B;TCF7L2;TERT;TGFBR1;THBS1;TMBIM1;TMBIM6;TMEM14A;TMEM161A;TNF;TNFAIP3;TPT1;TRAP1;TRIAP1;TRIM32;TXNDC12;UNC5B;URI1;USP47;VDAC2;WFS1;WNT1;WNT16;XBP1;YBX3;ZMYND11;ZNF385A",148,204,TRUE,"",0.00668275120836084,0.111677243784791,0.407017918923954,0.31551978707814,1.42165022125945,148,"ACAA2;RELA;NR4A2;ENO1;TMBIM6;CD44;GCLM;SOD2;BID;TGFBR1;TXNDC12;BAX;RIPK1;SLC25A5;NOC2L;MDM2;DDX3X;ING2;PRELID1;RPS6KB1;HTRA2;ATF4;AKT1;TAF9B;MIF;MAZ;IER3;GHITM;PPIA;SLC25A6;VDAC2;PARK7;CDKN2D;HDAC1;AATF;CSNK2A2;TPT1;IL1B;FXN;URI1;GNAI2;YBX3;HELLS;PIK3CB;GRINA;BAG5;PPIF;PARL;CSNK2A1;TAF9;SIAH2;TMBIM1;IVNS1ABP;PYCR1;BCL2;SYVN1;SELENOS;SERPINE1;TCF7L2;TMEM14A;XBP1;LMNA;OPA1;FBXO7;BAK1;ATAD5;IFI6;CCAR2;TRIAP1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0007005","mitochondrion organization","GO:0007005 mitochondrion organization",419,"ACAA2;ACAD9;ADCK1;AFG1L;AFG3L2;AGK;AGTPBP1;AIFM1;AIFM2;AKT1;AKT3;ALKBH7;AP3B1;APOO;APOOL;ARHGAP11B;ARMC1;ARMCX3;ATAD3A;ATAD3B;ATAD3C;ATCAY;ATF2;ATG3;ATP13A2;ATP23;ATP2A1;ATP5F1D;ATP5IF1;ATP7A;ATPAF1;ATPAF2;AURKA;BAD;BAK1;BAX;BBC3;BCL2;BCL2A1;BCL2L1;BCL2L10;BCL2L11;BCL2L2;BCS1L;BHLHA15;BID;BIK;BLOC1S2;BMF;BNIP3;BNIP3L;BOK;C11orf65;CAMK2A;CAMKMT;CAV2;CCAR2;CDKN2A;CEBPA;CEP89;CERT1;CHCHD10;CHCHD2;CHCHD3;CHCHD4;CHCHD6;CHCHD7;CLN8;CLPP;CLU;CLUH;CNP;CNTNAP1;COA1;COA3;COA4;COA5;COA8;COL6A1;COX10;COX14;COX16;COX17;COX18;COX19;COX20;COX7A1;COX7A2;COX7A2L;CTCF;CXADR;DCN;DDHD1;DDHD2;DMAC1;DMAC2;DNA2;DNAJA3;DNAJC11;DNM1L;ECSIT;EDN1;ENDOG;EP300;EPAS1;EPM2A;ERBB4;FAM162A;FANCG;FASTKD3;FEZ1;FIS1;FMC1;FOXRED1;FUNDC1;FXN;FZD9;GABPB1;GCLC;GCLM;GDAP1;GGCT;GHITM;GOLPH3;GPER1;GSK3A;GSK3B;HAP1;HGF;HIGD1A;HIGD2A;HIGD2B;HIP1R;HK2;HMGCL;HRK;HSD17B10;HSP90AA1;HSPA1A;HSPA4;HSPA9;HSPD1;HTRA2;HUWE1;IER3;IFI27;IFI27L1;IFI27L2;IFI6;IFIT2;IGF1;IMMP2L;IMMT;INF2;IRGM;JTB;KAT2A;KDR;KIF5B;LETM1;LETM2;LETMD1;LIG3;LIPA;LMNA;LONP1;LRRK2;LYRM2;LYRM7;MAIP1;MAN2A1;MAPT;MARCKS;MCL1;MCU;MEF2A;METTL4;MFF;MFN1;MFN2;MFSD14A;MFSD8;MGARP;MGME1;MICOS10;MICOS13;MICU1;MIEF1;MIEF2;MIGA1;MIGA2;MLLT11;MMP9;MOAP1;MPV17;MPV17L;MSTO1;MTCH1;MTCH2;MTFP1;MTFR1;MTFR1L;MTFR2;MTM1;MTX1;MTX2;MTX3;MUL1;MYO19;NAIF1;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA8;NDUFA9;NDUFAB1;NDUFAF1;NDUFAF2;NDUFAF3;NDUFAF4;NDUFAF5;NDUFAF6;NDUFAF7;NDUFAF8;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS7;NDUFS8;NECTIN2;NEURL4;NIPSNAP2;NME3;NOA1;NOL3;NOS3;NPTX1;NUBPL;OMA1;OPA1;OXA1L;P2RX7;PANK2;PARK7;PARL;PARP1;PDE2A;PET100;PET117;PEX5;PGAM5;PHB2;PID1;PIF1;PIM2;PINK1;PISD;PKD1;PLAUR;PLD6;PLEC;PLSCR3;PMAIP1;PNPT1;POLDIP2;POLG;POLG2;PPARG;PPIF;PPM1K;PPP2CB;PRDX3;PRELID1;PRIMPOL;PRKACA;PRKN;PRMT6;PSMD10;PTCD2;PUM2;PYCARD;PYROXD2;RAB29;RAB32;RAB38;RAB3A;RAB5IF;RALA;RALBP1;RAP1GDS1;RCC1L;RHOT1;RHOT2;ROMO1;RRM1;RRM2B;RTL10;SAMM50;SCO1;SCO2;SDHAF1;SDHAF2;SDHAF3;SDHAF4;SELENON;SESN2;SFN;SHARPIN;SIRT4;SIRT5;SIRT7;SIVA1;SLC25A33;SLC25A36;SLC25A4;SLC25A46;SLC25A5;SLC25A6;SLC30A9;SLC35F6;SLC4A5;SLC9A1;SLIRP;SMIM20;SNCA;SOD2;SPG7;SPIRE1;SQSTM1;SSBP1;STAT2;STMP1;STOML2;STOX1;STPG1;SUPV3L1;SURF1;TACO1;TERT;TFAM;TFRC;THEM4;THG1L;TIMM10;TIMM10B;TIMM13;TIMM21;TIMM22;TIMM29;TIMM50;TIMM8A;TIMM8B;TIMM9;TMEM102;TMEM11;TMEM126A;TMEM126B;TMEM135;TMEM14A;TMEM186;TMEM223;TMEM242;TMEM70;TNFSF10;TOMM20;TOMM22;TOMM40;TOMM5;TOMM6;TOMM7;TOMM70;TOP3A;TP53;TRAK1;TRAK2;TRIAP1;TRMT10B;TTC19;TWNK;TYMP;UCP2;UQCC1;UQCC2;UQCC3;UQCRFS1;USP30;VAT1;VDAC2;VPS13A;VPS13C;VPS13D;VPS35;VPS54;WASF1;WDR81;YME1L1;ZDHHC6;ZNF205",358,419,TRUE,"",0.00686261821810968,0.113032564841165,0.407017918923954,0.265000960387297,1.33245613861543,358,"ACAA2;SPIRE1;PANK2;MTX1;NDUFAF8;MTCH2;MTFP1;TOMM40;RALA;HSPD1;SCO2;TMEM242;NDUFC2;HIP1R;TIMM9;CHCHD7;PNPT1;NDUFA6;SLC25A33;GCLM;SOD2;BID;NDUFAB1;NDUFA9;CNP;NDUFA12;TWNK;MICOS10;TFAM;TFRC;MTFR1L;TIMM13;TIMM8B;BAX;SLC25A5;TOMM70;IFI27L2;PRELID1;TOMM22;GGCT;PRMT6;AFG3L2;TNFSF10;TIMM50;MUL1;POLG;SMIM20;BIK;HTRA2;AKT1;NDUFAF6;SIVA1;HSPA4;HSPA9;COX7A2L;IFIT2;POLDIP2;IER3;RAB5IF;GHITM;CHCHD2;RAB32;SDHAF2;TOMM6;TACO1;PET117;SLC25A6;VDAC2;PARK7;KIF5B;FUNDC1;NDUFB7;TOMM20;MFN2;FXN;MTCH1;NDUFB6;DNA2;VPS54;BLOC1S2;BBC3;NDUFB9;SSBP1;MIGA2;NDUFS3;STMP1;PPIF;APOOL;MTX2;NDUFAF2;PARL;BCL2A1;COX17;DNAJC11;PKD1;ARMC1;VPS13C;DMAC2;COX16;ATAD3A;NDUFB2;PYROXD2;PGAM5;NDUFS8;BNIP3;HUWE1;LYRM2;RAB29;COX19;BCL2;ATP7A;SDHAF3;HSP90AA1;LIPA;NDUFA8;NDUFB11;ZDHHC6;RALBP1;TMEM14A;P2RX7;LMNA;PHB2;OPA1;LIG3;NDUFA1;LONP1;TOP3A;BAK1;TIMM8A;MSTO1;COX7A2;GOLPH3","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1990542","mitochondrial transmembrane transport","GO:1990542 mitochondrial transmembrane transport",97,"ABCB7;ABCB8;AFG3L2;AIFM1;BHLHA15;CCDC51;CHCHD4;COL6A1;CPT1A;CPT1B;CPT2;DNAJC15;DNAJC19;DNLZ;GHITM;GRPEL1;GRPEL2;HSPA9;HSPD1;ITPR1;LETM1;LETM2;MAIP1;MCU;MCUB;MCUR1;MDH1;MDH2;MICU1;MICU2;MICU3;MPC1;MPC2;MRPL18;MRS2;PAM16;PMPCB;PNPT1;PSEN2;ROMO1;SELENON;SFXN1;SFXN2;SFXN3;SFXN4;SFXN5;SLC25A1;SLC25A12;SLC25A13;SLC25A15;SLC25A16;SLC25A2;SLC25A20;SLC25A21;SLC25A22;SLC25A23;SLC25A24;SLC25A26;SLC25A28;SLC25A29;SLC25A3;SLC25A32;SLC25A33;SLC25A36;SLC25A37;SLC25A38;SLC25A39;SLC25A4;SLC25A40;SLC25A41;SLC25A5;SLC25A51;SLC25A6;SLC39A8;SLC41A3;SLC8A3;SLC8B1;SMDT1;SPG7;TIMM17A;TIMM17B;TIMM21;TIMM23;TIMM23B;TIMM44;TIMM50;TOMM20;TOMM20L;TOMM40;TOMM40L;TOMM7;TOMM70;TST;UCP2;UCP3;VDAC1;VDAC2",87,97,TRUE,"",0.00866417806643749,0.128100277580412,0.380730400722792,0.358840770794942,1.49177978121516,87,"SFXN1;TOMM40;HSPD1;DNAJC15;PNPT1;CPT1A;SLC25A33;VDAC1;SLC25A39;SLC25A5;TOMM70;AFG3L2;TIMM50;GRPEL2;SLC25A3;HSPA9;MDH2;SLC25A22;GHITM;SLC25A15;SLC39A8;MPC2;SLC25A6;VDAC2;MCUB;TOMM20;SLC25A29;SFXN2;MCUR1;GRPEL1;SLC25A20;MPC1;SLC25A32;MICU2;SLC25A1;SLC25A16","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0090151","establishment of protein localization to mitochondrial membrane","GO:0090151 establishment of protein localization to mitochondrial membrane",34,"AGK;AP3B1;BAX;BCS1L;COX18;HSP90AA1;HSPA4;MAIP1;MOAP1;MTCH1;MTCH2;MTX1;MTX2;NDUFA13;OXA1L;ROMO1;SAMM50;TIMM10;TIMM10B;TIMM13;TIMM22;TIMM29;TIMM8A;TIMM8B;TIMM9;TMEM126A;TOMM20;TOMM22;TOMM40;TOMM5;TOMM6;TOMM7;TOMM70;TRMT10B",34,34,TRUE,"",0.0100610112596132,0.139211543551382,0.380730400722792,0.474127567102829,1.61459783958121,34,"MTX1;MTCH2;TOMM40;TIMM9;TIMM13;TIMM8B;BAX;TOMM70;TOMM22;HSPA4;TOMM6;TOMM20;MTCH1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0006090","pyruvate metabolic process","GO:0006090 pyruvate metabolic process",114,"ACTN3;ADPGK;ALDOA;ALDOC;APP;ARL2;ARNT;BCKDK;BPGM;CBFA2T3;COL6A1;DDIT4;DHTKD1;DLAT;DLD;EIF6;ENO1;ENO2;ENO3;EP300;FAHD1;FBP1;FKRP;FLCN;FOXK1;FOXK2;GALK1;GAPDH;GAPDHS;GCK;GIT1;GPD1;GPI;HDAC4;HIF1A;HK1;HK2;HK3;HKDC1;HOGA1;HTR2A;IER3;IFNG;IGF1;INSR;JMJD8;KAT2B;LDHA;LDHAL6A;LDHB;LDHC;LIPA;ME1;ME2;ME3;MFSD8;MLST8;MPC2;MTOR;NCOR1;NUPR1;OGDH;OGDHL;OGT;P2RX7;PC;PCK2;PDHA1;PDHB;PDHX;PDK1;PDK2;PDK3;PDK4;PFKFB2;PFKFB3;PFKL;PFKM;PFKP;PGAM1;PGAM2;PGAM4;PGK1;PGM1;PKLR;PKM;PPARA;PPP2CA;PRKAA1;PRKAA2;PRKACA;PRKAG1;PRKAG2;PRXL2C;PSEN1;RPTOR;SIRT6;SLC16A1;SLC16A3;SLC2A6;SLC4A1;SLC4A4;SRC;SRR;STAT3;TIGAR;TPI1;TPK1;TREX1;UCHL1;UCP2;VDAC1;ZBTB20;ZBTB7A",82,114,TRUE,"",0.0162354193511108,0.176323341511148,0.352487857583619,0.350179370169592,1.44374839171403,82,"SLC16A1;LDHA;PGAM1;STAT3;ENO1;PKM;PGK1;PDHX;HK1;EIF6;FAHD1;ALDOA;VDAC1;FOXK2;PFKP;IER3;SIRT6;LDHB;GPI;ME2;GAPDH;PDHA1;FOXK1;MPC2;OGDH;SLC2A6;PRKAG2;TPI1;BCKDK;PRXL2C;PGM1;TIGAR","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","GO:0042771 intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",46,"AEN;ATAD5;BAG6;BBC3;BCL2;BCL3;BRCA2;CD44;CD74;CDIP1;CDKN1A;CHEK2;DDIT4;DYRK2;ELL3;EP300;HIPK1;HIPK2;HNRNPK;IFI16;ING2;KDM1A;MIF;MSH2;MUC1;NUPR1;PHLDA3;PML;PPP2R5C;PYCARD;RPL26;RPS27L;SHISA5;SIRT1;SNW1;TAF9;TAF9B;TMEM109;TOPORS;TP53;TP63;TP73;TRIAP1;URI1;USP28;ZNF385A",41,46,TRUE,"",0.0216099970976981,0.205223637128817,0.352487857583619,0.433163513852747,1.53665209431528,41,"BRCA2;CDIP1;DYRK2;CD44;IFI16;TMEM109;ING2;TAF9B;MIF;BCL3;PPP2R5C;URI1;BBC3;HIPK2;TAF9;RPS27L;SHISA5;BCL2;PHLDA3;ATAD5;AEN;TRIAP1;CD74;CHEK2","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0034393","positive regulation of smooth muscle cell apoptotic process","GO:0034393 positive regulation of smooth muscle cell apoptotic process",13,"ATF4;BAG1;CDKN2A;E2F3;FOXO1;IFNG;IL12A;MFN2;PDCD4;PPARG;RBM10;SOD2;STUB1",10,13,TRUE,"",0.021956586667704,0.206240963143077,0.352487857583619,0.65846380458376,1.61664139788862,10,"SOD2;ATF4;FOXO1;E2F3;MFN2;PDCD4","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0090201","negative regulation of release of cytochrome c from mitochondria","GO:0090201 negative regulation of release of cytochrome c from mitochondria",18,"AKT1;BAK1;BCL2L1;BCL2L2;CLU;FXN;GHITM;HGF;IGF1;LMNA;NOL3;OPA1;PARL;PPIF;PRELID1;PRKN;PSMD10;TRIAP1",12,18,TRUE,"",0.0220907409650626,0.206240963143077,0.352487857583619,0.623765127407837,1.59439969172717,12,"PRELID1;AKT1;GHITM;FXN;PPIF;PARL;LMNA;OPA1;BAK1;TRIAP1","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:0007006","mitochondrial membrane organization","GO:0007006 mitochondrial membrane organization",111,"ACAA2;ADCK1;AFG3L2;AGK;ALKBH7;AP3B1;APOO;APOOL;ARHGAP11B;ATF2;ATP5IF1;BAD;BAK1;BAX;BCL2;BCL2L1;BCL2L11;BCL2L2;BCS1L;BID;BLOC1S2;BNIP3;BNIP3L;BOK;CAMK2A;CHCHD10;CHCHD3;CHCHD6;CLN8;CNP;COX18;DNAJC11;FZD9;GCLC;GHITM;GSK3A;GSK3B;HIP1R;HK2;HSP90AA1;HSPA1A;HSPA4;HSPA9;IER3;IMMT;LETM1;MAIP1;MFN2;MICOS10;MICOS13;MICU1;MOAP1;MPV17L;MTCH1;MTCH2;MTX1;MTX2;MTX3;MUL1;NAIF1;NDUFA13;NOL3;OMA1;OPA1;OXA1L;PEX5;PINK1;PMAIP1;PPIF;PPM1K;RHOT1;RHOT2;ROMO1;RTL10;SAMM50;SIVA1;SLC25A4;SLC25A46;SLC25A5;SLC25A6;SLC35F6;SLC9A1;SNCA;SPG7;STPG1;THEM4;TIMM10;TIMM10B;TIMM13;TIMM22;TIMM29;TIMM50;TIMM8A;TIMM8B;TIMM9;TMEM102;TMEM11;TMEM126A;TMEM14A;TOMM20;TOMM22;TOMM40;TOMM5;TOMM6;TOMM7;TOMM70;TP53;TRMT10B;UQCC3;VDAC2;ZNF205",99,111,TRUE,"",0.0224852163656561,0.206240963143077,0.352487857583619,0.325986513295483,1.39067428186951,99,"ACAA2;MTX1;MTCH2;TOMM40;HIP1R;TIMM9;BID;CNP;MICOS10;TIMM13;TIMM8B;BAX;SLC25A5;TOMM70;TOMM22;AFG3L2;TIMM50;MUL1;SIVA1;HSPA4;HSPA9;IER3;GHITM;TOMM6;SLC25A6;VDAC2;TOMM20;MFN2;MTCH1;BLOC1S2;PPIF;APOOL;MTX2","relapse_up"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","GO_BP","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","GO:1902110 positive regulation of mitochondrial membrane permeability involved in apoptotic process",35,"ACAA2;ATF2;ATP5IF1;BAK1;BAX;BCL2L1;BCL2L11;BID;BLOC1S2;BNIP3;BNIP3L;BOK;CHCHD10;FZD9;GCLC;GSK3A;GSK3B;HIP1R;HSPA1A;IER3;MPV17L;MUL1;RHOT1;RHOT2;RTL10;SIVA1;SLC25A4;SLC25A5;SLC25A6;SLC35F6;STPG1;TMEM102;TMEM14A;VDAC2;ZNF205",29,35,TRUE,"",0.0236142169688129,0.209091555473855,0.352487857583619,0.463653970973115,1.52039092194562,29,"ACAA2;HIP1R;BID;BAX;SLC25A5;MUL1;SIVA1;IER3;SLC25A6;VDAC2;BLOC1S2","relapse_up"
