"analysis_population","pathway_id","pathway_name","pathway_label","gene","compartment","logFC","logCPM","F","PValue","FDR","rank_stat"
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMB9","potential_malignant_T_cells_CNV_high_top25",0.580525705270206,6.64741244253856,1.35618217309718,0.280604969363947,0.999578157159551,1.16455234880068
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMC1","potential_malignant_T_cells_CNV_high_top25",0.165081773574631,6.11998024191199,0.222781687243307,0.650615460690796,0.999578157159551,0.471997550039517
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMC2","potential_malignant_T_cells_CNV_high_top25",-0.341068507665152,5.63384279219388,0.559982053154799,0.477516208662331,0.999578157159551,-0.748319486018371
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMC3","potential_malignant_T_cells_CNV_high_top25",0.337528487959689,6.42305806873854,0.694230780038184,0.430957290657885,0.999578157159551,0.833205124827124
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMC4","potential_malignant_T_cells_CNV_high_top25",0.212619626931123,6.00681772261495,0.381302395767576,0.555540952512591,0.999578157159551,0.617496879156143
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMC5","potential_malignant_T_cells_CNV_high_top25",0.460831138454068,6.87795164446023,1.67227287411226,0.235096973837679,0.999578157159551,1.29316390071493
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMC6","potential_malignant_T_cells_CNV_high_top25",-0.363593017325274,6.06510692632117,1.02766877278934,0.342896211671627,0.999578157159551,-1.01373999269504
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD1","potential_malignant_T_cells_CNV_high_top25",0.104327781816021,5.69709944393923,0.092450100580281,0.769510831374267,0.999578157159551,0.304056081307842
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD11","potential_malignant_T_cells_CNV_high_top25",0.33675464232035,6.00040421520069,0.829711545094282,0.39123877172014,0.999578157159551,0.910885033961082
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD12","potential_malignant_T_cells_CNV_high_top25",0.43310963401647,5.80765586073947,0.74265098697315,0.416030637354362,0.999578157159551,0.861772004055104
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD13","potential_malignant_T_cells_CNV_high_top25",-0.113505427697906,6.6354740866364,0.102125179695109,0.758182444670531,0.999578157159551,-0.319570304776756
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD14","potential_malignant_T_cells_CNV_high_top25",0.0737311189088979,6.09118579445925,0.048222209101798,0.832158245212777,0.999578157159551,0.219595558019278
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD2","potential_malignant_T_cells_CNV_high_top25",0.227668953903478,6.52786245242399,0.470107668603991,0.51396665935564,0.999578157159551,0.685643980943456
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD3","potential_malignant_T_cells_CNV_high_top25",-0.00598854487559548,6.18569839047614,0.00022393091923088,0.988458624994276,0.999578157159551,-0.0149643215426186
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD4","potential_malignant_T_cells_CNV_high_top25",-0.136597889064694,6.5760271840978,0.0930202672345521,0.768824578447227,0.999578157159551,-0.304992241269433
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD6","potential_malignant_T_cells_CNV_high_top25",-0.0458440421723706,6.53224733052361,0.0155007041916788,0.904253388979692,0.999578157159551,-0.124501824049605
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD7","potential_malignant_T_cells_CNV_high_top25",0.284192117933245,7.20056982520838,0.453268201343925,0.521377572307217,0.999578157159551,0.673251959777263
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD8","potential_malignant_T_cells_CNV_high_top25",0.35920431642923,7.18347846010204,1.19382114187965,0.309057192285895,0.999578157159551,1.09262122525587
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMD9","potential_malignant_T_cells_CNV_high_top25",-0.00635874388619036,6.46646553914334,0.000375807247446062,0.985048957696604,0.999578157159551,-0.0193857485655329
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSME1","potential_malignant_T_cells_CNV_high_top25",0.101193113426619,8.54814546923267,0.0968043424359974,0.764334072634102,0.999578157159551,0.311133962202774
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSME2","potential_malignant_T_cells_CNV_high_top25",0.419813107298533,7.51095894310134,1.39017308241213,0.275113544966693,0.999578157159551,1.17905601326321
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSME3","potential_malignant_T_cells_CNV_high_top25",0.150459828996865,5.29551608379317,0.15689207526017,0.703280031682692,0.999578157159551,0.396096042974643
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSME4","potential_malignant_T_cells_CNV_high_top25",0.379674303125955,5.83552938985875,0.772594609027053,0.407221925913779,0.999578157159551,0.878973611109602
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","PSMF1","potential_malignant_T_cells_CNV_high_top25",0.0127844975306657,6.83772475780182,0.00149060419209389,0.970230003695894,0.999578157159551,0.0386083435554271
"potential malignant T cells (CNV-high top 25%)","hsa03050","Proteasome","KEGG Proteasome","SEM1","potential_malignant_T_cells_CNV_high_top25",0.251086836826122,7.19948653967914,0.492355303779424,0.504474020084712,0.999578157159551,0.701680343019116
