"analysis_population","gene","logFC","logCPM","F","PValue","FDR","rank_stat"
"potential malignant T cells (CNV-high top 25%)","LAPTM4B",2.95312567618653,3.70082114932568,17.4663143114726,0.00476647292194512,0.999578157159551,4.17927198342876
"potential malignant T cells (CNV-high top 25%)","SCN2A",-2.50261763250846,6.47646328081433,17.3405496566123,0.00378692828349466,0.999578157159551,-4.16419856114143
"potential malignant T cells (CNV-high top 25%)","RUNX3",1.68620897423392,5.38627387982668,17.2621327538591,0.00384264834423318,0.999578157159551,4.15477228664329
"potential malignant T cells (CNV-high top 25%)","MYC",1.62539948997389,6.08850275940849,16.9253330121175,0.0040437488297829,0.999578157159551,4.11404095897422
"potential malignant T cells (CNV-high top 25%)","AC092691.1",-3.62576521275813,2.87323586476136,16.2700174817503,0.00585553002753146,0.999578157159551,-4.03361097303028
"potential malignant T cells (CNV-high top 25%)","S100A4",1.76807149862281,8.39559985758131,16.263240197197,0.00449413434275288,0.999578157159551,4.0327707841132
"potential malignant T cells (CNV-high top 25%)","HOMER3",3.29240845521773,4.40511932160995,16.2552457853815,0.00428506177918497,0.999578157159551,4.03177948124417
"potential malignant T cells (CNV-high top 25%)","TRAV5",-5.09049017413514,5.80914524449323,16.1762322360133,0.00614393233140478,0.999578157159551,-4.02196870152085
"potential malignant T cells (CNV-high top 25%)","CXCR4",-1.67995603248161,9.28772360067484,15.9539273408224,0.00472703399353807,0.999578157159551,-3.99423676574417
"potential malignant T cells (CNV-high top 25%)","TRBV27",-4.63123481712344,8.55826223624011,15.9180244110543,0.00799003207610159,0.999578157159551,-3.98973989265645
"potential malignant T cells (CNV-high top 25%)","PRKCH",1.46904997293878,7.01254011707216,15.7444678790534,0.00489605451832804,0.999578157159551,3.9679299236571
"potential malignant T cells (CNV-high top 25%)","TRAV9-2",3.00747314926726,7.00601525175819,15.4892893729921,0.00577446524796398,0.999578157159551,3.93564345094829
"potential malignant T cells (CNV-high top 25%)","PFKFB2",-2.39660648945678,4.8138268353032,15.1521663095361,0.00388912219064399,0.999578157159551,-3.89257836267121
"potential malignant T cells (CNV-high top 25%)","CFTR",-2.64583745124759,6.29310263553927,15.1000211910329,0.0101402562856815,0.999578157159551,-3.88587457222089
"potential malignant T cells (CNV-high top 25%)","MCC",3.45336342390123,2.26612259134095,15.0042899651796,0.00525496356604528,0.999578157159551,3.87353713873762
"potential malignant T cells (CNV-high top 25%)","ACAA2",2.45107748235506,4.98996832243425,14.7034404447657,0.0057336721044411,0.999578157159551,3.83450654514577
"potential malignant T cells (CNV-high top 25%)","TP53INP1",-1.48964582788137,5.25918538750075,14.5920014852639,0.00596749071386249,0.999578157159551,-3.8199478380292
"potential malignant T cells (CNV-high top 25%)","MACROD2",-3.01852243838249,2.72719418156915,14.5292821801216,0.0067833612419933,0.999578157159551,-3.81172955233207
"potential malignant T cells (CNV-high top 25%)","GADD45B",1.45806049194304,6.4442083020725,14.4859061546678,0.00607615416871531,0.999578157159551,3.8060354904635
"potential malignant T cells (CNV-high top 25%)","KIR3DL2",2.93216045101993,5.53195823237084,14.3914106697545,0.00550711579636823,0.999578157159551,3.79360127975444
"potential malignant T cells (CNV-high top 25%)","TRBV7-3",-5.30086765200006,3.92270015547241,14.132082949854,0.00724815078444598,0.999578157159551,-3.75926627812583
"potential malignant T cells (CNV-high top 25%)","ARL4A",1.3179698821752,5.90007387195388,14.0852781577664,0.00652827810281362,0.999578157159551,3.75303585884367
"potential malignant T cells (CNV-high top 25%)","HMGA1",1.20207574925918,7.48887537190748,13.7992961440253,0.00687306250611546,0.999578157159551,3.71474038716373
"potential malignant T cells (CNV-high top 25%)","LST1",1.23399231071109,7.7455079140188,13.6571116174717,0.00705504575021936,0.999578157159551,3.69555295151777
"potential malignant T cells (CNV-high top 25%)","CREB5",-2.53945092804934,4.93249433316085,13.6477181415304,0.00974408854267177,0.999578157159551,-3.69428181674468
"potential malignant T cells (CNV-high top 25%)","SLC8A1-AS1",-2.22852632019484,3.67605179850479,13.6318816156844,0.00707373284269829,0.999578157159551,-3.69213781103637
"potential malignant T cells (CNV-high top 25%)","TOX2",1.44208477782194,5.7735114168008,13.6306302919074,0.00711490141192441,0.999578157159551,3.69196834925591
"potential malignant T cells (CNV-high top 25%)","RASSF6",-2.7518824378339,2.89195218876604,13.4923836733449,0.00685447830600308,0.999578157159551,-3.67319801717045
"potential malignant T cells (CNV-high top 25%)","PALD1",2.77566227917774,3.0895499877337,13.4059096168324,0.00599188803542996,0.999578157159551,3.6614081467152
"potential malignant T cells (CNV-high top 25%)","ATF3",-1.44001592066023,5.73812403129922,13.195071201439,0.00772741605879337,0.999578157159551,-3.63250205800891
"potential malignant T cells (CNV-high top 25%)","ADAM19",2.05715762436946,4.82858939363613,13.0422805192676,0.0101832050439398,0.999578157159551,3.61140976895001
"potential malignant T cells (CNV-high top 25%)","OSM",2.45429899511,4.89078055071335,12.8845067148616,0.00725270280235622,0.999578157159551,3.58949950757227
"potential malignant T cells (CNV-high top 25%)","NCF4",-2.08480190913267,4.53064647698708,12.649518398516,0.010484936422059,0.999578157159551,-3.55661614438724
"potential malignant T cells (CNV-high top 25%)","PMEPA1",3.56266140513803,5.25828710931742,12.5639046612403,0.00692398751804677,0.999578157159551,3.54455986848019
"potential malignant T cells (CNV-high top 25%)","CTSW",2.15975162773553,7.01835024192776,12.5134128591174,0.00876857772175914,0.999578157159551,3.53743026208538
"potential malignant T cells (CNV-high top 25%)","OLMALINC",-1.90703045770869,3.98140085931131,12.2753440037834,0.0092431870657152,0.999578157159551,-3.50361870125495
"potential malignant T cells (CNV-high top 25%)","PIK3IP1",-1.64225522277438,5.60772775037562,12.182211157873,0.00936283999392499,0.999578157159551,-3.49030244504299
"potential malignant T cells (CNV-high top 25%)","GOLGA8N",2.61994882332516,2.99637177780106,12.1112631085243,0.00712796488316051,0.999578157159551,3.48012400763598
"potential malignant T cells (CNV-high top 25%)","MYO1B",-1.80654474265425,4.11740094015509,12.0911914100176,0.00958051507795976,0.999578157159551,-3.47723904988105
"potential malignant T cells (CNV-high top 25%)","HIVEP3",-1.24790782948169,6.43308901573309,11.9244775272954,0.00985753685175204,0.999578157159551,-3.45318367992429
"potential malignant T cells (CNV-high top 25%)","KLRB1",2.47610475550082,7.58440725253566,11.7778948095594,0.012159343757272,0.999578157159551,3.43189376431722
"potential malignant T cells (CNV-high top 25%)","CTSG",2.61148337457769,2.91875210935878,11.7470377294644,0.0104119560055939,0.999578157159551,3.42739518139715
"potential malignant T cells (CNV-high top 25%)","NEGR1",-2.25616175433628,4.3700456985043,11.7153635284985,0.00827881004909833,0.999578157159551,-3.42277132284623
"potential malignant T cells (CNV-high top 25%)","SCN3A",-1.88623357509587,5.41104691698299,11.6110077272237,0.0105129833273946,0.999578157159551,-3.40749287999604
"potential malignant T cells (CNV-high top 25%)","FOS",1.80378132254007,8.86957871713142,11.3339678458477,0.0111306913221837,0.999578157159551,3.36659588395276
