"analysis_population","gene","logFC","logCPM","F","PValue","FDR","rank_stat"
"potential malignant T cells (CNV-high top 25%)","PLCL2",1.33132734613764,5.24039402685389,3.01142304675625,0.124255643085166,0.999578157159551,1.73534522408547
"potential malignant T cells (CNV-high top 25%)","CPOX",-0.963595566665679,3.33841003058764,3.00646967566789,0.124615970226666,0.999578157159551,-1.73391743623158
"potential malignant T cells (CNV-high top 25%)","DLEU2",-0.622098498087724,5.6436534641896,3.00621562598736,0.124482772400944,0.999578157159551,-1.73384417580916
"potential malignant T cells (CNV-high top 25%)","RRP12",1.10085065081962,3.85721739921557,3.0060527232891,0.124556085584108,0.999578157159551,1.73379719785478
"potential malignant T cells (CNV-high top 25%)","ANAPC7",-0.640345072186274,4.91735772000179,3.00598639049214,0.124509870574483,0.999578157159551,-1.73377806840788
"potential malignant T cells (CNV-high top 25%)","GZMH",1.16617475890634,2.97653500346775,3.00447874003159,0.122317937212444,0.999578157159551,1.73334322626293
"potential malignant T cells (CNV-high top 25%)","WDR41",1.34840701625514,4.6206659384657,3.00036705075852,0.124907668767243,0.999578157159551,1.73215676275518
"potential malignant T cells (CNV-high top 25%)","GPS2",-0.593978170987395,6.67231122114744,3.00022622299988,0.124797048800942,0.999578157159551,-1.73211611129274
"potential malignant T cells (CNV-high top 25%)","SYNCRIP",0.72545415405687,6.90459416917632,2.99984624622531,0.124817523658805,0.999578157159551,1.73200642210856
"potential malignant T cells (CNV-high top 25%)","EGLN1",-2.09877772367174,2.4163542087631,2.99653891813482,0.118783260883349,0.999578157159551,-1.73105139095719
"potential malignant T cells (CNV-high top 25%)","GPX7",0.985350953822866,5.01537380065813,2.99107893945657,0.125345734442564,0.999578157159551,1.7294736018386
"potential malignant T cells (CNV-high top 25%)","AP1G2",-0.650045618604121,5.99506098969757,2.98865017951641,0.125419165529041,0.999578157159551,-1.7287712918476
"potential malignant T cells (CNV-high top 25%)","HLA-DRB5",-1.51714679428935,3.01418817387996,2.98840176805364,0.12251223569751,0.999578157159551,-1.72869944410636
"potential malignant T cells (CNV-high top 25%)","TUBA1C",0.576879939450252,6.32537225519108,2.98670423848995,0.125522835427257,0.999578157159551,1.72820838977536
"potential malignant T cells (CNV-high top 25%)","CLTA",-0.626965292416717,6.63542156952759,2.9846292045984,0.125632778144913,0.999578157159551,-1.72760794296576
"potential malignant T cells (CNV-high top 25%)","SNHG5",0.617859049202553,7.12621857978775,2.97789330450163,0.125995229771177,0.999578157159551,1.72565735431505
"potential malignant T cells (CNV-high top 25%)","ZNF891",-0.999345167996475,3.89754997231158,2.9759938853524,0.126198254736951,0.999578157159551,-1.72510691997696
"potential malignant T cells (CNV-high top 25%)","ZNF235",-0.85235961081073,3.64927861317077,2.97495427720646,0.126275345550672,0.999578157159551,-1.72480557663943
"potential malignant T cells (CNV-high top 25%)","UQCRHL",0.806422964585984,4.6321914779615,2.97425056615753,0.12623328130718,0.999578157159551,1.72460156736492
"potential malignant T cells (CNV-high top 25%)","MAN1A1",-1.32359250389072,4.27405137999663,2.96581064253761,0.126833584102341,0.999578157159551,-1.72215290916272
"potential malignant T cells (CNV-high top 25%)","SC5D",-0.6855526228043,4.51919771104602,2.96402673374099,0.126791412410777,0.999578157159551,-1.72163490140651
"potential malignant T cells (CNV-high top 25%)","H2AFZ",0.637538822970156,8.76641660059627,2.96276144027226,0.126815387135485,0.999578157159551,1.7212673936005
"potential malignant T cells (CNV-high top 25%)","APH1A",0.615792477103804,6.75938116641975,2.95927800035745,0.127006482507329,0.999578157159551,1.72025521372773
"potential malignant T cells (CNV-high top 25%)","TMEFF1",1.35608755380912,2.22022128109667,2.95604674441646,0.123782382624944,0.999578157159551,1.7193157779816
"potential malignant T cells (CNV-high top 25%)","SUZ12",0.572922062269794,7.11384358117727,2.95294176837904,0.127353519179837,0.999578157159551,1.71841257222445
"potential malignant T cells (CNV-high top 25%)","MAPK9",0.76782740184455,4.54885937619682,2.95221372832109,0.127467220729729,0.999578157159551,1.71820072410679
"potential malignant T cells (CNV-high top 25%)","CARD8-AS1",-1.06053452218407,3.03716294711262,2.94989757198718,0.126224416804165,0.999578157159551,-1.71752658552559
"potential malignant T cells (CNV-high top 25%)","AC092079.2",-1.16034467254639,2.70288109812925,2.94922990033308,0.121961700071564,0.999578157159551,-1.71733220441855
"potential malignant T cells (CNV-high top 25%)","SASH3",0.641145220947743,6.90973080525101,2.9480838216261,0.127620273292057,0.999578157159551,1.71699849202791
"potential malignant T cells (CNV-high top 25%)","ABCD3",0.655564811545201,5.52959656576935,2.94655354527793,0.127712205556464,0.999578157159551,1.71655280876468
"potential malignant T cells (CNV-high top 25%)","IL4",2.9150476483666,3.93939330378294,2.93993738338712,0.123861145168167,0.999578157159551,1.71462456047589
"potential malignant T cells (CNV-high top 25%)","AC092683.1",-0.991883380497369,4.32438539968458,2.93006588645004,0.128657539382756,0.999578157159551,-1.71174352239173
"potential malignant T cells (CNV-high top 25%)","C10orf25",-1.43246604458802,2.34212068302138,2.92328162971469,0.135499619958725,0.999578157159551,-1.70976069369801
"potential malignant T cells (CNV-high top 25%)","UTP3",-1.03451349954969,6.81068822612131,2.92292639615602,0.129018351066627,0.999578157159551,-1.70965680654218
"potential malignant T cells (CNV-high top 25%)","TIMM9",0.67469605069726,5.0691235799739,2.91724092489077,0.129351510404697,0.999578157159551,1.70799324497809
"potential malignant T cells (CNV-high top 25%)","AP002381.2",-0.791743883647123,3.89978170047145,2.91638114247709,0.12944773132287,0.999578157159551,-1.70774153269079
"potential malignant T cells (CNV-high top 25%)","AL590652.1",-1.27352767789119,2.68374368730629,2.90389121718568,0.129959284231322,0.999578157159551,-1.70408075430294
"potential malignant T cells (CNV-high top 25%)","ASXL2",-0.773842891175997,4.91168813229665,2.89391487463856,0.130666556301446,0.999578157159551,-1.70115104404005
"potential malignant T cells (CNV-high top 25%)","TSHZ3",2.04799817240473,3.61219986790329,2.89172955661873,0.131871320032559,0.999578157159551,1.70050861703748
"potential malignant T cells (CNV-high top 25%)","ZNF358",-1.48615675584078,3.3596159810132,2.87897909406701,0.125599126493876,0.999578157159551,-1.69675546089206
"potential malignant T cells (CNV-high top 25%)","CDK2AP2",-0.79784536846663,6.65927978880698,2.87590893893273,0.131671789545244,0.999578157159551,-1.69585050606848
"potential malignant T cells (CNV-high top 25%)","FSTL1",1.24891353406254,2.95578797928929,2.87555718521758,0.138195089056203,0.999578157159551,1.69574679277821
"potential malignant T cells (CNV-high top 25%)","FBXL8",-0.805663327540222,3.94630297679871,2.875143662642,0.131811666395748,0.999578157159551,-1.69562485905403
"potential malignant T cells (CNV-high top 25%)","PTPN6",0.545967150965602,7.45259228901881,2.87126584455856,0.131938495088765,0.999578157159551,1.69448099563216
"potential malignant T cells (CNV-high top 25%)","TRAF3",0.859854431915857,4.14758154246479,2.87113057229421,0.132032554230035,0.999578157159551,1.69444107961717
"potential malignant T cells (CNV-high top 25%)","HIST1H2BD",-0.928159518177179,3.4864628701756,2.8671624905649,0.132301577230208,0.999578157159551,-1.69326976308115
"potential malignant T cells (CNV-high top 25%)","ZNF605",-0.938865082220296,3.97810448936434,2.86613902964061,0.132340299016595,0.999578157159551,-1.69296752173236
"potential malignant T cells (CNV-high top 25%)","UBE2E3",0.787576737242935,6.27948690061558,2.86348564492803,0.132387745181703,0.999578157159551,1.69218369124869
"potential malignant T cells (CNV-high top 25%)","RASGEF1B",1.10917577012649,3.93596509281808,2.86254359171666,0.132592873590941,0.999578157159551,1.69190531405178
"potential malignant T cells (CNV-high top 25%)","CCT2",0.575234233321109,7.49976796842095,2.86213570067692,0.132460017401361,0.999578157159551,1.69178476783453
"potential malignant T cells (CNV-high top 25%)","CHCHD7",0.851589144510926,5.97747569818086,2.86013290051182,0.132587760013059,0.999578157159551,1.69119274493235
"potential malignant T cells (CNV-high top 25%)","DYRK2",0.596444788063541,5.70677428935349,2.85772355507806,0.132726465473095,0.999578157159551,1.69048027349569
"potential malignant T cells (CNV-high top 25%)","SOBP",1.23101541240697,3.30691260768793,2.8567483248531,0.126010380384595,0.999578157159551,1.69019180120278
"potential malignant T cells (CNV-high top 25%)","ZNF708",-0.634150228464681,5.73088796767062,2.84773778003138,0.133299450383855,0.999578157159551,-1.68752415687343
"potential malignant T cells (CNV-high top 25%)","MCMBP",0.667761438497903,4.89864001383436,2.84713178312493,0.133356220702115,0.999578157159551,1.68734459525164
"potential malignant T cells (CNV-high top 25%)","ZBTB6",-1.05556527604513,2.71000128301765,2.8441960579142,0.132782695441813,0.999578157159551,-1.68647444626778
"potential malignant T cells (CNV-high top 25%)","SPTBN2",0.880805436287504,4.23099962595891,2.841160453124,0.127685772681323,0.999578157159551,1.6855742205919
"potential malignant T cells (CNV-high top 25%)","PRDM15",-0.795036204201488,3.65993447250292,2.83937921752478,0.133888718526356,0.999578157159551,-1.6850457612554
"potential malignant T cells (CNV-high top 25%)","SGTA",0.641157195665661,5.00229921191288,2.83539001452499,0.134045723062799,0.999578157159551,1.68386163758338
"potential malignant T cells (CNV-high top 25%)","CHKA",1.86664462174286,4.37113023821136,2.8318540195873,0.138320520852607,0.999578157159551,1.6828113440274
"potential malignant T cells (CNV-high top 25%)","PHF19",1.05549044708059,5.13913544419885,2.83119760652652,0.134293315167987,0.999578157159551,1.68261629806873
"potential malignant T cells (CNV-high top 25%)","DNAJC15",0.651128136014106,6.09671158292312,2.83081119375885,0.134293473280439,0.999578157159551,1.68250146916989
"potential malignant T cells (CNV-high top 25%)","SNF8",0.590521892357407,6.36365773411782,2.83077742215127,0.134292294109972,0.999578157159551,1.68249143300977
"potential malignant T cells (CNV-high top 25%)","LZTS1",-1.54335006531533,2.75393283054987,2.82862095243145,0.134616098278096,0.999578157159551,-1.68185045483582
