"pathway","gene","in_sc_leading_edge","in_bulk_leading_edge","shared_leading_edge","STAT5_axis_gene","curated_STAT5_target"
"Human cytomegalovirus infection","H2-Q2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-Q4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-Q6",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-Q7",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-T-PS",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-T10",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-T22",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","H2-T23",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","HLA-A",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","HLA-B",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","HLA-C",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","HLA-E",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","HRAS",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","IKBKB",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","IKBKG",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","IL10RA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","IL10RB",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","IL1R1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","IL6",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ITGAV",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ITGB3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","MAP2K2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","MAPK13",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","MYC",TRUE,FALSE,FALSE,TRUE,TRUE
"Human cytomegalovirus infection","NFATC3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","NFKBIA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","NRAS",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PIK3R2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PIK3R3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PPP3CA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PPP3CC",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PPP3R1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PRKCA",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PRKCG",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PTGER2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PTGER4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PTK2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PTK2B",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","PXN",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","RAC1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","RAC2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","ROCK1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","RPS6KB1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","SRC",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","STAT3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","TNF",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","TRADD",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","TRAF2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human cytomegalovirus infection","TRAF5",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","B2M",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","BAX",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CALM1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CALR",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CFL1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","ELOC",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","FOS",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNB1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNG2",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNG5",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","MAP2K1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","MAP2K3",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","MAPK3",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","MYD88",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","NFATC2",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","NFKB1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PDIA3",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PIK3CB",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","RELA",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","RIPK1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","SAMHD1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","TAP1",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","TAP2",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","TAPBP",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","TNFRSF1B",TRUE,TRUE,TRUE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","AKT1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","AP1B1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","AP1G2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","AP1M2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","AP1S1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","AP1S2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","APOBEC3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","BAD",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","BCL2",FALSE,TRUE,FALSE,TRUE,TRUE
"Human immunodeficiency virus 1 infection","BCL2L1",FALSE,TRUE,FALSE,TRUE,TRUE
"Human immunodeficiency virus 1 infection","BID",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","BST2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CALM2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CALM3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CASP8",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CD247",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CD3D",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CUL1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CUL4A",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","CYCS",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","ELOB",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","FADD",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","FAS",FALSE,TRUE,FALSE,FALSE,TRUE
"Human immunodeficiency virus 1 infection","FBXW11",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNAI2",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNAO1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNAQ",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNB2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNB5",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNG10",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNG4",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","GNGT2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-D1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-K1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-M2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-M3",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-Q1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-Q10",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-Q2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-Q4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-Q6",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-Q7",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-T-PS",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-T10",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-T22",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","H2-T23",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","HLA-A",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","HLA-B",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","HLA-C",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","HLA-E",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","HRAS",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","IKBKB",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","IKBKG",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","IRAK4",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","MAP2K2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","MAP3K7",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","MAPK13",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","MAPK9",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","NFATC3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","NFKBIA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","NRAS",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PAK6",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PIK3R2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PIK3R3",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PLCG2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PPP3CA",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PPP3CC",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PPP3R1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PRKCA",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PRKCG",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PTK2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PTK2B",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","PXN",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","RAC1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","RAC2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","RBX1",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","RPS6KB1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","SKP1",TRUE,FALSE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","TLR2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","TNF",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","TRADD",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","TRAF2",FALSE,TRUE,FALSE,FALSE,FALSE
"Human immunodeficiency virus 1 infection","TRAF5",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","BAX",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","BBC3",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","CLTB",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","COX4I1",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","COX5A",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","COX6A1",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","COX6C",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","COX7A2L",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","COX7B",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","COX8A",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","CYC1",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","HDAC1",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","NDUFA12",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","NDUFA6",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","NDUFA8",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","NDUFB11",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","NDUFB7",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","NDUFB9",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","NDUFS3",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","NDUFV2",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","POLR2C",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","POLR2H",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","POLR2L",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","SDHB",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","SOD1",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","UQCR11",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","UQCRH",TRUE,TRUE,TRUE,FALSE,FALSE
"Huntington disease","ACTR1B",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","ADRM1",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","AP2M1",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","AP2S1",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","ATP5F1A",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","ATP5F1B",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","ATP5F1C",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","ATP5F1E",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","ATP5MC1",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","ATP5MC3",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","ATP5PB",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","ATP5PF",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","BECN1",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","CASP8",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","CLTA",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","CLTC",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","COX1",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","COX4I2",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","COX5B",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","COX6B1",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","COX7A2",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","CREB3",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","CREB3L1",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","CREB3L3",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","CREB5",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","CYCS",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","CYTB",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","DCTN2",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","DCTN5",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","DNAH11",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","DNAH7A",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","GPX1",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","GPX7",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","HDAC2",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","HIP1",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","KIF5B",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","MAPK9",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","NDUFA1",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFA10",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFA11",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFA13",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFA2",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFA3",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFA5",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFA7",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFA9",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","NDUFAB1",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","NDUFB10",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFB2",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","NDUFB3",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFB5",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFB6",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","NDUFB8",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFC2",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","NDUFS2",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFS4",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFS5",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFS6",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFS7",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","NDUFS8",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","NDUFV3",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","POLR2D",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","POLR2E",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","POLR2F",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","POLR2G",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","POLR2I",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PPARG",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","PPIF",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMA4",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMA7",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMB1",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMB3",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMB7",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMC3",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMC4",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMC5",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMD11",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMD12",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMD2",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMD7",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","PSMD8",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","RCOR1",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","REST",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","SEM1",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","SIN3A",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","SLC25A4",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","SLC25A5",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","SLC25A6",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","SOD2",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","TAF4B",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","TBPL1",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","TFAM",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","TGM2",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","TUBA1B",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","TUBA1C",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","TUBA4A",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","TUBB2A",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","TUBB4A",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","ULK2",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","UQCR10",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","UQCRB",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","UQCRFS1",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","UQCRHL",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","UQCRQ",FALSE,TRUE,FALSE,FALSE,FALSE
"Huntington disease","VDAC1",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","VDAC2",TRUE,FALSE,FALSE,FALSE,FALSE
"Huntington disease","VDAC3",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IFNGR2",TRUE,TRUE,TRUE,TRUE,FALSE
"JAK-STAT signaling pathway","IL27RA",TRUE,TRUE,TRUE,FALSE,FALSE
"JAK-STAT signaling pathway","IL4",TRUE,TRUE,TRUE,FALSE,FALSE
"JAK-STAT signaling pathway","OSM",TRUE,TRUE,TRUE,TRUE,FALSE
"JAK-STAT signaling pathway","PIM1",TRUE,TRUE,TRUE,TRUE,TRUE
"JAK-STAT signaling pathway","AKT1",TRUE,FALSE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","BCL2",FALSE,TRUE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","BCL2L1",FALSE,TRUE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","CCND1",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","CCND2",FALSE,TRUE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","CCND3",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","CISH",FALSE,TRUE,FALSE,TRUE,TRUE
"JAK-STAT signaling pathway","CRLF2",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","CSF2",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","CSF2RB",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","CSF2RB2",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","CSF3R",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","GRB2",TRUE,FALSE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","HRAS",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IFNAR2",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IFNGR1",FALSE,TRUE,FALSE,TRUE,FALSE
"JAK-STAT signaling pathway","IFNLR1",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL10RA",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL10RB",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL11RA1",FALSE,TRUE,FALSE,FALSE,FALSE
"JAK-STAT signaling pathway","IL12RB1",FALSE,TRUE,FALSE,FALSE,FALSE
