"candidate_id","candidate_label","selection_scope","top_fraction","extra_qc","paper_qc_preserved","definition_changes","n_cells_total","min_cells_per_sample","genes_ranked_n","tested_KEGG_sets_n","direction","pathway","pval","padj","log2err","ES","NES","size","leadingEdge","pathway_id","pathway_name","gene_set_size_total"
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05012 Parkinson disease",2.48610272452123e-07,8.75108159031472e-05,0.674962860011025,0.410198503099657,1.94268562928085,202,"COX5A;ADRM1;NDUFC2;ATP5F1B;TUBA1C;MAPK9;UQCRHL;SLC18A2;NDUFA6;NDUFAB1;NDUFA9;SLC39A4;NDUFA12;VDAC1;PSMB1;CALM1;CYC1;SLC39A3;BAX;SLC25A5;KEAP1;UQCRH;PSMC5;HTRA2;ATF4;COX6A1;GNAS;UBE2L6;COX7A2L;COX8A;PSMD8;COX6C;NDUFV2;PSMA7;ATP5PF;TUBA1B;COX4I1;SLC39A8;PSMD11;TXN2;SLC39A6;VDAC2;SLC39A13;PARK7;SLC25A6;NDUFB7;ATP5MC1;PSMD12;KIF5B;UBE2J2;PSMB3;MFN2;PSMC3;UBA52;PSMB7;NDUFB6;ATP5F1C;CALM3;UBC;NDUFB9;GNAI2;ATP5MC3;TUBA4A;ATP5F1A;NDUFS3;PPIF;ITPR3;EIF2S1;COX7B;TUBB4A;SEM1;SDHB;PSMD2;PSMD7;ATP5F1E;RPS27A;TUBB2A;UBE2L3;NDUFB2;PSMC4;NDUFS8;SOD1;SLC39A7;UQCR11;PSMA4;ATP5PB;DUSP1;NDUFA8;NDUFB11;TUBB4B;XBP1;NDUFA1;UBE2J1;COX7A2;CALM2;PRKACA;PSMC1;PSMA8;PSMB2","hsa05012","Parkinson disease",268
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa00190 Oxidative phosphorylation",9.99841642376826e-06,0.000879860645291607,0.593325476396405,0.447727048861825,1.93662109750358,103,"COX5A;NDUFC2;ATP5F1B;UQCRHL;NDUFA6;NDUFAB1;NDUFA9;NDUFA12;PPA1;CYC1;UQCRH;COX6A1;COX7A2L;COX8A;COX6C;NDUFV2;PPA2;ATP5PF;COX4I1;ATP6V0D1;ATP6V0A4;NDUFB7;ATP5MC1;ATP6V0C;ATP6V1A;NDUFB6;ATP5F1C;ATP5MG;NDUFB9;ATP5MC3;ATP5F1A;ATP6V0E1;NDUFS3;COX7B;SDHB;COX17;ATP5F1E;NDUFB2;NDUFS8;UQCR11;ATP5PB;ATP6V1G1;NDUFA8;NDUFB11;COX15;LHPP;ATP5ME;NDUFA1;ATP6V0B;COX7A2","hsa00190","Oxidative phosphorylation",138
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05208 Chemical carcinogenesis - reactive oxygen species",6.67194302335388e-06,0.000879860645291607,0.610526878385931,0.401012936859565,1.83843281790672,155,"FOS;RELA;COX5A;NDUFC2;ATP5F1B;MAPK9;UQCRHL;NDUFA6;AKR1C1;NDUFAB1;NDUFA9;SOD2;NDUFA12;VDAC1;CYC1;SLC25A5;PIK3R3;KEAP1;UQCRH;PRKD2;GRB2;CYBA;NFKB1;AKT1;COX6A1;IKBKG;COX7A2L;COX8A;EPHX2;COX6C;NDUFV2;NRAS;ATP5PF;COX4I1;MAPK3;MAP2K1;VDAC2;SLC25A6;NDUFB7;ATP5MC1;NDUFB6;RAC1;ACP1;ATP5F1C;NDUFB9;ATP5MC3;ATP5F1A;PIK3CB;NCF1;NDUFS3;PPIF;MAPK1;COX7B;GSTO1;PTPN11;SDHB;ATP5F1E;NDUFB2;NDUFS8;SOD1;ARAF;UQCR11;ATP5PB;NDUFA8;NDUFB11","hsa05208","Chemical carcinogenesis - reactive oxygen species",227
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa03010 Ribosome",7.87680315138408e-06,0.000879860645291607,0.593325476396405,0.392144028605104,1.82378012741652,169,"MRPL15;MRPS2;RPL39L;MRPS18A;MRPL37;MRPS7;MRPL1;MRPS6;RPL26L1;MRPL33;MRPL36;AURKAIP1;MRPL24;RPL30;RPS16;RPL8;RPLP1;RPL23A;MRPL20;MRPL54;MRPL27;RPS6;MRPL11;RPLP2;UBA52;MRPL58;MRPL47;RPS13;RPL4;MRPL49;MRPL3;RPL7;RPS7;RPS17;MRPS30;RPL21;MRPL14;RPL37;RPL18A;RPLP0;MRPL51;RPS27A;RPS28;RPS27L;RPL38;MRPS23;RPS20;MRPS35;RPS15A;MRPL21;RPL19;RPS25;RPL27A;RPS21;RPS27;RPS24;RPL14;MRPL40;RPL36;RPS4X;RPL23;RPS3A;RPS29;RPL5;RPL3;RPS3;RPS19;RPL13A;RPL22;RPS2;RPL35;RSL24D1;RPL27;RPL39;RPL11;MRPL41;MRPS28;RPL36A;RPS14;RPL35A;MRPL12;RPL9;RPL24;RPS12;RPL37A;RPL18;RPL15;MRPL2;MRPL17;RPL10A;MRPL39;RPS23;RPL17;RPL32;RPL12;RPS4Y1;RPS9;RPL34;MRPS17;MRPS12;FAU;RPL6;RPL13;MRPL42;RPS5;RPL7A;RPS11;RPL31","hsa03010","Ribosome",213
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa03008 Ribosome biogenesis in eukaryotes",1.60589692803339e-05,0.0011305514373355,0.575610261071129,0.505571111867702,2.01915440408554,68,"DKC1;UTP4;EIF6;NOP56;RRP7A;NXT1;WDR36;NOP10;GTPBP4;GNL3L;RIOK1;POP1;WDR43;POP7;IMP3;IMP4;MDN1;UTP18;GNL2;NHP2;NOP58;RAN;RCL1;HEATR1;CSNK2A2;LSG1;SNU13;POP4;GNL3;GAR1;AK6;CSNK2A1;FBL","hsa03008","Ribosome biogenesis in eukaryotes",126
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05014 Amyotrophic lateral sclerosis",2.22346699933583e-05,0.00130443397294368,0.575610261071129,0.336787767858127,1.66294523421454,270,"ALYREF;TOMM40;COX5A;UBQLN4;ACTB;ADRM1;NDUFC2;ATP5F1B;TUBA1C;UQCRHL;GPX7;WDR41;ACTG1;NDUFA6;BID;CASP1;NDUFAB1;OPTN;NDUFA9;MAP2K3;NDUFA12;NXT1;VDAC1;PSMB1;CYC1;PPP3R1;BAX;SRSF7;UQCRH;PSMC5;DERL1;SRSF3;RAB8A;ATF4;HNRNPA1;COX6A1;SEH1L;VAPB;COX7A2L;COX8A;PSMD8;COX6C;NDUFV2;PSMA7;NUP58;ATP5PF;TUBA1B;COX4I1;BECN1;NUP155;PSMD11;NDUFB7;ATP5MC1;PSMD12;KIF5B;DCTN5;TNFRSF1B;PSMB3;PSMC3;HNRNPA3;PSMB7;NDUFB6;RAC1;ATP5F1C;NDUFB9;ATP5MC3;TUBA4A;ATP5F1A;NDUFS3;ANXA7;ITPR3;EIF2S1;HNRNPA2B1;COX7B;TUBB4A;SEM1;SDHB;PSMD2;POM121C;PSMD7;NDC1;ATP5F1E;TUBB2A;NDUFB2;PPP3CC;RAE1;PSMC4;NDUFS8;SOD1;ULK2;ANXA11;NCBP1;BCL2;UQCR11;PSMA4;ATP5PB;ACTR1B;NDUFA8;NDUFB11","hsa05014","Amyotrophic lateral sclerosis",368
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05020 Prion disease",2.93344727516897e-05,0.00147510491551354,0.575610261071129,0.365775552138614,1.72182912166046,192,"STIP1;COX5A;ADRM1;NDUFC2;ATP5F1B;TUBA1C;MAPK9;UQCRHL;NDUFA6;NDUFAB1;NDUFA9;NDUFA12;VDAC1;PSMB1;CYC1;PPP3R1;BAX;SLC25A5;PIK3R3;UQCRH;PSMC5;CCL5;CYBA;ATF4;COX6A1;COX7A2L;COX8A;PSMD8;CREB3L3;COX6C;NDUFV2;PSMA7;ATP5PF;TUBA1B;COX4I1;MAPK3;PRNP;EGR1;PSMD11;VDAC2;SLC25A6;NDUFB7;ATP5MC1;PSMD12;KIF5B;CSNK2A2;IL1B;PSMB3;PSMC3;PSMB7;NDUFB6;RAC1;ATP5F1C;NDUFB9;ATP5MC3;TUBA4A;ATP5F1A;PIK3CB;NCF1;NDUFS3;PPIF;NOTCH1;ITPR3;MAPK1;EIF2S1;COX7B;TUBB4A;SEM1;CSNK2A1;SDHB;PSMD2;PSMD7;ATP5F1E;TUBB2A;NDUFB2;PPP3CC;PSMC4;NDUFS8","hsa05020","Prion disease",275
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05171 Coronavirus disease",5.07969890224085e-05,0.00223506751698597,0.557332238758646,0.385960989687739,1.77128977373834,151,"FOS;RELA;STAT3;RPL39L;MAPK9;TRAF3;CASP1;PRKCA;PIK3R3;RPL26L1;NFKB1;IKBKG;RPL30;OAS3;MYD88;RPS16;RPL8;RPLP1;MAPK3;RPL23A;MAP3K7;RPS6;IL1B;RPLP2;UBA52;RPS13;PIK3CB;RPL4;RPL7;RPS7;MAPK1;RPS17;RPL21;RPL37;RPL18A;RPLP0;RPS27A;RPS28;RPS27L;RPL38;RPS20;RPS15A;MX1;STAT1;RPL19;RPS25;EIF2AK2;RPL27A;RPS21;RPS27;RPS24;RPL14;RPL36;RPS4X;NFKBIB;RPL23;RPS3A;JAK1;RPS29;RPL5;RPL3;IRF9;PIK3R2;RPS3;RPS19;RPL13A;RPL22;RPS2;IRAK1;RPL35;RSL24D1;RPL27;RPL39;RPL11;RPL36A;RPS14;RPL35A;RPL9;RPL24;RPS12;RPL37A;RPL18;PIK3R1;PIK3CD;RPL15;RPL10A;RPS23;PRKCB;RPL17;RPL32;RPL12;CGAS;RPS4Y1","hsa05171","Coronavirus disease",238
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa04517 IgSF CAM signaling",5.76198038710981e-05,0.00225357455140295,0.557332238758646,0.379016872952366,1.73866378383326,152,"MBP;CD244;CRTAM;LY9;DOK2;ICAM3;ACTB;LCP2;TUBA1C;MAPK9;SPTBN2;PTPN6;ACTG1;ITGB1;PRKCA;CD226;CD48;MYH10;PIK3R3;MYL12A;EPB41L2;RAP1A;PXN;GRB2;ARPC2;AKT1;DYNLL2;ARF6;FOXO1;ACTR3C;ACTR3B;ACTN4;ACTR3;ICAM2;ITGB2;SLAMF6;TUBA1B;MSN;MAPK3;MAP2K1;CD96;RAP1B;ARPC5L;F11R;RAC1;NECTIN3;TUBA4A;PIK3CB;ARPC1A;MAPK1;CASK;SSX2IP;PARD6B;TUBB4A;PTPN11;MYL12B;EZR;JAML;SPTBN1;ACTN1;TUBB2A;ROBO3;PTPRD;PAK2","hsa04517","IgSF CAM signaling",299
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa04658 Th1 and Th2 cell differentiation",0.000247631806683957,0.0076153351560429,0.49849310876659,0.459302641099615,1.83436697393242,68,"RUNX3;FOS;STAT5A;IL4R;RELA;CD247;IFNGR2;GATA3;NFATC3;MAF;MAPK9;IL4;MAML3;PPP3R1;JAK3;NFATC2;IL2RA;NFKB1;IKBKG","hsa04658","Th1 and Th2 cell differentiation",93
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05169 Epstein-Barr virus infection",0.000270882081608197,0.0076153351560429,0.49849310876659,0.369852798015474,1.70081052537026,158,"RUNX3;MYC;GADD45B;CD58;CALR;RELA;CD247;STAT3;ADRM1;MAPK9;TRAF3;CD44;BID;CDK4;MAP2K3;SIN3A;TAP1;BAX;RIPK1;JAK3;PIK3R3;MDM2;NFKB2;TAP2;HLA-C;TAPBP;HLA-E;PSMC5;B2M;E2F1;RELB;HLA-B;HDAC2;NFKB1;AKT1;DDB2;IKBKG;PSMD8;VIM;HLA-A;OAS3;MYD88;E2F3;PSMD11;CD3D;MAP3K7;PDIA3;HDAC1;PSMD12;PSMC3;RAC1;SKP2","hsa05169","Epstein-Barr virus infection",205
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05415 Diabetic cardiomyopathy",0.00026603663832565,0.0076153351560429,0.49849310876659,0.371505053869722,1.69127982473574,143,"TGFB1;RELA;COX5A;NDUFC2;ATP5F1B;MAPK9;UQCRHL;NDUFA6;NDUFAB1;NDUFA9;PPP1CC;PRKCA;TGFBR1;NDUFA12;VDAC1;CYC1;SLC25A5;ATP2A2;PIK3R3;UQCRH;CYBA;NFKB1;AKT1;COX6A1;COX7A2L;COX8A;COX6C;NDUFV2;ATP5PF;PDHA1;COX4I1;GAPDH;MPC2;VDAC2;SLC25A6;NDUFB7;ATP5MC1;NDUFB6;RAC1;ATP5F1C;NDUFB9;ATP5MC3;ATP5F1A;PIK3CB;NCF1;NDUFS3;PPP1CB;PPIF;COX7B;MPC1;SDHB;GFPT1;ATP5F1E;NDUFB2;NDUFS8;PPP1CA;UQCR11;ATP5PB;NDUFA8;NDUFB11","hsa05415","Diabetic cardiomyopathy",205
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05010 Alzheimer disease",0.000281248173376584,0.0076153351560429,0.49849310876659,0.315801160915452,1.54994609676103,262,"RELA;COX5A;NAE1;ADRM1;NDUFC2;ATP5F1B;TUBA1C;MAPK9;UQCRHL;APH1A;NDUFA6;BID;NDUFAB1;NDUFA9;SLC39A4;NDUFA12;VDAC1;PSMB1;CALM1;CYC1;PPP3R1;SLC39A3;SLC25A5;ATP2A2;PIK3R3;UQCRH;PSMC5;NFKB1;ATF4;AKT1;COX6A1;IKBKG;COX7A2L;COX8A;PSMD8;COX6C;NDUFV2;PSMA7;NRAS;ATP5PF;TUBA1B;COX4I1;BECN1;MAPK3;GAPDH;SLC39A8;PSMD11;MAP2K1;SLC39A6;FRAT2;VDAC2;SLC39A13;SLC25A6;NDUFB7;ATP5MC1;PSMD12;KIF5B;CSNK2A2;AXIN1;IL1B;PSMB3;PSMC3;PSMB7;NDUFB6;ATP5F1C;CALM3;NDUFB9;ATP5MC3;TUBA4A;ATP5F1A;PIK3CB;NDUFS3;PPIF;ITPR3;MAPK1;EIF2S1;COX7B;TUBB4A;SEM1;CSNK2A1;SDHB;PSMD2;CAPN2;PSMD7;ATP5F1E;TUBB2A;NDUFB2;PPP3CC;PSMC4;NDUFS8;EIF2AK2;ULK2;CASP7;SLC39A7;ARAF;UQCR11;PSMA4;ATP5PB;NDUFA8;NDUFB11","hsa05010","Alzheimer disease",388
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa04650 Natural killer cell mediated cytotoxicity",0.00037116389992514,0.0077144812187135,0.49849310876659,0.439677588932027,1.79241400412159,76,"NCR3;KIR3DL2;CD244;CD247;IFNGR2;LCP2;PTPN6;BID;PRKCA;LAT2;CD48;PPP3R1;PIK3R3;HCST;NFATC2;HLA-C;HLA-E;TNFSF10;GRB2;HLA-B;HLA-A;ICAM2;ITGB2;NRAS;MAPK3;MAP2K1","hsa04650","Natural killer cell mediated cytotoxicity",133
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa04218 Cellular senescence",0.000310344731993185,0.0077144812187135,0.49849310876659,0.386105287658929,1.730237466644,127,"MYC;GADD45B;TGFB1;RELA;NFATC3;CDK4;MAP2K3;PPP1CC;TGFBR1;VDAC1;FBXW11;CALM1;PPP3R1;SLC25A5;PIK3R3;NFATC2;MDM2;E2F5;HLA-C;HLA-E;E2F1;HLA-B;NFKB1;AKT1;FOXO1;HLA-A;RRAS2;NRAS;RASSF5;E2F3;RAD1;MAPK3;MAP2K1;ETS1;VDAC2;SLC25A6;RBL1;CALM3;HIPK2;PIK3CB;ZFP36L1;PPP1CB;E2F4;ITPR3;MAPK1","hsa04218","Cellular senescence",157
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05161 Hepatitis B",0.000337036604809055,0.0077144812187135,0.49849310876659,0.383699495541468,1.70929143428838,124,"MYC;FOS;STAT5A;TGFB1;RELA;STAT3;NFATC3;YWHAB;MAPK9;TRAF3;PCNA;BID;MAP2K3;PRKCA;TGFBR1;BAX;JAK3;PIK3R3;NFATC2;DDX3X;YWHAZ;ELK1;E2F1;GRB2;NFKB1;ATF4;AKT1;DDB2;IKBKG;CREB3L3;MYD88;YWHAQ;NRAS;E2F3;MAPK3;MAP2K1;MAP3K7","hsa05161","Hepatitis B",163
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05022 Pathways of neurodegeneration - multiple diseases",0.000372574377040141,0.0077144812187135,0.49849310876659,0.298249483960645,1.49688455170459,314,"RELA;TOMM40;COX5A;ADRM1;NDUFC2;ATP5F1B;TUBA1C;MAPK9;UQCRHL;GPX7;WDR41;SPTBN2;NDUFA6;BID;NDUFAB1;OPTN;NDUFA9;MAP2K3;PRKCA;NDUFA12;VDAC1;PSMB1;CALM1;CYC1;PPP3R1;BAX;SLC25A5;ATP2A2;UQCRH;PSMC5;DERL1;HTRA2;RAB8A;NFKB1;ATF4;COX6A1;UBE2L6;VAPB;COX7A2L;COX8A;PSMD8;COX6C;NDUFV2;PSMA7;NRAS;ATP5PF;TUBA1B;COX4I1;BECN1;MAPK3;PRNP;PSMD11;MAP2K1;FRAT2;VDAC2;PARK7;SLC25A6;NDUFB7;ATP5MC1;PSMD12;KIF5B;UBE2J2;CSNK2A2;AXIN1;DCTN5;IL1B;TNFRSF1B;PSMB3;MFN2;PSMC3;UBA52;PSMB7;NDUFB6;RAC1;ATP5F1C;CALM3;UBC;NDUFB9;ATP5MC3;TUBA4A;ATP5F1A;NDUFS3;PPIF;ITPR3;MAPK1;EIF2S1;COX7B;TUBB4A;SEM1;CSNK2A1;SDHB;PSMD2;CAPN2;PSMD7;ATP5F1E;RPS27A;TUBB2A;UBE2L3;NDUFB2;PPP3CC;PSMC4;NDUFS8;SOD1;ULK2;CASP7;ARAF;BCL2;UQCR11;PSMA4;ATP5PB;ACTR1B;NDUFA8;NDUFB11;AGER;TUBB4B;XBP1;NDUFA1;BAK1;BRAF;UBE2J1;WIPI2;COX7A2;MAP1LC3B2;CALM2","hsa05022","Pathways of neurodegeneration - multiple diseases",480
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05166 Human T-cell leukemia virus 1 infection",0.000490511590493632,0.00959222665854214,0.477270815362862,0.343778679976414,1.59170410951198,174,"MYC;FOS;STAT5A;TGFB1;CALR;RANBP1;RELA;NFATC3;ANAPC13;MAPK9;CDK4;TGFBR1;VDAC1;PPP3R1;BAX;CRTC3;JAK3;SLC25A5;PIK3R3;NFATC2;NFKB2;HLA-C;HLA-E;ELK1;B2M;E2F1;RELB;RANBP3;HLA-B;IL2RA;NFKB1;ATF4;AKT1;CDC26;IKBKG;CREB3L3;HLA-A;ZFP36;ITGB2;NRAS;ADCY7;ANAPC11;E2F3;MAPK3;EGR1;TNFRSF13C;CD3D;RAN;MAP2K1;ETS1;VDAC2;SLC25A6;ETS2","hsa05166","Human T-cell leukemia virus 1 infection",224
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05235 PD-L1 expression and PD-1 checkpoint pathway in cancer",0.000522275123500999,0.00967583386696588,0.477270815362862,0.437715503654296,1.77251973690465,74,"FOS;RELA;CD247;IFNGR2;STAT3;NFATC3;PTPN6;RASGRP1;MAP2K3;PPP3R1;PIK3R3;NFATC2;RPS6KB1;NFKB1;AKT1;IKBKG;MYD88;NRAS;MAPK3;CD3D;MAP2K1;CSNK2A2;MAP3K3;EML4;PIK3CB;MAPK1;LAT;CSNK2A1;PTPN11;TLR9;BATF;PPP3CC;STAT1;NFATC1;NFKBIB;CD28;JAK1","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",90
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05016 Huntington disease",0.00061987222685288,0.0109097511926107,0.477270815362862,0.318068364482331,1.53416550415611,225,"POLR2D;TAF4B;COX5A;ADRM1;NDUFC2;ATP5F1B;TUBA1C;MAPK9;UQCRHL;GPX7;NDUFA6;NDUFAB1;NDUFA9;SOD2;NDUFA12;SIN3A;VDAC1;PSMB1;TFAM;CYC1;POLR2C;BAX;SLC25A5;CLTB;UQCRH;PSMC5;HDAC2;COX6A1;COX7A2L;COX8A;PSMD8;CREB3L3;COX6C;NDUFV2;PSMA7;ATP5PF;TUBA1B;RCOR1;CLTC;COX4I1;BECN1;PSMD11;POLR2H;VDAC2;HDAC1;SLC25A6;NDUFB7;ATP5MC1;PSMD12;KIF5B;DCTN5;PSMB3;PSMC3;PSMB7;NDUFB6;ATP5F1C;NDUFB9;BBC3;ATP5MC3;TUBA4A;ATP5F1A;NDUFS3;PPIF;POLR2L;COX7B;TUBB4A;SEM1;SDHB;PSMD2;POLR2I;PSMD7;ATP5F1E;TUBB2A;NDUFB2;PSMC4;NDUFS8;SOD1;ULK2;REST;UQCR11;PSMA4;ATP5PB;ACTR1B;TBPL1;NDUFA8;NDUFB11","hsa05016","Huntington disease",308
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa03030 DNA replication",0.000748679589123648,0.0125492959700726,0.477270815362862,0.555485191472321,1.93847571282303,34,"MCM4;FEN1;PCNA;POLE3;MCM6;POLD3;RFC2;RFC5;RFC3;RFC4;POLA1;MCM2;RPA2;DNA2;SSBP1;POLA2;POLE","hsa03030","DNA replication",36
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa04714 Thermogenesis",0.000965674469163072,0.0154507915066091,0.477270815362862,0.334889997920513,1.55330273586882,173,"DPF3;NDUFAF8;COX5A;ACTB;NDUFC2;ATP5F1B;UQCRHL;ACTG1;CPT1A;NDUFA6;NDUFAB1;NDUFA9;MAP2K3;NDUFA12;CYC1;UQCRH;GRB2;RPS6KB1;SMARCC1;COX6A1;GNAS;SMARCD3;NDUFAF6;COX7A2L;COX8A;ACTL6A;CREB3L3;COX6C;SIRT6;NDUFV2;SMARCD2;NRAS;ATP5PF;ADCY7;COX4I1;PRKAB1;ACSL5;NDUFB7;ATP5MC1;RPS6KA3;RPS6;NDUFB6;PRKAG2;ATP5F1C;SLC25A29;ATP5MG;NDUFB9;ATP5MC3;ATP5F1A;NDUFS3;SLC25A20;NDUFAF2;COX7B;SDHB;COX17;ATP5F1E;COX16;NDUFB2;NDUFS8;COX19;PNPLA2;UQCR11;ATP5PB;NDUFA8;NDUFB11;COX15","hsa04714","Thermogenesis",235
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05212 Pancreatic cancer",0.00122307192960659,0.0173297681033262,0.45505986738723,0.44795710853919,1.76795427586668,66,"GADD45B;TGFB1;RELA;STAT3;RALA;BRCA2;MAPK9;CDK4;TGFBR1;BAX;PIK3R3;E2F1;RPS6KB1;NFKB1;AKT1;DDB2;IKBKG;E2F3;MAPK3;MAP2K1;RAC1;PIK3CB;MAPK1;STAT1;ARAF;CDC42;RALBP1;JAK1;BAK1;BRAF;PIK3R2;RPS6KB2;AKT2;RB1;KRAS;ARHGEF6;SMAD2;VEGFA;PIK3R1;PIK3CD","hsa05212","Pancreatic cancer",77
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa03040 Spliceosome",0.0011579713894815,0.0173297681033262,0.45505986738723,0.354942846009902,1.6068462802527,137,"EIF4A3;ALYREF;SRSF6;SNRPD1;SNRPB;MAGOH;CHERP;PUF60;SNRPB2;SRSF7;SRSF2;PPIH;RBM17;RP9;SRSF3;LSM5;TXNL4A;HNRNPA1;HNRNPC;SNRPE;SNRPA1;PPIL1;SF3B4;SF3B6;SNRPF;SRSF9;THOC7;TCERG1;PRPF19;HNRNPA3;PRPF40A;BUD13;SNU13;PQBP1;BUD31;PRPF6;DDX5;LSM2;SF1;SF3A3;SNRPD2;SRSF5;SNRPC;NCBP1;SF3A2;LSM3;HNRNPM;RBM8A;HNRNPU;SNRPG;TRA2B;U2SURP;CCDC12;SMNDC1;PCBP1;PRPF38B;AQR;ZMAT2;MAGOHB;LSM6","hsa03040","Spliceosome",188
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05163 Human cytomegalovirus infection",0.00123080739370214,0.0173297681033262,0.45505986738723,0.338762570786195,1.55400525722302,152,"MYC;CALR;RELA;STAT3;NFATC3;GNG4;BID;CDK4;PRKCA;CALM1;PPP3R1;TAP1;BAX;RIPK1;PIK3R3;NFATC2;MDM2;TAP2;HLA-C;TAPBP;HLA-E;ELK1;CCL5;PXN;B2M;E2F1;GRB2;GNB1;HLA-B;RPS6KB1;GNG5;NFKB1;ATF4;AKT1;GNAS;IKBKG;CREB3L3;HLA-A;NRAS;ADCY7;E2F3;ROCK1;MAPK3;GNA13;MAP2K1;PDIA3;IL1B;RAC1;CALM3;GNG2;GNAI2;PIK3CB;GNG10","hsa05163","Human cytomegalovirus infection",227
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa05220 Chronic myeloid leukemia",0.00198412020804384,0.0268619351242858,0.431707695803346,0.416354811499587,1.66418253427047,69,"MYC;GADD45B;STAT5A;TGFB1;RELA;CDK4;TGFBR1;BAX;PIK3R3;MDM2;E2F1;GRB2;HDAC2;NFKB1;AKT1;DDB2;IKBKG;NRAS;E2F3;MAPK3;MAP2K1;HDAC1","hsa05220","Chronic myeloid leukemia",77
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa04659 Th17 cell differentiation",0.0023807582448542,0.0310380334143955,0.431707695803346,0.402442798365587,1.66557382298928,82,"FOS;STAT5A;TGFB1;IL27RA;IL4R;RARA;RELA;CD247;IFNGR2;GATA3;STAT3;NFATC3;MAPK9;IL4;IL21R;TGFBR1;PPP3R1;JAK3;NFATC2;IL2RA;NFKB1;IKBKG","hsa04659","Th17 cell differentiation",109
"A01","Global CNV top 25%; paper QC","global",0.25,"none",TRUE,0,3207,140,10950,353,"relapse_up","hsa04260 Cardiac muscle contraction",0.00303095710647875,0.0381034607671614,0.431707695803346,0.494940671327971,1.76204806926429,37,"COX5A;ATP1B3;UQCRHL;ATP1A1;TPM3;CYC1;ASPH;ATP2A2;UQCRH;COX6A1;COX7A2L;COX8A;COX6C;COX4I1;TPM4","hsa04260","Cardiac muscle contraction",87
