"specification_id","specification_axis","selection_scope","top_fraction","mt_max","min_features","upper_feature_cap","gene_filter","robust_dispersion","normalization","rank_metric","n_cells_total","min_cells_per_sample","sample_cell_imbalance_ratio","diagnosis_cells_n","relapse_cells_n","median_percent_mt","median_nFeature_RNA","cycling_prop","immature_prop","quiescent_prop","er_stress_prop","nperm","primary_equivalent","proteasome_NES","proteasome_nominal_P","proteasome_two_target_BH","mitophagy_NES","mitophagy_nominal_P","mitophagy_two_target_BH","worst_target_nominal_P"
"MR006","Model + ranking","global",0.25,5,0,"none","cpm05_n2",FALSE,"TMMwsp","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.75695395472596,0.002551950419249,0.00510390083849799,1.45000749341687,0.0174418604651163,0.0174418604651163,0.0174418604651163
"PQ269","Population + QC","within_sample",0.15,4.5,1000,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",1480,65,5.98461538461538,606,874,3.17190490944157,1697.5,0.545945945945946,0.284459459459459,0.155405405405405,0.0141891891891892,5000,FALSE,1.89461683965761,0.00133155792276964,0.00266311584553928,1.47903881692207,0.0178292148889584,0.0178292148889584,0.0178292148889584
"PQ106","Population + QC","global",0.25,4.5,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",2864,119,7.47899159663866,1175,1689,2.98192986158667,1634,0.41340782122905,0.296787709497207,0.277932960893855,0.0118715083798883,5000,FALSE,1.57233731940162,0.0178354276449128,0.0178354276449128,1.50904747827994,0.0115894039735099,0.0178354276449128,0.0178354276449128
"MR024","Model + ranking","global",0.25,5,0,"none","cpm1_n2",TRUE,"TMMwsp","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.71950644350819,0.00331247699668752,0.00662495399337505,1.44835899281616,0.0181554103122731,0.0181554103122731,0.0181554103122731
"PQ428","Population + QC","within_sample",0.4,4.5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",4614,247,4.41295546558704,2108,2506,3.04392326954174,1873,0.518422193324664,0.247941048981361,0.225184221933247,0.00845253576072822,5000,FALSE,1.90403256631876,0.000693721817551162,0.00138744363510232,1.46164418262948,0.0182054616384915,0.0182054616384915,0.0182054616384915
"PQ316","Population + QC","within_sample",0.2,5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",2540,141,4.22695035460993,1159,1381,3.28410357342907,1675.5,0.492913385826772,0.262204724409449,0.233858267716535,0.0110236220472441,5000,FALSE,1.76868351098744,0.00173671413685307,0.00347342827370615,1.45964314664046,0.018235102572452,0.018235102572452,0.018235102572452
"PQ108","Population + QC","global",0.25,4.5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",2840,118,7.51694915254237,1158,1682,2.98655993431856,1640,0.416197183098592,0.299295774647887,0.272887323943662,0.0116197183098592,5000,FALSE,1.56418661477085,0.0183224755700326,0.0183224755700326,1.49967669008171,0.012063227953411,0.0183224755700326,0.0183224755700326
"MR018","Model + ranking","global",0.25,5,0,"none","cpm1_n2",FALSE,"TMMwsp","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.74347299404708,0.00367917586460633,0.00735835172921266,1.46361580667573,0.0183520599250936,0.0183520599250936,0.0183520599250936
"PQ436","Population + QC","within_sample",0.4,5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",5101,282,4.23404255319149,2331,2770,3.17991631799163,1868,0.518133699274652,0.247794550088218,0.225838070966477,0.00823367967065281,5000,FALSE,1.90152924498075,0.00106044538706257,0.00212089077412513,1.46368234611642,0.0185861267839363,0.0185861267839363,0.0185861267839363
"MR009","Model + ranking","global",0.25,5,0,"none","cpm05_n2",TRUE,"TMM","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.70744214264384,0.00384615384615385,0.00769230769230769,1.43801313421158,0.0189178963299281,0.0189178963299281,0.0189178963299281
"MR003","Model + ranking","global",0.25,5,0,"none","cpm05_n2",FALSE,"TMM","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.74382830234206,0.00347893312717433,0.00695786625434867,1.44357935417519,0.0191350937619594,0.0191350937619594,0.0191350937619594
"PQ467","Population + QC","within_sample",0.5,4.5,500,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",5803,315,4.2984126984127,2662,3141,3.01282051282051,1971,0.527830432534896,0.237635705669481,0.226606927451318,0.00792693434430467,5000,FALSE,1.67692902673541,0.00554785020804438,0.0110957004160888,1.44352617468083,0.0192431045542014,0.0192431045542014,0.0192431045542014
"PQ025","Population + QC","global",0.15,4.5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",1699,56,10.5535714285714,732,967,3.01937809824245,1504,0.4072984108299,0.293113596233078,0.285462036492054,0.0141259564449676,5000,FALSE,1.60631487708841,0.0122566690699351,0.0193409742120344,1.46093855030054,0.0193409742120344,0.0193409742120344,0.0193409742120344
"PQ299","Population + QC","within_sample",0.2,4,500,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",1893,87,5.62068965517241,830,1063,2.95070169125585,1671,0.498151082937137,0.266244057052298,0.223454833597464,0.0121500264131009,5000,FALSE,1.7052820686653,0.00662482566248257,0.0132496513249651,1.4773113887612,0.0197920161019792,0.0197920161019792,0.0197920161019792
"PQ026","Population + QC","global",0.15,4.5,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",1699,56,10.5535714285714,732,967,3.01937809824245,1504,0.4072984108299,0.293113596233078,0.285462036492054,0.0141259564449676,5000,FALSE,1.62243200922132,0.0117733627667403,0.0198627663416396,1.47090358648743,0.0198627663416396,0.0198627663416396,0.0198627663416396
"PQ315","Population + QC","within_sample",0.2,5,500,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",2541,141,4.22695035460993,1159,1382,3.28278620229962,1676,0.493112947658402,0.262101534828808,0.233766233766234,0.0110192837465565,5000,FALSE,1.72947912209476,0.00592128178335075,0.0118425635667015,1.46760059424081,0.0201409869083585,0.0201409869083585,0.0201409869083585
"PQ356","Population + QC","within_sample",0.25,5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",3182,177,4.2090395480226,1454,1728,3.25382177155887,1724,0.499371464487744,0.260842237586424,0.230043997485858,0.00974230043997486,5000,FALSE,1.61529948756748,0.0099553724682458,0.0199107449364916,1.45575774241193,0.0206219312602291,0.0206219312602291,0.0206219312602291
"MR015","Model + ranking","global",0.25,5,0,"none","cpm1_n2",FALSE,"TMM","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.70480170784735,0.0040950040950041,0.00819000819000819,1.42596065455466,0.020910209102091,0.020910209102091,0.020910209102091
"PQ468","Population + QC","within_sample",0.5,4.5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",5798,315,4.2984126984127,2658,3140,3.01312864740407,1970,0.527423249396344,0.237840634701621,0.226802345636426,0.00793377026560883,5000,FALSE,1.65535964706318,0.00727398683754763,0.0145479736750953,1.43894724666469,0.0210084033613445,0.0210084033613445,0.0210084033613445
"PQ251","Population + QC","within_sample",0.15,3.5,500,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",1045,51,6.01960784313725,434,611,2.70495214315439,1563,0.485167464114833,0.264114832535885,0.235406698564593,0.015311004784689,5000,FALSE,1.82275972115055,0.00101971447994562,0.00203942895989123,1.46088764182922,0.0211012199142763,0.0211012199142763,0.0211012199142763
"MR030","Model + ranking","global",0.25,5,0,"none","cpm1_n3",FALSE,"TMMwsp","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.69789931993453,0.00547088706525987,0.0109417741305197,1.41215167048156,0.0211619853789919,0.0211619853789919,0.0211619853789919
"PQ250","Population + QC","within_sample",0.15,3.5,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",1065,53,5.83018867924528,447,618,2.69546590503392,1558,0.477934272300469,0.259154929577465,0.246948356807512,0.015962441314554,5000,FALSE,1.84689362719865,0.00104785190359762,0.00209570380719525,1.49289940006726,0.0212912087912088,0.0212912087912088,0.0212912087912088
"PQ067","Population + QC","global",0.2,4.5,500,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",2264,79,9.36708860759494,934,1330,2.99282923820294,1580,0.403268551236749,0.31095406360424,0.273409893992933,0.0123674911660777,5000,FALSE,1.62145665240652,0.0103171570500573,0.0206343141001146,1.44522117163636,0.0216236722306525,0.0216236722306525,0.0216236722306525
"MR039","Model + ranking","global",0.25,5,0,"none","filterByExpr",FALSE,"TMM","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.51295651579924,0.0217659137577002,0.0217659137577002,1.43162384345931,0.0206349206349206,0.0217659137577002,0.0217659137577002
"PQ074","Population + QC","global",0.2,5,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",2565,93,8.72043010752688,1068,1497,3.1437125748503,1571,0.393762183235867,0.308771929824561,0.284990253411306,0.0124756335282651,5000,FALSE,1.5870859349829,0.0161974546856922,0.0218978102189781,1.44087147169413,0.0218978102189781,0.0218978102189781,0.0218978102189781
"PQ338","Population + QC","within_sample",0.25,4,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",2432,118,5.15254237288136,1083,1349,2.91559851019437,1711,0.491776315789474,0.264391447368421,0.233141447368421,0.0106907894736842,5000,FALSE,1.53751278870412,0.0201249132546842,0.0223097112860892,1.45095958331679,0.0223097112860892,0.0223097112860892,0.0223097112860892
"MR005","Model + ranking","global",0.25,5,0,"none","cpm05_n2",FALSE,"TMMwsp","signed_neglog10_P",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.66341793972609,0.00634091756807161,0.0126818351361432,1.41596481706377,0.0224382946896036,0.0224382946896036,0.0224382946896036
"PQ426","Population + QC","within_sample",0.4,4.5,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",4639,250,4.372,2125,2514,3.04154302670623,1869,0.516059495580944,0.246604871739599,0.228713084716534,0.00862254796292304,5000,FALSE,1.89447498867976,0.000346740638002774,0.000693481276005548,1.43921604790563,0.0226289517470882,0.0226289517470882,0.0226289517470882
"PQ300","Population + QC","within_sample",0.2,4,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",1892,87,5.62068965517241,830,1062,2.95094675936232,1671,0.497885835095137,0.266384778012685,0.223572938689218,0.0121564482029598,5000,FALSE,1.70810821657786,0.00560224089635854,0.0112044817927171,1.45246264786746,0.0228250082699305,0.0228250082699305,0.0228250082699305
"PQ252","Population + QC","within_sample",0.15,3.5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",1045,51,6.01960784313725,434,611,2.70495214315439,1563,0.485167464114833,0.264114832535885,0.235406698564593,0.015311004784689,5000,FALSE,1.82733426898985,0.00280406589554855,0.00560813179109709,1.45438762926021,0.0229265003371544,0.0229265003371544,0.0229265003371544
"MR045","Model + ranking","global",0.25,5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,TRUE,1.51218583196902,0.022941417451864,0.022941417451864,1.43019636407579,0.0189822294022617,0.022941417451864,0.022941417451864
"PQ305","Population + QC","within_sample",0.2,4.5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",2273,118,4.67796610169492,1029,1244,3.1195079086116,1674,0.498460184777827,0.258249010118786,0.231852177738671,0.0114386273647162,5000,FALSE,1.79632951917405,0.00276147739040387,0.00552295478080773,1.44385551207336,0.0229807367353836,0.0229807367353836,0.0229807367353836
"MR035","Model + ranking","global",0.25,5,0,"none","cpm1_n3",TRUE,"TMMwsp","signed_neglog10_P",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.6177727945244,0.0089913995308835,0.017982799061767,1.41089756583146,0.0233100233100233,0.0233100233100233,0.0233100233100233
"PQ355","Population + QC","within_sample",0.25,5,500,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",3183,177,4.2090395480226,1454,1729,3.2530737704918,1724,0.499528746465598,0.260760289035501,0.229971724787936,0.0097392397109645,5000,FALSE,1.59442301413992,0.010927035600987,0.0218540712019739,1.44303646226663,0.0233957219251337,0.0233957219251337,0.0233957219251337
"PQ065","Population + QC","global",0.2,4.5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",2287,79,9.40506329113924,950,1337,2.98666666666667,1574,0.40008745080892,0.307826847398338,0.279405334499344,0.0126803672933975,5000,FALSE,1.65436746499127,0.00903614457831325,0.0180722891566265,1.44755938184929,0.0234026745913819,0.0234026745913819,0.0234026745913819
"PQ068","Population + QC","global",0.2,4.5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",2263,79,9.36708860759494,934,1329,2.99295774647887,1580,0.403004860804242,0.311091471498011,0.273530711444985,0.0123729562527618,5000,FALSE,1.67597465071536,0.00690184049079755,0.0138036809815951,1.4426954364047,0.0234344986553976,0.0234344986553976,0.0234344986553976
"PQ425","Population + QC","within_sample",0.4,4.5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",4643,250,4.372,2128,2515,3.04097311139565,1870,0.516476416110274,0.246392418694809,0.228516045660134,0.00861511953478354,5000,FALSE,1.86935860666025,0.000685871056241427,0.00137174211248285,1.42816680375638,0.0236272878535774,0.0236272878535774,0.0236272878535774
"MR017","Model + ranking","global",0.25,5,0,"none","cpm1_n2",FALSE,"TMMwsp","signed_neglog10_P",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.64461775098321,0.00583884780070066,0.0116776956014013,1.42980390837138,0.0239073589839372,0.0239073589839372,0.0239073589839372
"PQ076","Population + QC","global",0.2,5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",2539,93,8.68817204301075,1050,1489,3.15151515151515,1576,0.397006695549429,0.311539976368649,0.279243796770382,0.01220953131154,5000,FALSE,1.54794351421384,0.0178502134264649,0.0239179954441913,1.41940499977057,0.0239179954441913,0.0239179954441913,0.0239179954441913
"PQ465","Population + QC","within_sample",0.5,4.5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",5828,318,4.26729559748428,2679,3149,3.0107521857931,1966,0.525909402882636,0.236616334934798,0.229409746053535,0.00806451612903226,5000,FALSE,1.66513353661153,0.00589459084604716,0.0117891816920943,1.43463102963074,0.0240052614271621,0.0240052614271621,0.0240052614271621
"PQ353","Population + QC","within_sample",0.25,5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",3210,179,4.17877094972067,1472,1738,3.24449659473018,1721,0.49595015576324,0.258878504672897,0.235202492211838,0.00996884735202492,5000,FALSE,1.6144953512738,0.00795572466274645,0.0159114493254929,1.44753048367057,0.0240802675585284,0.0240802675585284,0.0240802675585284
"PQ066","Population + QC","global",0.2,4.5,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",2286,79,9.40506329113924,950,1336,2.98669616519174,1574,0.399825021872266,0.307961504811898,0.279527559055118,0.0126859142607174,5000,FALSE,1.68766118378355,0.00736148779542813,0.0147229755908563,1.46211105201326,0.0244741873804971,0.0244741873804971,0.0244741873804971
"MR014","Model + ranking","global",0.25,5,0,"none","cpm1_n2",FALSE,"TMM","signed_neglog10_P",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.63264901750664,0.00840336134453781,0.0168067226890756,1.39801725529602,0.0246243739565943,0.0246243739565943,0.0246243739565943
"PQ028","Population + QC","global",0.15,4.5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",1677,56,10.5,716,961,3.02768166089965,1510,0.411449016100179,0.29695885509839,0.277280858676207,0.0143112701252236,5000,FALSE,1.59045557314838,0.0162721893491124,0.0247723132969035,1.43969008228965,0.0247723132969035,0.0247723132969035,0.0247723132969035
"PQ337","Population + QC","within_sample",0.25,4,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",2433,118,5.15254237288136,1083,1350,2.91371994342291,1711,0.491985203452528,0.264282778462803,0.233045622688039,0.0106863953966297,5000,FALSE,1.54162740808555,0.0226130653266332,0.0248722316865417,1.4306114525025,0.0248722316865417,0.0248722316865417,0.0248722316865417
"MR023","Model + ranking","global",0.25,5,0,"none","cpm1_n2",TRUE,"TMMwsp","signed_neglog10_P",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.62669891144298,0.00685714285714286,0.0137142857142857,1.40572945420966,0.0249338874197204,0.0249338874197204,0.0249338874197204
"PQ427","Population + QC","within_sample",0.4,4.5,500,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",4618,247,4.41295546558704,2111,2507,3.04374659606645,1874,0.51883932438285,0.247726288436553,0.224989172802079,0.00844521437851884,5000,FALSE,1.85006878658586,0.000696621386276559,0.00139324277255312,1.45561864109955,0.0249343832020997,0.0249343832020997,0.0249343832020997
"MR036","Model + ranking","global",0.25,5,0,"none","cpm1_n3",TRUE,"TMMwsp","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.69008130869019,0.00499423741836343,0.00998847483672685,1.41257526175291,0.0254946727549467,0.0254946727549467,0.0254946727549467
"PQ027","Population + QC","global",0.15,4.5,500,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",1677,56,10.5,716,961,3.02768166089965,1510,0.411449016100179,0.29695885509839,0.277280858676207,0.0143112701252236,5000,FALSE,1.60213215951594,0.0141509433962264,0.0256776034236805,1.43649400489607,0.0256776034236805,0.0256776034236805,0.0256776034236805
"PQ294","Population + QC","within_sample",0.2,3.5,1000,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",1339,61,6.26229508196721,545,794,2.67771756455212,1689,0.501120238984317,0.286034353995519,0.19865571321882,0.0141896938013443,5000,FALSE,1.66611932392307,0.00811808118081181,0.0162361623616236,1.43087649349287,0.0257051053195287,0.0257051053195287,0.0257051053195287
"PQ457","Population + QC","within_sample",0.5,4,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",5069,272,4.38235294117647,2310,2759,2.83472538597823,1947,0.508778851844545,0.244624186230026,0.237916748865654,0.0086802130597751,5000,FALSE,1.65700769687847,0.00830449826989619,0.0166089965397924,1.41151837076993,0.0258021832616606,0.0258021832616606,0.0258021832616606
"PQ034","Population + QC","global",0.15,5,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",1925,64,10.046875,838,1087,3.17529360591562,1495,0.395844155844156,0.294545454545455,0.295584415584416,0.014025974025974,5000,FALSE,1.4942423214676,0.0258493353028065,0.0258493353028065,1.44707612837365,0.021981981981982,0.0258493353028065,0.0258493353028065
"PQ437","Population + QC","within_sample",0.4,5,1000,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",4859,243,4.78189300411523,2142,2717,3.16037735849057,1916,0.5375591685532,0.257871990121424,0.196336694793167,0.00823214653220827,5000,FALSE,1.72491672782603,0.004062288422478,0.00812457684495599,1.42318596676647,0.0259151279559443,0.0259151279559443,0.0259151279559443
"MR026","Model + ranking","global",0.25,5,0,"none","cpm1_n3",FALSE,"TMM","signed_neglog10_P",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.61763667970054,0.00988924050632911,0.0197784810126582,1.39102118248483,0.0260869565217391,0.0260869565217391,0.0260869565217391
"PQ033","Population + QC","global",0.15,5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",1925,64,10.046875,838,1087,3.17529360591562,1495,0.395844155844156,0.294545454545455,0.295584415584416,0.014025974025974,5000,FALSE,1.5024417840122,0.0261153427638738,0.0261153427638738,1.46259756725389,0.0252849002849003,0.0261153427638738,0.0261153427638738
"PQ114","Population + QC","global",0.25,5,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",3206,140,6.93571428571429,1308,1898,3.12901250541869,1634,0.408920773549594,0.299126637554585,0.280411728009981,0.0115408608858391,5000,FALSE,1.52950819789938,0.023265306122449,0.0261972984036021,1.40706212548218,0.0261972984036021,0.0261972984036021,0.0261972984036021
"PQ113","Population + QC","global",0.25,5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,TRUE,1.50880609401076,0.0262732417138238,0.0262732417138238,1.42442208523253,0.0248756218905473,0.0262732417138238,0.0262732417138238
"PQ036","Population + QC","global",0.15,5,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",1900,64,10,820,1080,3.17991631799163,1501.5,0.4,0.297894736842105,0.287894736842105,0.0142105263157895,5000,FALSE,1.50392883635412,0.0263254113345521,0.0270367700072098,1.42364296209813,0.0270367700072098,0.0270367700072098,0.0270367700072098
"PQ340","Population + QC","within_sample",0.25,4,500,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",2409,116,5.22413793103448,1067,1342,2.92413793103448,1715,0.495641344956413,0.266915732669157,0.227065172270652,0.0103777501037775,5000,FALSE,1.53100687640412,0.0197884680996247,0.0270967741935484,1.4258295224703,0.0270967741935484,0.0270967741935484,0.0270967741935484
"PQ107","Population + QC","global",0.25,4.5,500,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",2841,118,7.51694915254237,1158,1683,2.98645320197044,1640,0.416402675114396,0.299190425906371,0.272791270679338,0.0116156282998944,5000,FALSE,1.52648704559146,0.0273092369477912,0.0273092369477912,1.47122008421356,0.0170109356014581,0.0273092369477912,0.0273092369477912
"PQ394","Population + QC","within_sample",0.3,5,0,"sample_q99","filterByExpr",TRUE,"TMM","signed_sqrt_F",3848,214,4.19626168224299,1763,2085,3.21744372523874,1780,0.505717255717256,0.252338877338877,0.232588357588358,0.00935550935550936,5000,FALSE,1.76930218949429,0.00105969622041681,0.00211939244083363,1.42769724788466,0.0273741128759716,0.0273741128759716,0.0273741128759716
"MR020","Model + ranking","global",0.25,5,0,"none","cpm1_n2",TRUE,"TMM","signed_neglog10_P",3207,140,6.93571428571429,1308,1899,3.12895069532238,1634,0.409105082631743,0.299033364515123,0.280324290614281,0.0115372622388525,5000,FALSE,1.6314322804087,0.00999600159936026,0.0199920031987205,1.38198968825918,0.0274525635849818,0.0274525635849818,0.0274525635849818
"PQ073","Population + QC","global",0.2,5,0,"none","filterByExpr",TRUE,"TMM","signed_sqrt_F",2566,93,8.72043010752688,1068,1498,3.14359191343267,1571.5,0.393998441153546,0.308651597817615,0.284879189399844,0.0124707716289945,5000,FALSE,1.56860315885555,0.0149539877300614,0.0276285495011512,1.42336427022239,0.0276285495011512,0.0276285495011512,0.0276285495011512
