"pathway_id","pathway_name","frozen_NES","frozen_nominal_P","frozen_global_FDR","recomputed_NES","recomputed_nominal_P","recomputed_global_FDR","delta_NES","nominal_P_ratio_recomputed_to_frozen","note"
"hsa04137","Mitophagy - animal",1.44241575371799,0.0158390970690435,0.0998428797387919,1.41355782179559,0.029319203989061,0.154035220957455,-0.0288579319223961,1.85106536447482,"Single-seed fgseaMultilevel recomputation; the frozen primary result remains authoritative."
"hsa03050","Proteasome",1.52779981316517,0.0181870601426723,0.108814105599378,1.50562300217966,0.0286575502782496,0.152840268150664,-0.0221768109855083,1.57571097546493,"Single-seed fgseaMultilevel recomputation; the frozen primary result remains authoritative."
"hsa04136","Autophagy - other",-1.3362951295557,0.116541353383459,0.299392911347201,-1.33398554794097,0.11875,0.331746031746032,0.00230958161472583,1.01895161290322,"Single-seed fgseaMultilevel recomputation; the frozen primary result remains authoritative."
"hsa04140","Autophagy - animal",-0.930497218533958,0.617647058823529,0.754427030327702,-0.922584387088907,0.652777777777778,0.776276276276276,0.00791283144505128,1.05687830687831,"Single-seed fgseaMultilevel recomputation; the frozen primary result remains authoritative."
