"selection_scope","top_fraction","mt_max","min_features","upper_feature_cap","specification_axis","gene_filter","robust_dispersion","normalization","rank_metric","specification_id","n_cells_total","min_cells_per_sample","max_cells_per_sample","sample_cell_imbalance_ratio","diagnosis_cells_n","relapse_cells_n","median_percent_mt","median_nFeature_RNA","cycling_prop","immature_prop","quiescent_prop","er_stress_prop","pathway_name","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","BH_within_spec_two_targets","BH_across_specifications_same_pathway","BH_across_all_specifications_and_targets","nominal_P_monte_carlo_SE","nominal_P_borderline_0.05","nominal_P_lt_0.05","two_target_BH_lt_0.05","direction","nperm","primary_equivalent"
"within_sample",0.15,4,0,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ258",1404,64,371,5.796875,606,798,2.967129712709,1588.5,0.494301994301994,0.262108262108262,0.228632478632479,0.014957264957265,"Mitophagy - animal",0.0112976113621691,0.0112976113621691,0.378790496479492,1.52763667741982,34,82,"TFE3;RRAS2;UBA52;OPTN;TOMM40;RAB7A;RELA;MFN2;RPS27A;BCL2L13;UBC;RAB5A;TBC1D15;CCZ1;TOMM7;MAP1LC3B;E2F1;FUNDC1;TOMM20;RAB5C;SMURF2;MUL1;MTX1;NRAS;UBB;ATF4;BECN1;MAPK9;KRAS;FKBP8;CALCOCO2;FOXO3;CSNK2A1;CITED2;CSNK2B;USP30;HUWE1",0.0112976113621691,0.106217658084878,0.0636142105938181,0.00149465550142356,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,4,1000,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ262",1246,53,350,6.60377358490566,492,754,2.98698232141757,1673.5,0.541733547351525,0.290529695024077,0.152487961476726,0.0152487961476726,"Mitophagy - animal",0.0113115255273617,0.0113115255273617,0.382931104197552,1.52377539222065,36,81,"TFE3;MFN2;RRAS2;TBC1D15;OPTN;RELA;RAB7A;UBA52;TOMM40;RPS27A;UBC;RAB5A;E2F1;BCL2L13;TOMM7;FOXO3;BNIP3;CCZ1;ATF4;MAP1LC3B;BECN1;SMURF2;KRAS;MTX1;FUNDC1;UBB;TOMM20;NRAS;MAPK9;RAB5C;CITED2;MUL1;FKBP8;RABGEF1;CSNK2B;CALCOCO2;GABARAPL2;USP15;ATG9A;USP30;CSNK2A1",0.0113115255273617,0.106217658084878,0.0636142105938181,0.00149556510507604,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"global",0.25,4.5,0,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ106",2864,119,890,7.47899159663866,1175,1689,2.98192986158667,1634,0.41340782122905,0.296787709497207,0.277932960893855,0.0118715083798883,"Mitophagy - animal",0.0115894039735099,0.0178354276449128,0.360387749844013,1.50904747827994,27,88,"MTX1;RELA;TOMM40;TFE3;MAPK9;OPTN;TOMM70;E2F1;MUL1;BECN1;BCL2L13;AMFR;RRAS2;FUNDC1;ATF4;MFN2;SMURF2;NRAS;RAB7A;TOMM20;UBA52;EIF2S1;CSNK2A1;UBC;CSNK2A2;HUWE1;PGAM5;BNIP3;OPA1;RPS27A;MAP1LC3B2",0.0178354276449128,0.106217658084878,0.0636142105938181,0.0015136108937933,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,4,0,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ257",1404,64,371,5.796875,606,798,2.967129712709,1588.5,0.494301994301994,0.262108262108262,0.228632478632479,0.014957264957265,"Mitophagy - animal",0.0117263843648208,0.0117263843648208,0.378790496479492,1.53319778511972,35,82,"TFE3;RRAS2;UBA52;OPTN;TOMM40;RAB7A;RELA;MFN2;RPS27A;BCL2L13;UBC;RAB5A;TBC1D15;CCZ1;TOMM7;MAP1LC3B;E2F1;FUNDC1;TOMM20;RAB5C;SMURF2;MUL1;MTX1;NRAS;UBB;ATF4;BECN1;MAPK9;KRAS;FKBP8;CALCOCO2;FOXO3;CSNK2A1;CITED2;CSNK2B;USP30;HUWE1",0.0117263843648208,0.106217658084878,0.0636142105938181,0.00152242413765345,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,4.5,1000,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ270",1480,65,389,5.98461538461538,606,874,3.17190490944157,1697.5,0.545945945945946,0.284459459459459,0.155405405405405,0.0141891891891892,"Proteasome",0.000329706561160567,0.000659413122321134,0.536334597952648,1.89122997672499,0,44,"POMP;ADRM1;PSMB1;PSMB9;PSMD12;PSMA7;PSMD7;PSMB3;PSMC3;PSMD8;PSME2;SEM1;PSMC4;PSMB7;PSMB10;PSMA3;PSME1;PSMD6;PSMC5;PSMB8;PSMD11;PSME3;PSMA8;PSMB2;PSMA4",0.000659413122321134,0.0192530792585096,0.0385061585170192,0.000256748069026466,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,5,500,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ276",1900,105,446,4.24761904761905,866,1034,3.35552453887186,1599,0.487368421052632,0.258947368421053,0.240526315789474,0.0131578947368421,"Proteasome",0.000336134453781513,0.000672268907563025,0.524283458868286,1.84394256562755,0,44,"ADRM1;POMP;PSMB1;PSMB9;PSMB3;PSMA7;PSMD12;PSMD7;PSMB7;PSMC3;PSMD8;PSME2;PSMC4;PSME1;PSMC5;PSMA4;SEM1;PSMB8;PSMC1;PSMD6;PSME3;PSMA3;PSMB10",0.000672268907563025,0.0192530792585096,0.0385061585170192,0.00025923790903743,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,4.5,500,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ268",1656,84,413,4.91666666666667,737,919,3.17404282718449,1612,0.502415458937198,0.259661835748792,0.22463768115942,0.0132850241545894,"Proteasome",0.000337381916329285,0.000674763832658569,0.565448421362799,2.01621608214653,0,44,"ADRM1;PSMB1;POMP;PSMB9;PSMB3;PSMD12;PSMA7;PSMC3;PSMD7;PSME2;PSMB7;PSMD8;SEM1;PSME1;PSMC4;PSMC5;PSMD6;PSMA3;PSMA4;PSMB10;PSMB8;PSME3;PSMB2;PSMC1;PSMD2;PSMD11;PSMA2;PSMA5;PSMB5;PSMF1;PSMD3",0.000674763832658569,0.0192530792585096,0.0385061585170192,0.000259718343507662,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,4.5,0,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ266",1680,86,416,4.83720930232558,753,927,3.16484612327817,1596,0.496428571428571,0.255952380952381,0.233928571428571,0.0136904761904762,"Proteasome",0.000340599455040872,0.000681198910081744,0.563935501409601,2.02386846525087,0,44,"ADRM1;POMP;PSMB1;PSMB9;PSMB3;PSMD12;PSMA7;PSMD7;PSMC3;PSME2;PSMB7;PSMD8;SEM1;PSME1;PSMC4;PSMC5;PSMD6;PSMA3;PSMA4;PSMB10;PSMB8;PSME3;PSMB2;PSMC1;PSMD2;PSMA2;PSMD11;PSMA5;PSMF1;PSMD3;PSMB5;PSMD9",0.000681198910081744,0.0192530792585096,0.0385061585170192,0.000260953423833487,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,4.5,0,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ265",1680,86,416,4.83720930232558,753,927,3.16484612327817,1596,0.496428571428571,0.255952380952381,0.233928571428571,0.0136904761904762,"Proteasome",0.000343760742523204,0.000687521485046408,0.563935501409601,2.00561096758103,0,44,"ADRM1;POMP;PSMB1;PSMB9;PSMB3;PSMD12;PSMA7;PSMD7;PSMC3;PSME2;PSMB7;PSMD8;SEM1;PSME1;PSMC4;PSMC5;PSMD6;PSMA3;PSMA4;PSMB10;PSMB8;PSME3;PSMB2;PSMC1;PSMD2;PSMA2;PSMD11;PSMA5;PSMF1;PSMD3;PSMB5;PSMD9",0.000687521485046408,0.0192530792585096,0.0385061585170192,0.00026216123705655,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.4,4.5,0,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ426",4639,250,1093,4.372,2125,2514,3.04154302670623,1869,0.516059495580944,0.246604871739599,0.228713084716534,0.00862254796292304,"Proteasome",0.000346740638002774,0.000693481276005548,0.539822319216792,1.89447498867976,0,45,"ADRM1;IFNG;PSMB1;POMP;PSMC4;PSMD12;PSMD11;PSMA7;SEM1;PSMB9;PSMD7;PSMB7;PSMD8;PSME4;PSME2;PSMD14;PSMB3;PSMC3;PSMA6;PSMD2;PSMB2;PSMC5;PSMD1;PSMF1;PSMD6;PSMC1;PSMA4",0.000693481276005548,0.0192530792585096,0.0385061585170192,0.000263294667220106,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.4,5,0,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ434",5129,285,1197,4.2,2350,2779,3.17762085822922,1862,0.515695067264574,0.246636771300448,0.229284460908559,0.0083837005264184,"Proteasome",0.000347101700798334,0.000694203401596668,0.537874195573062,1.88098040744312,0,45,"ADRM1;IFNG;POMP;PSMB1;PSMC4;PSMD11;PSMD12;PSMB9;SEM1;PSMA7;PSMB7;PSMD7;PSME4;PSMD8;PSME2;PSMD14;PSMA6;PSMC3;PSMB3;PSMC5;PSMB2;PSMA4;PSMD2;PSME3;PSMD6;PSMC1;PSMF1;PSMD1",0.000694203401596668,0.0192530792585096,0.0385061585170192,0.000263431669017845,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,4.5,500,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ267",1656,84,413,4.91666666666667,737,919,3.17404282718449,1612,0.502415458937198,0.259661835748792,0.22463768115942,0.0132850241545894,"Proteasome",0.000347463516330785,0.000694927032661571,0.565448421362799,2.02351539183166,0,44,"ADRM1;PSMB1;POMP;PSMB9;PSMB3;PSMD12;PSMA7;PSMC3;PSMD7;PSME2;PSMB7;PSMD8;SEM1;PSME1;PSMC4;PSMC5;PSMD6;PSMA3;PSMA4;PSMB10;PSMB8;PSME3;PSMB2;PSMC1;PSMD2;PSMD11;PSMA2;PSMA5;PSMB5;PSMF1;PSMD3",0.000694927032661571,0.0192530792585096,0.0385061585170192,0.000263568884899415,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,4,0,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ258",1404,64,371,5.796875,606,798,2.967129712709,1588.5,0.494301994301994,0.262108262108262,0.228632478632479,0.014957264957265,"Proteasome",0.000665557404326123,0.00133111480865225,0.534203150813605,1.91053313860817,1,43,"PSMB1;POMP;ADRM1;PSMD12;PSMB9;PSMB3;PSMA7;PSMB7;PSMC3;PSMD7;PSMD8;SEM1;PSME2;PSME1;PSMA3;PSMA4;PSMC4;PSMC5;PSMD11;PSMD6;PSMB5;PSMB10;PSMA2;PSMB2;PSMB8;PSMF1;PSME3",0.00133111480865225,0.0192530792585096,0.0385061585170192,0.000364723028521005,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,5,0,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ274",1926,107,449,4.19626168224299,883,1043,3.34532121850454,1591.5,0.481827622014538,0.255451713395639,0.249221183800623,0.0134994807892004,"Proteasome",0.000675447483958122,0.00135089496791624,0.533287907896758,1.87783891413275,1,44,"ADRM1;POMP;PSMB1;PSMB9;PSMB3;PSMA7;PSMD12;PSMD7;PSMB7;PSMD8;PSMC3;PSME2;PSMC4;PSME1;PSMC5;SEM1;PSMA4;PSMB8;PSMC1;PSMD6;PSMA3;PSME3;PSMB10;PSMB2;PSMD3;PSMA2;PSMD11",0.00135089496791624,0.0192530792585096,0.0385061585170192,0.000367421081228211,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.4,5,500,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ435",5105,282,1194,4.23404255319149,2334,2771,3.17991631799163,1869,0.518511263467189,0.247600391772772,0.2256611165524,0.00822722820763957,"Proteasome",0.000677966101694915,0.00135593220338983,0.534869136146203,1.88572059605967,1,45,"ADRM1;IFNG;POMP;PSMB1;PSMC4;PSMD11;PSMD12;PSMB9;SEM1;PSMA7;PSMB7;PSMD7;PSME4;PSMD8;PSME2;PSMD14;PSMA6;PSMC3;PSMB3;PSMC5;PSMB2;PSMA4;PSMD2;PSME3;PSMD6;PSMC1;PSMF1;PSMD1",0.00135593220338983,0.0192530792585096,0.0385061585170192,0.000368105002318596,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,5,1000,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ278",1683,82,419,5.10975609756098,698,985,3.33333333333333,1695,0.534165181224005,0.28698752228164,0.164587046939988,0.0142602495543672,"Proteasome",0.000681663258350375,0.00136332651670075,0.548609799126709,1.94215911359851,1,44,"ADRM1;POMP;PSMB1;PSMB9;PSMD12;PSMA7;PSMD7;PSMB3;PSMD8;PSMC3;PSMB7;PSME2;PSMC4;PSMA8;SEM1;PSMC5;PSMA3;PSME1;PSMB8;PSMD11;PSMB10;PSMA4;PSMD6;PSMB2;PSME3;PSMD3",0.00136332651670075,0.0192530792585096,0.0385061585170192,0.000369106649507318,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,5,1000,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ277",1683,82,419,5.10975609756098,698,985,3.33333333333333,1695,0.534165181224005,0.28698752228164,0.164587046939988,0.0142602495543672,"Proteasome",0.000685166152792052,0.0013703323055841,0.548609799126709,1.93417562708359,1,44,"ADRM1;POMP;PSMB1;PSMB9;PSMD12;PSMA7;PSMD7;PSMB3;PSMD8;PSMC3;PSMB7;PSME2;PSMC4;PSMA8;SEM1;PSMC5;PSMA3;PSME1;PSMB8;PSMD11;PSMB10;PSMA4;PSMD6;PSMB2;PSME3;PSMD3",0.0013703323055841,0.0192530792585096,0.0385061585170192,0.000370053158380014,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.4,4.5,0,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ425",4643,250,1093,4.372,2128,2515,3.04097311139565,1870,0.516476416110274,0.246392418694809,0.228516045660134,0.00861511953478354,"Proteasome",0.000685871056241427,0.00137174211248285,0.530561179698077,1.86935860666025,1,45,"ADRM1;IFNG;PSMB1;POMP;PSMC4;PSMD12;PSMD11;PSMA7;SEM1;PSMB9;PSMB7;PSMD7;PSMD8;PSME4;PSMD14;PSME2;PSMB3;PSMC3;PSMA6;PSMD2;PSMC5;PSMB2;PSMD1;PSMF1;PSMA4;PSMC1;PSMD6",0.00137174211248285,0.0192530792585096,0.0385061585170192,0.000370243335425673,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.25,4.5,500,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ348",2837,148,683,4.61486486486486,1284,1553,3.10650887573965,1726,0.505111032781107,0.26083891434614,0.224180472329926,0.00986958054282693,"Proteasome",0.000693721817551162,0.00138744363510232,0.497752469825103,1.76618919275074,1,45,"ADRM1;PSMB1;POMP;PSMC4;PSMD12;IFNG;PSMA7;PSMD7;PSMB3;SEM1;PSMB9;PSME2;PSMB7;PSMD8;PSMD11;PSMC3;PSMC1;PSMB2;PSMA4;PSMF1;PSMD6;PSMD1;PSME4;PSMD2;PSME1;PSMC5;PSMB10",0.00138744363510232,0.0192530792585096,0.0385061585170192,0.000372354822069224,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.4,4.5,500,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ428",4614,247,1090,4.41295546558704,2108,2506,3.04392326954174,1873,0.518422193324664,0.247941048981361,0.225184221933247,0.00845253576072822,"Proteasome",0.000693721817551162,0.00138744363510232,0.538592597097858,1.90403256631876,1,45,"ADRM1;IFNG;PSMB1;POMP;PSMC4;PSMD12;PSMD11;PSMA7;SEM1;PSMB9;PSMD7;PSMB7;PSMD8;PSME4;PSME2;PSMD14;PSMB3;PSMC3;PSMA6;PSMD2;PSMD1;PSMB2;PSMC5;PSMF1;PSMA4;PSMD6;PSMC1",0.00138744363510232,0.0192530792585096,0.0385061585170192,0.000372354822069224,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.4,4.5,500,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ427",4618,247,1090,4.41295546558704,2111,2507,3.04374659606645,1874,0.51883932438285,0.247726288436553,0.224989172802079,0.00844521437851884,"Proteasome",0.000696621386276559,0.00139324277255312,0.526969003583196,1.85006878658586,1,45,"ADRM1;IFNG;PSMB1;POMP;PSMC4;PSMD12;PSMD11;PSMA7;SEM1;PSMB9;PSMB7;PSMD7;PSMD8;PSME4;PSME2;PSMD14;PSMB3;PSMC3;PSMA6;PSMD2;PSMC5;PSMB2;PSMD1;PSMF1;PSMA4;PSMC1;PSMD6",0.00139324277255312,0.0192530792585096,0.0385061585170192,0.000373131640288181,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,3,0,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ241",725,31,223,7.19354838709677,286,439,2.3778071334214,1527,0.452413793103448,0.268965517241379,0.263448275862069,0.0151724137931034,"Proteasome",0.0007097232079489,0.0014194464158978,0.506214595093584,1.83089814258549,1,43,"ADRM1;PSMB1;POMP;PSMD6;PSMA3;PSMD7;PSMD8;PSMD12;PSMA7;PSMB7;PSMC3;PSMB9;PSMA4;PSME2;PSMC4;PSMD2;PSMB3;PSMB10;PSMD11;PSMB2;SEM1;PSMD13;PSME1;PSMA2;PSMD4",0.0014194464158978,0.0192530792585096,0.0385061585170192,0.000376621693723821,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,4.5,1500,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ271",970,25,334,13.36,393,577,3.23638647234711,1993,0.610309278350516,0.327835051546392,0.0567010309278351,0.00515463917525773,"Proteasome",0.000918554807103491,0.00183710961420698,0.51266507553667,1.82403967887719,2,44,"POMP;PSMB1;PSMD7;PSME2;PSMB3;PSMB9;PSMA7;PSMD8;PSMC4;PSMB7;PSMB5;ADRM1;PSMD12;PSME1;PSMC3;PSMA3;PSMB2;PSMB8;PSMD11;PSMA4;PSMB10;PSMC5;PSMD4;PSMA8;PSMD6;PSME3;PSMA2",0.00183710961420698,0.0192530792585096,0.0385061585170192,0.000428418268557688,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,5,500,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ275",1900,105,446,4.24761904761905,866,1034,3.35552453887186,1599,0.487368421052632,0.258947368421053,0.240526315789474,0.0131578947368421,"Proteasome",0.000996677740863787,0.0018957345971564,0.524283458868286,1.84946487959285,2,44,"ADRM1;POMP;PSMB1;PSMB9;PSMB3;PSMA7;PSMD12;PSMD7;PSMB7;PSMC3;PSMD8;PSME2;PSMC4;PSME1;PSMC5;PSMA4;SEM1;PSMB8;PSMC1;PSMD6;PSME3;PSMA3;PSMB10",0.0018957345971564,0.0192530792585096,0.0385061585170192,0.00044624754886602,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,5,0,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ273",1926,107,449,4.19626168224299,883,1043,3.34532121850454,1591.5,0.481827622014538,0.255451713395639,0.249221183800623,0.0134994807892004,"Proteasome",0.00100200400801603,0.00200400801603206,0.533287907896758,1.88010549062648,2,44,"ADRM1;POMP;PSMB1;PSMB9;PSMB3;PSMA7;PSMD12;PSMD7;PSMB7;PSMD8;PSMC3;PSME2;PSMC4;PSME1;PSMC5;SEM1;PSMA4;PSMB8;PSMC1;PSMD6;PSMA3;PSME3;PSMB10;PSMB2;PSMD3;PSMA2;PSMD11",0.00200400801603206,0.0192530792585096,0.0385061585170192,0.000447437145526375,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.4,5,0,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ433",5133,285,1197,4.2,2353,2780,3.17725752508361,1864,0.516072472238457,0.246444574323008,0.229105786090006,0.00837716734852913,"Proteasome",0.00101214574898785,0.00202429149797571,0.527880717724733,1.85613062152699,2,45,"ADRM1;IFNG;POMP;PSMB1;PSMC4;PSMD11;PSMD12;SEM1;PSMB9;PSMA7;PSMB7;PSMD7;PSME4;PSMD8;PSMD14;PSME2;PSMA6;PSMC3;PSMB3;PSMC5;PSMB2;PSMA4;PSMD2;PSME3;PSMD6;PSMC1;PSMF1",0.00202429149797571,0.0192530792585096,0.0385061585170192,0.000449693520071317,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,3.5,500,"none","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ251",1045,51,307,6.01960784313725,434,611,2.70495214315439,1563,0.485167464114833,0.264114832535885,0.235406698564593,0.015311004784689,"Proteasome",0.00101971447994562,0.00203942895989123,0.508686662425813,1.82275972115055,2,43,"ADRM1;PSMD12;POMP;PSMB1;PSMC3;SEM1;PSMA7;PSMB7;PSMB3;PSMD8;PSMD7;PSMB9;PSME2;PSMA3;PSMA4;PSMB5;PSME1;PSMB10;PSMC4;PSMD11;PSME3;PSMD6;PSMC5;PSMD2;PSMD3;PSMA2",0.00203942895989123,0.0192530792585096,0.0385061585170192,0.000451370061551496,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.15,3.5,0,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ250",1065,53,309,5.83018867924528,447,618,2.69546590503392,1558,0.477934272300469,0.259154929577465,0.246948356807512,0.015962441314554,"Proteasome",0.00104785190359762,0.00209570380719525,0.51432776214707,1.84689362719865,2,43,"ADRM1;PSMD12;POMP;PSMB1;PSMC3;SEM1;PSMA7;PSMB7;PSMD8;PSMB3;PSMD7;PSME2;PSMB9;PSMA3;PSMA4;PSMC4;PSMB10;PSME1;PSMB5;PSMD11;PSME3;PSMD6;PSMC5;PSMD2;PSMA2",0.00209570380719525,0.0192530792585096,0.0385061585170192,0.000457548666260924,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
"within_sample",0.3,5,0,"sample_q99","Population + QC","filterByExpr",TRUE,"TMM","signed_sqrt_F","PQ394",3848,214,898,4.19626168224299,1763,2085,3.21744372523874,1780,0.505717255717256,0.252338877338877,0.232588357588358,0.00935550935550936,"Proteasome",0.00105969622041681,0.00211939244083363,0.497933199337252,1.76930218949429,2,45,"ADRM1;IFNG;PSMB1;POMP;PSMC4;PSMD12;PSMD11;PSMD7;SEM1;PSMB7;PSMB9;PSMA7;PSMC3;PSMB3;PSMD8;PSME2;PSMA4;PSMC1;PSMD2;PSME4;PSMD1;PSME3;PSMB2;PSMD6;PSMC5;PSMF1;PSMA6;PSMD14",0.00211939244083363,0.0192530792585096,0.0385061585170192,0.000460124605805264,FALSE,TRUE,TRUE,"relapse_up",5000,FALSE
