"compartment","pathway_id","pathway_name","gene_set_source","gene_set_id","pathway","linked_genes_n","linked_genes","ranked_genes_n","gene_set_size_total","tested","untested_reason","pval","padj","log2err","ES","NES","size","leadingEdge","direction"
"CNV_high_top50_candidate","hsa00190","Oxidative phosphorylation","KEGG","hsa00190","hsa00190 Oxidative phosphorylation",138,"ATP synthase subunit f;ATP12A;ATP4A;ATP4B;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MGL;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP6AP1;ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;ATP6V0C;ATP6V0D1;ATP6V0D2;ATP6V0E1;ATP6V0E2;ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2;ATP6V1D;ATP6V1E1;ATP6V1E2;ATP6V1F;ATP6V1FP2;ATP6V1G1;ATP6V1G2;ATP6V1G3;ATP6V1H;ATP8;COX1;COX10;COX11;COX15;COX17;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYC1;CYCS;CYTB;cytochrome c oxidase subunit NDUFA4-like;LHPP;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;PPA1;PPA2;SDHA;SDHB;SDHC;SDHD;TCIRG1;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ",104,138,TRUE,NA,6.48259540066465e-05,0.00331538450491135,0.538434096309916,0.442285878539441,1.8720716888661,104,"ATP5F1B;COX5A;NDUFC2;UQCRHL;NDUFA6;UQCRH;NDUFAB1;NDUFV2;PPA2;PPA1;NDUFA12;ATP6V0A4;CYC1;COX7A2L;ATP6V0E1;ATP5MC1;COX6C;NDUFB2;COX17;NDUFA9;COX4I1;ATP5PF;ATP5ME;ATP6V0A2;COX6A1;ATP5MG;ATP6V0D1;SDHB;NDUFB7;ATP5MC3;NDUFB9;NDUFS6;ATP5F1E;COX8A;UQCR11;COX7A2;ATP6V0C;ATP5F1A;NDUFS4;UQCRQ;ATP5F1C;ATP5PB;COX7B;ATP6V1G2;ATP6V1G1;ATP5MC2;NDUFA13;NDUFB11;SDHC","relapse_up"
"Cycling_TALL_blast_like","hsa00190","Oxidative phosphorylation","KEGG","hsa00190","hsa00190 Oxidative phosphorylation",138,"ATP synthase subunit f;ATP12A;ATP4A;ATP4B;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MGL;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP6AP1;ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;ATP6V0C;ATP6V0D1;ATP6V0D2;ATP6V0E1;ATP6V0E2;ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2;ATP6V1D;ATP6V1E1;ATP6V1E2;ATP6V1F;ATP6V1FP2;ATP6V1G1;ATP6V1G2;ATP6V1G3;ATP6V1H;ATP8;COX1;COX10;COX11;COX15;COX17;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYC1;CYCS;CYTB;cytochrome c oxidase subunit NDUFA4-like;LHPP;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;PPA1;PPA2;SDHA;SDHB;SDHC;SDHD;TCIRG1;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ",105,138,TRUE,NA,0.975746268656716,1,0.0436251240000606,0.168445125699349,0.721868148518623,105,"COX7A2L;NDUFV2;PPA2;ATP6V1G1;ATP6V0D1;ATP5ME;NDUFC2;PPA1;ATP6V0C;ATP6V0A4;ATP6V0A2;SDHB;ATP6V0E1;UQCRH;UQCR11;ATP5F1B;NDUFAB1;COX6C;ATP5F1E;NDUFB9;COX4I1;COX7A2;ATP5MG;NDUFA12;NDUFA13;COX7C;NDUFA6;ATP5MC2;COX17;ATP5F1A;ATP6V1H;UQCRHL;UQCRB;NDUFV3;ATP6AP1;NDUFS4;CYCS;UQCRFS1;ATP6V0E2;NDUFS5","relapse_up"
"Quiescent_CD44_high_TALL_like","hsa00190","Oxidative phosphorylation","KEGG","hsa00190","hsa00190 Oxidative phosphorylation",138,"ATP synthase subunit f;ATP12A;ATP4A;ATP4B;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MGL;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP6AP1;ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;ATP6V0C;ATP6V0D1;ATP6V0D2;ATP6V0E1;ATP6V0E2;ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2;ATP6V1D;ATP6V1E1;ATP6V1E2;ATP6V1F;ATP6V1FP2;ATP6V1G1;ATP6V1G2;ATP6V1G3;ATP6V1H;ATP8;COX1;COX10;COX11;COX15;COX17;COX2;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CYC1;CYCS;CYTB;cytochrome c oxidase subunit NDUFA4-like;LHPP;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;PPA1;PPA2;SDHA;SDHB;SDHC;SDHD;TCIRG1;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ",101,138,TRUE,NA,7.34784622825463e-06,0.00011050083924069,0.610526878385931,0.467404279744543,1.97753398851058,101,"PPA2;SDHB;NDUFB2;NDUFC2;NDUFB6;NDUFV2;COX4I1;TCIRG1;NDUFA6;NDUFAB1;ATP6V0B;ATP6V0D1;NDUFA12;NDUFB9;NDUFB3;COX7A2;SDHC;ATP6V0E1;CYC1;COX8A;NDUFA10;ATP5ME;LHPP;SDHD;COX17;ATP5MG;NDUFA9;UQCRB;COX6C;UQCR11;NDUFB11;PPA1;NDUFA8;ATP5PD;UQCR10;ATP6V0C;ATP5F1D;NDUFB1;ATP5F1E;NDUFV3;NDUFA2;SDHA;COX5B;COX7B;NDUFS5;UQCRHL;ATP6V1E1;ATP6V0E2;COX7C;NDUFC1;COX10;UQCRH;ATP6V1F;CYCS;UQCRQ","relapse_up"
"broad_T_lineage_candidate_malignant","hsa03050","Proteasome","KEGG","hsa03050","hsa03050 Proteasome",46,"ADRM1;IFNG;POMP;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSMD9;PSME1;PSME2;PSME3;PSME4;PSMF1;SEM1",45,46,TRUE,NA,0.0336888518471042,0.303199666623938,0.321775918075361,0.429746350345193,1.51585721470949,45,"ADRM1;IFNG;POMP;PSMD11;PSMB1;PSMA6;PSMA7;PSMD12;PSME3;PSME4;SEM1;PSMC5;PSMB7;PSMB9;PSMC4;PSME2;PSMA5;PSMA4;PSMD7;PSMB2;PSMC3;PSMD14;PSMD1;PSMA3;PSMD2;PSME1;PSMD6;PSMC1;PSMA8;PSMB3;PSMA1;PSMD8","relapse_up"
"CNV_high_top25_candidate","hsa03050","Proteasome","KEGG","hsa03050","hsa03050 Proteasome",46,"ADRM1;IFNG;POMP;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSMD9;PSME1;PSME2;PSME3;PSME4;PSMF1;SEM1",44,46,TRUE,NA,0.0181870601426723,0.108814105599378,0.352487857583619,0.415826014095646,1.52779981316517,44,"ADRM1;PSMB1;PSMC5;PSME2;POMP;PSMB9;PSMD8;PSMA7;PSMD11;PSME4;PSMD12;PSMC3;PSMB3;PSMB7;SEM1;PSMD2;PSMD7;PSMC4;PSMA4;PSMA8;PSMC1;PSMB2","relapse_up"
"CNV_high_top50_candidate","hsa03050","Proteasome","KEGG","hsa03050","hsa03050 Proteasome",46,"ADRM1;IFNG;POMP;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSMD9;PSME1;PSME2;PSME3;PSME4;PSMF1;SEM1",45,46,TRUE,NA,0.00505964548620202,0.082334231093651,0.407017918923954,0.471962632922311,1.72111338781114,45,"ADRM1;POMP;PSMD11;PSMB1;PSME2;PSMB7;PSMA7;PSMC3;PSMB9;PSME4;PSMC5;PSMC4;PSMD8;PSMD7;PSME3;PSMD12;PSMA6;IFNG;PSMA8;SEM1;PSMD14;PSMA4;PSMB2;PSMD2","relapse_up"
"Cycling_TALL_blast_like","hsa03050","Proteasome","KEGG","hsa03050","hsa03050 Proteasome",46,"ADRM1;IFNG;POMP;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSMD9;PSME1;PSME2;PSME3;PSME4;PSMF1;SEM1",44,46,TRUE,NA,1,1,0.0427591434738678,0.120451422474936,0.430015217463972,44,"PSMD12;PSMA8;PSME4;ADRM1;POMP;PSMB1;PSMD11;PSMB9;PSMA3;PSMD6;PSMD7","relapse_up"
"Quiescent_CD44_high_TALL_like","hsa03050","Proteasome","KEGG","hsa03050","hsa03050 Proteasome",46,"ADRM1;IFNG;POMP;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSMD9;PSME1;PSME2;PSME3;PSME4;PSMF1;SEM1",44,46,TRUE,NA,0.0161779088401492,0.0861162532106404,0.352487857583619,0.429191149028419,1.55869135101109,44,"IFNG;ADRM1;PSMB5;PSMB9;PSMA7;PSMB1;PSMC1;PSME4;PSMA3;PSMB8;POMP;PSMB2;PSMD12;PSMD11;PSMC4;PSME2;PSME1;PSMD14;SEM1;PSMC5;PSMB10;PSME3;PSMB4","relapse_up"
"broad_T_lineage_candidate_malignant","hsa04714","Thermogenesis","KEGG","hsa04714","hsa04714 Thermogenesis",235,"ACSL1;ACSL3;ACSL4;ACSL5;ACSL6;ACTB;ACTG1;ACTL6A;ACTL6B;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY6;ADCY7;ADCY8;ADCY9;ADRB3;AKT1S1;ARID1A;ARID1B;ATF2;ATP synthase subunit f;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MGL;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP8;BMP8A;BMP8B;CNR1;COA1;COA3;COA4;COA5;COA6;COA7;COX1;COX10;COX11;COX14;COX15;COX16;COX17;COX18;COX19;COX2;COX20;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CPT1A;CPT1B;CPT1C;CPT2;CREB1;CREB3;CREB3L1;CREB3L2;CREB3L3;CREB3L4;CREB5;CYC1;CYTB;cytochrome c oxidase subunit NDUFA4-like;DPF1;DPF3;FGF21;FGFR1;FRS2;GCG;GNAS;GRB2;HRAS;KDM1A;KDM3A;KDM3B;KLB;KRAS;LIPE;MAP2K3;MAP3K5;MAPK11;MAPK12;MAPK13;MAPK14;MGLL;MLST8;MTOR;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFAF1;NDUFAF2;NDUFAF3;NDUFAF4;NDUFAF5;NDUFAF6;NDUFAF7;NDUFAF8;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;NPPA;NPPB;NPR1;NRAS;PLIN1;PNPLA2;PPARG;PPARGC1A;PRDM16;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKACA;PRKACB;PRKACG;PRKAG1;PRKAG2;PRKAG3;PRKG1;PRKG2;RHEB;RPS6;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA6;RPS6KB1;RPS6KB2;RPTOR;SDHA;SDHB;SDHC;SDHD;SIRT6;SLC25A20;SLC25A29;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1;SOS1;SOS2;TSC1;TSC2;UCP1;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ;ZNF516",183,235,TRUE,NA,0.00853628974974369,0.146336395709892,0.380730400722792,0.318021729625681,1.42440964899134,183,"NDUFAF8;CPT1A;UQCRHL;ATP5F1B;UQCRH;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;COX7A2L;SMARCD3;ACTG1;COX5A;COX6C;GRB2;RPS6KB1;CPT2;SLC25A29;CREB3L3;SMARCC1;ATP5MC1;CYC1;SMARCD2;DPF3;COX4I1;SLC25A20;SDHB;NDUFAF6;NDUFA12;ATP5MC3;ATP5ME;RPS6;NDUFA9;ADCY6;ATP5MG;COX16;ACSL5;MAP2K3;ATP5PF;NDUFS6;NDUFAF4;ATP5F1E;ACTB;COX17;NDUFB7;COX6A1;UQCR11;NDUFB9;NDUFB2;NDUFA13;COX7A2;UQCRQ;COX7C;COA4;ATP5F1A;SDHC;ATP5MC2;ADCY7;ACSL4;ATP5F1C;RPS6KA3;NDUFAF5;PRKAB1;GNAS;NDUFB3;COX11;COA1;COA3;KRAS;UQCRB;COX7B;NDUFS4;NDUFA8;COX8A;NDUFS3;SMARCE1;ATP5PB;NDUFB11;ARID1B;ATP5MF;NDUFA11","relapse_up"
"CNV_high_top25_candidate","hsa04714","Thermogenesis","KEGG","hsa04714","hsa04714 Thermogenesis",235,"ACSL1;ACSL3;ACSL4;ACSL5;ACSL6;ACTB;ACTG1;ACTL6A;ACTL6B;ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY6;ADCY7;ADCY8;ADCY9;ADRB3;AKT1S1;ARID1A;ARID1B;ATF2;ATP synthase subunit f;ATP5F1A;ATP5F1B;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5MC2;ATP5MC3;ATP5ME;ATP5MF;ATP5MG;ATP5MGL;ATP5PB;ATP5PD;ATP5PF;ATP5PO;ATP6;ATP8;BMP8A;BMP8B;CNR1;COA1;COA3;COA4;COA5;COA6;COA7;COX1;COX10;COX11;COX14;COX15;COX16;COX17;COX18;COX19;COX2;COX20;COX3;COX4I1;COX4I2;COX5A;COX5B;COX6A1;COX6A2;COX6B1;COX6B2;COX6C;COX7A1;COX7A2;COX7A2L;COX7B;COX7B2;COX7C;COX8A;COX8C;COXFA4;COXFA4L2;CPT1A;CPT1B;CPT1C;CPT2;CREB1;CREB3;CREB3L1;CREB3L2;CREB3L3;CREB3L4;CREB5;CYC1;CYTB;cytochrome c oxidase subunit NDUFA4-like;DPF1;DPF3;FGF21;FGFR1;FRS2;GCG;GNAS;GRB2;HRAS;KDM1A;KDM3A;KDM3B;KLB;KRAS;LIPE;MAP2K3;MAP3K5;MAPK11;MAPK12;MAPK13;MAPK14;MGLL;MLST8;MTOR;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA10;NDUFA11;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFAB1;NDUFAF1;NDUFAF2;NDUFAF3;NDUFAF4;NDUFAF5;NDUFAF6;NDUFAF7;NDUFAF8;NDUFB1;NDUFB10;NDUFB11;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFC1;NDUFC2;NDUFC2-KCTD14;NDUFS1;NDUFS2;NDUFS3;NDUFS4;NDUFS5;NDUFS6;NDUFS7;NDUFS8;NDUFV1;NDUFV2;NDUFV3;NPPA;NPPB;NPR1;NRAS;PLIN1;PNPLA2;PPARG;PPARGC1A;PRDM16;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKACA;PRKACB;PRKACG;PRKAG1;PRKAG2;PRKAG3;PRKG1;PRKG2;RHEB;RPS6;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA6;RPS6KB1;RPS6KB2;RPTOR;SDHA;SDHB;SDHC;SDHD;SIRT6;SLC25A20;SLC25A29;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCD3;SMARCE1;SOS1;SOS2;TSC1;TSC2;UCP1;UQCR10;UQCR11;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;UQCRHL;UQCRQ;ZNF516",173,235,TRUE,NA,0.00146278505578782,0.0215151301955458,0.45505986738723,0.333600689072986,1.54390894123201,173,"DPF3;NDUFAF8;COX5A;ACTB;NDUFC2;ATP5F1B;ACTG1;UQCRHL;CPT1A;NDUFA6;NDUFAB1;NDUFA9;MAP2K3;NDUFA12;CYC1;UQCRH;GRB2;RPS6KB1;SMARCC1;GNAS;COX6A1;SMARCD3;NDUFAF6;COX7A2L;COX8A;ACTL6A;CREB3L3;COX6C;NDUFV2;SMARCD2;SIRT6;NRAS;ATP5PF;ADCY7;COX4I1;PRKAB1;ACSL5;ATP5MC1;RPS6;NDUFB7;RPS6KA3;PRKAG2;NDUFB6;ATP5F1C;ATP5MG;SLC25A29;NDUFB9;ATP5MC3;ATP5F1A;NDUFS3;SLC25A20;COX7B;NDUFAF2;SDHB;COX17;ATP5F1E;COX16;NDUFB2;NDUFS8;COX19;PNPLA2;UQCR11;ATP5PB;NDUFA8;NDUFB11","relapse_up"
