"analysis_role","cell_population","HTO_filter","mitochondrial_RNA_filter","lower_feature_filter","additional_feature_floor","upper_feature_cap","patients_n","cells_n","minimum_cells_in_one_sample","pseudobulk_design","GSEA_rank","pathway_collection","multiple_testing"
"Fixed secondary analysis","Candidate malignant T-lineage cells; CNV-high top 25% within each sample","Singlets only","percent.mt < 5% (source-paper QC)","Sample-specific source-paper thresholds: M104/M127 >=200; M143/M148 >=300; M187/M187r >=90","None","None",3,3210,179,"~ patient_pair + condition_simple","sign(logFC) * sqrt(F)","Complete KEGG collection used in the primary analysis","BH FDR across all tested KEGG pathways"
