"source","compartment","gene_set","tested","NES","padj","direction","leadingEdge","ranked_genes_n","note"
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial RNA catabolic process",FALSE,NA,NA,"untested","",6,""
"GO_BP","CNV_high_top25_candidate","mitochondrial RNA metabolic process",TRUE,0.57409725269736,1,"relapse_up","PNPT1;SLC25A33;TWNK;TFAM",49,""
"GO_BP","CNV_high_top50_candidate","mitochondrial RNA metabolic process",TRUE,1.12456305516533,0.630756093467724,"relapse_up","TWNK;PNPT1;TFAM;SLC25A33;PUS1;TRIT1;TRMT5;TARS2;MTERF3;THAP11;CDK5RAP1;SLIRP;TFB2M;LRPPRC;MRPL12;AARS2;TBRG4;TRMT10C;SUPV3L1",51,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial RNA metabolic process",TRUE,1.0381733295263,0.648947343249318,"relapse_up","SLC25A33;MTERF1;TWNK;PNPT1;TFB2M;PPARGC1B;TRIT1",51,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial RNA metabolic process",TRUE,1.07520419553284,0.658614122366811,"relapse_up","CHCHD10;TARS2;CDK5RAP1;SLIRP;PNPT1;SARS2;TFAM;THAP11;SUPV3L1;PUS1;MRPL12;TRMT10C;MTERF3;TFB2M;MTERF4;FOXO3;MTRES1;TBRG4",43,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial RNA metabolic process",TRUE,1.28922265625231,0.526541216403715,"relapse_up","TWNK;PNPT1;SLC25A33;PPARGC1B;TFAM;TRMT5;MRPL12;TRIT1;LRPPRC;SUPV3L1;SLIRP;TARS2;ELAC2;PUS1;CDK5RAP1;TFB2M;MTERF3",51,""
"GO_BP","CNV_high_top25_candidate","mitochondrial RNA modification",FALSE,NA,NA,"untested","",8,""
"GO_BP","CNV_high_top50_candidate","mitochondrial RNA modification",FALSE,NA,NA,"untested","",9,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial RNA modification",FALSE,NA,NA,"untested","",9,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial RNA modification",FALSE,NA,NA,"untested","",8,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial RNA modification",FALSE,NA,NA,"untested","",9,""
"GO_BP","CNV_high_top25_candidate","mitochondrial RNA processing",TRUE,-0.844640475561198,0.889601993400229,"relapse_down","PRORP;FASTKD1;FASTK;TRNT1;FASTKD5",21,""
"GO_BP","CNV_high_top50_candidate","mitochondrial RNA processing",TRUE,1.05697396341494,0.71684343345498,"relapse_up","PNPT1;FASTKD3;PUS1;TRIT1;TRMT5;MTPAP;CDK5RAP1;FASTKD2;TBRG4;TRMT10C;SUPV3L1",23,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial RNA processing",TRUE,0.791755667497287,0.878529451623301,"relapse_up","PNPT1;TRIT1;FASTKD2;MTPAP;SUPV3L1;ANGEL2;TRMT10C;TRMT5;CDK5RAP1",23,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial RNA processing",TRUE,1.11445529732279,0.629115710253998,"relapse_up","CDK5RAP1;PNPT1;SUPV3L1;PUS1;TRMT10C;FASTKD2;FASTKD5",20,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial RNA processing",TRUE,1.0810907653679,0.707706750789365,"relapse_up","PNPT1;TRMT5;FASTKD3;TRIT1;FASTKD2;SUPV3L1;MTPAP;ELAC2;PUS1;CDK5RAP1",23,""
"GO_BP","CNV_high_top25_candidate","mitochondrial RNA surveillance",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial RNA surveillance",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial RNA surveillance",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial RNA surveillance",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial RNA surveillance",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial S-adenosyl-L-methionine transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial S-adenosyl-L-methionine transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial S-adenosyl-L-methionine transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial S-adenosyl-L-methionine transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial S-adenosyl-L-methionine transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial alanyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial alanyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial alanyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial alanyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",0,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial alanyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial alpha-ketoglutarate transmembrane transport",FALSE,NA,NA,"untested","",0,""
"GO_BP","CNV_high_top50_candidate","mitochondrial alpha-ketoglutarate transmembrane transport",FALSE,NA,NA,"untested","",0,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial alpha-ketoglutarate transmembrane transport",FALSE,NA,NA,"untested","",0,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial alpha-ketoglutarate transmembrane transport",FALSE,NA,NA,"untested","",0,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial alpha-ketoglutarate transmembrane transport",FALSE,NA,NA,"untested","",0,""
"GO_BP","CNV_high_top25_candidate","mitochondrial asparaginyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial asparaginyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial asparaginyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial asparaginyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",0,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial asparaginyl-tRNA aminoacylation",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial calcium ion homeostasis",TRUE,0.694252143260744,0.976654462174555,"relapse_up","C19orf12;AFG3L2;PDZD8;MCUB;MCUR1;MICU2;BNIP3",19,""
"GO_BP","CNV_high_top50_candidate","mitochondrial calcium ion homeostasis",TRUE,0.789350073560034,0.903088966016136,"relapse_up","C19orf12;BNIP3;PDZD8;AFG3L2;MCUR1;MICU3",19,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial calcium ion homeostasis",TRUE,0.775506432245282,0.880251393651533,"relapse_up","MICU2;C19orf12;ATP2A1;PDZD8",20,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial calcium ion homeostasis",TRUE,0.993231129282572,0.755998624104816,"relapse_up","MCUB;AFG3L2;BNIP3;PDZD8;C19orf12;MICU2;MAIP1;MCUR1;SMDT1",15,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial calcium ion homeostasis",TRUE,0.87527722661162,0.861564376270259,"relapse_up","ATP2A1;PDZD8;AFG3L2;MICU3;C19orf12;BNIP3",20,""
"GO_BP","CNV_high_top25_candidate","mitochondrial calcium ion transmembrane transport",TRUE,0.721424916546723,0.964656824139269,"relapse_up","VDAC1;AFG3L2;HSPA9;GHITM;MCUB;MCUR1",21,""
"GO_BP","CNV_high_top50_candidate","mitochondrial calcium ion transmembrane transport",TRUE,0.742026482578847,0.937432190957373,"relapse_up","VDAC1;HSPA9;AFG3L2;MCUR1;MICU3",21,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial calcium ion transmembrane transport",TRUE,0.842371549520821,0.825209255817866,"relapse_up","MICU2;HSPA9;ITPR1;LETM2;PSEN2;SMDT1;MICU3;VDAC1",22,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial calcium ion transmembrane transport",TRUE,0.828693773052211,0.911667600001374,"relapse_up","MCUB;VDAC1;SELENON",18,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial calcium ion transmembrane transport",TRUE,0.811533296888331,0.892243646596371,"relapse_up","VDAC1;PSEN2;HSPA9;AFG3L2;MICU3",22,""
"GO_BP","CNV_high_top25_candidate","mitochondrial citrate transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial citrate transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial citrate transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial citrate transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial citrate transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial coenzyme A transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial coenzyme A transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial coenzyme A transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial coenzyme A transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial coenzyme A transmembrane transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial cytochrome c oxidase assembly",TRUE,0.905195485680415,0.849578870250173,"relapse_up","SCO2;SMIM20;TACO1;PET117;STMP1;COX17;COX16;COX19",22,""
"GO_BP","CNV_high_top50_candidate","mitochondrial cytochrome c oxidase assembly",TRUE,1.19312460912011,0.617641425296438,"relapse_up","SCO2;SMIM20;TACO1;FASTKD3;COX17;STMP1;COX19;COA1;COX16;COA3;COA4;PET117",23,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial cytochrome c oxidase assembly",TRUE,0.906237184323918,0.786084129109405,"relapse_up","SCO2;STMP1;TACO1;COX19;PET117;COX16;COA4;COX17;TMEM223;SURF1;COX20;SMIM20",23,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial cytochrome c oxidase assembly",TRUE,1.12133206535245,0.605950118304177,"relapse_up","SCO2;TIMM21;TACO1;COX17;COA3;SMIM20;COX16;COA4;COX14;TMEM223;COX19;PET100",21,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial cytochrome c oxidase assembly",TRUE,1.46494719762021,0.438024494672906,"relapse_up","SCO2;TACO1;SMIM20;STMP1;COX16;FASTKD3;COX17;COA4;TMEM223;COA1;COA3;PET117",23,""
"GO_BP","CNV_high_top25_candidate","mitochondrial depolarization",TRUE,-0.488799316224013,1,"relapse_down","TSPO",15,""
"GO_BP","CNV_high_top50_candidate","mitochondrial depolarization",TRUE,0.805076968959084,0.895869208904749,"relapse_up","GCLM;BCL2;GCLC;ABCD1;PPIF;P2RX7;SRC;IFI6",16,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial depolarization",TRUE,0.87166102164171,0.813718880330117,"relapse_up","BCL2;ABCD1",17,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial depolarization",TRUE,0.661506606811292,1,"relapse_up","BCL2;CDKN2A",12,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial depolarization",TRUE,0.878801858341264,0.859258871375958,"relapse_up","GCLM;BCL2;ABCD1;CDKN2A",18,""
"GO_BP","CNV_high_top25_candidate","mitochondrial double-strand break repair",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial double-strand break repair",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial double-strand break repair",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial double-strand break repair",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial double-strand break repair",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial double-strand break repair via homologous recombination",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial double-strand break repair via homologous recombination",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial double-strand break repair via homologous recombination",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial double-strand break repair via homologous recombination",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial double-strand break repair via homologous recombination",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial electron transport, NADH to ubiquinone",TRUE,1.38380147784325,0.35034879858266,"relapse_up","NDUFC2;DNAJC15;NDUFA6;NDUFAB1;NDUFA9;NDUFA4;NDUFV2;PARK7;NDUFB7;NDUFB6;NDUFB9;ISCU;NDUFS3;NDUFB2;NDUFS8;NDUFA8;NDUFA1;DLD",42,""
"GO_BP","CNV_high_top50_candidate","mitochondrial electron transport, NADH to ubiquinone",TRUE,1.21646956758379,0.552389449618023,"relapse_up","DNAJC15;NDUFC2;NDUFA6;NDUFAB1;NDUFV2;NDUFB2;NDUFA4;NDUFA9;NDUFB7;NDUFB9;NDUFS6",42,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial electron transport, NADH to ubiquinone",TRUE,-0.600373525393769,0.996423135660444,"relapse_down","NDUFB6;SNCA;COQ9;NDUFV1",42,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial electron transport, NADH to ubiquinone",TRUE,1.64200659894138,0.0511987591841003,"relapse_up","NDUFB2;NDUFC2;NDUFB6;NDUFV2;ISCU;NDUFA6;NDUFAB1;NDUFB9;NDUFB3;NDUFA10;NDUFA9;NDUFA8;NDUFA4;NDUFB1;NDUFV3;NDUFA2;PARK7;NDUFS5",41,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial electron transport, NADH to ubiquinone",TRUE,1.43103686020027,0.437784743991641,"relapse_up","DNAJC15;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;NDUFA9;NDUFA4;NDUFS6;NDUFB7;NDUFB9;NDUFB2;NDUFB3;NDUFS4;NDUFA8;NDUFS3;PARK7;NDUFS8;ISCU;NDUFV3;NDUFS5",42,""
"GO_BP","CNV_high_top25_candidate","mitochondrial electron transport, cytochrome c to oxygen",TRUE,1.82115447455868,0.064569859605739,"relapse_up","COX5A;NDUFA4;COX6A1;COX7A2L;COX8A;COX6C;COX4I1",13,""
"GO_BP","CNV_high_top50_candidate","mitochondrial electron transport, cytochrome c to oxygen",TRUE,1.56088489040727,0.355748429190764,"relapse_up","COX5A;COX7A2L;COX6C;NDUFA4;COX4I1;COX6A1;COX8A;COX7A2",14,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial electron transport, cytochrome c to oxygen",TRUE,-0.509547310935104,0.997811714824121,"relapse_down","AFG1L",14,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial electron transport, cytochrome c to oxygen",TRUE,1.5258146903871,0.185320336352276,"relapse_up","COX4I1;COX7A2;COX8A;COX6C;NDUFA4;COX5B;COX7B;COX7C;CYCS;COX6A1;COX6B1",13,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial electron transport, cytochrome c to oxygen",TRUE,1.59885650824692,0.227304191384081,"relapse_up","COX7A2L;COX5A;COX6C;COX4I1;NDUFA4;COX6A1;COX7A2;COX7C;COX7B;COX8A",14,""
"GO_BP","CNV_high_top25_candidate","mitochondrial electron transport, succinate to ubiquinone",FALSE,NA,NA,"untested","",5,""
"GO_BP","CNV_high_top50_candidate","mitochondrial electron transport, succinate to ubiquinone",FALSE,NA,NA,"untested","",5,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial electron transport, succinate to ubiquinone",FALSE,NA,NA,"untested","",5,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial electron transport, succinate to ubiquinone",FALSE,NA,NA,"untested","",5,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial electron transport, succinate to ubiquinone",FALSE,NA,NA,"untested","",5,""
"GO_BP","CNV_high_top25_candidate","mitochondrial electron transport, ubiquinol to cytochrome c",TRUE,1.46862927579565,0.365565722493198,"relapse_up","UQCRHL;CYC1;UQCRH",12,""
"GO_BP","CNV_high_top50_candidate","mitochondrial electron transport, ubiquinol to cytochrome c",TRUE,1.25059980318873,0.575637652403957,"relapse_up","UQCRHL;UQCRH;CYC1",12,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial electron transport, ubiquinol to cytochrome c",TRUE,-0.531799701381956,0.996305672321523,"relapse_down","UQCRC1;UQCR10;UQCRC2;CYC1;UQCRQ;UQCC3;UQCRFS1;CYCS;UQCRB;UQCRHL;UQCR11;UQCRH",12,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial electron transport, ubiquinol to cytochrome c",TRUE,0.956260382393672,0.793523450336895,"relapse_up","CYC1;UQCRB;UQCR11;UQCR10;UQCRHL;UQCRH;CYCS;UQCRQ",12,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial electron transport, ubiquinol to cytochrome c",TRUE,1.5338941758439,0.436056919707908,"relapse_up","UQCRHL;UQCRH;CYC1;UQCR11;UQCRQ;UQCC3",12,""
"GO_BP","CNV_high_top25_candidate","mitochondrial fission",TRUE,1.32611546456233,0.419894985863482,"relapse_up","SPIRE1;MTFP1;RALA;MTFR1L;MUL1",31,""
"GO_BP","CNV_high_top50_candidate","mitochondrial fission",TRUE,1.18025185671458,0.605125861437033,"relapse_up","SPIRE1;RALA;BNIP3;MTFP1;MUL1;MTFR1L",33,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial fission",TRUE,0.787606820156677,0.91992800451132,"relapse_up","SPIRE1;RALA;MUL1",33,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial fission",TRUE,0.879625017438148,0.863437939533954,"relapse_up","MTFP1;RALA",24,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial fission",TRUE,0.765401874549508,0.937503377648076,"relapse_up","SPIRE1;RALA;MTFP1;MUL1;MTFR1L;BNIP3;RALBP1",36,""
"GO_BP","CNV_high_top25_candidate","mitochondrial fragmentation involved in apoptotic process",FALSE,NA,NA,"untested","",6,""
"GO_BP","CNV_high_top50_candidate","mitochondrial fragmentation involved in apoptotic process",FALSE,NA,NA,"untested","",6,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial fragmentation involved in apoptotic process",FALSE,NA,NA,"untested","",6,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial fragmentation involved in apoptotic process",FALSE,NA,NA,"untested","",6,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial fragmentation involved in apoptotic process",FALSE,NA,NA,"untested","",6,""
"GO_BP","CNV_high_top25_candidate","mitochondrial fusion",TRUE,1.05163043267751,0.706487642327606,"relapse_up","MTCH2;TFRC;BAX;AFG3L2;MUL1;FUNDC1;MFN2;MIGA2;PARL;BCL2A1;BNIP3;HUWE1;ZDHHC6;OPA1;BAK1",30,""
"GO_BP","CNV_high_top50_candidate","mitochondrial fusion",TRUE,1.12088146240733,0.673794472620298,"relapse_up","MTCH2;TFRC;FUNDC1;BNIP3;MUL1;BAX;BCL2A1;AFG3L2;PARL;HUWE1;MFN2;OPA1;BAK1;YME1L1",30,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial fusion",TRUE,0.973887821641422,0.712668080723946,"relapse_up","TFRC;BCL2A1;MUL1;YME1L1;MFN1;PLD6;HUWE1;BAK1;MTCH2;FUNDC1;PARL;USP30",31,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial fusion",TRUE,1.10107608861056,0.620307254995465,"relapse_up","BCL2A1;AFG3L2;BNIP3;FUNDC1;ZDHHC6;BAX;BAK1;PARL;MTCH2;MIGA1",23,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial fusion",TRUE,1.18240307105217,0.630241139141217,"relapse_up","TFRC;BCL2A1;FUNDC1;PLD6;MTCH2;MUL1;BAX;AFG3L2;PARL;BNIP3;HUWE1",32,""
"GO_BP","CNV_high_top25_candidate","mitochondrial gene expression",TRUE,0.954087448834262,0.840064295760498,"relapse_up","MRPL15;MRPS2;MRPS18A;MRPL37;PNPT1;MPV17L2;SLC25A33;TWNK;TFAM;MRPS7;MRPS6;MRPL1;MRPL33;MRPL36;AURKAIP1;TRUB2;MRPL24;CDK5RAP1;MRPL20;MRPL54;TACO1;MRPL27;TBRG4;MRPL11;MTERF3;THAP11;MRPL47;MRPL58;ALKBH1;MTG2;MRPL3;MRPL49;MRPL14;SARS2;MRPS30;MRPL51;MRPS23;MRPS35;MRPL21;LARS2;TRIT1",163,""
"GO_BP","CNV_high_top50_candidate","mitochondrial gene expression",TRUE,1.25840866914491,0.3839868628469,"relapse_up","TWNK;MRPL15;MRPS18A;MRPS2;PNPT1;MRPL20;TFAM;MRPL11;MRPL3;MRPL36;MPV17L2;MRPS6;AURKAIP1;TACO1;FASTKD3;MRPS23;MRPL58;SLC25A33;MRPS7;PUS1;MRPL33;TRIT1;TRMT5;MRPL54;TARS2;MTPAP;MRPL1;MRPL14;MRPL37;MTERF3;TRUB2;MRPS17;THAP11;MRPL47;CDK5RAP1;MRPS30;TFB2M;MRPL13;LRPPRC;MRPL12;MRPL53;FASTKD2;AARS2;MRPS15;TBRG4;MRPL40;TRMT10C;MRPL39;MRPL21;SUPV3L1;MRPS10;MRPL49;MRPL57;MRPL17;PPARGC1B;MRPL42;MRPS12",166,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial gene expression",TRUE,0.709339961956097,0.997811714824121,"relapse_up","SLC25A33;MTERF1;TWNK;PNPT1;TFB2M;MRPL20;PPARGC1B;MRPL54;MRPS17;TRIT1;TACO1;MRPS7;MRPL3;MRPL15;MRPS35;MRPL47;ALKBH1;MRPS18A;PRKAA1;MRPL36;MRPS30;KANSL1;FASTKD2;MRPS23;NSUN3;MRPL33;TFAM;MTERF4;LARS2;AURKAIP1;MALSU1;GFM1;MRPS2;LRPPRC;MRPL40;MTPAP;MRPS22;TEFM;MRPL57;SUPV3L1;PTCD3;ANGEL2;MRPS10;TRMT10C;MRPL45;MRPL1;TRUB2;TRMT5;CDK5RAP1;MRPS6;MTRES1;MRPL58;MRPL35;MRPL53",166,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial gene expression",TRUE,1.46877864739705,0.0422033801691467,"relapse_up","MRPL39;CHCHD10;MRPL13;TARS2;CDK5RAP1;MRPL10;MRPL58;MRPL33;PNPT1;SARS2;MRPL47;MRPS35;TFAM;MRPS23;MRPL41;MRPL51;THAP11;SUPV3L1;MRPS33;MRPL50;MRPL54;MRPS18A;MRPL3;TACO1;MRPS7;MRPL20;IARS2;PUS1;SHMT2;MRPL12;AURKAIP1;MRPL49;COA3;MRPL11;MRPL36;OXA1L;MRPL35;MRPL9;MRPS28;MRPL21;MRPS22;TRMT10C;FASTKD2;FASTKD5;MRPS12;MTERF3;MRPL55;MRPL1;TFB2M;MRPS6;MRPS10;MRPL22;MTERF4;MRPS15;FOXO3;C1QBP;MRPS2;TSFM;MTRES1",147,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial gene expression",TRUE,1.45339214898726,0.217304704493777,"relapse_up","TWNK;PNPT1;SLC25A33;MRPL15;MRPL20;MRPS2;TACO1;MRPS18A;MRPL11;PPARGC1B;MRPL3;TFAM;MRPS7;TRMT5;MRPL33;MRPS23;MRPL58;MRPL12;MRPS17;MRPL36;MPV17L2;MRPS6;FASTKD3;AURKAIP1;MRPL13;MRPL47;TRUB2;TRIT1;MRPL14;MRPL57;LRPPRC;MRPL54;FASTKD2;SUPV3L1;MRPL53;MTPAP;TARS2;MRPL39;MRPS15;MRPL1;ELAC2;PUS1;MRPS35;MRPS5;CDK5RAP1;TFB2M;MTERF3;MRPL21;COA3;AARS2;MRPL42;THAP11;GADD45GIP1;MRPS34;MRPL40;MRPL37;MRPL45;MRPS28;MRPS12;MRPS27;GFM2",166,""
"GO_BP","CNV_high_top25_candidate","mitochondrial genome maintenance",TRUE,-0.578497206488774,1,"relapse_down","AKT3;RRM2B;POLG2;TP53;DNAJA3;MPV17;SESN2;PRIMPOL",27,""
"GO_BP","CNV_high_top50_candidate","mitochondrial genome maintenance",TRUE,0.879832925105876,0.832187218721872,"relapse_up","TWNK;LIG3;SLC25A33;SSBP1;LONP1;POLG;TYMP;OPA1;SLC25A4;DNA2;CHCHD4",30,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial genome maintenance",TRUE,-1.31187577598047,0.328669749275443,"relapse_down","AKT3;TP53;NEURL4;PIF1;PRIMPOL;RRM1;DNA2;METTL4;TOP3A;MGME1;ENDOG;DNAJA3;CHCHD4;RRM2B;STOX1;MPV17",30,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial genome maintenance",TRUE,1.04689921463251,0.687912979949671,"relapse_up","LONP1;TYMP;SSBP1;RRM1;MGME1",21,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial genome maintenance",TRUE,0.790119151794012,0.919921339457088,"relapse_up","TWNK;SLC25A33;LIG3;SLC25A4;SSBP1",30,""
"GO_BP","CNV_high_top25_candidate","mitochondrial inner membrane fusion",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial inner membrane fusion",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial inner membrane fusion",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial inner membrane fusion",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial inner membrane fusion",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial large ribosomal subunit assembly",FALSE,NA,NA,"untested","",4,""
"GO_BP","CNV_high_top50_candidate","mitochondrial large ribosomal subunit assembly",FALSE,NA,NA,"untested","",4,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial large ribosomal subunit assembly",FALSE,NA,NA,"untested","",4,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial large ribosomal subunit assembly",FALSE,NA,NA,"untested","",4,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial large ribosomal subunit assembly",FALSE,NA,NA,"untested","",4,""
"GO_BP","CNV_high_top25_candidate","mitochondrial mRNA 3'-end processing",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","mitochondrial mRNA 3'-end processing",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","mitochondrial mRNA 3'-end processing",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","mitochondrial mRNA 3'-end processing",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","mitochondrial mRNA 3'-end processing",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","mitochondrial mRNA catabolic process",FALSE,NA,NA,"untested","",3,""
