"source","compartment","gene_set","tested","NES","padj","direction","leadingEdge","ranked_genes_n","note"
"GO_BP","CNV_high_top25_candidate","negative regulation of reactive oxygen species metabolic process",TRUE,-0.968558307394615,0.793732708324374,"relapse_down","HDAC6;BCR;SIRT3;ABCB7;SIRT2;TP53;G6PD;PPARA;ATG5;PINK1;CTNS;COA8;CFLAR",29,""
"GO_BP","CNV_high_top50_candidate","negative regulation of reactive oxygen species metabolic process",TRUE,-0.871295143864197,0.863286384086543,"relapse_down","PINK1;HDAC6;SIRT2;G6PD;ACP5;SIRT3;BCR;PPARA;ABCB7;TP53;HK2;COA8;ATG5;CTNS;SIRT5",31,""
"GO_BP","Cycling_TALL_blast_like","negative regulation of reactive oxygen species metabolic process",TRUE,1.12032587038979,0.550817445847495,"relapse_up","BCL2;ABCD1;FYN;SLC18A2;TFAP2A;CFLAR",31,""
"GO_BP","Quiescent_CD44_high_TALL_like","negative regulation of reactive oxygen species metabolic process",TRUE,1.11095552691396,0.599202396809587,"relapse_up","TRAP1;FYN;BCL2;VDAC1;TIGAR;BNIP3;CFLAR;ACP5;SIRT2;HIF1A",24,""
"GO_BP","broad_T_lineage_candidate_malignant","negative regulation of reactive oxygen species metabolic process",TRUE,-0.804059748105247,0.920364508854657,"relapse_down","ACP5;PINK1;HDAC6;SIRT2;ATG5;SIRT3;BCR;PPARA;G6PD;CTNS;ABCB7",33,""
"GO_BP","CNV_high_top25_candidate","negative regulation of release of cytochrome c from mitochondria",TRUE,1.59439969172717,0.206240963143077,"relapse_up","PRELID1;AKT1;GHITM;FXN;PPIF;PARL;LMNA;OPA1;BAK1;TRIAP1",12,""
"GO_BP","CNV_high_top50_candidate","negative regulation of release of cytochrome c from mitochondria",TRUE,1.06555095988578,0.713817612831907,"relapse_up","PRELID1;PARL;PSMD10;OPA1;FXN;BAK1;AKT1;GHITM;PPIF",14,""
"GO_BP","Cycling_TALL_blast_like","negative regulation of release of cytochrome c from mitochondria",TRUE,1.19109949316817,0.503867733214143,"relapse_up","BCL2L1;PRELID1;BAK1;TRIAP1;PARL;PSMD10;IGF1",15,""
"GO_BP","Quiescent_CD44_high_TALL_like","negative regulation of release of cytochrome c from mitochondria",TRUE,1.42564791555222,0.322678533395909,"relapse_up","PRELID1;FXN;LMNA;BAK1;PARL;PPIF;TRIAP1;PSMD10",12,""
"GO_BP","broad_T_lineage_candidate_malignant","negative regulation of release of cytochrome c from mitochondria",TRUE,0.858807335145453,0.864334048522859,"relapse_up","CLU;PRELID1;PARL;PSMD10;TRIAP1;GHITM;OPA1;BCL2L1;BAK1;PRKN;PPIF;AKT1",18,""
"GO_BP","CNV_high_top25_candidate","negative regulation of type 2 mitophagy",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top50_candidate","negative regulation of type 2 mitophagy",FALSE,NA,NA,"untested","",2,""
"GO_BP","Cycling_TALL_blast_like","negative regulation of type 2 mitophagy",FALSE,NA,NA,"untested","",2,""
"GO_BP","Quiescent_CD44_high_TALL_like","negative regulation of type 2 mitophagy",FALSE,NA,NA,"untested","",2,""
"GO_BP","broad_T_lineage_candidate_malignant","negative regulation of type 2 mitophagy",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top25_candidate","negative regulation of ubiquitin protein ligase activity",TRUE,1.42559520690128,0.402700671531431,"relapse_up","MAD2L2;RPS7;MAD2L1;FBXO5;RPL23;RPL5;RPL11",10,""
"GO_BP","CNV_high_top50_candidate","negative regulation of ubiquitin protein ligase activity",TRUE,1.40532340738054,0.454433990591532,"relapse_up","RPS7;RPL23;MAD2L2;RPL5;FBXO5;RPL11;MAD2L1;BAG2;CDKN2A",10,""
"GO_BP","Cycling_TALL_blast_like","negative regulation of ubiquitin protein ligase activity",TRUE,-1.09164177086673,0.633339084674115,"relapse_down","FBXO5;MAD2L2;MAD2L1",10,""
"GO_BP","Quiescent_CD44_high_TALL_like","negative regulation of ubiquitin protein ligase activity",TRUE,1.3722555054559,0.405753867934068,"relapse_up","FBXO5;BAG2;RPS7;CDKN2A;RPL11;RPL23",10,""
"GO_BP","broad_T_lineage_candidate_malignant","negative regulation of ubiquitin protein ligase activity",TRUE,1.21354081948224,0.635047592757817,"relapse_up","RPS7;CDKN2A;RPL5;RPL23;RPL11",10,""
"GO_BP","CNV_high_top25_candidate","negative regulation of ubiquitin-dependent protein catabolic process",TRUE,1.21749045849637,0.508611258712843,"relapse_up","SGTA;TLK2;PRMT6;SMARCC1;PARK7;CSNK2A2;EIF3H;HIPK2;RPS7;BAG5;PDCL3;CSNK2A1;HSP90AB1;UCHL5;TAF9;USP9X;N4BP1;TAF1;PHF20L1;RPL23;RPL5;CCAR2;USP14;RPL11",47,""
"GO_BP","CNV_high_top50_candidate","negative regulation of ubiquitin-dependent protein catabolic process",TRUE,0.98602979918345,0.763386959457476,"relapse_up","SGTA;TLK2;SMARCC1;PRMT6;RPS7;HSP90AB1;USP14;EIF3H;RPL23;PDCL3;CSNK2A2;PHF20L1;RYBP;CSNK2A1;RPL5;CCAR2;HIPK2;TRIM39;BAG5;N4BP1;USP9X;PARK7;RPL11;PML",48,""
"GO_BP","Cycling_TALL_blast_like","negative regulation of ubiquitin-dependent protein catabolic process",TRUE,1.34034291509969,0.305997168051942,"relapse_up","USP9X;HIPK2;PSEN1;PHF20L1;RYBP;OGT;TRIM39;N4BP1;TLK2;TAF1;USP7;EIF3H;USP38;NOP53;USP14;RPS7;RPL5;STYX;PRMT6;CSNK2A1;PML;SGTA;RPL11",50,""
"GO_BP","Quiescent_CD44_high_TALL_like","negative regulation of ubiquitin-dependent protein catabolic process",TRUE,-0.957822075134611,0.784733987515208,"relapse_down","MAP1A;HIPK2;OGT;USP5;FHIT;TAF9;CSNK2A1;PML;BAG6",44,""
"GO_BP","broad_T_lineage_candidate_malignant","negative regulation of ubiquitin-dependent protein catabolic process",TRUE,1.15424907752268,0.626202992226648,"relapse_up","SGTA;TLK2;PRMT6;SMARCC1;RPS7;PHF20L1;PDCL3;EIF3H;CDKN2A;RPL5;RPL23;USP9X;HSP90AB1;CSNK2A2;PANO1;HIPK2;PML;UCHL5;CSNK2A1;USP14;RPL11;RYBP;CCAR2;NOP53;PARK7;BAG5;STYX",50,""
"GO_BP","CNV_high_top25_candidate","negative regulation of ubiquitin-protein transferase activity",TRUE,1.25067165224286,0.540300546448087,"relapse_up","MAD2L2;RPS7;BAG5;MAD2L1;DTX3L;FBXO5;RPL23;RPL5;RPL11",16,""
"GO_BP","CNV_high_top50_candidate","negative regulation of ubiquitin-protein transferase activity",TRUE,1.49616038618902,0.372224583298781,"relapse_up","DTX3L;RPS7;RPL23;MAD2L2;RPL5;BAG5;FBXO5;RPL11;MAD2L1;BAG2;LIMK1;CDKN2A",16,""
"GO_BP","Cycling_TALL_blast_like","negative regulation of ubiquitin-protein transferase activity",TRUE,-0.771425688049788,0.897884084636615,"relapse_down","FBXO5;MAD2L2",16,""
"GO_BP","Quiescent_CD44_high_TALL_like","negative regulation of ubiquitin-protein transferase activity",TRUE,1.50757170059842,0.251653123070398,"relapse_up","SMAD7;FBXO5;BAG2;RPS7;CDKN2A;RPL11;RPL23",16,""
"GO_BP","broad_T_lineage_candidate_malignant","negative regulation of ubiquitin-protein transferase activity",TRUE,1.26230619204959,0.590208698249759,"relapse_up","RPS7;CDKN2A;RPL5;RPL23;DTX3L;RPL11;ABL1;BAG5;PSEN1;LIMK1;MAD2L1",16,""
"GO_BP","CNV_high_top25_candidate","negative regulation of ubiquitin-specific protease activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","negative regulation of ubiquitin-specific protease activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","negative regulation of ubiquitin-specific protease activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","negative regulation of ubiquitin-specific protease activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","negative regulation of ubiquitin-specific protease activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","nuclear protein quality control by the ubiquitin-proteasome system",FALSE,NA,NA,"untested","",4,""
"GO_BP","CNV_high_top50_candidate","nuclear protein quality control by the ubiquitin-proteasome system",FALSE,NA,NA,"untested","",4,""
"GO_BP","Cycling_TALL_blast_like","nuclear protein quality control by the ubiquitin-proteasome system",FALSE,NA,NA,"untested","",4,""
"GO_BP","Quiescent_CD44_high_TALL_like","nuclear protein quality control by the ubiquitin-proteasome system",FALSE,NA,NA,"untested","",3,""
"GO_BP","broad_T_lineage_candidate_malignant","nuclear protein quality control by the ubiquitin-proteasome system",FALSE,NA,NA,"untested","",4,""
"GO_BP","CNV_high_top25_candidate","outer mitochondrial membrane organization",TRUE,1.82625120976341,0.0565163384737105,"relapse_up","MTX1;MTCH2;TOMM40;TOMM70;TOMM22;HSPA4;TOMM6;TOMM20;MTCH1;MTX2",14,""
"GO_BP","CNV_high_top50_candidate","outer mitochondrial membrane organization",TRUE,1.81380733212473,0.101697967263237,"relapse_up","TOMM40;MTCH2;MTX1;TOMM22;HSPA4;TOMM6;TOMM20;TOMM70;MTCH1;TOMM7;SAMM50",14,""
"GO_BP","Cycling_TALL_blast_like","outer mitochondrial membrane organization",TRUE,1.72733859351957,0.0456304506870859,"relapse_up","HSPA4;TOMM22;TOMM40;TOMM20;TOMM70;MTCH2;TOMM6;TOMM7;MTX2",14,""
"GO_BP","Quiescent_CD44_high_TALL_like","outer mitochondrial membrane organization",TRUE,1.7802726162767,0.0315318546597877,"relapse_up","TOMM7;TOMM5;TOMM6;TOMM40;TOMM20;TOMM22;TOMM70;HSP90AA1;MTCH2",14,""
"GO_BP","broad_T_lineage_candidate_malignant","outer mitochondrial membrane organization",TRUE,1.90107388904371,0.0696030231651759,"relapse_up","TOMM40;TOMM22;MTCH2;HSPA4;TOMM6;TOMM70;TOMM20;MTX1;TOMM7;MTCH1;MTX2;SAMM50",14,""
"GO_BP","CNV_high_top25_candidate","oxidative phosphorylation",TRUE,1.65767422698445,0.0267075454341113,"relapse_up","COX5A;NDUFC2;ATP5F1B;UQCRHL;DNAJC15;NDUFA6;SLC25A33;BID;NDUFAB1;NDUFA9;NDUFA12;CYC1;UQCRH;NDUFA4;COX6A1;COX7A2L;COX8A;COX6C;NDUFV2;GHITM;ATP5PF;CHCHD2;COX4I1;SDHAF2;PARK7;NDUFB7;FXN;NDUFB6;ATP5F1C;ATP5MG;NDUFB9;ISCU;ATP5F1A;NDUFS3;PPIF;COX7B;SDHB;ATP5F1E;NDUFB2;NDUFS8;ATP7A;UQCR11;ATP5PB;NDUFA8;NDUFB11",116,""
"GO_BP","CNV_high_top50_candidate","oxidative phosphorylation",TRUE,1.56370635871511,0.101181468107906,"relapse_up","BID;ATP5F1B;DNAJC15;COX5A;NDUFC2;UQCRHL;NDUFA6;UQCRH;NDUFAB1;NDUFV2;NDUFA12;CYC1;COX7A2L;SLC25A33;COX6C;CHCHD2;NDUFB2;NDUFA4;NDUFA9;COX4I1;DNAJC30;ATP5PF;ATP5ME;COX6A1;ATP5MG;SDHB;NDUFB7;NDUFB9;NDUFS6;ATP5F1E;ATP7A;COX8A;UQCR11;COX7A2;ATP5F1A;FXN;NDUFS4;UQCRQ;ATP5F1C;ISCU;SDHAF2;GHITM;ABCD1;ATP5PB;PPIF",117,""
"GO_BP","Cycling_TALL_blast_like","oxidative phosphorylation",TRUE,-0.5568746200442,1,"relapse_down","CDK1;MSH2;AFG1L;UQCRC1;NDUFB6;SNCA;STOML2;COQ9;NDUFV1;CCNB1",117,""
"GO_BP","Quiescent_CD44_high_TALL_like","oxidative phosphorylation",TRUE,1.62315997024732,0.0124980214039887,"relapse_up","CHCHD10;SDHB;NDUFB2;NDUFC2;NDUFB6;NDUFV2;ISCU;COX4I1;NDUFA6;NDUFAB1;NDUFA12;NDUFB9;FXN;NDUFB3;COX7A2;SDHC;CYC1;COX8A;NDUFA10;ATP5ME;SDHD;SHMT2;ATP5MG;NDUFA9;UQCRB;COX6C;UQCR11;CHCHD2;BID;NDUFB11;NDUFA8;ATP5PD;UQCR10;ATP5F1D;NDUFA4;NDUFB1;ATP5F1E;PPIF;NDUFV3;NDUFA2;SDHA;PARK7;COX5B;COX7B;NDUFS5;ATP7A;DGUOK;DNAJC30;UQCRHL;COX7C;NDUFC1",113,""
"GO_BP","broad_T_lineage_candidate_malignant","oxidative phosphorylation",TRUE,1.79212790187659,0.0181107223680362,"relapse_up","SLC25A33;BID;DNAJC15;UQCRHL;ATP5F1B;UQCRH;NDUFC2;NDUFV2;NDUFA6;NDUFAB1;COX7A2L;COX5A;COX6C;CHCHD2;CYC1;COX4I1;ABCD1;SDHB;NDUFA12;ATP5ME;NDUFA9;NDUFA4;ATP5MG;ATP5PF;NDUFS6;ATP5F1E;NDUFB7;COX6A1;UQCR11;NDUFB9;NDUFB2;NDUFA13;COX7A2;UQCRQ;UQCC3;COX7C;ATP5F1A;SDHC;ATP5F1C;GHITM;NDUFB3;UQCRB;COX7B;NDUFS4;NDUFA8;COX8A;NDUFS3;PARK7;ATP5PB;NDUFB11;ATP5MF;NDUFA11;NDUFS8;ISCU;NDUFV3;ATP7A",117,""
"GO_BP","CNV_high_top25_candidate","piecemeal microautophagy of the nucleus",TRUE,-0.713309708538181,0.96578001654011,"relapse_down","ATG9B;ATG5;ATG2B;ATG7;ATG4C",17,""
"GO_BP","CNV_high_top50_candidate","piecemeal microautophagy of the nucleus",TRUE,-1.05223499992982,0.707354808420738,"relapse_down","ATG9B;ATG7;ULK3;ATG4B;ATG13;ATG2B;ATG5",17,""
"GO_BP","Cycling_TALL_blast_like","piecemeal microautophagy of the nucleus",TRUE,-0.933969525173184,0.770412976657841,"relapse_down","ATG9B;SNX7;ATG4B;ATG2A;ATG5",18,""
"GO_BP","Quiescent_CD44_high_TALL_like","piecemeal microautophagy of the nucleus",TRUE,-0.982620318875342,0.760214831738081,"relapse_down","ULK1;ATG2B;ATG4D;ATG9A;ATG7",12,""
"GO_BP","broad_T_lineage_candidate_malignant","piecemeal microautophagy of the nucleus",TRUE,-0.930270687434572,0.809273879779285,"relapse_down","ATG9B;SNX7;ATG5;ATG7;ATG4B;ATG13",18,""
"GO_BP","CNV_high_top25_candidate","plasma membrane ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","plasma membrane ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","plasma membrane ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","plasma membrane ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","plasma membrane ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","polyubiquitinated misfolded protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","polyubiquitinated misfolded protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","polyubiquitinated misfolded protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","polyubiquitinated misfolded protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","polyubiquitinated misfolded protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","polyubiquitinated protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","polyubiquitinated protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","polyubiquitinated protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","polyubiquitinated protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","polyubiquitinated protein transport",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","positive regulation of Lys63-specific deubiquitinase activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","positive regulation of Lys63-specific deubiquitinase activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of Lys63-specific deubiquitinase activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of Lys63-specific deubiquitinase activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of Lys63-specific deubiquitinase activity",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","positive regulation of anterograde axonal transport of mitochondrion",FALSE,NA,NA,"untested","",0,""
"GO_BP","CNV_high_top50_candidate","positive regulation of anterograde axonal transport of mitochondrion",FALSE,NA,NA,"untested","",0,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of anterograde axonal transport of mitochondrion",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of anterograde axonal transport of mitochondrion",FALSE,NA,NA,"untested","",0,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of anterograde axonal transport of mitochondrion",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","positive regulation of autophagy",TRUE,-0.779364797628399,0.990648193230562,"relapse_down","TP53INP1;SMCR8;FYCO1;TRIM13;UVRAG;SESN1;PIP4K2B;PIP4K2A;GPSM1;TICAM1;BAG3;TRIM5;TRIM65;GSK3B;TRIM68;KAT5;AMBRA1;C9orf72;TRIM38;CDK5RAP3;PLK2;ZC3H12A;DAPK1;TSC2;BAD;SESN2;BNIP3L;DDRGK1;EPM2A;WDR45;RAB3GAP1;PINK1;LRSAM1",128,""
"GO_BP","CNV_high_top50_candidate","positive regulation of autophagy",TRUE,0.601216512978127,1,"relapse_up","VDAC1;IL4;OPTN;PLEKHF1;WIPI1;BNIP3;CAMKK2;MAP3K7;MUL1;UBE2A;PLK3;SLC25A5;PIK3CB;SNX18;SPTLC2;SPTLC1;ROCK1;HUWE1;CCNY;LARP1;DEPTOR;MTDH;IFNG;TLR9;SLC25A4;SCOC;TOMM7;CSNK2A1;IKBKG;SIRT1;FOXO1;TRIM22;CALCOCO2;RIPK2;SNX30;UBR4;FBXO7;HIF1A;PARK7;TRIM21;EIF2AK1;TRIM32;PIP4K2C;BECN1;SQSTM1;GNAI3;CDC37",136,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of autophagy",TRUE,1.27408839809571,0.303779132059623,"relapse_up","IL4;PLEKHF1;SESN2;TRIM21;RIPK2;MUL1;CCNY;DEPTOR;RAB3GAP2;SIRT1;DAPK1;WIPI1;OPTN;SPTLC1;MAP3K7;MTDH;FYCO1;XBP1;CALCOCO2;RB1CC1;DEPDC5;SH3GLB1;TRIM22;FBXO7;PRKAA1;ORMDL3;HUWE1;SESN3;UBR4;TOM1;HIF1A;ZC3H12A;GNAI3;PIM2;PIK3CB;ROCK1;BECN1;CSNK2A1;TOMM7",137,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of autophagy",TRUE,-0.847394848482438,0.9638430029847,"relapse_down","TRIM13;TRIM5;CDK5RAP3;DAPK1;HMOX1;PLK2;TP53INP1;ULK1;CALCOCO2;TSC2;USP20;TRIM23;GSK3B;ROCK1",113,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of autophagy",TRUE,-0.62940626287782,1,"relapse_down","TP53INP1;GPSM1;PIP4K2A;CDK5RAP3;TRIM13;TPCN1;TRIM23;TSC2;SNX7;PINK1;WDR45;SMCR8;SESN1;TFEB;TICAM1;TRIM38;RAB3GAP1;PIP4K2B;ENDOG;VPS13D;UVRAG;TRIM5;C9orf72;TRIM6;KAT5;STK11;PLK2;WAC;RALB;ATG13;FYCO1;ZC3H12A;PIM2;LRSAM1;HMGB1;AMBRA1;PIK3C2A;ATF6;GSK3B;BAG3;PRKAA1;RNF31;MAPK3;PIP4K2C;STUB1;BAD",141,""
"GO_BP","CNV_high_top25_candidate","positive regulation of autophagy of mitochondrion",TRUE,1.30048041825196,0.49569168102773,"relapse_up","VDAC1;SLC25A5;MUL1;CAMKK2;UBE2A;PARK7;BNIP3;HUWE1;CDC37;FBXO7",20,""
"GO_BP","CNV_high_top50_candidate","positive regulation of autophagy of mitochondrion",TRUE,1.26380246206274,0.551330773582534,"relapse_up","VDAC1;BNIP3;CAMKK2;MUL1;UBE2A;SLC25A5;HUWE1;SLC25A4;TOMM7;FBXO7;HIF1A;PARK7;EIF2AK1;CDC37",23,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of autophagy of mitochondrion",TRUE,0.740089106856279,0.932479597709119,"relapse_up","MUL1;FBXO7;HUWE1;HIF1A;TOMM7;VDAC1;HTT;CAMKK2;UBE2A;VPS13D",23,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of autophagy of mitochondrion",TRUE,1.25193468982372,0.477826298411737,"relapse_up","TOMM7;VDAC1;BNIP3;EIF2AK1;HIF1A;UBE2A;PARK7;CAMKK2",20,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of autophagy of mitochondrion",TRUE,1.30699262763202,0.531514074610739,"relapse_up","VDAC1;MUL1;SLC25A4;UBE2A;CAMKK2;BNIP3;HUWE1;TOMM7;SLC25A5;HIF1A;FBXO7;PARK7;EIF2AK1;HK2;PRKN",24,""
"GO_BP","CNV_high_top25_candidate","positive regulation of chaperone-mediated autophagy",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top50_candidate","positive regulation of chaperone-mediated autophagy",FALSE,NA,NA,"untested","",1,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of chaperone-mediated autophagy",FALSE,NA,NA,"untested","",1,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of chaperone-mediated autophagy",FALSE,NA,NA,"untested","",1,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of chaperone-mediated autophagy",FALSE,NA,NA,"untested","",1,""
"GO_BP","CNV_high_top25_candidate","positive regulation of establishment of protein localization to mitochondrion",TRUE,1.19714297657001,0.550270943175161,"relapse_up","TOMM70;UBE2D3;HTRA2;USP36;UBE2J2;CSNK2A2;NPEPPS;BBC3;UBE2L3;HUWE1;RHOU",30,""
"GO_BP","CNV_high_top50_candidate","positive regulation of establishment of protein localization to mitochondrion",TRUE,0.841283907402929,0.883348589161277,"relapse_up","UBE2J2;USP36;UBE2D3;TOMM70;HUWE1;CSNK2A2;NPEPPS;UBE2L3;TOMM7;BBC3;RHOU;UBL5;SH3GLB1;ARIH2",31,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of establishment of protein localization to mitochondrion",TRUE,1.08122007181833,0.600450664136622,"relapse_up","USP36;UBE2D3;TOMM70;SH3GLB1;BBC3;PRKAA1;HUWE1;UBE2J2;ARIH2;TOMM7;MAPK8;RHOU;UBE2L3;NPEPPS",31,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of establishment of protein localization to mitochondrion",TRUE,1.21747787457805,0.495057833859096,"relapse_up","TOMM7;GZMB;UBE2J2;USP36;ARIH2;SAE1;BBC3;UBE2L3;TOMM70;NMT1;UBE2D3;VPS11",31,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of establishment of protein localization to mitochondrion",TRUE,0.484832837836428,1,"relapse_up","USP36;UBE2J2;TOMM70;HUWE1;TOMM7;UBE2D3;CSNK2A2",33,""
"GO_BP","CNV_high_top25_candidate","positive regulation of free ubiquitin chain polymerization",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top50_candidate","positive regulation of free ubiquitin chain polymerization",FALSE,NA,NA,"untested","",2,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of free ubiquitin chain polymerization",FALSE,NA,NA,"untested","",2,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of free ubiquitin chain polymerization",FALSE,NA,NA,"untested","",2,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of free ubiquitin chain polymerization",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top25_candidate","positive regulation of macroautophagy",TRUE,-0.800477252527687,0.953003249750729,"relapse_down","SMCR8;FYCO1;TRIM13;UVRAG;SESN1;PIP4K2B;PIP4K2A;GPSM1;BAG3;KAT5;AMBRA1;C9orf72;CDK5RAP3;TSC2;SESN2;BNIP3L;DDRGK1;EPM2A;WDR45;RAB3GAP1;PINK1;LRSAM1",74,""
"GO_BP","CNV_high_top50_candidate","positive regulation of macroautophagy",TRUE,0.695641517250747,1,"relapse_up","VDAC1;IL4;OPTN;WIPI1;BNIP3;MAP3K7;MUL1;UBE2A;SLC25A5;SNX18;SPTLC2;SPTLC1;HUWE1;LARP1;SLC25A4;SCOC;TOMM7;CSNK2A1;IKBKG;SIRT1;CALCOCO2;RIPK2;SNX30;FBXO7;HIF1A;EIF2AK1;TRIM32;PIP4K2C;BECN1;GNAI3;CDC37",79,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of macroautophagy",TRUE,1.20962076950777,0.426344086021505,"relapse_up","IL4;SESN2;RIPK2;MUL1;RAB3GAP2;SIRT1;WIPI1;OPTN;SPTLC1;MAP3K7;FYCO1;CALCOCO2;SH3GLB1;FBXO7;HUWE1;SESN3;TOM1;HIF1A;GNAI3;PIM2;BECN1;CSNK2A1;TOMM7;VDAC1;SNX18",80,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of macroautophagy",TRUE,0.77389972203109,1,"relapse_up","SNX18;TOMM7;ATG2A;VDAC1;TBK1;OPTN;WAC;SESN3;RALB",64,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of macroautophagy",TRUE,-0.581721809676907,1,"relapse_down","GPSM1;PIP4K2A;CDK5RAP3;TRIM13;TSC2;SNX7;PINK1;WDR45;SMCR8;SESN1;RAB3GAP1;PIP4K2B;VPS13D;UVRAG",83,""
"GO_BP","CNV_high_top25_candidate","positive regulation of mitochondrial ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",4,""
"GO_BP","CNV_high_top50_candidate","positive regulation of mitochondrial ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",4,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of mitochondrial ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",4,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of mitochondrial ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",4,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of mitochondrial ATP synthesis coupled electron transport",FALSE,NA,NA,"untested","",4,""
"GO_BP","CNV_high_top25_candidate","positive regulation of mitochondrial DNA metabolic process",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top50_candidate","positive regulation of mitochondrial DNA metabolic process",FALSE,NA,NA,"untested","",2,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of mitochondrial DNA metabolic process",FALSE,NA,NA,"untested","",2,""
"GO_BP","Quiescent_CD44_high_TALL_like","positive regulation of mitochondrial DNA metabolic process",FALSE,NA,NA,"untested","",2,""
"GO_BP","broad_T_lineage_candidate_malignant","positive regulation of mitochondrial DNA metabolic process",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top25_candidate","positive regulation of mitochondrial DNA replication",FALSE,NA,NA,"untested","",2,""
"GO_BP","CNV_high_top50_candidate","positive regulation of mitochondrial DNA replication",FALSE,NA,NA,"untested","",2,""
"GO_BP","Cycling_TALL_blast_like","positive regulation of mitochondrial DNA replication",FALSE,NA,NA,"untested","",2,""
